Chr	start	end	Gene	Chain	Chr_TE	start_TE	end_TE	Overlap_bp
1	192252489	192255152	Zm00001d031505	-	1	192248660	192267574	2663
1	192284598	192288060	Zm00001d031508	+	1	192269966	192286847	2249
1	192366141	192367785	Zm00001d031511	-	1	192363279	192380429	1644
1	192424400	192424708	Zm00001d031513	-	1	192415798	192430197	308
1	192615422	192622594	Zm00001d031518	+	1	192615300	192622712	7172
1	192670032	192675121	Zm00001d031519	+	1	192669767	192675642	5089
1	192746884	192762316	Zm00001d031522	+	1	192752500	192757863	5363
1	192892598	192897923	Zm00001d031525	+	1	192885354	192901956	5325
1	192898539	192899528	Zm00001d031526	+	1	192885354	192901956	989
1	193249982	193256980	Zm00001d031532	+	1	193250863	193261824	6117
1	193620437	193622803	Zm00001d031536	-	1	193619633	193624449	2366
1	193750496	193751623	Zm00001d031541	+	1	193733831	193751472	976
1	193753195	193766058	Zm00001d031542	+	1	193756830	193762118	5288
1	193845295	193846953	Zm00001d031547	-	1	193843965	193854150	1658
1	193849007	193849590	Zm00001d031548	-	1	193843965	193854150	583
1	193854782	193874626	Zm00001d031549	-	1	193855308	193874313	19005
1	194159049	194162479	Zm00001d031557	+	1	194159668	194176522	2811
1	194162557	194176389	Zm00001d031558	-	1	194159668	194176522	13832
1	194266307	194270465	Zm00001d031560	+	1	194259553	194268305	1998
1	194911369	194916219	Zm00001d031573	-	1	194912338	194913391	1053
1	195022397	195027607	Zm00001d031574	-	1	195020862	195030647	5210
1	195077708	195078109	Zm00001d031576	-	1	195073839	195089669	401
1	195116930	195128043	Zm00001d031578	+	1	195117171	195124593	7422
1	195388615	195402490	Zm00001d031581	+	1	195384623	195397479	8864
1	195481943	195483097	Zm00001d031583	-	1	195470333	195491202	1154
1	195481943	195483097	Zm00001d031583	-	1	195471236	195486014	1154
1	195511708	195521787	Zm00001d031584	+	1	195512431	195522494	9356
1	195617659	195621721	Zm00001d031591	-	1	195616181	195619292	1633
1	195810416	195812223	Zm00001d031594	-	1	195795254	195814353	1807
1	195958619	195965889	Zm00001d031602	+	1	195953618	195964260	5641
1	196103127	196103698	Zm00001d031606	-	1	196101267	196106826	571
1	196150569	196153475	Zm00001d031611	-	1	196141219	196154111	2906
1	196221931	196223185	Zm00001d031615	+	1	196221440	196224370	1254
1	196222465	196223007	Zm00001d031616	-	1	196221440	196224370	542
1	196232433	196236937	Zm00001d031619	+	1	196236895	196239973	42
1	196773083	196773325	Zm00001d031625	+	1	196758944	196773748	242
1	196865024	196868008	Zm00001d031627	-	1	196863384	196870186	2984
1	196930708	196940546	Zm00001d031634	+	1	196932394	196937875	5481
1	197105593	197108840	Zm00001d031639	+	1	197104964	197110341	3247
1	197108702	197111394	Zm00001d031640	-	1	197104964	197110341	1639
1	197133007	197142004	Zm00001d031643	+	1	197136465	197138015	1550
1	197133007	197142004	Zm00001d031643	+	1	197141526	197158527	478
1	197133007	197142004	Zm00001d031643	+	1	197131649	197135421	2414
1	197509969	197512541	Zm00001d031654	+	1	197512299	197529859	242
1	197545631	197549052	Zm00001d031655	+	1	197548525	197561779	527
1	197633701	197636263	Zm00001d031656	-	1	197632137	197639896	2562
1	197692665	197700005	Zm00001d031657	-	1	197695384	197707421	4621
1	197917030	197917588	Zm00001d031661	+	1	197908847	197926045	558
1	197918030	197921539	Zm00001d031662	-	1	197908847	197926045	3509
1	198078399	198080869	Zm00001d031665	-	1	198049668	198084601	2470
1	198137582	198141658	Zm00001d031669	+	1	198137310	198184021	4076
1	198157946	198164050	Zm00001d031671	+	1	198142984	198160974	3028
1	198157946	198164050	Zm00001d031671	+	1	198137310	198184021	6104
1	198158299	198163378	Zm00001d031670	+	1	198142984	198160974	2675
1	198158299	198163378	Zm00001d031670	+	1	198137310	198184021	5079
1	198164368	198168408	Zm00001d031672	+	1	198137310	198184021	4040
1	198259709	198260293	Zm00001d031673	+	1	198250665	198267712	584
1	198267827	198271992	Zm00001d031674	+	1	198269366	198288308	2626
1	198288147	198289508	Zm00001d031675	+	1	198269366	198288308	161
1	198291706	198304950	Zm00001d031676	+	1	198299350	198301181	1831
1	198621130	198627245	Zm00001d031685	+	1	198620901	198627394	6115
1	198621130	198627245	Zm00001d031685	+	1	198622852	198624841	1989
1	198748082	198750106	Zm00001d031696	+	1	198743265	198815903	2024
1	198774832	198777673	Zm00001d031697	-	1	198743265	198815903	2841
1	198784413	198787445	Zm00001d031698	-	1	198743265	198815903	3032
1	198784413	198787445	Zm00001d031698	-	1	198783626	198798390	3032
1	198828635	198829665	Zm00001d031699	+	1	198826714	198832656	1030
1	198850941	198866978	Zm00001d031702	-	1	198858983	198867097	7995
1	198850941	198866978	Zm00001d031702	-	1	198864302	198864797	495
1	199082322	199102858	Zm00001d031709	-	1	199082869	199093857	10988
1	199082322	199102858	Zm00001d031709	-	1	199081412	199096097	13775
1	199082322	199102858	Zm00001d031709	-	1	199082019	199104592	20536
1	199206943	199207208	Zm00001d031713	+	1	199206478	199212589	265
1	200068571	200073558	Zm00001d031733	-	1	200073377	200075969	181
1	200068571	200073558	Zm00001d031733	-	1	200056252	200084077	4987
1	200077843	200082258	Zm00001d031734	+	1	200056252	200084077	4415
1	200160359	200163833	Zm00001d031735	-	1	200159366	200164380	3474
1	200197812	200199489	Zm00001d031736	-	1	200191603	200197859	47
1	200197812	200199489	Zm00001d031736	-	1	200194720	200210300	1677
1	200572724	200575450	Zm00001d031743	+	1	200563259	200574123	1399
1	200684247	200684807	Zm00001d031748	+	1	200684376	200688760	431
1	200686322	200689932	Zm00001d031749	-	1	200684376	200688760	2438
1	200814954	200816242	Zm00001d031754	-	1	200814551	200820138	1288
1	201315011	201316276	Zm00001d031771	-	1	201314934	201355071	1265
1	201352938	201354203	Zm00001d031772	-	1	201351316	201359259	1265
1	201352938	201354203	Zm00001d031772	-	1	201314934	201355071	1265
1	201799808	201802246	Zm00001d031785	-	1	201765318	201823742	2438
1	201799808	201802246	Zm00001d031785	-	1	201795265	201813185	2438
1	201964854	201966053	Zm00001d031792	-	1	201962031	201966351	1199
1	202170793	202171441	Zm00001d031797	+	1	202164718	202175744	648
1	202174123	202174818	Zm00001d031798	-	1	202164718	202175744	695
1	202360536	202360844	Zm00001d031806	+	1	202359576	202374581	308
1	202464156	202467819	Zm00001d031808	+	1	202463698	202481580	3663
1	202468442	202472613	Zm00001d031809	-	1	202463698	202481580	4171
1	202550575	202551372	Zm00001d031810	+	1	202514942	202577333	797
1	202550575	202551372	Zm00001d031810	+	1	202546878	202566220	797
1	202554373	202556086	Zm00001d031811	-	1	202514942	202577333	1713
1	202554373	202556086	Zm00001d031811	-	1	202546878	202566220	1713
1	202751686	202757066	Zm00001d031816	-	1	202748360	202763336	5380
1	202884656	202896386	Zm00001d031817	+	1	202889334	202894544	5210
1	202981539	202982307	Zm00001d031822	+	1	202979557	202996763	768
1	202981661	202981981	Zm00001d031823	-	1	202979557	202996763	320
1	202983117	202992232	Zm00001d031824	-	1	202983858	202989350	5492
1	202983117	202992232	Zm00001d031824	-	1	202979557	202996763	9115
1	202992962	202996130	Zm00001d031825	-	1	202979557	202996763	3168
1	203014514	203029359	Zm00001d031827	-	1	203016475	203028478	12003
1	203041801	203043392	Zm00001d031830	-	1	203039834	203059225	1591
1	203211927	203212346	Zm00001d031836	-	1	203198193	203215130	419
1	203326138	203327986	Zm00001d031839	-	1	203311299	203328334	1848
1	203354978	203355904	Zm00001d031840	-	1	203329629	203363676	926
1	203354978	203355904	Zm00001d031840	-	1	203355765	203369201	139
1	203911284	203917374	Zm00001d031845	-	1	203903669	203919175	6090
1	203934648	203935478	Zm00001d031846	+	1	203919188	203939802	830
1	204145139	204149948	Zm00001d031853	+	1	204143502	204149722	4583
1	204431583	204433029	Zm00001d031859	+	1	204415212	204433637	1446
1	204547857	204548477	Zm00001d031864	+	1	204546732	204550313	620
1	204668605	204670641	Zm00001d031866	-	1	204670495	204683967	146
1	204677117	204680173	Zm00001d031867	+	1	204670495	204683967	3056
1	204737534	204738454	Zm00001d031868	+	1	204728334	204744719	920
1	204740208	204743258	Zm00001d031869	-	1	204728334	204744719	3050
1	204744332	204746298	Zm00001d031870	+	1	204728334	204744719	387
1	204962467	204987181	Zm00001d031873	-	1	204966309	204979046	12737
1	205070844	205071236	Zm00001d031874	+	1	205068564	205085954	392
1	205091435	205093066	Zm00001d031875	-	1	205091998	205107069	1068
1	205126581	205135409	Zm00001d031876	+	1	205127115	205135496	8294
1	205145445	205145828	Zm00001d031877	+	1	205136395	205151701	383
1	205241191	205242150	Zm00001d031880	+	1	205237467	205259099	959
1	205250102	205251502	Zm00001d031882	+	1	205237467	205259099	1400
1	205253220	205256933	Zm00001d031883	+	1	205237467	205259099	3713
1	205424840	205425909	Zm00001d031890	+	1	205411755	205428915	1069
1	205617823	205620362	Zm00001d031893	+	1	205609037	205625826	2539
1	205808285	205809544	Zm00001d031895	+	1	205806122	205811575	1259
1	205925213	205930258	Zm00001d031898	+	1	205914860	205927246	2033
1	206152188	206155096	Zm00001d031903	-	1	206154112	206155522	984
1	206850565	206850807	Zm00001d031921	-	1	206845283	206899818	242
1	207061888	207081049	Zm00001d031927	-	1	207068034	207074141	6107
1	207061888	207081049	Zm00001d031927	-	1	207059985	207076061	14173
1	207099867	207105197	Zm00001d031929	-	1	207101616	207113131	3581
1	207233991	207236556	Zm00001d031932	+	1	207227687	207275156	2565
1	207233991	207236556	Zm00001d031932	+	1	207228715	207256702	2565
1	207233991	207236556	Zm00001d031932	+	1	207221490	207236244	2253
1	207438528	207441291	Zm00001d031937	+	1	207429008	207439958	1430
1	207526463	207529592	Zm00001d031940	-	1	207519387	207526812	349
1	207754045	207757465	Zm00001d031948	-	1	207706365	207803025	3420
1	207788455	207799885	Zm00001d031949	+	1	207782985	207798460	10005
1	207788455	207799885	Zm00001d031949	+	1	207788904	207798405	9501
1	207788455	207799885	Zm00001d031949	+	1	207706365	207803025	11430
1	207800507	207800674	Zm00001d031950	+	1	207706365	207803025	167
1	207851300	207854723	Zm00001d031951	-	1	207848629	207862774	3423
1	207851300	207854723	Zm00001d031951	-	1	207840833	207929551	3423
1	207851300	207854723	Zm00001d031951	-	1	207847213	207929543	3423
1	207855994	207859754	Zm00001d031952	+	1	207848629	207862774	3760
1	207855994	207859754	Zm00001d031952	+	1	207840833	207929551	3760
1	207855994	207859754	Zm00001d031952	+	1	207847213	207929543	3760
1	208072495	208073445	Zm00001d031962	+	1	208054896	208073208	713
1	208218165	208223089	Zm00001d031967	-	1	208222085	208223698	1004
1	208328135	208356985	Zm00001d031973	+	1	208346280	208352112	5832
1	208328135	208356985	Zm00001d031973	+	1	208318598	208329919	1784
1	208381831	208384444	Zm00001d031976	-	1	208379498	208384804	2613
1	208507191	208517368	Zm00001d031981	+	1	208510267	208515376	5109
1	208507191	208517368	Zm00001d031981	+	1	208506950	208526562	10177
1	208746944	208754876	Zm00001d031986	-	1	208747114	208836961	7762
1	208751063	208754709	Zm00001d031987	+	1	208747114	208836961	3646
1	208835364	208839440	Zm00001d031988	-	1	208747114	208836961	1597
1	208900771	208909882	Zm00001d031989	-	1	208900699	208908104	7333
1	208935062	208935679	Zm00001d031990	+	1	208933904	208953414	617
1	208936535	208939125	Zm00001d031991	-	1	208933904	208953414	2590
1	208942917	208950782	Zm00001d031992	+	1	208933904	208953414	7865
1	208982124	208986152	Zm00001d031993	-	1	208979647	208997099	4028
1	208986199	208986892	Zm00001d031994	-	1	208979647	208997099	693
1	209166877	209167593	Zm00001d032000	+	1	209143110	209167314	437
1	209250225	209252198	Zm00001d032004	-	1	209238714	209253730	1973
1	209338030	209341591	Zm00001d032010	+	1	209336423	209341743	3561
1	209549016	209554713	Zm00001d032016	+	1	209542992	209555007	5697
1	209949067	209949613	Zm00001d032030	-	1	209949061	209959221	546
1	210137790	210138853	Zm00001d032036	+	1	210129185	210145653	1063
1	210206509	210211370	Zm00001d032040	+	1	210206611	210210072	3461
1	210548810	210553536	Zm00001d032046	+	1	210552603	210559567	933
1	210548810	210553536	Zm00001d032046	+	1	210542050	210559508	4726
1	210710799	210711759	Zm00001d032047	-	1	210627639	210715422	960
1	210823263	210825079	Zm00001d032050	+	1	210822560	210838127	1816
1	210825161	210825686	Zm00001d032051	-	1	210822560	210838127	525
1	210826979	210827707	Zm00001d032052	+	1	210822560	210838127	728
1	210838343	210839476	Zm00001d032053	+	1	210838737	210843596	739
1	210842514	210843620	Zm00001d032054	+	1	210838737	210843596	1082
1	210913869	210916020	Zm00001d032055	+	1	210870334	210925075	2151
1	210966210	210973774	Zm00001d032056	+	1	210962256	210981255	7564
1	210966210	210973774	Zm00001d032056	+	1	210973560	211004941	214
1	211054138	211060475	Zm00001d032058	-	1	211048110	211064205	6337
1	211065773	211068432	Zm00001d032059	-	1	211065419	211082893	2659
1	211140441	211148020	Zm00001d032064	+	1	211143453	211147086	3633
1	211186934	211188751	Zm00001d032066	-	1	211182104	211187599	665
1	211385712	211390492	Zm00001d032072	-	1	211383532	211385841	129
1	211385712	211390492	Zm00001d032072	-	1	211387801	211407538	2691
1	211709321	211711127	Zm00001d032076	-	1	211684330	211737661	1806
1	211772301	211796592	Zm00001d032078	+	1	211775676	211776785	1109
1	211943365	211946180	Zm00001d032081	-	1	211937434	211947566	2815
1	212104378	212105884	Zm00001d032083	+	1	212095729	212105629	1251
1	212120273	212124691	Zm00001d032085	-	1	212118411	212127094	4418
1	212175809	212176186	Zm00001d032087	+	1	212149184	212189207	377
1	212175809	212176186	Zm00001d032087	+	1	212156524	212187064	377
1	212234251	212236528	Zm00001d032089	+	1	212231930	212237130	2277
1	212307422	212307691	Zm00001d032093	+	1	212304901	212314104	269
1	212823128	212826208	Zm00001d032100	+	1	212822901	212824242	1114
1	212826023	212863575	Zm00001d032101	-	1	212847052	212852865	5813
1	212826023	212863575	Zm00001d032101	-	1	212862028	212869715	1547
1	213134966	213136307	Zm00001d032105	-	1	213132889	213141271	1341
1	213138788	213140938	Zm00001d032106	-	1	213132889	213141271	2150
1	213313344	213321498	Zm00001d032111	+	1	213315531	213317363	1832
1	213424465	213434939	Zm00001d032112	+	1	213421530	213454894	10474
1	213685223	213690923	Zm00001d032117	+	1	213684865	213695791	5700
1	213778926	213779774	Zm00001d032120	+	1	213774913	213781114	848
1	213876669	213877625	Zm00001d032125	+	1	213868726	213892139	956
1	213876669	213877625	Zm00001d032125	+	1	213876172	213879975	956
1	213878646	213879350	Zm00001d032126	-	1	213868726	213892139	704
1	213878646	213879350	Zm00001d032126	-	1	213876172	213879975	704
1	213904619	213907090	Zm00001d032128	+	1	213906367	213909044	723
1	213971572	213974101	Zm00001d032131	+	1	213970091	213975785	2529
1	214041360	214041602	Zm00001d032132	-	1	214040256	214058464	242
1	214255636	214259163	Zm00001d032139	-	1	214256422	214262052	2741
1	214321165	214333419	Zm00001d032143	-	1	214331543	214349861	1876
1	214491081	214496190	Zm00001d032148	+	1	214493231	214509081	2959
1	214514725	214517716	Zm00001d032150	+	1	214514245	214518364	2991
1	214573739	214579407	Zm00001d032152	+	1	214529156	214575976	2237
1	214671368	214678913	Zm00001d032156	+	1	214634666	214709539	7545
1	214771189	214771923	Zm00001d032159	-	1	214769817	214776163	734
1	214976377	214992924	Zm00001d032160	+	1	214979200	214989293	10093
1	215220355	215221569	Zm00001d032164	-	1	215208451	215225139	1214
1	215245297	215249999	Zm00001d032165	-	1	215240351	215247298	2001
1	215551746	215556493	Zm00001d032172	+	1	215541271	215557537	4747
1	215697430	215697789	Zm00001d032177	+	1	215681881	215699191	359
1	215957280	215958780	Zm00001d032179	-	1	215957039	215965566	1500
1	216006333	216008309	Zm00001d032180	-	1	215989486	216008095	1762
1	216309382	216310438	Zm00001d032189	+	1	216299597	216310468	1056
1	216390881	216396455	Zm00001d032192	+	1	216386065	216402837	5574
1	216643340	216646707	Zm00001d032194	+	1	216642954	216651466	3367
1	217245050	217250259	Zm00001d032210	+	1	217242543	217251086	5209
1	217293260	217296215	Zm00001d032213	+	1	217292021	217294670	1410
1	217341050	217343352	Zm00001d032214	+	1	217300695	217372744	2302
1	217455034	217455756	Zm00001d032217	-	1	217451566	217513581	722
1	217631090	217658099	Zm00001d032220	-	1	217635510	217640785	5275
1	217631090	217658099	Zm00001d032220	-	1	217648617	217652686	4069
1	217698465	217704350	Zm00001d032221	-	1	217696641	217706664	5885
1	217812762	217822354	Zm00001d032222	-	1	217799722	217816027	3265
1	217812762	217822354	Zm00001d032222	-	1	217804800	217813011	249
1	217812762	217822354	Zm00001d032222	-	1	217766069	217845441	9592
1	217837369	217838681	Zm00001d032223	-	1	217766069	217845441	1312
1	218044713	218047096	Zm00001d032230	-	1	218031509	218049417	2383
1	218358529	218366044	Zm00001d032238	+	1	218364912	218380084	1132
1	218510675	218511967	Zm00001d032240	-	1	218509869	218526137	1292
1	218581174	218582804	Zm00001d032242	+	1	218523506	218599076	1630
1	219248901	219250308	Zm00001d032260	-	1	219245926	219248914	13
1	219873959	219876805	Zm00001d032271	+	1	219873723	219874776	817
1	220119646	220124983	Zm00001d032280	-	1	220124378	220132971	605
1	220213723	220251567	Zm00001d032282	+	1	220217812	220218290	478
1	220213723	220251567	Zm00001d032282	+	1	220246833	220247054	221
1	220213723	220251567	Zm00001d032282	+	1	220250393	220256290	1174
1	220213723	220251567	Zm00001d032282	+	1	220232545	220234104	1559
1	220441211	220441984	Zm00001d032285	-	1	220437804	220449552	773
1	220640969	220642533	Zm00001d032292	-	1	220633501	220653118	1564
1	221079602	221082180	Zm00001d032299	+	1	221079366	221083000	2578
1	221117789	221131935	Zm00001d032301	-	1	221122339	221127471	5132
1	221288907	221296871	Zm00001d032303	+	1	221257446	221353598	7964
1	221288907	221296871	Zm00001d032303	+	1	221296746	221304481	125
1	221392194	221397307	Zm00001d032304	+	1	221384991	221398154	5113
1	221630345	221634888	Zm00001d032310	-	1	221626404	221646062	4543
1	221831552	221837239	Zm00001d032311	+	1	221826551	221831570	18
1	221837917	221839950	Zm00001d032312	-	1	221839362	221852679	588
1	221891328	221894175	Zm00001d032313	+	1	221884396	221903286	2847
1	221922455	221923262	Zm00001d032315	+	1	221918851	221923365	807
1	221997427	222009371	Zm00001d032317	-	1	222002057	222008471	6414
1	222560485	222562767	Zm00001d032325	-	1	222553193	222591276	2282
1	222628337	222630876	Zm00001d032330	+	1	222626829	222633685	2539
1	222704091	222708190	Zm00001d032331	-	1	222692355	222708509	4099
1	222953664	222955145	Zm00001d032335	+	1	222951911	222969026	1481
1	222976163	223002067	Zm00001d032336	+	1	222995047	223010082	7020
1	223350470	223352163	Zm00001d032347	+	1	223341501	223353980	1693
1	223545282	223577431	Zm00001d032353	-	1	223567275	223578089	10156
1	223602477	223611036	Zm00001d032356	-	1	223604127	223606711	2584
1	223602477	223611036	Zm00001d032356	-	1	223589497	223637695	8559
1	224032659	224035932	Zm00001d032363	-	1	224032943	224043821	2989
1	224075150	224075662	Zm00001d032367	-	1	224072263	224082593	512
1	224163203	224168489	Zm00001d032371	+	1	224163096	224168980	5286
1	224244775	224257054	Zm00001d032373	-	1	224248617	224251232	2615
1	224515447	224521743	Zm00001d032376	-	1	224521108	224536585	635
1	224572120	224573679	Zm00001d032378	-	1	224568777	224574248	1559
1	224652544	224684417	Zm00001d032380	-	1	224673465	224684453	10952
1	224652544	224684417	Zm00001d032380	-	1	224654259	224660136	5877
1	224698683	224699467	Zm00001d032381	+	1	224691600	224699204	521
1	224850672	224860595	Zm00001d032384	-	1	224853543	224855795	2252
1	225026376	225031085	Zm00001d032386	-	1	225014761	225028657	2281
1	225072691	225076056	Zm00001d032387	+	1	225071042	225078430	3365
1	225118458	225119390	Zm00001d032388	+	1	225114211	225119942	932
1	225164918	225169170	Zm00001d032391	-	1	225145453	225178554	4252
1	225164918	225169170	Zm00001d032391	-	1	225161814	225176430	4252
1	225504227	225506497	Zm00001d032399	+	1	225504245	225512802	2252
1	225510436	225511458	Zm00001d032400	+	1	225504245	225512802	1022
1	225535648	225536884	Zm00001d032403	-	1	225535509	225542464	1236
1	225539486	225550468	Zm00001d032404	+	1	225535509	225542464	2978
1	225600676	225602868	Zm00001d032405	-	1	225590084	225604239	2192
1	225680256	225681338	Zm00001d032406	-	1	225678722	225682885	1082
1	225684392	225707190	Zm00001d032407	-	1	225683500	225688240	3848
1	225684392	225707190	Zm00001d032407	-	1	225689739	225702091	12352
1	225684392	225707190	Zm00001d032407	-	1	225688450	225694029	5579
1	225900732	225905908	Zm00001d032415	+	1	225891363	225911320	5176
1	225909434	225913663	Zm00001d032417	+	1	225891363	225911320	1886
1	225974745	225976171	Zm00001d032422	+	1	225970587	225982547	1426
1	225974748	225976009	Zm00001d032423	+	1	225970587	225982547	1261
1	226002846	226004651	Zm00001d032426	+	1	226002167	226019095	1805
1	226006096	226012494	Zm00001d032427	-	1	226002167	226019095	6398
1	226099640	226103990	Zm00001d032428	-	1	226098920	226113801	4350
1	226164158	226177345	Zm00001d032430	-	1	226165819	226167703	1884
1	226164158	226177345	Zm00001d032430	-	1	226170239	226174733	4494
1	226214946	226222971	Zm00001d032432	+	1	226213996	226233781	8025
1	226373738	226375252	Zm00001d032438	+	1	226363166	226379407	1514
1	226427121	226438033	Zm00001d032440	-	1	226431174	226443957	6859
1	226568614	226576768	Zm00001d032442	+	1	226570684	226575828	5144
1	226591503	226592057	Zm00001d032443	+	1	226586628	226595459	554
1	226777249	226779706	Zm00001d032444	-	1	226775054	226854293	2457
1	226783175	226785260	Zm00001d032445	-	1	226775054	226854293	2085
1	226846692	226848483	Zm00001d032446	+	1	226775054	226854293	1791
1	226865714	226866584	Zm00001d032448	+	1	226864320	226880917	870
1	226866874	226875314	Zm00001d032449	-	1	226864320	226880917	8440
1	227155946	227159833	Zm00001d032453	+	1	227144561	227164200	3887
1	227432054	227433412	Zm00001d032460	-	1	227430800	227435917	1358
1	227580069	227583574	Zm00001d032465	+	1	227575418	227587069	3505
1	227702377	227715447	Zm00001d032471	-	1	227706295	227720957	9152
1	227990837	227991226	Zm00001d032475	+	1	227980352	228079732	389
1	227994103	227996895	Zm00001d032476	-	1	227980352	228079732	2792
1	228035780	228036940	Zm00001d032478	+	1	227980352	228079732	1160
1	228038295	228039122	Zm00001d032479	-	1	227980352	228079732	827
1	228063148	228066312	Zm00001d032480	-	1	227980352	228079732	3164
1	228131161	228131535	Zm00001d032483	+	1	228129646	228140021	374
1	228131592	228139893	Zm00001d032484	+	1	228129646	228140021	8301
1	228321062	228322210	Zm00001d032491	+	1	228321092	228332934	1118
1	228332213	228334052	Zm00001d032492	+	1	228333360	228335424	692
1	228332213	228334052	Zm00001d032492	+	1	228321092	228332934	721
1	228786092	228786433	Zm00001d032506	+	1	228782818	228800429	341
1	228991769	228993337	Zm00001d032509	-	1	228960886	228996507	1568
1	229000799	229004582	Zm00001d032510	-	1	229003328	229021859	1254
1	229015498	229019291	Zm00001d032511	+	1	229003328	229021859	3793
1	229313010	229325760	Zm00001d032521	+	1	229317538	229323376	5838
1	229313010	229325760	Zm00001d032521	+	1	229299168	229318466	5456
1	229575751	229601780	Zm00001d032528	-	1	229580309	229588230	7921
1	229575751	229601780	Zm00001d032528	-	1	229592118	229594471	2353
1	229575751	229601780	Zm00001d032528	-	1	229592400	229604434	9380
1	229575751	229601780	Zm00001d032528	-	1	229562224	229618902	26029
1	229718687	229725690	Zm00001d032530	+	1	229722090	229722358	268
1	229718687	229725690	Zm00001d032530	+	1	229719758	229722031	2273
1	229758635	229765316	Zm00001d032531	+	1	229747542	229762462	3827
1	229809577	229812869	Zm00001d032532	+	1	229804006	229813188	3292
1	229885861	229900303	Zm00001d032537	-	1	229888486	229898014	9528
1	229885861	229900303	Zm00001d032537	-	1	229884419	229900389	14442
1	229985595	229999137	Zm00001d032540	-	1	229985075	229991609	6014
1	229988612	229991355	Zm00001d032541	+	1	229985075	229991609	2743
1	230120439	230130739	Zm00001d032545	+	1	230112258	230122272	1833
1	230120439	230130739	Zm00001d032545	+	1	230123798	230130640	6842
1	230238930	230243910	Zm00001d032552	-	1	230230580	230244515	4980
1	230560853	230563661	Zm00001d032562	-	1	230546962	230564642	2808
1	230613798	230614382	Zm00001d032563	-	1	230611644	230630975	584
1	230626458	230626757	Zm00001d032564	+	1	230611644	230630975	299
1	230979145	230982119	Zm00001d032573	-	1	230975600	230983165	2974
1	231130480	231131610	Zm00001d032577	-	1	231130222	231144956	1130
1	231181605	231196137	Zm00001d032581	-	1	231182908	231192377	9469
1	231197140	231210494	Zm00001d032582	-	1	231203271	231205030	1759
1	231348416	231372317	Zm00001d032587	+	1	231360242	231379544	12075
1	231427968	231433366	Zm00001d032590	+	1	231427328	231433579	5398
1	231449534	231455154	Zm00001d032591	+	1	231435159	231454645	5111
1	231674392	231677680	Zm00001d032601	-	1	231666529	231683551	3288
1	231856279	231868220	Zm00001d032605	-	1	231857064	231863811	6747
1	231874065	231884831	Zm00001d032606	-	1	231873960	231878255	4190
1	232027828	232030613	Zm00001d032613	-	1	232027433	232037025	2785
1	232257002	232258146	Zm00001d032618	-	1	232250529	232257015	13
1	232257002	232258146	Zm00001d032618	-	1	232241158	232258823	1144
1	232489216	232489650	Zm00001d032629	+	1	232481910	232491588	434
1	232501071	232501577	Zm00001d032631	-	1	232496612	232510762	506
1	232602046	232615275	Zm00001d032633	-	1	232604235	232605693	1458
1	232602046	232615275	Zm00001d032633	-	1	232607342	232611738	4396
1	232619609	232620974	Zm00001d032634	-	1	232617212	232635368	1365
1	232683293	232699590	Zm00001d032637	-	1	232688206	232693188	4982
1	232811586	232812071	Zm00001d032639	+	1	232787259	232875219	485
1	232811586	232812071	Zm00001d032639	+	1	232807061	232819068	485
1	232981371	233003696	Zm00001d032644	-	1	232977203	232991318	9947
1	233095407	233098978	Zm00001d032649	+	1	233072368	233103819	3571
1	233099688	233100494	Zm00001d032650	-	1	233072368	233103819	806
1	233142186	233143332	Zm00001d032653	+	1	233139266	233156433	1146
1	233337054	233340892	Zm00001d032656	-	1	233339092	233339305	213
1	233384819	233388905	Zm00001d032658	+	1	233387580	233389023	1325
1	233736078	233743014	Zm00001d032670	+	1	233730949	233737504	1426
1	233777365	233788177	Zm00001d032676	-	1	233777175	233778519	1154
1	233884463	233886732	Zm00001d032677	-	1	233883559	233898928	2269
1	233888694	233889880	Zm00001d032678	-	1	233883559	233898928	1186
1	234494440	234513486	Zm00001d032689	-	1	234492184	234506204	11764
1	234670989	234674363	Zm00001d032691	+	1	234667574	234725479	3374
1	234670989	234674363	Zm00001d032691	+	1	234667837	234671148	159
1	234744151	234747377	Zm00001d032692	+	1	234737387	234814169	3226
1	234748713	234750035	Zm00001d032693	+	1	234737387	234814169	1322
1	235073263	235106928	Zm00001d032699	-	1	235095046	235100229	5183
1	235472063	235474760	Zm00001d032707	-	1	235464047	235480437	2697
1	235648794	235660837	Zm00001d032708	-	1	235648331	235665612	12043
1	235661390	235662329	Zm00001d032709	+	1	235648331	235665612	939
1	235876546	235876988	Zm00001d032714	+	1	235875468	235877037	442
1	235937795	235940425	Zm00001d032718	-	1	235933395	235947396	2630
1	236108736	236114166	Zm00001d032721	+	1	236108077	236108996	260
1	236119585	236129935	Zm00001d032724	-	1	236120237	236125736	5499
1	236335596	236337788	Zm00001d032727	-	1	236334717	236339613	2192
1	236405440	236411094	Zm00001d032729	+	1	236402999	236416180	5654
1	236523714	236528512	Zm00001d032733	-	1	236521131	236539658	4798
1	236583915	236593009	Zm00001d032734	+	1	236586639	236593541	6370
1	237008000	237012244	Zm00001d032741	+	1	237007805	237008978	978
1	237017109	237019632	Zm00001d032742	+	1	237013702	237022504	2523
1	237154344	237166072	Zm00001d032747	+	1	237146309	237160347	6003
1	237154344	237166072	Zm00001d032747	+	1	237154671	237163669	8998
