chr	start	end	length	abs_summit	pileup	#NAME?	fold_enrichment	#NAME?	name
chr2	12275232	12275537	306	12275424	14	8.5353	5.07208	5.08055	o2_peak_594
chr2	13257864	13258680	817	13258120	39	25.9588	8.17951	22.06481	o2_peak_595
chr2	13260375	13260712	338	13260543	22	18.48802	8.90768	14.73194	o2_peak_596
chr2	13602279	13602554	276	13602415	18	11.46924	5.92919	7.89284	o2_peak_597
chr2	13655364	13655805	442	13655598	55	55.23211	16.79583	50.96839	o2_peak_598
chr2	13713603	13713943	341	13713789	34	20.91997	7.12144	17.11582	o2_peak_599
chr2	14219140	14219497	358	14219316	18	7.43046	3.86593	4.03716	o2_peak_600
chr2	14238440	14238796	357	14238624	28	20.03098	8.0701	16.23908	o2_peak_601
chr2	14240512	14240803	292	14240658	20	14.39301	7.10091	10.73087	o2_peak_602
chr2	14365294	14365730	437	14365539	57	53.18235	15.05374	48.94161	o2_peak_603
chr2	14475124	14475498	375	14475325	22	12.65927	5.73784	9.04922	o2_peak_604
chr2	14730678	14731002	325	14730852	16	12.5126	7.00617	8.90528	o2_peak_605
chr2	14731961	14732466	506	14732227	66	65.2785	17.38966	60.90859	o2_peak_606
chr2	14745465	14746046	582	14745677	30	24.96072	10.08192	21.08089	o2_peak_607
chr2	15492404	15492668	265	15492579	13	7.68014	4.7536	4.26786	o2_peak_608
chr2	15865941	15866273	333	15866102	19	10.24106	5.08123	6.70936	o2_peak_609
chr2	16365620	16366061	442	16365858	49	36.51347	10.17349	32.46853	o2_peak_610
chr2	16438920	16439243	324	16439074	31	23.26664	8.90494	19.41739	o2_peak_611
chr2	18669388	18669725	338	18669530	28	19.80329	7.95527	16.02065	o2_peak_612
chr2	18862925	18863291	367	18863117	26	11.45986	4.58138	7.88402	o2_peak_613
chr2	18974452	18974824	373	18974653	20	12.94286	6.29844	9.31858	o2_peak_614
chr2	19042467	19042894	428	19042652	23	14.05259	6.22913	10.39788	o2_peak_615
chr2	19999120	19999421	302	19999293	11	5.48999	3.77531	2.27088	o2_peak_616
chr2	21005550	21005920	371	21005782	17	7.21198	3.88692	3.83044	o2_peak_617
chr2	21035178	21035575	398	21035383	42	33.04425	10.52302	29.04655	o2_peak_618
chr2	21348778	21349268	491	21349036	100	101.79453	20.55044	97.04829	o2_peak_619
chr2	21549816	21550178	363	21549981	28	23.30888	9.80602	19.45799	o2_peak_620
chr2	21771458	21771955	498	21771721	81	68.22762	13.91382	63.82585	o2_peak_621
chr2	21833053	21833415	363	21833249	32	22.73848	8.38404	18.89767	o2_peak_622
chr2	22009696	22010216	521	22009924	63	71.80422	21.92382	67.36626	o2_peak_623
chr2	25809562	25809895	334	25809752	16	9.46535	5.22056	5.96395	o2_peak_624
chr2	25836427	25836863	437	25836599	29	16.28438	6.10409	12.57485	o2_peak_625
chr2	26922992	26923374	383	26923186	46	33.21892	9.56308	29.21739	o2_peak_626
chr2	27620315	27620752	438	27620552	56	44.49354	11.59778	40.35373	o2_peak_627
chr2	28555178	28555539	362	28555336	14	10.71692	6.3874	7.16532	o2_peak_628
chr2	31026750	31027191	442	31026966	69	91.56896	29.80787	86.92886	o2_peak_629
chr2	31979168	31979432	265	31979365	13	8.88045	5.47708	5.40489	o2_peak_630
chr2	32227423	32227767	345	32227616	14	8.5353	5.07208	5.08055	o2_peak_631
chr2	34037888	34038411	524	34038130	121	153.61725	33.95007	148.29761	o2_peak_632
chr2	34638547	34638899	353	34638739	18	7.93564	4.10286	4.50646	o2_peak_633
chr2	34786203	34786548	346	34786396	50	43.58459	12.95715	39.45421	o2_peak_634
chr2	35657022	35657379	358	35657178	31	27.89652	11.36582	23.97356	o2_peak_635
chr2	35693057	35693415	359	35693245	16	12.03664	6.71891	8.43996	o2_peak_636
chr2	36664119	36664447	329	36664267	27	16.62531	6.64144	12.90784	o2_peak_637
chr2	37391685	37392173	489	37391983	21	11.97614	5.58936	8.38328	o2_peak_638
chr2	37461394	37461821	428	37461621	36	30.01007	10.84419	26.05453	o2_peak_639
chr2	37556780	37557056	277	37556871	17	10.13719	5.39866	6.61068	o2_peak_640
chr2	37630445	37630851	407	37630622	31	31.83374	13.62645	27.8509	o2_peak_641
chr2	38501160	38501470	311	38501308	15	8.38069	4.79881	4.93374	o2_peak_642
chr2	40424762	40425193	432	40424973	48	35.40649	9.97002	31.3756	o2_peak_643
chr2	40528184	40528580	397	40528375	20	17.54053	8.94236	13.80275	o2_peak_644
chr2	40831349	40831756	408	40831557	41	32.74605	10.67059	28.75108	o2_peak_645
chr2	40891880	40892481	602	40892187	161	167.07951	23.57357	161.61369	o2_peak_646
chr2	41304329	41304619	291	41304415	12	6.78794	4.3958	3.43014	o2_peak_647
chr2	41754618	41754907	290	41754844	15	8.38069	4.79881	4.93374	o2_peak_648
chr2	42586021	42586289	269	42586152	13	7.64693	4.73394	4.24139	o2_peak_649
chr2	43489877	43490429	553	43490145	130	161.91626	33.28208	156.50487	o2_peak_650
chr2	43767537	43768033	497	43767789	88	108.89758	28.94488	104.07683	o2_peak_651
chr2	44464909	44465285	377	44465086	36	33.174	12.51113	29.17436	o2_peak_652
chr2	44485800	44486314	515	44486001	38	17.38773	5.21127	13.6545	o2_peak_653
chr2	44888235	44888649	415	44888434	50	37.62903	10.37696	33.56896	o2_peak_654
chr2	45002575	45003100	526	45002847	135	215.49048	57.91243	209.53773	o2_peak_655
chr2	45584899	45585163	265	45585070	15	8.7253	4.993	5.25607	o2_peak_656
chr2	46146913	46147243	331	46147051	27	21.1991	8.95518	17.38826	o2_peak_657
chr2	48220797	48221331	535	48221079	102	134.79532	34.82827	129.68974	o2_peak_658
chr2	48373181	48373503	323	48373335	22	12.8727	5.84342	9.25509	o2_peak_659
chr2	48777811	48778320	510	48778060	69	82.72655	24.86273	78.17465	o2_peak_660
chr2	49045283	49045642	360	49045458	14	8.4207	5.005	4.97236	o2_peak_661
chr2	50142361	50142761	401	50142569	26	20.98051	9.12974	17.17289	o2_peak_662
chr2	50373936	50374355	420	50374138	63	47.05946	10.85957	42.88821	o2_peak_663
chr2	51860450	51860879	430	51860627	63	58.87729	15.56339	54.57406	o2_peak_664
chr2	52444647	52444998	352	52444865	22	13.97	6.40042	10.31969	o2_peak_665
chr2	53956900	53957302	403	53957086	30	17.18497	6.30756	13.45401	o2_peak_666
chr2	54885534	54885814	281	54885662	19	8.68107	4.3188	5.21271	o2_peak_667
chr2	54961228	54961590	363	54961392	32	14.0369	4.80202	10.38278	o2_peak_668
chr2	55730117	55730390	274	55730297	25	19.23064	8.45581	15.45624	o2_peak_669
chr2	55922451	55922749	299	55922590	19	12.90269	6.50447	9.28053	o2_peak_670
chr2	56736675	56737182	508	56736932	40	38.39523	13.86368	34.32752	o2_peak_671
chr2	57552492	57552793	302	57552641	25	15.51108	6.5285	11.81846	o2_peak_672
chr2	58076240	58076562	323	58076406	20	11.09864	5.3353	7.5347	o2_peak_673
chr2	59226577	59226841	265	59226704	16	10.43435	5.77223	6.8941	o2_peak_674
chr2	61917154	61917421	268	61917279	19	9.21844	4.57502	5.73067	o2_peak_675
chr2	62491428	62491804	377	62491608	31	19.94717	7.32003	16.16037	o2_peak_676
chr2	64567997	64568386	390	64568197	57	52.3269	14.65903	48.09743	o2_peak_677
chr2	64757396	64757719	324	64757564	21	10.23329	4.75068	6.70472	o2_peak_678
chr2	66069634	66070085	452	66069849	59	67.15632	21.31091	62.76622	o2_peak_679
chr2	66386293	66386846	554	66386526	77	105.50694	33.21448	100.72118	o2_peak_680
chr2	66737395	66737893	499	66737635	144	156.89067	25.58076	151.53387	o2_peak_681
chr2	69323456	69323720	265	69323553	11	6.3611	4.30181	3.04484	o2_peak_682
chr2	69530397	69530697	301	69530547	17	14.02351	7.66488	10.37001	o2_peak_683
chr2	69811348	69811703	356	69811564	25	18.0088	7.79806	14.25981	o2_peak_684
chr2	73442731	73443238	508	73442962	96	99.22205	20.94617	94.50056	o2_peak_685
chr2	73853697	73854086	390	73853838	12	5.31655	3.54096	2.12206	o2_peak_686
chr2	74666463	74666993	531	74666735	100	114.8318	26.03899	109.94798	o2_peak_687
chr2	75084503	75084797	295	75084630	19	10.32135	5.12199	6.78767	o2_peak_688
chr2	75190165	75190508	344	75190342	29	19.74939	7.68298	15.96703	o2_peak_689
chr2	76546486	76546750	265	76546639	17	11.03963	5.90382	7.48033	o2_peak_690
chr2	76902145	76902681	537	76902429	115	137.53409	29.47116	132.39784	o2_peak_691
chr2	78863610	78864012	403	78863826	18	9.17269	4.70949	5.68633	o2_peak_692
chr2	79034412	79034811	400	79034618	52	25.5956	6.00262	21.70752	o2_peak_693
chr2	84311445	84311853	409	84311656	57	45.6648	11.80124	41.50987	o2_peak_694
chr2	86980594	86980946	353	86980765	29	13.78633	5.09042	10.14205	o2_peak_695
chr2	88086667	88086969	303	88086804	13	8.88045	5.47708	5.40489	o2_peak_696
chr2	88232920	88233479	560	88233243	108	110.58208	21.16661	105.74324	o2_peak_697
chr2	89131048	89131494	447	89131270	41	37.06363	12.79594	33.01418	o2_peak_698
chr2	89214409	89214859	451	89214624	77	57.60481	11.35024	53.31565	o2_peak_699
chr2	90350124	90350417	294	90350310	22	5.08919	2.60491	1.92963	o2_peak_700
chr2	91910320	91910774	455	91910546	61	59.93316	16.76921	55.61929	o2_peak_701
chr2	93357574	93357855	282	93357713	21	16.10593	7.814	12.40146	o2_peak_702
chr2	94389836	94390126	291	94390024	14	8.20313	4.87835	4.7625	o2_peak_703
chr2	95297762	95298026	265	95297940	14	8.5353	5.07208	5.08055	o2_peak_704
chr2	95813581	95813990	410	95813773	36	18.20121	5.73966	14.4481	o2_peak_705
chr2	96027232	96027580	349	96027407	35	37.46685	15.32976	33.41118	o2_peak_706
chr2	97207566	97207879	314	97207729	20	14.39301	7.10091	10.73087	o2_peak_707
chr2	99061767	99062171	405	99061948	28	15.3979	5.90062	11.70907	o2_peak_708
chr2	99532672	99533132	461	99532896	80	84.13364	20.579	79.56763	o2_peak_709
chr2	99843330	99843783	454	99843558	86	97.42889	24.21029	92.72824	o2_peak_710
chr2	100795733	100796149	417	100795961	38	31.91279	11.17552	27.9285	o2_peak_711
chr2	102530284	102530731	448	102530525	38	35.76267	13.1874	31.72824	o2_peak_712
chr2	104071903	104072306	404	104072139	37	27.68243	9.41897	23.76214	o2_peak_713
chr2	104428038	104428650	613	104428345	182	186.10144	23.30976	180.45711	o2_peak_714
chr2	104928535	104928984	450	104928752	59	48.0294	12.20818	43.84621	o2_peak_715
chr2	106032176	106032440	265	106032417	12	6.44602	4.19254	3.12489	o2_peak_716
chr2	106115334	106115601	268	106115484	22	8.57866	3.90266	5.1209	o2_peak_717
chr2	108456140	108456414	275	108456275	21	11.35562	5.28327	7.78432	o2_peak_718
chr2	109559523	109559950	428	109559717	31	27.71029	11.26208	23.78993	o2_peak_719
chr2	110212633	110213078	446	110212873	27	26.41441	11.92315	22.51038	o2_peak_720
chr2	111367845	111368180	336	111368018	21	4.61259	2.49166	1.55335	o2_peak_721
chr2	111535233	111535505	273	111535364	18	9.11308	4.67941	5.62828	o2_peak_722
chr2	111585015	111585455	441	111585213	29	19.62279	7.62185	15.84264	o2_peak_723
chr2	111628157	111628442	286	111628298	24	17.2961	7.67729	13.56381	o2_peak_724
chr2	113335355	113335682	328	113335473	10	4.9344	3.57746	1.78797	o2_peak_725
chr2	115360992	115361404	413	115361199	51	52.8572	17.2018	48.61897	o2_peak_726
chr2	115845834	115846199	366	115846015	31	27.16785	10.96191	23.25242	o2_peak_727
chr2	117665895	117666255	361	117666085	49	29.99409	7.7563	26.0401	o2_peak_728
chr2	118833222	118833502	281	118833393	16	12.89622	7.23905	9.27521	o2_peak_729
chr2	119265048	119265312	265	119265226	14	7.7948	4.64336	4.37436	o2_peak_730
chr2	119927380	119927645	266	119927522	21	12.21641	5.71004	8.61662	o2_peak_731
chr2	119975285	119975566	282	119975468	14	6.95863	4.17419	3.59366	o2_peak_732
chr2	120204441	120204705	265	120204564	15	11.31957	6.52431	7.74913	o2_peak_733
chr2	120842834	120843167	334	120843018	31	20.95068	7.78169	17.14511	o2_peak_734
chr2	122214428	122214817	390	122214632	41	35.21027	11.85891	31.18314	o2_peak_735
chr2	124046622	124047073	452	124046856	85	86.43787	19.67258	81.85173	o2_peak_736
chr2	125920090	125920538	449	125920313	34	30.63153	11.83485	26.66475	o2_peak_737
chr2	126082817	126083277	461	126083039	109	101.79182	17.77914	97.04771	o2_peak_738
chr2	126320969	126321272	304	126321148	13	7.40588	4.59186	4.016	o2_peak_739
chr2	126628849	126629190	342	126629029	61	40.34049	9.02198	36.24939	o2_peak_740
chr2	127183091	127183368	278	127183214	24	14.16045	6.07945	10.503	o2_peak_741
chr2	128322358	128322733	376	128322511	17	8.78026	4.67185	5.30973	o2_peak_742
chr2	128731673	128732019	347	128731850	22	14.52359	6.69013	10.85948	o2_peak_743
chr2	128821732	128822015	284	128821876	37	12.52795	3.87433	8.91952	o2_peak_744
chr2	129217190	129217463	274	129217320	18	11.91629	6.17924	8.3271	o2_peak_745
chr2	130244303	130244679	377	130244480	35	31.03537	11.70804	27.06545	o2_peak_746
chr2	130676160	130676644	485	130676405	53	36.20903	9.16276	32.1686	o2_peak_747
chr2	130886981	130887471	491	130887231	109	112.00562	21.3608	107.15169	o2_peak_748
chr2	132476566	132476964	399	132476718	14	7.41822	4.42997	4.02803	o2_peak_749
chr2	133781420	133781804	385	133781620	19	13.36046	6.76277	9.7258	o2_peak_750
chr2	134201189	134201771	583	134201503	92	107.47953	26.259	102.6743	o2_peak_751
chr2	135233221	135233535	315	135233357	16	6.63963	3.73371	3.30637	o2_peak_752
chr2	136260140	136260563	424	136260334	47	37.19133	10.98005	33.14011	o2_peak_753
chr2	136352054	136352528	475	136352268	59	53.66489	14.59068	49.42027	o2_peak_754
chr2	137100561	137100955	395	137100790	22	12.8727	5.84342	9.25509	o2_peak_755
chr2	137195754	137196202	449	137195992	64	59.10051	15.32336	54.79397	o2_peak_756
chr2	137606063	137606327	265	137606225	26	9.72857	3.92893	6.21467	o2_peak_757
chr2	137906870	137907215	346	137907035	36	20.3505	6.5275	16.55499	o2_peak_758
chr2	138154249	138154541	293	138154395	26	11.45986	4.58138	7.88402	o2_peak_759
chr2	138279782	138280182	401	138279992	40	24.97337	7.58	21.093	o2_peak_760
chr2	139182080	139182475	396	139182263	45	34.89229	10.52254	30.86889	o2_peak_761
chr2	140236251	140236526	276	140236415	18	12.3489	6.42463	8.74435	o2_peak_762
chr2	140853444	140853759	316	140853641	20	11.32651	5.45049	7.75538	o2_peak_763
chr2	140975091	140975372	282	140975225	18	12.3489	6.42463	8.74435	o2_peak_764
chr2	141523127	141523440	314	141523294	30	20.35011	7.73362	16.55469	o2_peak_765
chr2	141997784	141998214	431	141997997	56	51.19778	14.48152	46.97857	o2_peak_766
chr2	143856899	143857163	265	143857110	23	11.19459	4.88327	7.62574	o2_peak_767
chr2	145656732	145657008	277	145656870	26	11.91844	4.76331	8.32897	o2_peak_768
chr2	146118654	146119095	442	146118852	41	46.26742	17.88472	42.10548	o2_peak_769
chr2	148669016	148669319	304	148669170	18	15.17409	8.09071	11.49038	o2_peak_770
chr2	149476230	149476659	430	149476447	101	74.1882	11.55222	69.72544	o2_peak_771
chr2	149971435	149971747	313	149971589	32	16.23952	5.59947	12.53174	o2_peak_772
chr2	150307662	150307960	299	150307797	29	10.2193	3.82127	6.69124	o2_peak_773
chr2	151660052	151660500	449	151660287	47	21.51975	5.43634	17.70186	o2_peak_774
chr2	152168411	152169044	634	152168740	168	166.34758	21.5265	160.89162	o2_peak_775
chr2	152900191	152900455	265	152900342	22	7.16032	3.34686	3.78202	o2_peak_776
chr2	153162350	153162666	317	153162509	21	9.63117	4.47633	6.12366	o2_peak_777
chr2	153747550	153748096	547	153747822	148	148.56342	21.68186	143.30121	o2_peak_778
chr2	155053586	155053875	290	155053707	23	11.86152	5.18256	8.27428	o2_peak_779
chr2	155706644	155706971	328	155706784	32	23.11544	8.56506	19.2677	o2_peak_780
chr2	156038776	156039040	265	156038987	17	6.7781	3.68078	3.42508	o2_peak_781
chr2	156438401	156438830	430	156438633	44	35.21092	10.94301	31.18318	o2_peak_782
chr2	159040315	159040695	381	159040446	13	7.33981	4.55313	3.95153	o2_peak_783
chr2	162428658	162429170	513	162428913	112	129.18242	27.13681	124.14278	o2_peak_784
chr2	163017350	163017621	272	163017476	26	11.39231	4.55491	7.81818	o2_peak_785
chr2	165896353	165896641	289	165896481	22	10.40379	4.6798	6.86459	o2_peak_786
chr2	172015971	172016235	265	172016168	11	5.64874	3.87004	2.41166	o2_peak_787
chr2	172056883	172057332	450	172057105	52	51.11453	15.89605	46.89737	o2_peak_788
chr2	172502393	172502719	327	172502553	20	15.02082	7.45882	11.34246	o2_peak_789
chr2	172542061	172542552	492	172542294	68	74.48251	21.0219	70.01476	o2_peak_790
chr2	172725549	172725834	286	172725680	190	7.08194	1.48952	3.7078	o2_peak_791
chr2	173133657	173133922	266	173133781	24	8.41116	3.6379	4.96303	o2_peak_792
chr2	173751174	173751621	448	173751397	82	91.00856	22.93168	86.37582	o2_peak_793
chr2	173789748	173790155	408	173789925	31	26.91022	10.82043	23.00039	o2_peak_794
chr2	174498895	174499489	595	174499229	109	131.96025	29.75182	126.88917	o2_peak_795
chr2	176838710	176839242	533	176838981	63	71.27318	21.64087	66.84064	o2_peak_796
chr2	176874681	176875026	346	176874874	15	9.91657	5.68291	6.39786	o2_peak_797
chr2	177255090	177255374	285	177255236	22	12.8727	5.84342	9.25509	o2_peak_798
chr2	177753208	177753492	285	177753352	18	12.00944	6.23181	8.41297	o2_peak_799
chr2	182509164	182509446	283	182509289	26	10.89866	4.36397	7.3427	o2_peak_800
chr2	182870626	182871174	549	182870862	66	56.52531	13.63247	52.24565	o2_peak_801
chr2	183991499	183991926	428	183991637	9	5.79114	4.25827	2.52967	o2_peak_802
chr2	184818400	184818729	330	184818579	28	11.10794	4.21996	7.5432	o2_peak_803
chr2	186957006	186957326	321	186957155	18	10.28769	5.28731	6.75436	o2_peak_804
chr2	187302028	187302389	362	187302190	14	7.54048	4.49888	4.1407	o2_peak_805
chr2	187443444	187444046	603	187443785	92	82.03127	15.78031	77.48847	o2_peak_806
chr2	187772732	187773150	419	187772941	22	18.04076	8.64711	14.29157	o2_peak_807
chr2	187910433	187910727	295	187910603	31	10.1046	3.62423	6.57939	o2_peak_808
chr2	189064277	189064717	441	189064505	33	23.80336	8.6381	19.94341	o2_peak_809
chr2	189071913	189072316	404	189072131	27	19.78765	8.20641	16.00508	o2_peak_810
chr2	189785149	189785626	478	189785406	54	66.53913	23.42047	62.15693	o2_peak_811
chr2	190147117	190147459	343	190147307	19	12.90269	6.50447	9.28053	o2_peak_812
chr2	190788220	190788666	447	190788449	84	79.75002	17.29493	75.22886	o2_peak_813
chr2	191895161	191895425	265	191895342	21	9.63117	4.47633	6.12366	o2_peak_814
chr2	192773324	192773588	265	192773446	13	6.72771	4.19896	3.37964	o2_peak_815
chr2	192972688	192972956	269	192972829	19	9.21844	4.57502	5.73067	o2_peak_816
chr2	193580569	193581039	471	193580833	68	67.21413	17.53026	62.82196	o2_peak_817
chr2	195686388	195686838	451	195686576	15	9.91657	5.68291	6.39786	o2_peak_818
chr2	195844294	195844558	265	195844425	16	10.7967	5.98298	7.2441	o2_peak_819
chr2	195892156	195892509	354	195892274	19	10.95307	5.44764	7.39521	o2_peak_820
chr2	196007987	196008251	265	196008125	20	12.08889	5.84386	8.49079	o2_peak_821
chr2	196383633	196384119	487	196383881	119	143.95819	30.4874	138.7471	o2_peak_822
chr2	197118398	197118868	471	197118609	24	18.00719	8.06258	14.25882	o2_peak_823
chr2	197863300	197863814	515	197863547	88	95.84743	22.61149	91.16283	o2_peak_824
chr2	197887070	197887461	392	197887216	23	13.78752	6.09748	10.14205	o2_peak_825
chr2	198232090	198232545	456	198232320	93	61.00031	9.58386	56.67455	o2_peak_826
chr2	198251803	198252234	432	198252003	24	15.92434	6.95698	12.22429	o2_peak_827
chr2	198608682	198609101	420	198608874	16	9.17571	5.05938	5.68917	o2_peak_828
chr2	198610649	198610934	286	198610803	23	13.25325	5.83627	9.62206	o2_peak_829
chr2	199241438	199241717	280	199241565	22	12.8727	5.84342	9.25509	o2_peak_830
chr2	199365117	199365622	506	199365364	107	132.88811	31.1793	127.80516	o2_peak_831
chr2	199580362	199580670	309	199580514	21	13.0199	6.12214	9.39264	o2_peak_832
chr2	201891354	201891852	499	201891595	104	104.92793	20.38985	100.14883	o2_peak_833
chr2	202679158	202679787	630	202679475	182	229.30943	37.23496	223.16808	o2_peak_834
chr2	204415038	204415408	371	204415205	18	15.17409	8.09071	11.49038	o2_peak_835
chr2	204516715	204517144	430	204516896	30	30.45783	13.20063	26.49418	o2_peak_836
chr2	204822245	204822576	332	204822408	20	16.31957	8.21562	12.60934	o2_peak_837
chr2	204895237	204895600	364	204895412	40	32.52583	10.86076	28.5342	o2_peak_838
chr2	205148537	205148944	408	205148707	33	19.9671	6.91797	16.17824	o2_peak_839
chr2	206622670	206623089	420	206622892	38	35.76267	13.1874	31.72824	o2_peak_840
chr2	206735841	206736394	554	206736130	119	145.42029	31.14566	140.19333	o2_peak_841
chr2	207029647	207030019	373	207029843	34	17.93982	5.93883	14.19426	o2_peak_842
chr2	207918416	207918680	265	207918546	18	10.58203	5.44448	7.03908	o2_peak_843
chr2	209004542	209004929	388	209004726	31	19.4771	7.10915	15.70048	o2_peak_844
chr2	209777744	209778059	316	209777897	22	16.82331	7.9495	13.10185	o2_peak_845
chr2	210141973	210142290	318	210142125	22	12.8727	5.84342	9.25509	o2_peak_846
chr2	210471654	210471943	290	210471778	22	12.8727	5.84342	9.25509	o2_peak_847
chr2	210501328	210501592	265	210501450	28	9.57392	3.6939	6.07031	o2_peak_848
chr2	210704628	210704942	315	210704797	28	14.10692	5.36146	10.45108	o2_peak_849
chr2	211052405	211052886	482	211052640	119	129.38696	24.41637	124.34251	o2_peak_850
chr2	211896670	211896993	324	211896830	34	17.93982	5.93883	14.19426	o2_peak_851
chr2	212437902	212438365	464	212438128	78	81.25719	20.07087	76.71934	o2_peak_852
chr2	212594593	212594967	375	212594781	36	30.50412	11.09724	26.53961	o2_peak_853
chr2	212910470	212910826	357	212910650	43	23.08738	6.4027	19.24025	o2_peak_854
chr2	212926925	212927196	272	212927054	13	7.64693	4.73394	4.24139	o2_peak_855
chr2	213865835	213866194	360	213865973	31	18.1761	6.54361	14.42317	o2_peak_856
chr2	215278795	215279088	294	215278991	20	11.09864	5.3353	7.5347	o2_peak_857
chr2	216152236	216152575	340	216152418	28	19.04329	7.57788	15.2717	o2_peak_858
chr2	217201449	217201713	265	217201570	10	6.70759	4.68409	3.36181	o2_peak_859
chr2	217215471	217215855	385	217215671	20	16.46214	8.29983	12.74795	o2_peak_860
chr2	218278660	218279023	364	218278841	21	17.03743	8.35259	13.31225	o2_peak_861
chr2	219564936	219565431	496	219565148	48	38.35433	11.2088	34.28752	o2_peak_862
chr2	219689605	219690072	468	219689834	65	70.37603	20.26805	65.95285	o2_peak_863
chr2	220060378	220060843	466	220060608	65	63.90742	17.13012	59.55142	o2_peak_864
chr2	220415309	220415761	453	220415538	57	45.6648	11.80124	41.50987	o2_peak_865
chr2	220811057	220811454	398	220811239	29	24.4953	10.14416	20.62391	o2_peak_866
chr2	220813336	220813742	407	220813532	28	23.54091	9.93423	19.68704	o2_peak_867
chr2	221589634	221589973	340	221589803	28	15.46664	5.93014	11.77443	o2_peak_868
chr2	221706296	221706630	335	221706475	30	14.59056	5.2601	10.92315	o2_peak_869
chr2	222038813	222039155	343	222038936	21	7.90185	3.73298	4.47505	o2_peak_870
chr2	223959237	223959672	436	223959452	32	21.76235	7.92491	17.94065	o2_peak_871
chr2	224733720	224734101	382	224733933	22	16.69816	7.87887	12.97778	o2_peak_872
chr2	225571354	225571631	278	225571479	20	14.39301	7.10091	10.73087	o2_peak_873
chr2	225579871	225580200	330	225580039	22	14.24201	6.54207	10.58361	o2_peak_874
chr2	226410685	226411246	562	226410844	14	6.95863	4.17419	3.59366	o2_peak_875
chr2	228090988	228091260	273	228091118	24	12.00285	5.08674	8.40665	o2_peak_876
chr2	229492225	229492597	373	229492396	35	21.88499	7.32491	18.06064	o2_peak_877
chr2	230571301	230571734	434	230571524	50	43.58459	12.95715	39.45421	o2_peak_878
chr2	230605348	230605688	341	230605536	55	25.69099	5.70953	21.80198	o2_peak_879
chr2	231445479	231445765	287	231445622	16	12.89622	7.23905	9.27521	o2_peak_880
chr2	231783642	231783989	348	231783808	31	21.6865	8.12997	17.8653	o2_peak_881
chr2	231929025	231929369	345	231929179	16	10.39305	5.74835	6.85633	o2_peak_882
chr2	232989814	232990090	277	232989983	23	11.24981	4.90771	7.68019	o2_peak_883
chr2	232994227	232994539	313	232994378	26	11.45986	4.58138	7.88402	o2_peak_884
chr2	233009446	233009775	330	233009617	25	17.02986	7.28786	13.30481	o2_peak_885
chr2	233600917	233601181	265	233601033	10	5.64919	4.01804	2.41169	o2_peak_886
chr2	233795021	233795392	372	233795207	30	14.51098	5.22971	10.84713	o2_peak_887
chr2	234069904	234070266	363	234070098	22	12.8727	5.84342	9.25509	o2_peak_888
chr2	237255909	237256179	271	237256074	24	13.39914	5.71877	9.7633	o2_peak_889
chr2	237488571	237489229	659	237488864	203	295.71503	54.41272	288.62491	o2_peak_890
chr2	237541598	237542052	455	237541816	76	69.20163	15.66717	64.7906	o2_peak_891
chr3	117603	117921	319	117763	31	13.28448	4.65651	9.65251	o2_peak_892
chr3	160559	160934	376	160756	13	8.61511	5.31529	5.15311	o2_peak_893
chr3	404686	405223	538	404936	148	123.59201	15.19144	118.61589	o2_peak_894
chr3	1537924	1538232	309	1538076	21	12.3703	5.78796	8.76469	o2_peak_895
chr3	1631834	1632175	342	1632017	24	15.17503	6.57723	11.49122	o2_peak_896
chr3	2124345	2125033	689	2124581	32	29.75181	12.05412	25.80015	o2_peak_897
chr3	2240404	2240727	324	2240569	20	17.54053	8.94236	13.80275	o2_peak_898
chr3	2299854	2300181	328	2300000	15	11.79353	6.81323	8.20825	o2_peak_899
chr3	2679232	2679599	368	2679414	28	24.19732	10.30027	20.33049	o2_peak_900
chr3	4708838	4709126	289	4708975	24	14.16045	6.07945	10.503	o2_peak_901
chr3	4767250	4767575	326	4767408	30	25.69589	10.48229	21.80586	o2_peak_902
chr3	5956995	5957659	665	5957280	109	114.68821	22.38167	109.80501	o2_peak_903
chr3	6197771	6198237	467	6198030	96	86.91454	16.36392	82.32214	o2_peak_904
chr3	8884467	8884731	265	8884587	21	10.77188	5.00284	7.21972	o2_peak_905
chr3	9190828	9191096	269	9191045	37	9.01198	2.98175	5.53136	o2_peak_906
chr3	9280866	9281203	338	9281034	15	11.79353	6.81323	8.20825	o2_peak_907
chr3	10691666	10692182	517	10691906	62	74.56219	23.91879	70.09384	o2_peak_908
chr3	10775364	10775826	463	10775620	43	33.32499	10.37273	29.32027	o2_peak_909
chr3	10850510	10850999	490	10850752	57	58.55972	17.67059	54.26097	o2_peak_910
chr3	10897810	10898198	389	10898020	15	11.79353	6.81323	8.20825	o2_peak_911
chr3	11219503	11219889	387	11219690	21	17.32419	8.52039	13.59161	o2_peak_912
chr3	12587836	12588100	265	12587961	20	10.32083	4.95062	6.78729	o2_peak_913
chr3	12890501	12890928	428	12890721	44	35.36346	11.01246	31.33407	o2_peak_914
chr3	13726120	13726494	375	13726286	26	25.0963	11.49732	21.21316	o2_peak_915
chr3	14343549	14343857	309	14343705	26	16.02478	6.5658	12.32128	o2_peak_916
chr3	14356069	14356465	397	14356240	17	8.5895	4.57311	5.12793	o2_peak_917
chr3	15299583	15300002	420	15299796	56	60.81758	19.2739	56.49479	o2_peak_918
