Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	POP A	POP B	Compare
CG	7	86386386	86386797	4.40E-08	0.465922	8	4.40E-14	3.90E-14	0.78192	0.316	Teosinte/Maize
CG	7	86388378	86388443	3.90E-12	0.445342	8	4.00E-14	3.40E-18	0.63515	0.18981	Teosinte/Maize
CG	7	87583717	87584029	9.00E-38	0.808408	11	3.80E-14	8.00E-44	0.89058	0.08217	Teosinte/Maize
CG	7	88809743	88810415	2.70E-38	0.465618	37	5.50E-14	2.40E-44	0.87586	0.41024	Teosinte/Maize
CG	7	88827501	88827635	1.70E-48	0.829891	14	3.20E-14	1.50E-54	0.92807	0.098178	Teosinte/Maize
CG	7	88855645	88856008	6.70E-37	0.895195	8	4.50E-14	6.00E-43	0.90016	0.0049678	Teosinte/Maize
CG	7	91839694	91839898	8.60E-56	0.919102	13	3.50E-14	7.70E-62	0.93177	0.012673	Teosinte/Maize
CG	7	96334661	96334912	6.10E-44	0.62914	16	4.80E-14	5.40E-50	0.92465	0.29551	Teosinte/Maize
CG	7	98247297	98247529	8.10E-42	0.882759	10	3.80E-14	7.20E-48	0.93097	0.048213	Teosinte/Maize
CG	7	98398653	98398820	1.80E-09	0.459861	11	4.30E-14	1.60E-15	0.85568	0.39581	Teosinte/Maize
CG	7	99031135	99031627	1.00E-62	0.86085	15	4.30E-14	9.30E-69	0.9179	0.057053	Teosinte/Maize
CG	7	99211158	99212434	1.10E-23	0.422287	27	3.60E-14	9.80E-30	0.92508	0.50279	Teosinte/Maize
CG	7	101684426	101684698	2.90E-26	0.716288	9	5.00E-14	2.60E-32	0.86611	0.14983	Teosinte/Maize
CG	7	101877824	101878012	1.40E-23	0.675636	8	4.00E-14	1.20E-29	0.83414	0.15851	Teosinte/Maize
CG	7	106856634	106857000	3.90E-18	0.484815	13	4.60E-14	3.50E-24	0.88747	0.40265	Teosinte/Maize
CG	7	107530703	107530850	1.30E-43	0.872563	10	4.50E-14	1.10E-49	0.8746	0.0020408	Teosinte/Maize
CG	7	107645492	107645775	9.80E-46	0.820821	10	4.40E-14	8.70E-52	0.8264	0.0055797	Teosinte/Maize
CG	7	113839051	113839393	2.80E-25	0.492234	14	4.80E-14	2.50E-31	0.71866	0.22643	Teosinte/Maize
CG	7	116280735	116281807	2.10E-97	0.51628	59	5.20E-14	1.90E-103	0.92204	0.40576	Teosinte/Maize
CG	7	121654097	121654745	7.90E-83	0.460575	25	5.00E-14	7.00E-89	0.48388	0.023305	Teosinte/Maize
CG	7	126953219	126953799	5.20E-62	0.700924	18	3.40E-14	4.70E-68	0.70587	0.0049477	Teosinte/Maize
CG	7	127260252	127260661	1.80E-61	0.790973	16	4.70E-14	1.60E-67	0.79229	0.0013131	Teosinte/Maize
CG	7	130050809	130051403	2.10E-24	0.77353	8	4.40E-14	1.90E-30	0.93329	0.15976	Teosinte/Maize
CG	7	131541874	131542092	1.50E-26	0.535158	12	4.10E-14	1.30E-32	0.91646	0.3813	Teosinte/Maize
CG	7	143760160	143760342	2.00E-11	0.435143	9	4.60E-14	1.80E-17	0.68586	0.25072	Teosinte/Maize
CG	7	147358396	147358678	1.50E-34	0.903701	8	5.00E-14	1.30E-40	0.91561	0.011905	Teosinte/Maize
CG	7	147359442	147360048	1.20E-115	0.900349	26	3.60E-14	1.10E-121	0.90963	0.0092815	Teosinte/Maize
CG	7	147360582	147360761	4.70E-32	0.70532	10	4.00E-14	4.20E-38	0.70932	0.0040022	Teosinte/Maize
CG	7	148694475	148694650	2.60E-16	0.593543	10	4.10E-14	2.30E-22	0.922	0.32845	Teosinte/Maize
CG	7	166410889	166411350	1.50E-35	0.59529	16	4.00E-14	1.30E-41	0.68913	0.093844	Teosinte/Maize
CG	7	176573959	176574050	7.20E-18	0.647485	8	3.90E-14	6.40E-24	0.79914	0.15165	Teosinte/Maize
CG	7	177355140	177355729	4.00E-28	0.579651	13	5.10E-14	3.60E-34	0.9107	0.33105	Teosinte/Maize
CG	7	180294918	180295216	1.20E-35	0.791354	9	4.30E-14	1.10E-41	0.85964	0.068288	Teosinte/Maize
CG	7	181813708	181813884	6.60E-68	0.847271	15	4.50E-14	5.80E-74	0.84989	0.0026211	Teosinte/Maize
CG	7	181987449	181987978	6.20E-53	0.624667	19	3.90E-14	5.50E-59	0.69484	0.070168	Teosinte/Maize
CG	8	6513037	6513378	1.30E-26	0.572037	12	4.90E-14	1.10E-32	0.86281	0.29077	Teosinte/Maize
CG	8	8001206	8001556	2.10E-06	0.431331	10	4.20E-14	1.80E-12	0.91077	0.47944	Teosinte/Maize
CG	8	13628022	13629221	9.30E-20	0.485311	17	3.90E-14	8.20E-26	0.89703	0.41172	Teosinte/Maize
CG	8	15902700	15903954	3.50E-65	0.615161	23	5.80E-14	3.10E-71	0.7208	0.10564	Teosinte/Maize
CG	8	16878181	16878522	6.50E-32	0.782371	9	4.30E-14	5.80E-38	0.86439	0.082015	Teosinte/Maize
CG	8	23586133	23586344	5.50E-26	0.651454	8	4.30E-14	4.90E-32	0.92436	0.2729	Teosinte/Maize
CG	8	28698391	28698509	4.80E-09	0.401675	8	4.30E-14	4.20E-15	0.74394	0.34227	Teosinte/Maize
CG	8	29000343	29000868	1.80E-23	0.763069	8	4.80E-14	1.60E-29	0.91699	0.15392	Teosinte/Maize
CG	8	31656844	31657496	1.40E-196	0.844325	45	9.30E-15	1.30E-202	0.91555	0.071229	Teosinte/Maize
CG	8	32564346	32564769	1.40E-80	0.748081	27	4.60E-14	1.30E-86	0.93193	0.18385	Teosinte/Maize
CG	8	37562514	37563244	1.80E-15	0.43316	12	4.40E-14	1.60E-21	0.91603	0.48287	Teosinte/Maize
CG	8	39632873	39633304	7.60E-33	0.483556	14	4.90E-14	6.70E-39	0.65123	0.16768	Teosinte/Maize
CG	8	44267789	44267962	4.20E-25	0.785615	8	4.00E-14	3.70E-31	0.92215	0.13653	Teosinte/Maize
CG	8	46798510	46798838	2.00E-26	0.654601	13	4.20E-14	1.70E-32	0.93618	0.28158	Teosinte/Maize
CG	8	47994866	47995445	6.30E-45	0.452788	18	4.00E-14	5.60E-51	0.55398	0.10119	Teosinte/Maize
CG	8	57884697	57885243	4.50E-62	0.626858	18	5.00E-14	4.00E-68	0.66089	0.034033	Teosinte/Maize
CG	8	58922059	58922314	1.50E-19	0.705432	8	4.90E-14	1.30E-25	0.85907	0.15364	Teosinte/Maize
CG	8	60115652	60116054	8.00E-47	0.847288	11	3.20E-14	7.10E-53	0.88153	0.034242	Teosinte/Maize
CG	8	61603681	61604432	3.10E-122	0.521892	44	6.20E-14	2.80E-128	0.64981	0.12792	Teosinte/Maize
CG	8	61798847	61799036	1.80E-15	0.536396	9	4.50E-14	1.60E-21	0.81067	0.27427	Teosinte/Maize
CG	8	65727657	65728213	1.40E-09	0.499718	8	4.60E-14	1.30E-15	0.89288	0.39316	Teosinte/Maize
CG	8	70204893	70204974	2.20E-20	0.506021	10	4.00E-14	1.90E-26	0.61654	0.11052	Teosinte/Maize
CG	8	71195815	71196150	3.30E-13	0.526972	11	4.50E-14	2.90E-19	0.90826	0.38129	Teosinte/Maize
CG	8	71700838	71701029	6.50E-07	0.41444	8	7.30E-14	5.80E-13	0.75918	0.34474	Teosinte/Maize
CG	8	74205319	74205469	1.90E-34	0.850278	8	4.00E-14	1.70E-40	0.88113	0.030852	Teosinte/Maize
CG	8	75153312	75153558	1.10E-60	0.833338	14	5.20E-14	1.00E-66	0.85029	0.016948	Teosinte/Maize
CG	8	75591864	75592171	6.30E-17	0.444485	13	4.20E-14	5.60E-23	0.57001	0.12552	Teosinte/Maize
CG	8	75712704	75712959	7.40E-21	0.485223	13	4.60E-14	6.60E-27	0.92488	0.43966	Teosinte/Maize
CG	8	79050177	79050375	2.80E-06	0.427305	9	5.30E-14	2.50E-12	0.89042	0.46311	Teosinte/Maize
CG	8	79836508	79836825	2.70E-23	0.633344	8	4.10E-14	2.40E-29	0.65825	0.024901	Teosinte/Maize
CG	8	80749905	80750195	4.30E-26	0.706242	9	4.80E-14	3.80E-32	0.86851	0.16227	Teosinte/Maize
CG	8	81175365	81175465	1.10E-18	0.545997	8	3.80E-14	9.70E-25	0.74096	0.19496	Teosinte/Maize
CG	8	91899129	91899374	5.90E-13	0.509687	10	4.10E-14	5.20E-19	0.88593	0.37624	Teosinte/Maize
CG	8	94987997	94988405	1.70E-14	0.458221	11	4.40E-14	1.50E-20	0.90799	0.44977	Teosinte/Maize
CG	8	97095902	97096386	3.40E-76	0.819313	19	3.10E-14	3.00E-82	0.82421	0.0048941	Teosinte/Maize
CG	8	98058211	98058530	8.50E-115	0.922394	25	4.40E-14	7.60E-121	0.93132	0.008927	Teosinte/Maize
CG	8	98626742	98627020	6.00E-10	0.414741	13	4.40E-14	5.30E-16	0.90743	0.49269	Teosinte/Maize
CG	8	98628362	98628575	1.70E-50	0.880449	11	5.80E-14	1.50E-56	0.89347	0.013018	Teosinte/Maize
CG	8	98909068	98909486	2.10E-11	0.435575	12	4.40E-14	1.90E-17	0.8991	0.46352	Teosinte/Maize
CG	8	98909825	98910004	1.90E-12	0.429068	13	4.60E-14	1.70E-18	0.8713	0.44223	Teosinte/Maize
CG	8	98927333	98927608	1.60E-32	0.741444	12	4.10E-14	1.40E-38	0.91798	0.17653	Teosinte/Maize
CG	8	99276375	99276949	7.10E-46	0.656525	16	4.70E-14	6.30E-52	0.84033	0.18381	Teosinte/Maize
CG	8	99369624	99369921	1.60E-08	0.488948	8	4.30E-14	1.50E-14	0.76654	0.2776	Teosinte/Maize
CG	8	99681322	99681802	1.10E-63	0.720508	19	5.40E-14	9.40E-70	0.76072	0.040217	Teosinte/Maize
CG	8	99808111	99808270	5.00E-28	0.634423	11	4.50E-14	4.40E-34	0.81188	0.17746	Teosinte/Maize
CG	8	100002823	100003411	6.10E-84	0.878374	20	4.40E-14	5.40E-90	0.89734	0.018961	Teosinte/Maize
CG	8	100006928	100007237	1.10E-15	0.478429	15	4.00E-14	9.50E-22	0.90472	0.42629	Teosinte/Maize
CG	8	102409729	102409893	3.80E-15	0.463152	11	4.50E-14	3.30E-21	0.54532	0.082171	Teosinte/Maize
CG	8	108027368	108027534	3.70E-35	0.813795	8	5.00E-14	3.30E-41	0.82457	0.010772	Teosinte/Maize
CG	8	109241391	109241558	1.00E-08	0.421955	10	4.50E-14	8.90E-15	0.82218	0.40022	Teosinte/Maize
CG	8	112803035	112803199	2.00E-32	0.699479	11	5.00E-14	1.80E-38	0.77765	0.078174	Teosinte/Maize
CG	8	113167229	113167466	3.80E-12	0.488222	9	4.70E-14	3.30E-18	0.80326	0.31504	Teosinte/Maize
CG	8	120249772	120250101	8.70E-05	0.403505	8	4.40E-14	7.80E-11	0.82542	0.42192	Teosinte/Maize
CG	8	129348173	129348742	6.50E-46	0.521699	20	4.20E-14	5.70E-52	0.65503	0.13333	Teosinte/Maize
CG	8	130213179	130214353	1.60E-14	0.431221	17	3.70E-14	1.40E-20	0.86494	0.43372	Teosinte/Maize
CG	8	135969172	135969381	3.10E-47	0.917987	11	4.80E-14	2.70E-53	0.94322	0.025236	Teosinte/Maize
CG	8	138813096	138813536	5.90E-24	0.552414	14	4.60E-14	5.20E-30	0.78228	0.22987	Teosinte/Maize
CG	8	143117084	143117986	3.30E-125	0.40246	50	5.20E-14	2.90E-131	0.91407	0.51161	Teosinte/Maize
CG	8	143118314	143118534	1.20E-31	0.793025	9	4.70E-14	1.00E-37	0.85974	0.066714	Teosinte/Maize
CG	8	148017195	148017555	6.40E-35	0.749882	10	4.10E-14	5.70E-41	0.88278	0.13289	Teosinte/Maize
CG	8	152692067	152692171	1.50E-34	0.73531	9	3.80E-14	1.30E-40	0.73823	0.0029196	Teosinte/Maize
CG	8	153076409	153076605	2.50E-25	0.475173	11	4.90E-14	2.20E-31	0.52506	0.049886	Teosinte/Maize
CG	8	155339673	155339843	1.60E-39	0.857281	9	4.00E-14	1.50E-45	0.86854	0.011259	Teosinte/Maize
CG	8	155686787	155687377	7.30E-24	0.528305	16	4.00E-14	6.50E-30	0.83594	0.30763	Teosinte/Maize
CG	8	156693498	156694298	1.90E-85	0.604735	26	4.30E-14	1.70E-91	0.60705	0.0023187	Teosinte/Maize
CG	8	158313132	158313435	2.60E-22	0.490601	8	4.60E-14	2.30E-28	0.57415	0.083552	Teosinte/Maize
CG	8	161050691	161050884	1.10E-34	0.720416	13	4.90E-14	9.90E-41	0.90827	0.18785	Teosinte/Maize
CG	8	172434924	172435174	1.10E-44	0.619267	18	5.30E-14	1.00E-50	0.76484	0.14558	Teosinte/Maize
CG	8	178933685	178934196	3.70E-11	0.505328	11	4.40E-14	3.30E-17	0.9379	0.43257	Teosinte/Maize
CG	8	179514754	179514964	2.10E-12	0.501018	11	4.30E-14	1.80E-18	0.87389	0.37287	Teosinte/Maize
CG	9	154314	154728	1.50E-08	0.473844	10	4.30E-14	1.30E-14	0.89703	0.42319	Teosinte/Maize
CG	9	454354	455156	5.60E-18	0.511057	15	3.60E-14	5.00E-24	0.88879	0.37774	Teosinte/Maize
CG	9	1461978	1462176	3.90E-35	0.816885	10	4.20E-14	3.40E-41	0.9332	0.11631	Teosinte/Maize
CG	9	1462509	1462758	7.60E-43	0.929886	10	3.90E-14	6.80E-49	0.9339	0.0040148	Teosinte/Maize
CG	9	1714322	1714560	1.90E-08	0.434088	10	4.40E-14	1.60E-14	0.88025	0.44616	Teosinte/Maize
CG	9	1714999	1715350	2.50E-47	0.810733	11	5.50E-14	2.20E-53	0.81331	0.0025721	Teosinte/Maize
CG	9	1779946	1780228	9.50E-56	0.736276	12	4.10E-14	8.50E-62	0.74235	0.0060717	Teosinte/Maize
CG	9	1839453	1839600	4.50E-10	0.437731	10	4.00E-14	4.00E-16	0.92679	0.48906	Teosinte/Maize
CG	9	1840234	1840577	4.90E-56	0.823003	12	5.20E-14	4.30E-62	0.83162	0.0086203	Teosinte/Maize
CG	9	4327895	4328171	2.60E-42	0.81465	10	4.10E-14	2.30E-48	0.82081	0.0061575	Teosinte/Maize
CG	9	11191629	11192274	5.20E-87	0.899207	19	4.00E-14	4.70E-93	0.91212	0.012917	Teosinte/Maize
CG	9	14534881	14534972	1.30E-25	0.700005	8	3.60E-14	1.20E-31	0.87787	0.17787	Teosinte/Maize
CG	9	16491505	16491993	4.00E-73	0.88215	16	3.70E-14	3.60E-79	0.89242	0.010267	Teosinte/Maize
CG	9	17293051	17293231	1.70E-52	0.894031	12	5.30E-14	1.50E-58	0.89566	0.0016281	Teosinte/Maize
CG	9	17522360	17522771	3.60E-42	0.636974	15	4.50E-14	3.20E-48	0.73205	0.095079	Teosinte/Maize
CG	9	17763964	17764185	2.00E-33	0.55354	10	4.50E-14	1.70E-39	0.56322	0.0096766	Teosinte/Maize
CG	9	17829512	17830050	5.60E-107	0.895499	24	6.90E-14	5.00E-113	0.91237	0.016867	Teosinte/Maize
CG	9	17847814	17848405	4.30E-152	0.910248	34	3.40E-14	3.80E-158	0.92277	0.012526	Teosinte/Maize
CG	9	20088525	20088608	3.50E-22	0.540693	11	4.60E-14	3.10E-28	0.91894	0.37824	Teosinte/Maize
CG	9	21223510	21224076	1.60E-71	0.568597	28	3.10E-14	1.40E-77	0.63298	0.064379	Teosinte/Maize
CG	9	21285176	21285707	8.40E-36	0.521744	14	5.20E-14	7.40E-42	0.56128	0.039539	Teosinte/Maize
CG	9	22154560	22154906	1.10E-25	0.479708	14	4.40E-14	9.50E-32	0.65979	0.18008	Teosinte/Maize
CG	9	36416193	36416502	2.80E-10	0.561264	8	4.00E-14	2.50E-16	0.92857	0.3673	Teosinte/Maize
CG	9	36520484	36521365	3.50E-221	0.90501	50	6.70E-14	3.10E-227	0.92613	0.021121	Teosinte/Maize
CG	9	36521393	36521564	5.00E-16	0.57265	16	3.90E-14	4.50E-22	0.90576	0.29299	Teosinte/Maize
CG	9	36761889	36762330	4.70E-35	0.611157	17	3.70E-14	4.20E-41	0.90258	0.29142	Teosinte/Maize
CG	9	40095083	40095797	1.30E-12	0.427505	15	4.60E-14	1.20E-18	0.90717	0.47967	Teosinte/Maize
CG	9	40105660	40105966	2.00E-23	0.476914	10	4.40E-14	1.80E-29	0.4907	0.013784	Teosinte/Maize
CG	9	50992038	50992502	8.30E-18	0.453114	21	4.20E-14	7.40E-24	0.93251	0.4794	Teosinte/Maize
CG	9	55851426	55851651	6.20E-44	0.810047	12	4.40E-14	5.50E-50	0.89855	0.088507	Teosinte/Maize
CG	9	58267357	58267594	4.10E-15	0.626635	8	4.90E-14	3.60E-21	0.80651	0.17987	Teosinte/Maize
CG	9	58962857	58963747	2.00E-137	0.769594	38	7.50E-14	1.80E-143	0.78342	0.013826	Teosinte/Maize
CG	9	59070364	59070449	1.20E-12	0.414987	10	4.20E-14	1.00E-18	0.42557	0.010588	Teosinte/Maize
CG	9	60936517	60936664	4.40E-22	0.605287	10	5.10E-14	3.90E-28	0.76912	0.16383	Teosinte/Maize
CG	9	62033611	62033911	3.60E-27	0.587579	11	4.30E-14	3.20E-33	0.66204	0.074465	Teosinte/Maize
CG	9	67112922	67113612	1.20E-63	0.479014	26	3.10E-14	1.10E-69	0.49215	0.013131	Teosinte/Maize
CG	9	72645063	72645284	9.80E-27	0.711315	9	4.10E-14	8.70E-33	0.83011	0.11879	Teosinte/Maize
CG	9	73619937	73620193	2.00E-40	0.459347	20	5.00E-14	1.70E-46	0.57135	1.12E-01	Teosinte/Maize
CG	9	79440068	79440733	1.30E-09	0.429336	13	4.70E-14	1.20E-15	0.89784	0.46851	Teosinte/Maize
CG	9	79547484	79547622	4.20E-30	0.722561	12	4.70E-14	3.70E-36	0.94889	0.22633	Teosinte/Maize
CG	9	86097222	86097717	1.10E-07	0.510733	8	4.40E-14	9.80E-14	0.90271	0.39198	Teosinte/Maize
CG	9	89465955	89466145	7.20E-51	0.868749	11	4.80E-14	6.40E-57	0.88123	0.012484	Teosinte/Maize
CG	9	89529983	89530090	6.20E-30	0.702219	8	4.80E-14	5.50E-36	0.70498	0.0027597	Teosinte/Maize
CG	9	95196721	95196900	1.50E-37	0.882119	9	3.60E-14	1.30E-43	0.89892	0.016801	Teosinte/Maize
CG	9	101224713	101224773	2.10E-30	0.778533	8	4.00E-14	1.90E-36	0.79424	0.015711	Teosinte/Maize
CG	9	104245084	104245651	2.20E-99	0.898763	22	6.60E-14	1.90E-105	0.90985	0.011084	Teosinte/Maize
CG	9	106470456	106470555	4.70E-23	0.689656	8	3.80E-14	4.20E-29	0.79467	0.10502	Teosinte/Maize
CG	9	106734879	106735028	4.10E-30	0.883303	8	3.90E-14	3.60E-36	0.94568	0.062376	Teosinte/Maize
CG	9	108661895	108662560	1.50E-81	0.808566	21	5.10E-14	1.30E-87	0.8954	0.086837	Teosinte/Maize
CG	9	111695037	111696058	3.30E-178	0.890932	40	3.80E-14	2.90E-184	0.90358	0.012653	Teosinte/Maize
CG	9	118471467	118471813	3.60E-13	0.545335	8	4.20E-14	3.20E-19	0.85767	0.31233	Teosinte/Maize
CG	9	119248294	119248581	2.20E-21	0.626148	8	3.90E-14	1.90E-27	0.85707	0.23092	Teosinte/Maize
CG	9	119738153	119738265	2.00E-08	0.446671	8	4.50E-14	1.80E-14	0.92962	0.48295	Teosinte/Maize
CG	9	119871364	119871950	7.60E-131	0.780916	35	2.20E-14	6.80E-137	0.85344	0.072519	Teosinte/Maize
CG	9	120191462	120192793	4.30E-63	0.863839	15	4.00E-14	3.80E-69	0.91022	0.046386	Teosinte/Maize
CG	9	122465306	122465487	5.40E-20	0.603791	10	4.30E-14	4.80E-26	0.78923	0.18544	Teosinte/Maize
CG	9	132661984	132662136	8.40E-18	0.47187	8	4.50E-14	7.50E-24	0.53884	0.066974	Teosinte/Maize
CG	9	132748231	132748409	3.00E-21	0.528829	9	4.40E-14	2.60E-27	0.56985	0.041018	Teosinte/Maize
CG	9	133829500	133829562	2.00E-11	0.561059	8	4.30E-14	1.80E-17	0.93406	0.373	Teosinte/Maize
CG	9	136877473	136877656	1.80E-30	0.774291	9	4.40E-14	1.60E-36	0.94253	0.16824	Teosinte/Maize
CG	9	137785508	137785618	5.70E-45	0.913418	10	3.90E-14	5.10E-51	0.91461	0.0011905	Teosinte/Maize
CG	9	137824749	137825106	3.30E-68	0.615839	30	5.50E-14	3.00E-74	0.86865	0.25281	Teosinte/Maize
CG	9	143522644	143522781	1.40E-19	0.628877	8	3.90E-14	1.20E-25	0.71987	0.090988	Teosinte/Maize
CG	9	144464936	144465235	4.90E-84	0.764128	24	3.20E-14	4.30E-90	0.87623	0.1121	Teosinte/Maize
CG	9	153247852	153248348	3.20E-37	0.537084	23	4.00E-14	2.80E-43	0.87019	0.3331	Teosinte/Maize
CG	9	153254072	153254343	4.80E-44	0.566473	18	3.60E-14	4.30E-50	0.62305	0.056581	Teosinte/Maize
CG	9	153335053	153335394	1.50E-38	0.75543	11	5.10E-14	1.40E-44	0.88466	0.12923	Teosinte/Maize
CG	9	157632789	157633350	1.30E-24	0.523269	15	4.80E-14	1.10E-30	0.77718	0.25391	Teosinte/Maize
CG	10	136531	137022	4.80E-30	0.591546	15	4.80E-14	4.20E-36	0.81287	0.22133	Teosinte/Maize
CG	10	1048331	1048538	1.80E-25	0.58509	10	4.30E-14	1.60E-31	0.72851	0.14342	Teosinte/Maize
CG	10	2748650	2748788	7.00E-12	0.448063	10	4.50E-14	6.20E-18	0.69925	0.25119	Teosinte/Maize
CG	10	4042027	4042207	7.70E-10	0.438972	9	4.20E-14	6.80E-16	0.84575	0.40678	Teosinte/Maize
CG	10	15452317	15452498	1.10E-27	0.607656	11	4.50E-14	9.50E-34	0.69119	0.083534	Teosinte/Maize
CG	10	16869695	16870584	1.40E-54	0.461283	48	3.80E-14	1.20E-60	0.81477	0.35349	Teosinte/Maize
CG	10	16935390	16935920	2.00E-54	0.8077	15	3.60E-14	1.80E-60	0.90215	0.094452	Teosinte/Maize
CG	10	18516192	18516767	1.10E-63	0.5297	29	5.20E-14	9.70E-70	0.54849	0.018792	Teosinte/Maize
CG	10	21444270	21445157	4.20E-33	0.589436	19	3.70E-14	3.70E-39	0.86674	0.27731	Teosinte/Maize
CG	10	22801485	22801898	1.50E-08	0.434548	11	4.40E-14	1.30E-14	0.9021	0.46755	Teosinte/Maize
CG	10	25701358	25701587	5.20E-57	0.882506	13	5.50E-14	4.70E-63	0.88293	0.00042267	Teosinte/Maize
CG	10	29148686	29148816	5.60E-36	0.556945	12	4.60E-14	5.00E-42	0.6357	0.078755	Teosinte/Maize
CG	10	31259323	31259502	1.30E-18	0.49608	15	4.80E-14	1.10E-24	0.86529	0.36921	Teosinte/Maize
CG	10	32815696	32815918	1.40E-35	0.798728	10	4.80E-14	1.30E-41	0.80434	0.0056155	Teosinte/Maize
CG	10	33046870	33047555	9.50E-44	0.62887	14	3.00E-14	8.40E-50	0.63024	0.0013692	Teosinte/Maize
CG	10	34972244	34972577	2.70E-08	0.467589	10	4.50E-14	2.40E-14	0.92239	0.45481	Teosinte/Maize
CG	10	35752019	35752188	5.20E-37	0.832436	9	4.20E-14	4.60E-43	0.84139	0.0089495	Teosinte/Maize
CG	10	35973443	35973920	1.40E-65	0.668531	19	5.40E-14	1.30E-71	0.69675	0.028215	Teosinte/Maize
CG	10	38362023	38362181	7.90E-17	0.509694	13	4.80E-14	7.00E-23	0.90134	0.39164	Teosinte/Maize
CG	10	38362540	38362684	5.70E-28	0.784485	9	4.50E-14	5.10E-34	0.90666	0.12217	Teosinte/Maize
CG	10	40896117	40896379	3.80E-28	0.589768	14	4.90E-14	3.40E-34	0.6859	0.096136	Teosinte/Maize
CG	10	40896854	40897136	2.70E-08	0.441373	8	4.90E-14	2.40E-14	0.57709	0.13571	Teosinte/Maize
CG	10	42752134	42752399	1.70E-44	0.523998	17	4.50E-14	1.50E-50	0.66415	0.14015	Teosinte/Maize
CG	10	42833957	42834267	3.50E-39	0.504619	16	4.00E-14	3.10E-45	0.54811	0.043489	Teosinte/Maize
CG	10	44090026	44090222	3.70E-11	0.548807	8	4.20E-14	3.30E-17	0.91186	0.36306	Teosinte/Maize
CG	10	44167753	44167904	1.10E-25	0.628108	11	4.00E-14	9.70E-32	0.8093	0.1812	Teosinte/Maize
CG	10	45008211	45008366	1.50E-40	0.750701	13	4.70E-14	1.40E-46	0.8589	0.1082	Teosinte/Maize
CG	10	45771193	45771531	2.40E-55	0.892208	13	5.50E-14	2.10E-61	0.89667	0.0044574	Teosinte/Maize
CG	10	45784169	45784730	8.30E-68	0.807047	16	4.00E-14	7.30E-74	0.80807	0.0010275	Teosinte/Maize
CG	10	46809100	46809402	6.80E-41	0.923107	9	4.30E-14	6.00E-47	0.93157	0.0084632	Teosinte/Maize
CG	10	47327955	47328300	7.50E-56	0.901572	13	2.90E-14	6.70E-62	0.92032	0.018749	Teosinte/Maize
CG	10	52236443	52236953	5.70E-11	0.416259	13	4.00E-14	5.10E-17	0.84527	0.42901	Teosinte/Maize
CG	10	52261497	52261914	1.80E-78	0.929794	17	3.80E-14	1.60E-84	0.93769	0.007896	Teosinte/Maize
CG	10	53435929	53436066	7.90E-29	0.608572	10	5.00E-14	7.00E-35	0.6951	0.086529	Teosinte/Maize
CG	10	54796419	54796830	1.60E-19	0.413676	16	4.40E-14	1.40E-25	0.52763	0.11396	Teosinte/Maize
CG	10	58319417	58320044	3.70E-32	0.43893	18	3.70E-14	3.30E-38	0.57676	0.13783	Teosinte/Maize
CG	10	58749816	58750012	1.60E-11	0.419528	9	4.40E-14	1.40E-17	0.42085	0.0013228	Teosinte/Maize
CG	10	67238702	67239009	4.90E-32	0.779401	10	5.10E-14	4.40E-38	0.90751	0.12811	Teosinte/Maize
CG	10	67244835	67245666	2.50E-102	0.754883	31	2.70E-14	2.20E-108	0.91043	0.15554	Teosinte/Maize
CG	10	68645247	68646001	1.60E-69	0.455531	43	5.50E-14	1.50E-75	0.73502	0.27948	Teosinte/Maize
CG	10	69451912	69452243	5.90E-93	0.841703	21	4.40E-14	5.20E-99	0.84881	0.00711	Teosinte/Maize
CG	10	78547698	78547756	7.70E-16	0.417846	8	4.10E-14	6.80E-22	0.61932	0.20147	Teosinte/Maize
CG	10	82084356	82084829	1.50E-37	0.454706	28	4.10E-14	1.30E-43	0.73245	0.27774	Teosinte/Maize
CG	10	84502453	84503188	5.30E-117	0.785282	33	2.80E-14	4.70E-123	0.90699	0.12171	Teosinte/Maize
CG	10	87432924	87433426	1.90E-06	0.442822	10	4.50E-14	1.70E-12	0.9278	0.48498	Teosinte/Maize
CG	10	88008559	88008947	5.50E-40	0.542971	24	4.50E-14	4.90E-46	0.83918	0.29621	Teosinte/Maize
CG	10	88149613	88150263	6.30E-11	0.557858	8	4.50E-14	5.60E-17	0.86543	0.30757	Teosinte/Maize
CG	10	88678327	88678868	2.60E-51	0.633799	16	5.30E-14	2.30E-57	0.66161	0.027813	Teosinte/Maize
CG	10	96817152	96817821	7.60E-11	0.442864	12	4.00E-14	6.70E-17	0.81442	0.37155	Teosinte/Maize
CG	10	100057649	100058117	2.60E-13	0.436199	11	4.40E-14	2.30E-19	0.84009	0.4039	Teosinte/Maize
CG	10	100277255	100277493	1.50E-19	0.66374	8	4.20E-14	1.30E-25	0.89397	0.23023	Teosinte/Maize
CG	10	100956781	100957252	8.20E-24	0.499649	9	5.00E-14	7.30E-30	0.6204	0.12075	Teosinte/Maize
CG	10	101502184	101502336	1.50E-34	0.799381	9	4.90E-14	1.30E-40	0.87445	0.07507	Teosinte/Maize
CG	10	104815439	104815999	3.70E-47	0.731407	14	3.50E-14	3.30E-53	0.8535	0.12209	Teosinte/Maize
CG	10	105170071	105170583	1.80E-29	0.765338	9	4.20E-14	1.60E-35	0.86875	0.10341	Teosinte/Maize
