"marker","chr","physical","genetic"
"2_867",2,86700000,128.13892
"2_868",2,86800000,128.14308
"2_869",2,86900000,128.14783
"2_870",2,8.7e+07,128.15316
"2_871",2,87100000,128.15907
"2_872",2,87200000,128.16553
"2_873",2,87300000,128.17252
"2_874",2,87400000,128.18005
"2_875",2,87500000,128.18808
"2_876",2,87600000,128.19661
"2_877",2,87700000,128.20563
"2_878",2,87800000,128.21511
"2_879",2,87900000,128.22504
"2_880",2,8.8e+07,128.23542
"2_881",2,88100000,128.24622
"2_882",2,88200000,128.25743
"2_883",2,88300000,128.26904
"2_884",2,88400000,128.28103
"2_885",2,88500000,128.29339
"2_886",2,88600000,128.3061
"2_887",2,88700000,128.31915
"2_888",2,88800000,128.33252
"2_889",2,88900000,128.34621
"2_890",2,8.9e+07,128.36019
"2_891",2,89100000,128.37445
"2_892",2,89200000,128.38898
"2_893",2,89300000,128.40377
"2_894",2,89400000,128.41879
"2_895",2,89500000,128.43403
"2_896",2,89600000,128.44949
"2_897",2,89700000,128.46514
"2_898",2,89800000,128.48098
"2_899",2,89900000,128.49698
"2_900",2,9e+07,128.51313
"2_901",2,90100000,128.52943
"2_902",2,90200000,128.54584
"2_903",2,90300000,128.56237
"2_904",2,90400000,128.57899
"2_905",2,90500000,128.59569
"2_906",2,90600000,128.61246
"2_907",2,90700000,128.62929
"2_908",2,90800000,128.64615
"2_909",2,90900000,128.66303
"2_910",2,9.1e+07,128.67992
"2_911",2,91100000,128.69681
"2_912",2,91200000,128.71368
"2_913",2,91300000,128.73052
"2_914",2,91400000,128.7473
"2_915",2,91500000,128.76403
"2_916",2,91600000,128.78068
"2_917",2,91700000,128.79723
"2_918",2,91800000,128.81368
"2_919",2,91900000,128.83
"2_920",2,9.2e+07,128.84619
"2_921",2,92100000,128.86222
"2_922",2,92200000,128.87808
"2_923",2,92300000,128.89375
"2_924",2,92400000,128.90923
"2_925",2,92500000,128.92448
"2_926",2,92600000,128.93951
"2_927",2,92700000,128.95429
"2_928",2,92800000,128.96881
"2_929",2,92900000,128.98305
"2_930",2,9.3e+07,128.99699
"2_931",2,93100000,129.01063
"2_932",2,93200000,129.02395
"2_933",2,93300000,129.03692
"2_934",2,93400000,129.04954
"2_935",2,93500000,129.06179
"2_936",2,93600000,129.07366
"2_937",2,93700000,129.08512
"2_938",2,93800000,129.09617
"2_939",2,93900000,129.10679
"2_940",2,9.4e+07,129.11696
"2_941",2,94100000,129.12667
"2_942",2,94200000,129.1359
"2_943",2,94300000,129.14464
"2_944",2,94400000,129.15287
"2_945",2,94500000,129.1606
"2_946",2,94600000,129.16781
"2_947",2,94700000,129.1745
"2_948",2,94800000,129.18067
"2_949",2,94900000,129.1863
"2_950",2,9.5e+07,129.19141
"2_951",2,95100000,129.196
"2_952",2,95200000,129.20007
"2_953",2,95300000,129.20363
"2_954",2,95400000,129.20667
"2_955",2,95500000,129.20921
"2_956",2,95600000,129.21124
"2_957",2,95700000,129.21277
"2_958",2,95800000,129.21381
"2_959",2,95900000,129.21435
"2_960",2,9.6e+07,129.2144
"2_961",2,96100000,129.21397
"2_962",2,96200000,129.21305
"2_963",2,96300000,129.21166
"2_964",2,96400000,129.20979
"2_965",2,96500000,129.20745
"2_966",2,96600000,129.20464
"2_967",2,96700000,129.20138
"2_968",2,96800000,129.19768
"2_969",2,96900000,129.19356
"2_970",2,9.7e+07,129.18901
"2_971",2,97100000,129.18406
"2_972",2,97200000,129.17872
"2_973",2,97300000,129.17301
"2_974",2,97400000,129.16692
"2_975",2,97500000,129.16049
"2_976",2,97600000,129.15371
"2_977",2,97700000,129.1466
"2_978",2,97800000,129.13918
"2_979",2,97900000,129.13146
"2_980",2,9.8e+07,129.12344
"2_981",2,98100000,129.11514
"2_982",2,98200000,129.10658
"2_983",2,98300000,129.09777
"2_984",2,98400000,129.08871
"2_985",2,98500000,129.07943
"2_986",2,98600000,129.06993
"2_987",2,98700000,129.06023
"2_988",2,98800000,129.05035
"2_989",2,98900000,129.04029
"2_990",2,9.9e+07,129.03009
"2_991",2,99100000,129.01975
"2_992",2,99200000,129.00929
"2_993",2,99300000,128.99872
"2_994",2,99400000,128.98805
"2_995",2,99500000,128.97731
"2_996",2,99600000,128.96652
"2_997",2,99700000,128.95567
"2_998",2,99800000,128.9448
"2_999",2,99900000,128.93391
"2_1000",2,1e+08,128.92301
"2_1001",2,100100000,128.91213
"2_1002",2,100200000,128.90128
"2_1003",2,100300000,128.89046
"2_1004",2,100400000,128.87968
"2_1005",2,100500000,128.86896
"2_1006",2,100600000,128.85831
"2_1007",2,100700000,128.84774
"2_1008",2,100800000,128.83726
"2_1009",2,100900000,128.82689
"2_1010",2,1.01e+08,128.81663
"2_1011",2,101100000,128.80649
"2_1012",2,101200000,128.79649
"2_1013",2,101300000,128.78664
"2_1014",2,101400000,128.77695
"2_1015",2,101500000,128.76743
"2_1016",2,101600000,128.75809
"2_1017",2,101700000,128.74895
"2_1018",2,101800000,128.74001
"2_1019",2,101900000,128.73129
"2_1020",2,1.02e+08,128.72279
"2_1021",2,102100000,128.71454
"2_1022",2,102200000,128.70654
"2_1023",2,102300000,128.69879
"2_1024",2,102400000,128.69132
"2_1025",2,102500000,128.68412
"2_1026",2,102600000,128.67721
"2_1027",2,102700000,128.67057
"2_1028",2,102800000,128.66423
"2_1029",2,102900000,128.65818
"2_1030",2,1.03e+08,128.65243
"2_1031",2,103100000,128.64699
"2_1032",2,103200000,128.64184
"2_1033",2,103300000,128.637
"2_1034",2,103400000,128.63245
"2_1035",2,103500000,128.6282
"2_1036",2,103600000,128.62425
"2_1037",2,103700000,128.62059
"2_1038",2,103800000,128.61723
"2_1039",2,103900000,128.61416
"2_1040",2,1.04e+08,128.61139
"2_1041",2,104100000,128.6089
"2_1042",2,104200000,128.60671
"2_1043",2,104300000,128.6048
"2_1044",2,104400000,128.60318
"2_1045",2,104500000,128.60185
"2_1046",2,104600000,128.6008
"2_1047",2,104700000,128.60004
"2_1048",2,104800000,128.59956
"2_1049",2,104900000,128.59937
"2_1050",2,1.05e+08,128.59945
"2_1051",2,105100000,128.59982
"2_1052",2,105200000,128.60046
"2_1053",2,105300000,128.60139
"2_1054",2,105400000,128.60259
"2_1055",2,105500000,128.60405
"2_1056",2,105600000,128.60579
"2_1057",2,105700000,128.60779
"2_1058",2,105800000,128.61004
"2_1059",2,105900000,128.61254
"2_1060",2,1.06e+08,128.61529
"2_1061",2,106100000,128.61829
"2_1062",2,106200000,128.62152
"2_1063",2,106300000,128.62498
"2_1064",2,106400000,128.62866
"2_1065",2,106500000,128.63256
"2_1066",2,106600000,128.63667
"2_1067",2,106700000,128.64098
"2_1068",2,106800000,128.64548
"2_1069",2,106900000,128.65017
"2_1070",2,1.07e+08,128.65504
"2_1071",2,107100000,128.66008
"2_1072",2,107200000,128.66528
"2_1073",2,107300000,128.67064
"2_1074",2,107400000,128.67615
"2_1075",2,107500000,128.68181
"2_1076",2,107600000,128.6876
"2_1077",2,107700000,128.69351
"2_1078",2,107800000,128.69955
"2_1079",2,107900000,128.70569
"2_1080",2,1.08e+08,128.71195
"2_1081",2,108100000,128.7183
"2_1082",2,108200000,128.72474
"2_1083",2,108300000,128.73127
"2_1084",2,108400000,128.73787
"2_1085",2,108500000,128.74454
"2_1086",2,108600000,128.75127
"2_1087",2,108700000,128.75805
"2_1088",2,108800000,128.76489
"2_1089",2,108900000,128.77176
"2_1090",2,1.09e+08,128.77866
"2_1091",2,109100000,128.78559
"2_1092",2,109200000,128.79254
"2_1093",2,109300000,128.7995
"2_1094",2,109400000,128.80646
"2_1095",2,109500000,128.81342
"2_1096",2,109600000,128.82037
"2_1097",2,109700000,128.8273
"2_1098",2,109800000,128.83421
"2_1099",2,109900000,128.84109
"2_1100",2,1.1e+08,128.84793
"2_1101",2,110100000,128.85473
"2_1102",2,110200000,128.86147
"2_1103",2,110300000,128.86816
"2_1104",2,110400000,128.87478
"2_1105",2,110500000,128.88133
"2_1106",2,110600000,128.88779
"2_1107",2,110700000,128.89418
"2_1108",2,110800000,128.90047
"2_1109",2,110900000,128.90667
"2_1110",2,1.11e+08,128.91276
"2_1111",2,111100000,128.91875
"2_1112",2,111200000,128.92463
"2_1113",2,111300000,128.93039
"2_1114",2,111400000,128.93604
"2_1115",2,111500000,128.94156
"2_1116",2,111600000,128.94696
"2_1117",2,111700000,128.95223
"2_1118",2,111800000,128.95737
"2_1119",2,111900000,128.96237
"2_1120",2,1.12e+08,128.96724
"2_1121",2,112100000,128.97198
"2_1122",2,112200000,128.97657
"2_1123",2,112300000,128.98103
"2_1124",2,112400000,128.98534
"2_1125",2,112500000,128.98951
"2_1126",2,112600000,128.99354
"2_1127",2,112700000,128.99741
"2_1128",2,112800000,129.00114
"2_1129",2,112900000,129.00472
"2_1130",2,1.13e+08,129.00815
"2_1131",2,113100000,129.01142
"2_1132",2,113200000,129.01453
"2_1133",2,113300000,129.01749
"2_1134",2,113400000,129.02029
"2_1135",2,113500000,129.02293
"2_1136",2,113600000,129.02541
"2_1137",2,113700000,129.02773
"2_1138",2,113800000,129.02988
"2_1139",2,113900000,129.03186
"2_1140",2,1.14e+08,129.03369
"2_1141",2,114100000,129.03535
"2_1142",2,114200000,129.03685
"2_1143",2,114300000,129.03819
"2_1144",2,114400000,129.03937
"2_1145",2,114500000,129.04038
"2_1146",2,114600000,129.04124
"2_1147",2,114700000,129.04195
"2_1148",2,114800000,129.04252
"2_1149",2,114900000,129.04294
"2_1150",2,1.15e+08,129.04324
"2_1151",2,115100000,129.04342
"2_1152",2,115200000,129.04348
"2_1153",2,115300000,129.04344
"2_1154",2,115400000,129.04331
"2_1155",2,115500000,129.04308
"2_1156",2,115600000,129.04278
"2_1157",2,115700000,129.04241
"2_1158",2,115800000,129.04198
"2_1159",2,115900000,129.0415
"2_1160",2,1.16e+08,129.04097
"2_1161",2,116100000,129.04041
"2_1162",2,116200000,129.03983
"2_1163",2,116300000,129.03922
"2_1164",2,116400000,129.03861
"2_1165",2,116500000,129.03799
"2_1166",2,116600000,129.03739
"2_1167",2,116700000,129.0368
"2_1168",2,116800000,129.03623
"2_1169",2,116900000,129.0357
"2_1170",2,1.17e+08,129.03521
"2_1171",2,117100000,129.03477
"2_1172",2,117200000,129.03438
"2_1173",2,117300000,129.03406
"2_1174",2,117400000,129.0338
"2_1175",2,117500000,129.03362
"2_1176",2,117600000,129.03353
"2_1177",2,117700000,129.03353
"2_1178",2,117800000,129.03363
"2_1179",2,117900000,129.03383
"2_1180",2,1.18e+08,129.03415
"2_1181",2,118100000,129.0346
"2_1182",2,118200000,129.03517
"2_1183",2,118300000,129.03587
"2_1184",2,118400000,129.03673
"2_1185",2,118500000,129.03773
"2_1186",2,118600000,129.03889
"2_1187",2,118700000,129.04022
"2_1188",2,118800000,129.04172
"2_1189",2,118900000,129.0434
"2_1190",2,1.19e+08,129.04526
"2_1191",2,119100000,129.04731
"2_1192",2,119200000,129.04954
"2_1193",2,119300000,129.05197
"2_1194",2,119400000,129.05458
"2_1195",2,119500000,129.05739
"2_1196",2,119600000,129.06039
"2_1197",2,119700000,129.06359
"2_1198",2,119800000,129.067
"2_1199",2,119900000,129.0706
"2_1200",2,1.2e+08,129.07441
"2_1201",2,120100000,129.07843
"2_1202",2,120200000,129.08265
"2_1203",2,120300000,129.08709
"2_1204",2,120400000,129.09175
"2_1205",2,120500000,129.09661
"2_1206",2,120600000,129.1017
"2_1207",2,120700000,129.10701
"2_1208",2,120800000,129.11254
"2_1209",2,120900000,129.1183
"2_1210",2,1.21e+08,129.12429
"2_1211",2,121100000,129.13051
"2_1212",2,121200000,129.13696
"2_1213",2,121300000,129.14364
"2_1214",2,121400000,129.15056
"2_1215",2,121500000,129.15772
"2_1216",2,121600000,129.16512
"2_1217",2,121700000,129.17277
"2_1218",2,121800000,129.18066
"2_1219",2,121900000,129.18881
"2_1220",2,1.22e+08,129.1972
"2_1221",2,122100000,129.20585
"2_1222",2,122200000,129.21475
"2_1223",2,122300000,129.22391
"2_1224",2,122400000,129.23333
"2_1225",2,122500000,129.24301
"2_1226",2,122600000,129.25295
"2_1227",2,122700000,129.26316
"2_1228",2,122800000,129.27363
"2_1229",2,122900000,129.28436
"2_1230",2,1.23e+08,129.29533
"2_1231",2,123100000,129.30654
"2_1232",2,123200000,129.31798
"2_1233",2,123300000,129.32964
"2_1234",2,123400000,129.34152
"2_1235",2,123500000,129.35359
"2_1236",2,123600000,129.36586
"2_1237",2,123700000,129.3783
"2_1238",2,123800000,129.39092
"2_1239",2,123900000,129.40369
"2_1240",2,1.24e+08,129.41661
"2_1241",2,124100000,129.42968
"2_1242",2,124200000,129.44287
"2_1243",2,124300000,129.45619
"2_1244",2,124400000,129.46963
"2_1245",2,124500000,129.48317
"2_1246",2,124600000,129.4968
"2_1247",2,124700000,129.51053
"2_1248",2,124800000,129.52433
"2_1249",2,124900000,129.53821
"2_1250",2,1.25e+08,129.55215
"2_1251",2,125100000,129.56614
"2_1252",2,125200000,129.58017
"2_1253",2,125300000,129.59424
"2_1254",2,125400000,129.60834
"2_1255",2,125500000,129.62246
"2_1256",2,125600000,129.63658
"2_1257",2,125700000,129.65071
"2_1258",2,125800000,129.66483
"2_1259",2,125900000,129.67893
"2_1260",2,1.26e+08,129.69301
"2_1261",2,126100000,129.70705
"2_1262",2,126200000,129.72105
"2_1263",2,126300000,129.735
"2_1264",2,126400000,129.74889
"2_1265",2,126500000,129.76271
"2_1266",2,126600000,129.77645
"2_1267",2,126700000,129.79011
"2_1268",2,126800000,129.80366
"2_1269",2,126900000,129.81712
"2_1270",2,1.27e+08,129.83046
"2_1271",2,127100000,129.84368
"2_1272",2,127200000,129.85677
"2_1273",2,127300000,129.86972
"2_1274",2,127400000,129.88253
"2_1275",2,127500000,129.89518
"2_1276",2,127600000,129.90766
"2_1277",2,127700000,129.91996
"2_1278",2,127800000,129.93209
"2_1279",2,127900000,129.94402
"2_1280",2,1.28e+08,129.95576
"2_1281",2,128100000,129.96728
"2_1282",2,128200000,129.97859
"2_1283",2,128300000,129.98967
"2_1284",2,128400000,130.00051
"2_1285",2,128500000,130.01111
"2_1286",2,128600000,130.02146
"2_1287",2,128700000,130.03154
"2_1288",2,128800000,130.04136
"2_1289",2,128900000,130.0509
"2_1290",2,1.29e+08,130.06015
"2_1291",2,129100000,130.0691
"2_1292",2,129200000,130.07775
"2_1293",2,129300000,130.08608
"2_1294",2,129400000,130.09409
"2_1295",2,129500000,130.10177
"2_1296",2,129600000,130.10911
"2_1297",2,129700000,130.1161
"2_1298",2,129800000,130.12273
"2_1299",2,129900000,130.129
"2_1300",2,1.3e+08,130.13489
"2_1301",2,130100000,130.1404
"2_1302",2,130200000,130.14551
"2_1303",2,130300000,130.15022
"2_1304",2,130400000,130.15453
"2_1305",2,130500000,130.15841
"2_1306",2,130600000,130.16187
"2_1307",2,130700000,130.16489
"2_1308",2,130800000,130.16746
"2_1309",2,130900000,130.16958
"2_1310",2,1.31e+08,130.17124
"2_1311",2,131100000,130.17243
"2_1312",2,131200000,130.17313
"2_1313",2,131300000,130.17335
"2_1314",2,131400000,130.17307
"2_1315",2,131500000,130.17229
"2_1316",2,131600000,130.17098
"2_1317",2,131700000,130.16916
"2_1318",2,131800000,130.1668
"2_1319",2,131900000,130.1639
"2_1320",2,1.32e+08,130.16045
"2_1321",2,132100000,130.15644
"2_1322",2,132200000,130.15187
"2_1323",2,132300000,130.14672
"2_1324",2,132400000,130.14098
"2_1325",2,132500000,130.13465
"2_1326",2,132600000,130.12772
"2_1327",2,132700000,130.12017
"2_1328",2,132800000,130.11201
"2_1329",2,132900000,130.10321
"2_1330",2,1.33e+08,130.09378
"2_1331",2,133100000,130.08371
"2_1332",2,133200000,130.07297
"2_1333",2,133300000,130.06158
"2_1334",2,133400000,130.04951
"2_1335",2,133500000,130.03676
"2_1336",2,133600000,130.02332
"2_1337",2,133700000,130.00919
"2_1338",2,133800000,129.99439
"2_1339",2,133900000,129.97895
"2_1340",2,1.34e+08,129.96288
"2_1341",2,134100000,129.9462
"2_1342",2,134200000,129.92895
"2_1343",2,134300000,129.91114
"2_1344",2,134400000,129.89279
"2_1345",2,134500000,129.87393
"2_1346",2,134600000,129.85458
"2_1347",2,134700000,129.83476
"2_1348",2,134800000,129.81449
"2_1349",2,134900000,129.7938
"2_1350",2,1.35e+08,129.77271
"2_1351",2,135100000,129.75124
"2_1352",2,135200000,129.72941
"2_1353",2,135300000,129.70727
"2_1354",2,135400000,129.68485
"2_1355",2,135500000,129.66222
"2_1356",2,135600000,129.63941
"2_1357",2,135700000,129.61648
"2_1358",2,135800000,129.59347
"2_1359",2,135900000,129.57044
"2_1360",2,1.36e+08,129.54742
"2_1361",2,136100000,129.52448
"2_1362",2,136200000,129.50165
"2_1363",2,136300000,129.47899
"2_1364",2,136400000,129.45655
"2_1365",2,136500000,129.43437
"2_1366",2,136600000,129.4125
"2_1367",2,136700000,129.391
"2_1368",2,136800000,129.3699
"2_1369",2,136900000,129.34926
"2_1370",2,1.37e+08,129.32912
"2_1371",2,137100000,129.30954
"2_1372",2,137200000,129.29056
"2_1373",2,137300000,129.27224
"2_1374",2,137400000,129.25461
"2_1375",2,137500000,129.23774
"2_1376",2,137600000,129.22166
"2_1377",2,137700000,129.20642
"2_1378",2,137800000,129.19208
"2_1379",2,137900000,129.17868
"2_1380",2,1.38e+08,129.16628
"2_1381",2,138100000,129.15491
"2_1382",2,138200000,129.14462
"2_1383",2,138300000,129.13543
"2_1384",2,138400000,129.12736
"2_1385",2,138500000,129.12044
"2_1386",2,138600000,129.11469
"2_1387",2,138700000,129.11014
"2_1388",2,138800000,129.1068
"2_1389",2,138900000,129.1047
"2_1390",2,1.39e+08,129.10387
"2_1391",2,139100000,129.10433
"2_1392",2,139200000,129.10609
"2_1393",2,139300000,129.10916
"2_1394",2,139400000,129.11353
"2_1395",2,139500000,129.11919
"2_1396",2,139600000,129.12614
"2_1397",2,139700000,129.13436
"2_1398",2,139800000,129.14386
"2_1399",2,139900000,129.15462
"2_1400",2,1.4e+08,129.16664
"2_1401",2,140100000,129.17992
"2_1402",2,140200000,129.19443
"2_1403",2,140300000,129.21019
"2_1404",2,140400000,129.22718
"2_1405",2,140500000,129.24539
"2_1406",2,140600000,129.26481
"2_1407",2,140700000,129.2854
"2_1408",2,140800000,129.30713
"2_1409",2,140900000,129.32995
"2_1410",2,1.41e+08,129.35382
"2_1411",2,141100000,129.37867
"2_1412",2,141200000,129.40446
"2_1413",2,141300000,129.43113
"2_1414",2,141400000,129.45862
"2_1415",2,141500000,129.48689
"2_1416",2,141600000,129.51587
"2_1417",2,141700000,129.54552
"2_1418",2,141800000,129.57578
"2_1419",2,141900000,129.60659
"2_1420",2,1.42e+08,129.63791
"2_1421",2,142100000,129.66968
"2_1422",2,142200000,129.70184
"2_1423",2,142300000,129.73434
"2_1424",2,142400000,129.76713
"2_1425",2,142500000,129.80016
"2_1426",2,142600000,129.83336
"2_1427",2,142700000,129.86668
"2_1428",2,142800000,129.90008
"2_1429",2,142900000,129.93349
"2_1430",2,1.43e+08,129.96687
"2_1431",2,143100000,130.00016
"2_1432",2,143200000,130.0333
"2_1433",2,143300000,130.06625
"2_1434",2,143400000,130.09894
"2_1435",2,143500000,130.13132
"2_1436",2,143600000,130.16335
"2_1437",2,143700000,130.19496
"2_1438",2,143800000,130.2261
"2_1439",2,143900000,130.25672
"2_1440",2,1.44e+08,130.28676
"2_1441",2,144100000,130.31617
"2_1442",2,144200000,130.3449
"2_1443",2,144300000,130.37289
"2_1444",2,144400000,130.40009
"2_1445",2,144500000,130.42645
"2_1446",2,144600000,130.4519
"2_1447",2,144700000,130.4764
"2_1448",2,144800000,130.49989
"2_1449",2,144900000,130.52232
"2_1450",2,1.45e+08,130.54364
"2_1451",2,145100000,130.56379
"2_1452",2,145200000,130.58271
"2_1453",2,145300000,130.60035
"2_1454",2,145400000,130.61667
"2_1455",2,145500000,130.6316
"2_1456",2,145600000,130.64509
"2_1457",2,145700000,130.65709
"2_1458",2,145800000,130.66757
"2_1459",2,145900000,130.67657
"2_1460",2,1.46e+08,130.6841
"2_1461",2,146100000,130.69018
"2_1462",2,146200000,130.69484
"2_1463",2,146300000,130.6981
"2_1464",2,146400000,130.69999
"2_1465",2,146500000,130.70052
"2_1466",2,146600000,130.69971
"2_1467",2,146700000,130.6976
"2_1468",2,146800000,130.69421
"2_1469",2,146900000,130.68957
"2_1470",2,1.47e+08,130.68374
"2_1471",2,147100000,130.67679
"2_1472",2,147200000,130.66877
"2_1473",2,147300000,130.65973
"2_1474",2,147400000,130.64974
"2_1475",2,147500000,130.63885
"2_1476",2,147600000,130.62712
"2_1477",2,147700000,130.6146
"2_1478",2,147800000,130.60135
"2_1479",2,147900000,130.58743
"2_1480",2,1.48e+08,130.5729
"2_1481",2,148100000,130.55781
"2_1482",2,148200000,130.54222
"2_1483",2,148300000,130.5262
"2_1484",2,148400000,130.50982
"2_1485",2,148500000,130.49316
"2_1486",2,148600000,130.47629
"2_1487",2,148700000,130.45928
"2_1488",2,148800000,130.44224
"2_1489",2,148900000,130.42526
"2_1490",2,1.49e+08,130.40844
"2_1491",2,149100000,130.39188
"2_1492",2,149200000,130.37568
"2_1493",2,149300000,130.35994
"2_1494",2,149400000,130.34476
"2_1495",2,149500000,130.33025
"2_1496",2,149600000,130.31649
"2_1497",2,149700000,130.30359
"2_1498",2,149800000,130.29165
"2_1499",2,149900000,130.28077
"2_1500",2,1.5e+08,130.27104
"2_1501",2,150100000,130.26253
"2_1502",2,150200000,130.25534
"2_1503",2,150300000,130.24953
"2_1504",2,150400000,130.24519
"2_1505",2,150500000,130.24239
"2_1506",2,150600000,130.24121
"2_1507",2,150700000,130.24172
"2_1508",2,150800000,130.24398
"2_1509",2,150900000,130.24806
"2_1510",2,1.51e+08,130.25401
"2_1511",2,151100000,130.26189
"2_1512",2,151200000,130.27175
"2_1513",2,151300000,130.28366
"2_1514",2,151400000,130.29768
"2_1515",2,151500000,130.31385
"2_1516",2,151600000,130.33225
"2_1517",2,151700000,130.35293
"2_1518",2,151800000,130.37595
"2_1519",2,151900000,130.40136
"2_1520",2,1.52e+08,130.42922
"2_1521",2,152100000,130.45953
"2_1522",2,152200000,130.49231
"2_1523",2,152300000,130.52756
"2_1524",2,152400000,130.56525
"2_1525",2,152500000,130.60536
"2_1526",2,152600000,130.64783
"2_1527",2,152700000,130.69264
"2_1528",2,152800000,130.73973
"2_1529",2,152900000,130.78907
"2_1530",2,1.53e+08,130.84062
"2_1531",2,153100000,130.89433
"2_1532",2,153200000,130.95016
"2_1533",2,153300000,131.00807
"2_1534",2,153400000,131.06797
"2_1535",2,153500000,131.12977
"2_1536",2,153600000,131.19337
"2_1537",2,153700000,131.25868
"2_1538",2,153800000,131.3256
"2_1539",2,153900000,131.39401
"2_1540",2,1.54e+08,131.4638
"2_1541",2,154100000,131.53485
"2_1542",2,154200000,131.60704
"2_1543",2,154300000,131.68025
"2_1544",2,154400000,131.75435
"2_1545",2,154500000,131.82922
"2_1546",2,154600000,131.90473
"2_1547",2,154700000,131.98075
"2_1548",2,154800000,132.05714
"2_1549",2,154900000,132.13379
"2_1550",2,1.55e+08,132.21057
"2_1551",2,155100000,132.28735
"2_1552",2,155200000,132.364
"2_1553",2,155300000,132.4404
"2_1554",2,155400000,132.51642
"2_1555",2,155500000,132.59194
"2_1556",2,155600000,132.66682
"2_1557",2,155700000,132.74094
"2_1558",2,155800000,132.81417
"2_1559",2,155900000,132.88639
"2_1560",2,1.56e+08,132.95747
"2_1561",2,156100000,133.02728
"2_1562",2,156200000,133.0957
"2_1563",2,156300000,133.1626
"2_1564",2,156400000,133.22786
"2_1565",2,156500000,133.29137
"2_1566",2,156600000,133.35305
"2_1567",2,156700000,133.4128
"2_1568",2,156800000,133.47053
"2_1569",2,156900000,133.52615
"2_1570",2,1.57e+08,133.57958
"2_1571",2,157100000,133.63078
"2_1572",2,157200000,133.67972
"2_1573",2,157300000,133.72638
"2_1574",2,157400000,133.77076
"2_1575",2,157500000,133.81286
"2_1576",2,157600000,133.8527
"2_1577",2,157700000,133.89032
"2_1578",2,157800000,133.92576
"2_1579",2,157900000,133.95909
"2_1580",2,1.58e+08,133.99035
"2_1581",2,158100000,134.01961
"2_1582",2,158200000,134.04692
"2_1583",2,158300000,134.07233
"2_1584",2,158400000,134.09589
"2_1585",2,158500000,134.11767
"2_1586",2,158600000,134.13772
"2_1587",2,158700000,134.1561
"2_1588",2,158800000,134.17289
"2_1589",2,158900000,134.18813
"2_1590",2,1.59e+08,134.20191
"2_1591",2,159100000,134.21429
"2_1592",2,159200000,134.22532
"2_1593",2,159300000,134.23509
"2_1594",2,159400000,134.24365
"2_1595",2,159500000,134.25107
"2_1596",2,159600000,134.25742
"2_1597",2,159700000,134.26277
"2_1598",2,159800000,134.26719
"2_1599",2,159900000,134.27074
"2_1600",2,1.6e+08,134.27349
"2_1601",2,160100000,134.27551
"2_1602",2,160200000,134.27687
"2_1603",2,160300000,134.27764
"2_1604",2,160400000,134.27788
"2_1605",2,160500000,134.27767
"2_1606",2,160600000,134.27706
"2_1607",2,160700000,134.27613
"2_1608",2,160800000,134.27494
"2_1609",2,160900000,134.27357
"2_1610",2,1.61e+08,134.27208
"2_1611",2,161100000,134.27054
"2_1612",2,161200000,134.26902
"2_1613",2,161300000,134.26758
"2_1614",2,161400000,134.26629
"2_1615",2,161500000,134.26522
"2_1616",2,161600000,134.26445
"2_1617",2,161700000,134.26402
"2_1618",2,161800000,134.26403
"2_1619",2,161900000,134.26452
"2_1620",2,1.62e+08,134.26558
"2_1621",2,162100000,134.26726
"2_1622",2,162200000,134.26964
"2_1623",2,162300000,134.27278
"2_1624",2,162400000,134.27675
"2_1625",2,162500000,134.28163
"2_1626",2,162600000,134.28747
"2_1627",2,162700000,134.29435
"2_1628",2,162800000,134.30232
"2_1629",2,162900000,134.31147
"2_1630",2,1.63e+08,134.32186
"2_1631",2,163100000,134.33356
"2_1632",2,163200000,134.3466
"2_1633",2,163300000,134.36103
"2_1634",2,163400000,134.37685
"2_1635",2,163500000,134.39406
"2_1636",2,163600000,134.41264
"2_1637",2,163700000,134.4326
"2_1638",2,163800000,134.45393
"2_1639",2,163900000,134.47663
"2_1640",2,1.64e+08,134.50068
"2_1641",2,164100000,134.52608
"2_1642",2,164200000,134.55282
"2_1643",2,164300000,134.58091
"2_1644",2,164400000,134.61033
"2_1645",2,164500000,134.64107
"2_1646",2,164600000,134.67314
"2_1647",2,164700000,134.70652
"2_1648",2,164800000,134.74121
"2_1649",2,164900000,134.77721
"2_1650",2,1.65e+08,134.8145
"2_1651",2,165100000,134.85309
"2_1652",2,165200000,134.89296
"2_1653",2,165300000,134.93411
"2_1654",2,165400000,134.97654
"2_1655",2,165500000,135.02024
"2_1656",2,165600000,135.06519
"2_1657",2,165700000,135.11138
"2_1658",2,165800000,135.15877
"2_1659",2,165900000,135.20732
"2_1660",2,1.66e+08,135.257
"2_1661",2,166100000,135.30778
"2_1662",2,166200000,135.35959
"2_1663",2,166300000,135.4124
"2_1664",2,166400000,135.46613
"2_1665",2,166500000,135.52073
"2_1666",2,166600000,135.57614
"2_1667",2,166700000,135.63229
"2_1668",2,166800000,135.68914
"2_1669",2,166900000,135.74662
"2_1670",2,1.67e+08,135.80467
"2_1671",2,167100000,135.86323
"2_1672",2,167200000,135.92225
"2_1673",2,167300000,135.98167
"2_1674",2,167400000,136.04142
"2_1675",2,167500000,136.10144
"2_1676",2,167600000,136.16169
"2_1677",2,167700000,136.22209
"2_1678",2,167800000,136.2826
"2_1679",2,167900000,136.34314
"2_1680",2,1.68e+08,136.40367
"2_1681",2,168100000,136.46412
"2_1682",2,168200000,136.52444
