Context	Comparsion	Chr_D	Start_D	end_D	Chr_F	Start_F	end_F	Feature	Overlap(bp)	Gene_ID	Chr	up_5k	Start	End	down_5k	Strand
CG	Teosinte/Maize	1	239713133	239713261	1	239708596	239713595	Gene_up_5k	128	Zm00001d032835	1	239705691	239710691	239711113	239716113	+
CG	Teosinte/Maize	1	239713133	239713261	1	239708596	239713595	Gene_up_5k	128	Zm00001d032836	1	239708596	239713596	239715570	239720570	+
CG	Teosinte/Maize	1	245196471	245197502	1	245195981	245200980	Gene_up_5k	1031	Zm00001d032976	1	245190219	245195219	245195980	245200980	-
CG	Teosinte/Maize	1	291771993	291772088	1	291770485	291775484	Gene_up_5k	95	Zm00001d034390	1	291764708	291769708	291770484	291775484	-
CG	Teosinte/Maize	1	299653740	299653996	1	299652965	299657964	Gene_up_5k	256	Zm00001d034681	1	299644512	299649512	299652964	299657964	-
CG	Teosinte/Maize	1	300963805	300964140	1	300961063	300966062	Gene_up_5k	335	Zm00001d034733	1	300949125	300954125	300961062	300966062	-
CG	Teosinte/Maize	1	300963805	300964140	1	300961063	300966062	Gene_up_5k	335	Zm00001d034734	1	300958200	300963200	300969299	300974299	-
CG	Teosinte/Maize	1	306081823	306082162	1	306079844	306084843	Gene_up_5k	339	Zm00001d034932	1	306067454	306072454	306079843	306084843	-
CG	Teosinte/Maize	1	306081823	306082162	1	306079844	306084843	Gene_up_5k	339	Zm00001d034933	1	306074959	306079959	306082079	306087079	+
CG	Teosinte/Maize	2	17681610	17681803	2	17678040	17683039	Gene_up_5k	193	Zm00001d002639	2	17678040	17683040	17689113	17694113	+
CG	Teosinte/Maize	2	19423196	19423652	2	19420376	19425375	Gene_up_5k	456	Zm00001d002693	2	19409196	19414196	19420375	19425375	-
CG	Teosinte/Maize	2	19423196	19423652	2	19420376	19425375	Gene_up_5k	456	Zm00001d002694	2	19416000	19421000	19428059	19433059	+
CG	Teosinte/Maize	2	20252467	20252938	2	20251281	20256280	Gene_up_5k	471	Zm00001d002716	2	20242253	20247253	20251280	20256280	-
CG	Teosinte/Maize	2	25295590	25296205	2	25290758	25295757	Gene_up_5k	167	Zm00001d000785	2	25290758	25295758	25296592	25301592	+
CG	Teosinte/Maize	2	34446798	34447090	2	34442811	34447810	Gene_up_5k	292	Zm00001d003172	2	34442811	34447811	34448392	34453392	+
CG	Teosinte/Maize	2	56080148	56080316	2	56077381	56082380	Gene_up_5k	168	Zm00001d003713	2	56077381	56082381	56097514	56102514	+
CG	Teosinte/Maize	2	59796618	59796772	2	59796496	59801495	Gene_up_5k	154	Zm00001d003799	2	59790962	59795962	59796495	59801495	-
CG	Teosinte/Maize	2	79799228	79799380	2	79799043	79804042	Gene_up_5k	152	Zm00001d004055	2	79789500	79794500	79799042	79804042	-
CG	Teosinte/Maize	2	79993970	79994636	2	79992691	79997690	Gene_up_5k	666	Zm00001d004064	2	79986655	79991655	79992690	79997690	-
CG	Teosinte/Maize	2	92181088	92181343	2	92176649	92181648	Gene_up_5k	255	Zm00001d000863	2	92176649	92181649	92181888	92186888	+
CG	Teosinte/Maize	2	100170419	100171043	2	100170681	100175680	Gene_up_5k	362	Zm00001d000868	2	100163263	100168263	100170680	100175680	-
CG	Teosinte/Maize	2	105061787	105062003	2	105061021	105066020	Gene_up_5k	216	Zm00001d004342	2	105053417	105058417	105061020	105066020	-
CG	Teosinte/Maize	2	133576286	133576764	2	133573506	133578505	Gene_up_5k	478	Zm00001d004718	2	133573506	133578506	133580227	133585227	+
CG	Teosinte/Maize	2	160581421	160581549	2	160580970	160585969	Gene_up_5k	128	Zm00001d005137	2	160522706	160527706	160580969	160585969	-
CG	Teosinte/Maize	2	161423387	161424311	2	161420203	161425202	Gene_up_5k	924	Zm00001d005152	2	161415131	161420131	161420202	161425202	-
CG	Teosinte/Maize	2	161423387	161424311	2	161420203	161425202	Gene_up_5k	924	Zm00001d005153	2	161415268	161420268	161420339	161425339	-
CG	Teosinte/Maize	2	161423387	161424311	2	161420203	161425202	Gene_up_5k	924	Zm00001d005154	2	161418330	161423330	161427064	161432064	+
CG	Teosinte/Maize	2	204491596	204491678	2	204491072	204496071	Gene_up_5k	82	Zm00001d006320	2	204482381	204487381	204491071	204496071	-
CG	Teosinte/Maize	2	218756093	218756804	2	218752271	218757270	Gene_up_5k	711	Zm00001d006895	2	218747233	218752233	218756069	218761069	+
CG	Teosinte/Maize	2	218756093	218756804	2	218752271	218757270	Gene_up_5k	711	Zm00001d006896	2	218752271	218757271	218760786	218765786	+
CG	Teosinte/Maize	2	224484678	224485028	2	224482620	224487619	Gene_up_5k	350	Zm00001d007199	2	224477011	224482011	224482619	224487619	-
CG	Teosinte/Maize	2	224484678	224485028	2	224482620	224487619	Gene_up_5k	350	Zm00001d007200	2	224479114	224484114	224490009	224495009	+
CG	Teosinte/Maize	2	224487078	224487531	2	224482620	224487619	Gene_up_5k	453	Zm00001d007199	2	224477011	224482011	224482619	224487619	-
CG	Teosinte/Maize	2	224487078	224487531	2	224482620	224487619	Gene_up_5k	453	Zm00001d007200	2	224479114	224484114	224490009	224495009	+
CG	Teosinte/Maize	2	224487078	224487531	2	224482620	224487619	Gene_up_5k	453	Zm00001d007201	2	224486943	224491943	224492485	224497485	+
CG	Teosinte/Maize	2	234889393	234890335	2	234886642	234891641	Gene_up_5k	942	Zm00001d007559	2	234881402	234886402	234888855	234893855	-
CG	Teosinte/Maize	2	234889393	234890335	2	234886642	234891641	Gene_up_5k	942	Zm00001d007560	2	234886642	234891642	234895555	234900555	+
CG	Teosinte/Maize	2	236270164	236270637	2	236267994	236272993	Gene_up_5k	473	Zm00001d001053	2	236267994	236272994	236273756	236278756	+
CG	Teosinte/Maize	2	236270164	236270637	2	236267994	236272993	Gene_up_5k	473	Zm00001d001054	2	236270547	236275547	236276017	236281017	+
CG	Teosinte/Maize	2	236270164	236270637	2	236267994	236272993	Gene_up_5k	473	Zm00001d001055	2	236270547	236275547	236281376	236286376	+
CG	Teosinte/Maize	2	236270164	236270637	2	236267994	236272993	Gene_up_5k	473	Zm00001d001056	2	236270557	236275557	236281327	236286327	+
CG	Teosinte/Maize	3	189666	190235	3	186993	191992	Gene_up_5k	569	Zm00001d039233	3	186993	191993	192232	197232	+
CG	Teosinte/Maize	3	1955685	1956197	3	1953025	1958024	Gene_up_5k	512	Zm00001d039326	3	1946002	1951002	1953024	1958024	-
CG	Teosinte/Maize	3	1955685	1956197	3	1953025	1958024	Gene_up_5k	512	Zm00001d039327	3	1948626	1953626	1957132	1962132	-
CG	Teosinte/Maize	3	1955685	1956197	3	1953025	1958024	Gene_up_5k	512	Zm00001d039328	3	1953218	1958218	1965694	1970694	+
CG	Teosinte/Maize	3	18643271	18643716	3	18639645	18644644	Gene_up_5k	445	Zm00001d039899	3	18631392	18636392	18639644	18644644	-
CG	Teosinte/Maize	3	18643271	18643716	3	18639645	18644644	Gene_up_5k	445	Zm00001d039900	3	18634696	18639696	18644424	18649424	+
CG	Teosinte/Maize	3	18643271	18643716	3	18639645	18644644	Gene_up_5k	445	Zm00001d039901	3	18640159	18645159	18650625	18655625	-
CG	Teosinte/Maize	3	18643271	18643716	3	18639645	18644644	Gene_up_5k	445	Zm00001d039902	3	18641145	18646145	18647020	18652020	+
CG	Teosinte/Maize	3	47353623	47354163	3	47350718	47355717	Gene_up_5k	540	Zm00001d040505	3	47337388	47342388	47350717	47355717	-
CG	Teosinte/Maize	3	55091186	55091507	3	55088175	55093174	Gene_up_5k	321	Zm00001d040629	3	55070888	55075888	55088174	55093174	-
CG	Teosinte/Maize	3	55091186	55091507	3	55088175	55093174	Gene_up_5k	321	Zm00001d040630	3	55083527	55088527	55091474	55096474	+
CG	Teosinte/Maize	3	71571292	71571618	3	71566869	71571868	Gene_up_5k	326	Zm00001d040850	3	71566869	71571869	71601459	71606459	+
CG	Teosinte/Maize	3	81622807	81623297	3	81622969	81627968	Gene_up_5k	328	Zm00001d000558	3	81617146	81622146	81622968	81627968	-
CG	Teosinte/Maize	3	83499044	83499186	3	83498516	83503515	Gene_up_5k	142	Zm00001d040960	3	83466507	83471507	83498515	83503515	-
CG	Teosinte/Maize	3	87052424	87052647	3	87052487	87057486	Gene_up_5k	160	Zm00001d040974	3	87042940	87047940	87052486	87057486	-
CG	Teosinte/Maize	3	87055048	87056194	3	87052487	87057486	Gene_up_5k	1146	Zm00001d040974	3	87042940	87047940	87052486	87057486	-
CG	Teosinte/Maize	3	88434376	88434612	3	88434146	88439145	Gene_up_5k	236	Zm00001d040988	3	88426308	88431308	88434145	88439145	-
CG	Teosinte/Maize	3	93367827	93367954	3	93365356	93370355	Gene_up_5k	127	Zm00001d041054	3	93365356	93370356	93370934	93375934	+
CG	Teosinte/Maize	3	96371242	96371398	3	96369135	96374134	Gene_up_5k	156	Zm00001d041086	3	96369135	96374135	96377733	96382733	+
CG	Teosinte/Maize	3	119391863	119391985	3	119391469	119396468	Gene_up_5k	122	Zm00001d041436	3	119385525	119390525	119392009	119397009	-
CG	Teosinte/Maize	3	119391863	119391985	3	119391469	119396468	Gene_up_5k	122	zma-MIR167a	3	119387621	119392621	119392810	119397810	+
CG	Teosinte/Maize	3	119391863	119391985	3	119391469	119396468	Gene_up_5k	122	ENSRNA049471362	3	119387624	119392624	119392802	119397802	+
CG	Teosinte/Maize	3	119391863	119391985	3	119391469	119396468	Gene_up_5k	122	zma-MIR167g	3	119389584	119394584	119394826	119399826	+
CG	Teosinte/Maize	3	119391863	119391985	3	119391469	119396468	Gene_up_5k	122	ENSRNA049471370	3	119389591	119394591	119394819	119399819	+
CG	Teosinte/Maize	3	119391863	119391985	3	119391469	119396468	Gene_up_5k	122	Zm00001d000592	3	119391469	119396469	119396859	119401859	+
CG	Teosinte/Maize	3	122404101	122404358	3	122402305	122407304	Gene_up_5k	257	Zm00001d041474	3	122393912	122398912	122402304	122407304	-
CG	Teosinte/Maize	3	122404101	122404358	3	122402305	122407304	Gene_up_5k	257	Zm00001d041475	3	122398732	122403732	122410495	122415495	+
CG	Teosinte/Maize	3	137088900	137089146	3	137086203	137091202	Gene_up_5k	246	Zm00001d041775	3	137086203	137091203	137104652	137109652	+
CG	Teosinte/Maize	3	155995124	155996350	3	155992813	155997812	Gene_up_5k	1226	Zm00001d042199	3	155992813	155997813	155998139	156003139	+
CG	Teosinte/Maize	3	155995124	155996350	3	155992813	155997812	Gene_up_5k	1226	Zm00001d042200	3	155993348	155998348	155999178	156004178	+
CG	Teosinte/Maize	3	158448337	158448484	3	158447665	158452664	Gene_up_5k	147	Zm00001d042272	3	158428826	158433826	158447664	158452664	-
CG	Teosinte/Maize	3	181432832	181433008	3	181430953	181435952	Gene_up_5k	176	Zm00001d042833	3	181421991	181426991	181430952	181435952	-
CG	Teosinte/Maize	3	184754527	184754666	3	184749989	184754988	Gene_up_5k	139	Zm00001d042954	3	184744677	184749677	184749988	184754988	-
CG	Teosinte/Maize	3	184754527	184754666	3	184749989	184754988	Gene_up_5k	139	Zm00001d042955	3	184749396	184754396	184758424	184763424	+
CG	Teosinte/Maize	3	212852385	212852977	3	212848189	212853188	Gene_up_5k	592	Zm00001d043882	3	212848189	212853189	212853896	212858896	+
CG	Teosinte/Maize	3	216386492	216386740	3	216386026	216391025	Gene_up_5k	248	Zm00001d044008	3	216386026	216391026	216399142	216404142	+
CG	Teosinte/Maize	3	220060924	220061666	3	220056638	220061637	Gene_up_5k	713	Zm00001d044133	3	220050214	220055214	220062437	220067437	-
CG	Teosinte/Maize	3	220060924	220061666	3	220056638	220061637	Gene_up_5k	713	Zm00001d044134	3	220056638	220061638	220062435	220067435	+
CG	Teosinte/Maize	3	220060924	220061666	3	220056638	220061637	Gene_up_5k	713	Zm00001d044135	3	220061585	220066585	220067204	220072204	-
CG	Teosinte/Maize	3	227583390	227583494	3	227578900	227583899	Gene_up_5k	104	Zm00001d044423	3	227578900	227583900	227584274	227589274	+
CG	Teosinte/Maize	4	1813557	1813732	4	1810210	1815209	Gene_up_5k	175	Zm00001d048633	4	1810210	1815210	1815879	1820879	+
CG	Teosinte/Maize	4	3499513	3500458	4	3495823	3500822	Gene_up_5k	945	Zm00001d048698	4	3495823	3500823	3505327	3510327	+
CG	Teosinte/Maize	4	3499513	3500458	4	3495823	3500822	Gene_up_5k	945	Zm00001d048699	4	3495902	3500902	3501294	3506294	-
CG	Teosinte/Maize	4	3499513	3500458	4	3495823	3500822	Gene_up_5k	945	Zm00001d048700	4	3497382	3502382	3502455	3507455	+
CG	Teosinte/Maize	4	5911312	5911530	4	5907544	5912543	Gene_up_5k	218	Zm00001d048813	4	5904078	5909078	5909878	5914878	+
CG	Teosinte/Maize	4	5911312	5911530	4	5907544	5912543	Gene_up_5k	218	Zm00001d048814	4	5907544	5912544	5913628	5918628	+
CG	Teosinte/Maize	4	7334582	7334809	4	7330645	7335644	Gene_up_5k	227	Zm00001d048898	4	7330645	7335645	7336952	7341952	+
CG	Teosinte/Maize	4	8382465	8383085	4	8382417	8387416	Gene_up_5k	620	Zm00001d026743	4	8377207	8382207	8382416	8387416	-
CG	Teosinte/Maize	4	35018538	35018760	4	35016687	35021686	Gene_up_5k	222	Zm00001d049557	4	35007972	35012972	35016686	35021686	-
CG	Teosinte/Maize	4	35018538	35018760	4	35016687	35021686	Gene_up_5k	222	Zm00001d049558	4	35012915	35017915	35024111	35029111	-
CG	Teosinte/Maize	4	39122576	39123177	4	39122831	39127830	Gene_up_5k	346	Zm00001d049664	4	39116323	39121323	39122830	39127830	-
CG	Teosinte/Maize	4	41054692	41055794	4	41051501	41056500	Gene_up_5k	1102	Zm00001d049709	4	41043979	41048979	41056104	41061104	+
CG	Teosinte/Maize	4	41054692	41055794	4	41051501	41056500	Gene_up_5k	1102	Zm00001d049712	4	41051501	41056501	41060505	41065505	+
CG	Teosinte/Maize	4	50213407	50213705	4	50213110	50218109	Gene_up_5k	298	Zm00001d049882	4	50207283	50212283	50213109	50218109	-
CG	Teosinte/Maize	4	55140974	55141241	4	55136288	55141287	Gene_up_5k	267	Zm00001d026813	4	55131062	55136062	55136287	55141287	-
CG	Teosinte/Maize	4	56679359	56679754	4	56677920	56682919	Gene_up_5k	395	Zm00001d049978	4	56677920	56682920	56684048	56689048	+
CG	Teosinte/Maize	4	66634225	66634530	4	66630305	66635304	Gene_up_5k	305	Zm00001d050112	4	66630305	66635305	66651391	66656391	+
CG	Teosinte/Maize	4	89813861	89814180	4	89813956	89818955	Gene_up_5k	224	Zm00001d026855	4	89806338	89811338	89813955	89818955	-
CG	Teosinte/Maize	4	90608031	90608387	4	90604494	90609493	Gene_up_5k	356	Zm00001d050465	4	90604494	90609494	90614658	90619658	+
CG	Teosinte/Maize	4	91988853	91989605	4	91984766	91989765	Gene_up_5k	752	Zm00001d050482	4	91984766	91989766	91990325	91995325	+
CG	Teosinte/Maize	4	96155420	96155558	4	96155110	96160109	Gene_up_5k	138	Zm00001d050518	4	96144394	96149394	96155109	96160109	-
CG	Teosinte/Maize	4	101019461	101019626	4	101014582	101019581	Gene_up_5k	120	Zm00001d050563	4	101014582	101019582	101020389	101025389	+
CG	Teosinte/Maize	4	102966362	102966624	4	102963825	102968824	Gene_up_5k	262	ENSRNA049464727	4	102958723	102963723	102963824	102968824	-
CG	Teosinte/Maize	4	107860884	107861095	4	107857361	107862360	Gene_up_5k	211	Zm00001d050635	4	107855850	107860850	107861365	107866365	+
CG	Teosinte/Maize	4	107860884	107861095	4	107857361	107862360	Gene_up_5k	211	Zm00001d050636	4	107857361	107862361	107862953	107867953	+
CG	Teosinte/Maize	4	107861438	107861986	4	107857361	107862360	Gene_up_5k	548	Zm00001d050635	4	107855850	107860850	107861365	107866365	+
CG	Teosinte/Maize	4	107861438	107861986	4	107857361	107862360	Gene_up_5k	548	Zm00001d050636	4	107857361	107862361	107862953	107867953	+
CG	Teosinte/Maize	4	112073562	112073930	4	112069059	112074058	Gene_up_5k	368	Zm00001d050652	4	112069059	112074059	112074130	112079130	+
CG	Teosinte/Maize	4	112073562	112073930	4	112069059	112074058	Gene_up_5k	368	Zm00001d050653	4	112070504	112075504	112075575	112080575	+
CG	Teosinte/Maize	4	112073562	112073930	4	112069059	112074058	Gene_up_5k	368	ENSRNA049445530	4	112070504	112075504	112075575	112080575	+
CG	Teosinte/Maize	4	131660073	131660325	4	131659341	131664340	Gene_up_5k	252	Zm00001d050923	4	131643774	131648774	131659340	131664340	-
CG	Teosinte/Maize	4	131660073	131660325	4	131659341	131664340	Gene_up_5k	252	ENSRNA049454571	4	131654620	131659620	131659777	131664777	+
CG	Teosinte/Maize	4	156989589	156989716	4	156986112	156991111	Gene_up_5k	127	Zm00001d051393	4	156976767	156981767	156986407	156991407	-
CG	Teosinte/Maize	4	156989589	156989716	4	156986112	156991111	Gene_up_5k	127	Zm00001d026919	4	156980366	156985366	156986111	156991111	-
CG	Teosinte/Maize	4	161908528	161908633	4	161904367	161909366	Gene_up_5k	105	Zm00001d051540	4	161890526	161895526	161904774	161909774	+
CG	Teosinte/Maize	4	161908528	161908633	4	161904367	161909366	Gene_up_5k	105	Zm00001d051541	4	161904367	161909367	161914340	161919340	+
CG	Teosinte/Maize	4	165612228	165612346	4	165608065	165613064	Gene_up_5k	118	Zm00001d051644	4	165584428	165589428	165612542	165617542	-
CG	Teosinte/Maize	4	165612228	165612346	4	165608065	165613064	Gene_up_5k	118	Zm00001d051645	4	165608065	165613065	165614287	165619287	+
CG	Teosinte/Maize	4	172402607	172403074	4	172398879	172403878	Gene_up_5k	467	Zm00001d051850	4	172389952	172394952	172403232	172408232	+
CG	Teosinte/Maize	4	172402607	172403074	4	172398879	172403878	Gene_up_5k	467	Zm00001d051851	4	172398879	172403879	172413763	172418763	+
CG	Teosinte/Maize	4	172402607	172403074	4	172398879	172403878	Gene_up_5k	467	Zm00001d051852	4	172399001	172404001	172404660	172409660	-
CG	Teosinte/Maize	4	173751455	173752008	4	173748463	173753462	Gene_up_5k	553	Zm00001d051887	4	173748463	173753463	173755348	173760348	+
CG	Teosinte/Maize	4	174151239	174151471	4	174149918	174154917	Gene_up_5k	232	ENSRNA049456227	4	174149918	174154918	174155060	174160060	+
CG	Teosinte/Maize	4	174151239	174151471	4	174149918	174154917	Gene_up_5k	232	zma-MIR172c	4	174149928	174154928	174155050	174160050	+
CG	Teosinte/Maize	4	177965771	177965876	4	177965070	177970069	Gene_up_5k	105	Zm00001d052056	4	177950969	177955969	177961410	177966410	-
CG	Teosinte/Maize	4	177965771	177965876	4	177965070	177970069	Gene_up_5k	105	Zm00001d052057	4	177957645	177962645	177966994	177971994	-
CG	Teosinte/Maize	4	177965771	177965876	4	177965070	177970069	Gene_up_5k	105	Zm00001d052058	4	177965070	177970070	177970912	177975912	+
CG	Teosinte/Maize	4	179290757	179290961	4	179290434	179295433	Gene_up_5k	204	Zm00001d052091	4	179283108	179288108	179290433	179295433	-
CG	Teosinte/Maize	4	183823622	183823773	4	183822901	183827900	Gene_up_5k	151	Zm00001d052227	4	183814885	183819885	183822900	183827900	-
CG	Teosinte/Maize	4	186396033	186396204	4	186391713	186396712	Gene_up_5k	171	Zm00001d052296	4	186391713	186396713	186397987	186402987	+
CG	Teosinte/Maize	4	232627102	232627513	4	232623675	232628674	Gene_up_5k	411	Zm00001d053514	4	232623675	232628675	232630132	232635132	+
CG	Teosinte/Maize	4	237050452	237050871	4	237046179	237051178	Gene_up_5k	419	Zm00001d053623	4	237040122	237045122	237049187	237054187	+
CG	Teosinte/Maize	4	237050452	237050871	4	237046179	237051178	Gene_up_5k	419	Zm00001d053624	4	237046179	237051179	237059836	237064836	+
CG	Teosinte/Maize	4	242953895	242953975	4	242952751	242957750	Gene_up_5k	80	Zm00001d053882	4	242943908	242948908	242952750	242957750	-
CG	Teosinte/Maize	4	242953895	242953975	4	242952751	242957750	Gene_up_5k	80	Zm00001d053883	4	242948208	242953208	242954479	242959479	+
CG	Teosinte/Maize	4	242953895	242953975	4	242952751	242957750	Gene_up_5k	80	Zm00001d053884	4	242952976	242957976	242958374	242963374	+
CG	Teosinte/Maize	4	244586780	244587051	4	244585738	244590737	Gene_up_5k	271	Zm00001d053983	4	244576797	244581797	244585737	244590737	-
CG	Teosinte/Maize	4	244586780	244587051	4	244585738	244590737	Gene_up_5k	271	Zm00001d053984	4	244580903	244585903	244597338	244602338	+
CG	Teosinte/Maize	5	3953289	3953366	5	3950429	3955428	Gene_up_5k	77	Zm00001d013057	5	3941993	3946993	3950428	3955428	-
CG	Teosinte/Maize	5	3953289	3953366	5	3950429	3955428	Gene_up_5k	77	Zm00001d013058	5	3947446	3952446	3967070	3972070	-
CG	Teosinte/Maize	5	4869927	4870067	5	4865603	4870602	Gene_up_5k	140	Zm00001d013112	5	4865603	4870603	4876553	4881553	+
CG	Teosinte/Maize	5	5099697	5099861	5	5096330	5101329	Gene_up_5k	164	Zm00001d013120	5	5096330	5101330	5122110	5127110	+
CG	Teosinte/Maize	5	5376038	5376161	5	5375679	5380678	Gene_up_5k	123	Zm00001d013141	5	5368242	5373242	5376614	5381614	+
CG	Teosinte/Maize	5	5376038	5376161	5	5375679	5380678	Gene_up_5k	123	Zm00001d013142	5	5372049	5377049	5377345	5382345	-
CG	Teosinte/Maize	5	5376038	5376161	5	5375679	5380678	Gene_up_5k	123	Zm00001d013143	5	5375679	5380679	5380900	5385900	+
CG	Teosinte/Maize	5	11151925	11152570	5	11148201	11153200	Gene_up_5k	645	Zm00001d013427	5	11133029	11138029	11148200	11153200	-
CG	Teosinte/Maize	5	11751811	11752121	5	11748491	11753490	Gene_up_5k	310	Zm00001d013444	5	11733210	11738210	11748490	11753490	-
CG	Teosinte/Maize	5	11751811	11752121	5	11748491	11753490	Gene_up_5k	310	Zm00001d013445	5	11745201	11750201	11752331	11757331	+
CG	Teosinte/Maize	5	14590602	14590870	5	14586743	14591742	Gene_up_5k	268	Zm00001d013575	5	14586743	14591743	14592816	14597816	+
CG	Teosinte/Maize	5	17941155	17941298	5	17937846	17942845	Gene_up_5k	143	Zm00001d013702	5	17937846	17942846	17948363	17953363	+
CG	Teosinte/Maize	5	27330360	27330514	5	27328408	27333407	Gene_up_5k	154	Zm00001d013984	5	27294568	27299568	27328407	27333407	-
CG	Teosinte/Maize	5	42793128	42793369	5	42792623	42797622	Gene_up_5k	241	Zm00001d014361	5	42776755	42781755	42792622	42797622	-
CG	Teosinte/Maize	5	53639394	53639566	5	53635534	53640533	Gene_up_5k	172	Zm00001d014567	5	53635534	53640534	53643223	53648223	+
CG	Teosinte/Maize	5	61642078	61642397	5	61641077	61646076	Gene_up_5k	319	Zm00001d014756	5	61630981	61635981	61641076	61646076	-
CG	Teosinte/Maize	5	65054279	65054443	5	65053244	65058243	Gene_up_5k	164	Zm00001d014840	5	65053244	65058244	65059104	65064104	+
CG	Teosinte/Maize	5	65481172	65481452	5	65480491	65485490	Gene_up_5k	280	Zm00001d014849	5	65472323	65477323	65480490	65485490	-
CG	Teosinte/Maize	5	69979893	69980497	5	69978350	69983349	Gene_up_5k	604	Zm00001d014957	5	69970365	69975365	69978349	69983349	-
CG	Teosinte/Maize	5	83446838	83447688	5	83444319	83449318	Gene_up_5k	850	Zm00001d015302	5	83438887	83443887	83444318	83449318	-
CG	Teosinte/Maize	5	85737615	85737976	5	85736662	85741661	Gene_up_5k	361	Zm00001d015348	5	85731319	85736319	85739753	85744753	+
CG	Teosinte/Maize	5	85737615	85737976	5	85736662	85741661	Gene_up_5k	361	Zm00001d015349	5	85736662	85741662	85751351	85756351	+
CG	Teosinte/Maize	5	99775651	99776002	5	99773550	99778549	Gene_up_5k	351	Zm00001d015588	5	99768070	99773070	99773549	99778549	-
CG	Teosinte/Maize	5	100878385	100878663	5	100874151	100879150	Gene_up_5k	278	Zm00001d001612	5	100874151	100879151	100879549	100884549	+
CG	Teosinte/Maize	5	127466578	127466919	5	127463462	127468461	Gene_up_5k	341	Zm00001d015871	5	127454293	127459293	127465455	127470455	+
CG	Teosinte/Maize	5	127466578	127466919	5	127463462	127468461	Gene_up_5k	341	Zm00001d015872	5	127461210	127466210	127466782	127471782	-
CG	Teosinte/Maize	5	127466578	127466919	5	127463462	127468461	Gene_up_5k	341	Zm00001d015874	5	127463462	127468462	127469156	127474156	+
CG	Teosinte/Maize	5	161327522	161327760	5	161325898	161330897	Gene_up_5k	238	Zm00001d016410	5	161317019	161322019	161325897	161330897	-
CG	Teosinte/Maize	5	161327522	161327760	5	161325898	161330897	Gene_up_5k	238	Zm00001d016411	5	161322143	161327143	161330435	161335435	-
CG	Teosinte/Maize	5	180067463	180067869	5	180064087	180069086	Gene_up_5k	406	Zm00001d016920	5	180055378	180060378	180064086	180069086	-
CG	Teosinte/Maize	5	180067463	180067869	5	180064087	180069086	Gene_up_5k	406	Zm00001d016921	5	180059517	180064517	180065648	180070648	+
CG	Teosinte/Maize	5	180067463	180067869	5	180064087	180069086	Gene_up_5k	406	Zm00001d016922	5	180061187	180066187	180076054	180081054	-
CG	Teosinte/Maize	5	186380593	186380795	5	186376983	186381982	Gene_up_5k	202	Zm00001d017128	5	186376983	186381983	186389890	186394890	+
CG	Teosinte/Maize	5	192067852	192068346	5	192063974	192068973	Gene_up_5k	494	Zm00001d017298	5	192050233	192055233	192063973	192068973	-
CG	Teosinte/Maize	5	201220831	201221001	5	201219244	201224243	Gene_up_5k	170	Zm00001d017597	5	201212982	201217982	201223628	201228628	+
CG	Teosinte/Maize	5	201220831	201221001	5	201219244	201224243	Gene_up_5k	170	Zm00001d017598	5	201219244	201224244	201226626	201231626	+
CG	Teosinte/Maize	5	203602683	203603063	5	203600797	203605796	Gene_up_5k	380	Zm00001d001725	5	203594243	203599243	203602685	203607685	+
CG	Teosinte/Maize	5	203602683	203603063	5	203600797	203605796	Gene_up_5k	380	Zm00001d017670	5	203600797	203605797	203610210	203615210	+
CG	Teosinte/Maize	5	204196225	204197200	5	204196932	204201931	Gene_up_5k	268	Zm00001d017685	5	204186566	204191566	204196931	204201931	-
CG	Teosinte/Maize	5	204706283	204706998	5	204702471	204707470	Gene_up_5k	715	Zm00001d017706	5	204695264	204700264	204702470	204707470	-
CG	Teosinte/Maize	5	209721786	209722040	5	209717530	209722529	Gene_up_5k	254	Zm00001d017896	5	209709173	209714173	209717529	209722529	-
CG	Teosinte/Maize	5	209721786	209722040	5	209717530	209722529	Gene_up_5k	254	Zm00001d017897	5	209714922	209719922	209722622	209727622	+
CG	Teosinte/Maize	5	209721786	209722040	5	209717530	209722529	Gene_up_5k	254	Zm00001d017898	5	209719572	209724572	209725408	209730408	-
CG	Teosinte/Maize	5	215963621	215963692	5	215960010	215965009	Gene_up_5k	71	Zm00001d018182	5	215952334	215957334	215960009	215965009	-
CG	Teosinte/Maize	5	215963621	215963692	5	215960010	215965009	Gene_up_5k	71	Zm00001d018183	5	215960775	215965775	215970551	215975551	-
CG	Teosinte/Maize	5	217638058	217638268	5	217633865	217638864	Gene_up_5k	210	Zm00001d018265	5	217633865	217638865	217640700	217645700	+
CG	Teosinte/Maize	5	221802333	221802602	5	221798945	221803944	Gene_up_5k	269	Zm00001d018494	5	221792234	221797234	221800106	221805106	+
CG	Teosinte/Maize	5	221802333	221802602	5	221798945	221803944	Gene_up_5k	269	Zm00001d018495	5	221795393	221800393	221803136	221808136	+
CG	Teosinte/Maize	5	221802333	221802602	5	221798945	221803944	Gene_up_5k	269	Zm00001d018496	5	221798945	221803945	221816646	221821646	+
CG	Teosinte/Maize	5	222111564	222112028	5	222108076	222113075	Gene_up_5k	464	Zm00001d018509	5	222108076	222113076	222115201	222120201	+
CG	Teosinte/Maize	5	222686800	222687267	5	222683368	222688367	Gene_up_5k	467	Zm00001d018543	5	222683368	222688368	222691062	222696062	+
