Chr	Start	End	Comparison	JRIAL2A	JRIAL2B	JRIAL2C	JRIAL2D	JRIAL2E	JRIAL2F	JRIAL2G	JRIAL2H	JRIAL2I	JRIAL2J	JRIAL2K	JRIAL2L	JRIAL2M	JRIAL2N	JRIAL2O	JRIAL2P	JRIAL2Q	JRIAL2R	JRIAL2S	JRIAL2T	AMES-8235	PI-620767	PI-620773	PI-620774	PI-620784	PI-620785	PI-620797	PI-620819	PI-620821	PI-620834	PI-620842	PI-620846	PI-620856	PI-620859	PI-620860	PI-628503	PI-628514	A632	B37	B73	B97	CML322	HP301	IL14	LH123HT	LH82	Mo17	Oh43	P39	PHZ51	Tx303
1	302931815	302932057	Teosinte/Landrace	0.15277202	0.778540904	NA	0.229358099	0.324173457	0.538421614	0	0.808549784	0.702588781	0.531975571	0.814814815	0.356171679	0.057256257	0.316573223	0.640025545	0.661293256	0.710160428	0.227941176	0.006666667	0	0.005208333	0	0.007843137	0.0125	0	0.003472222	0	0.016806723	0.008928571	0.222222222	0	0	0	0.001984127	0	0	0.004901961	0.005637255	0	0.008167095	0	NA	0	NA	0	0.018518519	0	0.003643227	NA	0.003861004	0.001546217
1	303248596	303249612	Teosinte/Maize	0.270625902	0.72428528	0.289428237	0.151044125	0.220478426	0.719055172	0.555369044	0.66833256	0.559428297	0.705628609	0.124648459	0.719468268	0.037063492	0.280829824	0.771662383	0.786375188	0.54558032	0.759195647	0.69698773	0	0.018518519	0.007575758	0	0.006578947	0.002415459	0	0.009259259	0.002898551	0.011111111	0	0.004716981	0.003602058	0.004385965	0.0008285	0	0.004545455	0	0.002936245	0.001488095	0.003669028	0.002873563	0.004238817	0.001075269	0.001941912	0.002042484	0.002057613	0.00698849	0.006565657	0.003650794	0.004789272	0.002862529
1	303248669	303248975	Teosinte/Landrace	0.475240981	0.812414675	0.621142857	0.364913674	0.336954365	0.729817791	0.797776876	0.773484848	0.593819916	0.781875713	0.270698413	0.812320084	0.015384615	0.345326148	0.842677248	0.825356674	0.61984676	0.872948664	0.841396916	0	0.018518519	0	0	0.019230769	0	0	0.025641026	0.009090909	0	0	0.016666667	0	0	0.003460208	0	0	0	0.003787879	0	0.003472222	0.008928571	0.002192982	0	0	0.005291005	0	0.022727273	0.0125	0.009090909	0	0.003676471
1	305698767	305698995	Teosinte/Maize	0.819526088	0.861111111	0.82406015	0.756818182	0.893333333	0.842982456	0.797619048	0.814035088	0.732096172	0.796428571	0.884444444	0.798245614	0.289466089	0.814158064	0.906060606	0.844848053	0.881558062	0.80877193	0.87962963	0.750850027	0.041666667	0.291666667	0	NA	0	0.864583333	0.732142857	0	0.5	NA	0.047619048	0.775	0.066666667	0.145833333	0.354166667	0	0.05	0.019607843	0	0	0.022727273	0	0.807843137	0.696794872	0.026315789	0.025	0.025925926	0.047619048	0.78	0.018518519	0.803232323
1	306480517	306481638	Teosinte/Maize	0.853399471	0.709304511	0.915755317	0.865200138	0.70530303	0.228624661	0.861111111	0.392942536	0.754264655	0.805173561	0.843765664	0.802823614	0.526709199	0.663704319	0.793809524	0.847399274	0.926716772	0.892207792	0.901468979	0.840062358	0.486486486	0.548780488	0.838383838	0.546078431	0.208333333	0.54502924	0.75	0.827155727	0.381851852	0.852380952	0.896875	0.576714286	0.083333333	0.156462585	0.1	0.630555556	0.875260417	0.097543618	0.012320261	0.063157895	0.588171522	0.848093348	0.082388806	0.766190476	0.757506924	0.680208088	0.087274531	0.129420343	0.038555571	0.077812284	0.065512266
1	306543787	306543944	Teosinte/Maize	0.986111111	0	0.323922902	0.290196078	0.375	0.8	0.902777778	0	0.685714286	0.441496599	0.94	0	0.87093254	0.425	0.763333333	0	0.683333333	0.875	0	0.037037037	NA	0	NA	0	0	0	0.6	NA	NA	NA	0	0	0	0	0	NA	0	0	0	0.025925926	0	0	0.003496503	0.017094017	0	0	0	0	0.010204082	0	0
1	306556356	306556722	Teosinte/Maize	0.002777778	0.004761905	0.936507937	0.003875969	0	0	0	0	0	0.737878788	0.395714286	0.269345238	0.281652661	0.188708514	0	0.88422619	0.508866995	0.26203277	0.045833333	0	0.02	0.709219858	0.382716049	0	0.803921569	0.803030303	0.869047619	0.007142857	0.950854701	0	0.02	0.366190476	0.255319149	0.841666667	0.9	0.102941176	0.823260073	0.843410853	0.788596491	0.751478513	0.797435897	0	0.744444444	0.827777778	0.740384615	0.792635659	0.773392857	0.816319444	0.824637681	0.753341688	0.842761597
1	306776842	306777822	Teosinte/Maize	0.684131494	0.273587127	0.926984127	0.676235339	0.838742487	0.870857555	0.211689342	0.559992428	0.889377289	0.545345238	0.694981812	0.524178996	0.899545384	0.516470535	0.574428378	0.768574996	0.917106625	0.569310083	0.905686546	0.87	0.43	0.599031008	0.310790274	0.170588235	0.094007491	0.596372204	0.168650794	0.159722222	0.274557522	0.167532468	0.881313131	0.545442908	0.728270677	0.802917834	0.472463768	0.497127329	0.152702703	0.174917492	0.089672264	0.262318355	0.040950445	0.122635733	0.04435707	0.422025337	0.033136885	0.193445693	0.686932691	0.316522367	0.222387566	0.041666667	0.109294336
1	306788607	306788831	Teosinte/Maize	0.855769231	0.792992133	0.708757526	0.859447005	0.897089947	0.790608466	0.778187404	0.876190476	0.839439966	0.855279503	0.843195086	0.807635468	0.654939792	0.659729571	0.836367012	0.877953177	0.856617765	0.776201672	0.83060929	0.623471487	0.833333333	0.145833333	NA	0.25	0.9375	0	0.954545455	NA	0.2	0.345555556	NA	0	NA	0.513157895	0.038888889	NA	NA	0.076388889	0.049261084	0.026666667	0.003448276	0.801984127	0.872671294	0.012330199	0.034214062	0.006966214	0.004761905	0.006493506	0	0	0.589160647
2	54460	55151	Teosinte/Maize	0.022923588	0.231431142	0.456528579	0.043462302	0.122043011	0.014285714	0.812987988	0.031229236	0.02111678	0.015919158	0.611422136	0.932857143	0.931155881	0.820728321	0.015131579	0.497734129	0.28671275	0.516117946	0.053464178	0.368518519	0.75	0.796296296	0.611111111	0.583333333	0.93	0.876923077	NA	0.570512821	0.518421053	0.0625	NA	0.671875	0.816666667	0.75462963	0.786111111	NA	0.913773148	0.835756057	0.743576094	0.841530191	0.775788211	0.892707667	0.86451049	0.832194907	0.791343344	0.847979798	0.797987815	0.842318021	0.762996032	0.848217287	0.843097518
2	69303	69914	Teosinte/Maize	0.751782503	0.78508658	0.278352724	0.340031898	0.725513167	0.807505176	0.277261504	0.745698925	0.811213518	0.7498557	0.139888301	0.07077001	0.097007373	0.080556892	0.887748016	0.852777778	0.850179211	0.173090278	0.852027027	0.789008859	NA	NA	0	0.236111111	0	0.02688172	0.01754386	NA	0	0.857142857	0	0	0.088	0.006944444	NA	0.057291667	0	0.011016247	0.029320988	0.040410053	0.0115	0.026251098	0.037100502	0.025338036	0.028703704	0.015711462	0.24137931	0.018073593	0.038119024	0.733333333	0.023358911
2	98756	99131	Teosinte/Maize	0.713624339	0.680701754	0.688888889	0.616517857	0.845333333	0.491025641	0.833333333	0.769444444	0.543859649	0.875396825	0.686363636	0.74537037	0.789563492	0.84160401	0.818452381	0.873076923	0.595238095	0.394736842	0.811004785	0.757142857	0.1	0.111111111	0	0.227272727	0.063888889	0.08974359	NA	0.214285714	0.043478261	0.333333333	0	0	0.19047619	0.116071429	0	0.152777778	0.114583333	0.038	0.074166667	0.135964912	0.045112782	0.071003401	0.111544118	0.082857143	0.068115942	0.058119658	0.033799534	0.087878788	0.057692308	0.166666667	0.103333333
2	2042024	2042967	Teosinte/Maize	0.291601674	0.1609775	0.174175912	0.275018122	0.411777525	0.131929876	0.350345701	0.162795993	0.25729222	0.129367911	0.244097189	0.078366157	0.177581455	0.148445073	0.138111888	0.342055475	0.636763948	0.492808907	0.349667026	0.237392662	0.642857143	0.833333333	0.844444444	0.871069182	0.9344115	0.90625	0.978494624	0.964285714	0.944444444	0.852564103	0.765277778	0.776666667	0.833333333	0.90990991	0.857142857	0.972222222	0.95125	0.868915344	0.846113894	0.966681929	0.863776154	0.858053851	0.219344122	0.911062039	0.799087104	0.874678932	0.200558203	0.347545592	0.836507937	0.893877551	0.323047015
2	2265434	2265606	Teosinte/Maize	0.744164332	0.874559083	0.847486772	0.942156863	0.495555556	0.866666667	0.87037037	0.916666667	0.846153846	0	0.848544974	0.857892416	0.925757576	0.874134199	0.862231441	0.832417582	0.873717949	0.753921569	0.810939061	0.921568627	NA	NA	NA	NA	0.814495798	0.648611111	NA	NA	NA	0.954545455	0.659259259	NA	0.782051282	0.597222222	0	NA	0.848484848	0.780392157	0.005555556	0.755682281	0	0.02	0.0078125	0.666688713	0.84382716	0	0.836660253	0.025	0.107142857	0.770509861	0.010294118
2	2507205	2507660	Teosinte/Maize	0.563897516	0.49036075	0.751102293	0.680788177	0.653174603	0.521460317	0.749593496	0.695238095	0.68745728	0.589705882	0.739484127	0.662403101	0.278738977	0.699223986	0.772525063	0.724325397	0.653571429	0.613439153	0.570339845	0.565974766	0.029411765	0.03030303	0	0.05	0.954545455	0.063333333	NA	NA	NA	0	0.125	0.111111111	0.044871795	0.633333333	0	NA	0	0.035846561	0.010582011	0.333333333	0.034056437	0.05	0.062361219	0.070934744	0.028106377	0.032986111	0.019791667	0.063714286	0.024444444	0.533333333	0
2	2637670	2638138	Teosinte/Maize	0.47377618	0.709020858	0.5861363	0.613894333	0.448763933	0.623267862	0.524634229	0.680174909	0.628766477	0.533414045	0.389064573	0.625622544	0.413550741	0.549251717	0.515270395	0.541503923	0.634811046	0.378313262	0.714119994	0.661341476	0.431746032	0.691666667	0.605914502	0.372142857	0.75007624	0.466531987	0.48532152	0.49606939	0.386453824	0.211617965	0.345601852	0.512955182	0.120377743	0.169352617	0.202380952	0.694444444	0.669316893	0.003174603	0	0	0	0.215777309	0.408033517	0.392838182	0.239430566	0.030222998	0.039761905	0.23797308	0.320302907	0	0.081773012
2	4134762	4134953	Teosinte/Landrace	0.820666667	NA	0.665464213	0.748216863	0.808747795	0.661727878	0.768604651	0.839876167	0.529260652	0.892982456	0.826893939	0.777529762	0.858646286	0.282706767	0.883638266	0.856271777	0.491269841	0.88475606	0.85212766	0.834805784	0	0.008503401	0.493537415	0.600694444	0	0	0.643809524	0.567708333	0.011111111	0.013119534	0.082231893	0.006410256	0.225806452	0.005943037	0.0625	0	0.448789306	0	0	0.009143156	NA	0.00120048	0.003478664	NA	0.004081633	0.002267574	0.002192982	0.002915452	0	NA	0
2	5880667	5880780	Teosinte/Maize	0.708225108	0.400157828	0.031168831	0.887878788	0.939795918	0.862169312	0.901515152	0.800793651	0.856666667	0.333333333	0.873015873	0.578571429	0.8375	0.868154762	0.857823129	0.853571429	0.884848485	0.785873016	0.620833333	0.3	0.6875	0	NA	0	0	NA	0	0	0	0	0.833333333	0	0.852083333	NA	NA	NA	0	0.008403361	0.008333333	0	0	0	0.018599048	0	0.011111111	0	0	0.03125	0	0	0
2	6779081	6779392	Teosinte/Landrace	0.122008547	0.031168831	0.114197531	0.176785714	0.107407407	0.111076605	0.009615385	0	0.058730159	0.035900673	0.01870915	0.081394558	0.25	0.062121212	0.14303351	0.053846154	0.135304659	0.137278912	0.123076923	0.342857143	0.412280702	0.9732665	0.924369748	0.452579365	0.814035088	0.324074074	0.264097744	0.710526316	0.388888889	0.859068627	0.226904762	0.872807018	0.09962406	0.109649123	0.496296296	0.854545455	0.868671679	0.082746432	0.015384615	0.536204147	0.490826331	0.359206252	0.134240363	0.223586889	0.94672619	0.755235043	0.944117647	0.096491228	0.756944444	0.915445665	0.064225248
2	7240272	7241231	Teosinte/Maize	0.012105404	0	0.039670139	0.470419774	0.045330651	0	0.007417582	0.011255411	0.013167388	0.019074074	0.071849447	0.174005789	0.054398298	0.010743295	0.178401361	0.029411765	0.03899177	0.011566558	0.04891998	0.027619048	0.604786325	0.581481481	0.571527778	0	0.029017857	0.043709583	0.044615385	0.14969697	0.483108108	0.861111111	0.874904215	0	0.348408521	0.404761905	0.605	0.384803922	0.055921053	0.00257732	0.074404762	0	0.018518519	0.819692533	0.796233296	0.753835979	0.588056836	0.817470625	0.780886243	0.765290644	0.681585292	0.134100081	0.003623188
2	7339837	7340412	Teosinte/Maize	0.826677489	0.528210239	0.880324843	0.877106227	0.866951072	0.776576577	0.383367003	0.815934066	0.853409091	0.849265167	0.820035925	0.339092971	0.892967885	0.87989105	0.906061342	0.907151603	0.848733274	0.870499419	0.869877345	0.896553707	0.754166667	0.507222222	0.495652174	0.886764706	0.519994981	0.752579365	0.048746867	0.348037919	0.798245614	0.105263158	0.190217391	0.34001554	0.713144841	0.303124412	0.594444444	0.897979798	0.003846154	0.749404762	0.011251167	0.749271791	0.005555556	0.831526165	0.853482399	0.014390756	0.009333333	0.098823742	0.01031746	0.820359338	0	0.022458791	0.012820513
2	7377564	7378131	Teosinte/Maize	0.880117244	0.438388379	0.929761905	0.912769638	0.911946871	0.712073413	0.44353289	0.873911565	0.869302721	0.841927991	0.867746914	0.868609023	0.509885419	0.917988123	0.935689882	0.906074481	0.87778871	0.913254999	0.91925615	0.868942251	0.666666667	0.33125	0.333333333	0.967391304	0.774305556	0.817073171	0.333333333	0.023809524	0.825	0.121212121	0.157407407	0.208333333	1	0	NA	0.75	NA	0.214562569	0	0.097222222	0.233099308	0.856894067	0.398954707	0.043820195	0.105330087	0.013333333	0.020557491	0.924408672	0	0	0.024731183
2	7382215	7382660	Teosinte/Maize	0.729982363	0.835408163	0.574305556	0.702070933	0.631324405	0.721693122	0.734319384	0.26922619	0.555769231	0.831132756	0.74491342	0.588235294	0.708874459	0.788194755	0.831076389	0.662127976	0.724323884	0.706043956	0.602503779	0.583779595	0.78125	0.836309524	0.767091837	0.744791667	0.695238095	0.656015038	0.78125	0.47173913	0.404761905	0.847826087	0.653231293	1	0.154761905	0.738095238	0.681746032	0.71969697	0.461458333	0.721111111	0.722876549	0.786807016	0.078525641	0.568197022	0.123563218	0.013333333	0.051212121	0.022047397	0.158333333	0.599805078	0.104597701	0.050927901	0.024361123
2	7383503	7384582	Teosinte/Maize	0.784029066	0.817201702	0.746437133	0.840850151	0.875327612	0.77921448	0.820651688	0.632208754	0.581527269	0.676793015	0.814176587	0.525849191	0.84164451	0.725931787	0.371116462	0.87281518	0.812557826	0.832307046	0.491376307	0.703571429	0.492045455	0.804385965	0.624111335	0.845238095	0.580674603	0.213768116	0.897530864	0.769444444	0.06779661	0.829084967	0.841935484	0.777160494	0.455357143	0.318181818	0.8	0.916666667	0.522132616	0.784155087	0.824193548	0.840562245	0.010651629	0.619943897	0.00903682	0.040545301	0.069052233	0	0.009937343	0.852127733	0.027599385	0.069772257	0.038540242
2	8230335	8230497	Teosinte/Landrace	0.897222222	0.658712121	0.4075	0.674358974	0.187151737	0.283068783	0.223719336	0.884615385	0.55462963	0.766991342	0.814814815	0.651515152	0.888253968	0.135416667	0.935185185	0.833333333	0.887820513	0.825792011	0.619516595	0.779344194	0.046066253	0.386666667	0.625757576	0	0.105263158	0	0.020833333	0.101449275	0.016666667	0.375	0	0.399404762	0.860784314	0.040909091	0.020833333	0.401515152	0.399916458	0.049107143	0.890151515	0.064073227	0.025206612	0.024783019	0.757215007	0.199469697	0.816666667	0.03015873	0.6	0.045862763	0.016666667	0.9375	0.012396694
2	8230484	8230931	Teosinte/Maize	0.82037037	0.680257646	0.338696489	0.82345679	0.559137973	0.453165584	0.307195767	0.73552381	0.518891294	0.728817977	0.897435897	0.522571429	0.787953515	0.168484383	0.939619048	0.966666667	0.822703223	0.795618887	0.416546417	0.644736842	0	NA	0.693650794	0	0.4	0	0.04	0	0.049019608	0	0	0.569413919	0.8625	0	0	0.37037037	0.245039683	0.021464646	0.789189514	0.00989011	0	0.008954009	0.718905872	0.019230769	0.658800253	0.018518519	0.54047619	0.015700483	0	0.818421053	0.009770115
2	8255727	8255805	Landrace/Maize	0.305555556	0	0.944444444	0.805555556	0.271929825	0	0.094117647	0.5	0	0	0.223958333	0.007936508	0.090909091	0.252380952	0	0	NA	0.454444444	NA	0.094444444	0.050438596	0.164583333	0.236148177	0.103258145	0.147869674	0.771428571	0.784461153	0.444444444	0.5	0.205357143	0.745614035	0.126315789	0.331140351	0.153947368	0	0.236842105	0.145614035	0.824074074	0	0.837564514	0.802631579	0.764223058	0	0.469778613	0.5	0.471938776	0.861111111	0.907407407	0.444799808	0.888888889	0.850877193
2	8905365	8905620	Teosinte/Maize	0.567361111	0.463323713	0.252513228	0.40530303	0.635714286	0.1875	0.13640873	0.291439909	0.715838509	0.944444444	0.457936508	0.105797101	0.919565217	0.080753968	0.217460317	0.822916667	0.869047619	0.952926587	0.255555556	0.697536376	0.264583333	0.115	0.902777778	0	0.930555556	0.826923077	0.922807018	0.807692308	NA	0.848611111	0.904761905	0.868055556	NA	0.96031746	0.9	0.94047619	1	0.949583333	0.895340046	0.8891623	0.791233766	0.901150957	0.90666336	0.907638889	0.943478261	0.915821256	0.899007937	0.901893939	0.944444444	0.895849868	0.956272894
2	8958311	8958681	Teosinte/Maize	0.730001018	0.955588494	0.930390212	0.883635568	0.89077381	0.884848485	0.879442925	0.855	0.500496032	0.910858586	0.301252798	0.929813665	0.906888692	0.766268832	0.871139971	0.914905754	0.845869408	0.91264881	0.878699194	0.793449028	0.948717949	0.875757576	0.916666667	0.916666667	0.611111111	0.9375	NA	0.907407407	0.892156863	0.975	1	0.89	0.65	0.567857143	0.333333333	0	0.509259259	0.016369048	0	0	0	0.85064716	0.924719402	0.788971561	0.045701058	0.008333333	0.036881463	0	0.866	NA	0.041331684
2	11713237	11713666	Teosinte/Maize	0.828571429	0.86227422	0.492526101	0.927046131	0.266256158	0.81	0.879427083	0.845833333	0.852066116	0.826666667	0.876731602	0.382619048	0.916666667	0.867901235	0.443412698	0.918333333	0.856785714	0.917837466	0.946376812	0.773214286	0.011904762	0.055555556	0.138888889	0.011111111	0.301587302	0.029411765	0	0	0.083333333	0.060606061	0	0.026455026	0.46	0	0	0	0.004545455	0.025	0.005714286	0.020448179	0.044642857	0.002857143	0.002525253	0.012566138	0.632554945	0.016666667	0.017241379	0.015495868	0.676282051	0	0.035839161
2	11713303	11713565	Teosinte/Landrace	0.787878788	0.840800866	0.433058608	0.936111111	0.237554113	0.79375	0.854513889	0.797619048	0.836276224	0.8	0.841428571	0.382608696	0.888888889	0.85952381	0.487121212	0.928571429	0.847936508	0.879494949	0.972222222	0.844166667	0	0	0.166666667	0	0.263157895	0.035714286	0	0	0.033333333	0	0	0.010204082	0.441025641	0	0	0	0.006060606	0	0.007936508	0.024829932	0	0.003571429	0.003367003	0	0.6125	0.02173913	0	0	0.643518519	0	0.004545455
2	11809015	11809292	Landrace/Maize	0.475087634	0.433844023	0.548471985	0.446995162	0.436228851	0.351449899	0.50898963	0.451204422	0.590701686	0.51198776	0.45196766	0.393618321	0.196208514	0.38191794	0.486374975	0.468100649	0.607091237	0.434580706	0.165246629	0.302154269	0.634203881	0.556865426	0.042551893	0.732173382	0.77950353	0.560290751	0.359773243	0.202380952	0.515079365	0.661583912	0.553093018	0.778637305	0.614823345	0.403485788	0.129166667	0	0.008116883	0.001984127	0.003846154	0.005913978	0.005847953	0.009729871	0.015561016	0.004861111	0.00982424	0.005902778	0.013383838	0.416953705	0.037719298	0.006776557	0.033580657
2	12228584	12229410	Teosinte/Maize	0.766216216	0.850959596	0.83214809	0.785493566	0.827734303	0.80500858	0.859835891	0.881060606	0.816679617	0.674287749	0.841279091	0.829960317	0.855644356	0.793284193	0.895122257	0.848765432	0.780338246	0.855901506	0.83564679	0.680272109	0.738095238	0.720833333	0	0.236111111	0.5	0.5	0.5	0.75	1	0.611111111	0.555555556	0	0.816666667	0.7	NA	NA	0	0.510833125	0.306635802	0.277777778	0.674729945	0	0	0.708784271	0.036293436	0.454181185	0	0.445866402	0.723401361	0	0.77122281
2	13290950	13291513	Teosinte/Maize	0.719516595	0.653055556	0.082581454	0.441329966	0.757621382	0.311796537	0.733410138	0.481582633	0.532860195	0.571500722	0.793478261	0.462481962	0.589166667	0.692728443	0.501587302	0.688183422	0.542248677	0.62775974	0.687073112	0.68752381	0.7	0.713333333	0.6825	0.388888889	0.655208333	0.81547619	0.8125	0.611190476	0.847222222	0.801282051	0.735714286	0.819554674	0.719298246	0.898958333	0.7	0.767647059	0.838461538	0	0.00203252	0	0.013333333	0.530331263	0.003880804	0.018518519	0.01832211	0.013541667	0	0.016254987	0.014285714	0.044444444	0.586809524
2	14006642	14007165	Teosinte/Maize	0.663793103	0.595944703	0.313333333	0.749730726	0.4196533	0.661396825	0.767857143	0.381616162	0.581410256	0.628918651	0.512830152	0.811375661	0.80628657	0.812202381	0.7395648	0.717162698	0.809005937	0.618765405	0.485802834	0.428571429	0.194444444	0	NA	0	0.010869565	0	0	0	0	0.015151515	0	0.02	0	0	NA	NA	0	0.016037219	0.010204082	0	0.012452107	0.019135802	0.041795827	0.03805587	0.018744589	0.020039683	0	0.050595238	0.00862069	0	0.019323671
2	14147701	14147827	Teosinte/Maize	0.824084249	0.781135531	0.492063492	0.842261905	0.833333333	0.769782197	0.925824176	0.72441952	0.795358868	0.817310467	0.918498168	0.882539683	0.935164835	0.870714686	0.801426351	0.738	0.913043478	0.906857143	0.597222222	0.925213675	0.652261905	0.525641026	0.595238095	0.5	0.688492063	0.809027778	0.56547619	0.565934066	0.847619048	0.625952381	0.387820513	0.746581197	0.679824561	0.684178744	0.839285714	0.921428571	0.696428571	0.266707071	0.35	NA	0.700274725	0.859029671	NA	0.806975915	0.764583333	0.064102564	0.125	0.764471639	0.135416667	0.160089056	0.504874186
2	17681578	17681818	Teosinte/Maize	0.818181818	0.818421053	0.85726817	0.920068027	0.833333333	0.875	0.85	0.874673203	0.896329365	0.644747899	0.919934641	0.9125	0.974358974	0.845238095	0.936111111	0	0.879861111	0.810695389	0.876666667	0.83968254	0.067532468	0.883333333	0.888888889	0.227272727	0	0.821428571	0.772727273	0.411764706	NA	0.833333333	0.325757576	0.852664399	0.192424242	0.871666667	0.426851852	0	0.015151515	0.103174603	0.049019608	0.167618766	0.281746032	0.063095238	0.00617284	0.055	0.067226891	0.794047619	0.03125	0.149082341	0.037037037	0.027777778	0.024509804
2	20343676	20344305	Teosinte/Maize	0.390569561	0.507430364	0.319217687	0.332271557	0.596097884	0.666714442	0.605962956	0.388899614	0.18996374	0.271091971	0.579047619	0.46843318	0.330105105	0.576699227	0.533134921	0.776539718	0.470833333	0.553497024	0.348195441	0.603468273	0	0.1	0	0.458333333	0	0.723588068	0	0.025641026	0.033333333	0.107843137	0	0.546969697	0	0	0	0	0.041666667	0	0.009795918	0.023997494	0.010416667	0.00297619	0.001831502	0.012820513	0.005128205	0	0.010776942	0.003246753	0.005128205	0	0
2	20492627	20492911	Teosinte/Maize	0.836363636	0.832541652	0.643243125	0.36557872	0.491478697	0.434505438	0.100206922	0.703249008	0.240599465	0.164291792	0.458469165	0.237251637	0.888049928	0.519047619	0.551660175	0.825348365	0.844967091	0.203648969	0.689253247	0.081206035	0	0	0	0	0.005847953	0	0	0.007936508	0	0	0	0	0	0.006547619	0	0	0	NA	0.003831418	0.004784689	0	0	0.001461988	0	0	0.001436782	0	0.007557355	0.005555556	0	NA
2	20492719	20492935	Teosinte/Landrace	0.888888889	0.833690476	0.620792307	0.31890142	0.496741855	0.414072039	0.092759027	0.721354167	0.202176322	0.140283696	0.433015918	0.190486964	0.90695654	0.575	0.521831021	0.857140369	0.868223741	0.226227211	0.7324548	0.071831502	0	0.009259259	0	0	0.005847953	0	0	0	0	0	0	0	0	0.006547619	0	0	0	NA	0.003831418	0.006429426	0	0	0.001461988	0	0	0	0	0.003508772	0.005882353	0	NA
2	21195786	21195881	Teosinte/Maize	0	0	0	0	0	0.086363636	0	0.015151515	NA	0.035714286	0	NA	0	0.018181818	0	0	0.439393939	0	0	0.040909091	0.4	0.503472222	NA	0.833333333	0.683333333	0.075757576	0.238095238	0	NA	0.198979592	0.721428571	0.047619048	0	0	1	NA	0.857142857	0.721212121	0.777272727	0.847690189	0	0.681818182	0.863636364	0.916666667	0.142857143	0.874242424	0	0.181818182	0	0.018181818	0.736291486
2	25295603	25296347	Teosinte/Maize	0.747093838	0.844677871	0.869953579	0.867433138	0.846085553	0.835087417	0.500363757	0.72452841	0.809031461	0.748997494	0.845089286	0.792999188	0.870994208	0.764247312	0.902967564	0.695628415	0.818362688	0.832839105	0.788872354	0.821282659	0.61	0.825	0	NA	0.549019608	0.920952381	0.835365854	0.648148148	0.448518519	0.93	0	0.802469136	0.873655914	0	0.227272727	0.144927536	0	0.00137741	0.004126984	0	0	0.01547619	0.011079397	0.82496685	0.020521572	0.002597403	0.00390625	0.023809524	0.783186562	0.007729469	0
2	25731227	25731419	Teosinte/Landrace	0.897435897	0.593353175	0.586184926	0.868421053	0.533333333	0.833950617	0.830666667	0.849206349	0.919608516	0.871428571	0.745714286	0.503696742	0.920216049	0.888157895	0.3125	0.907017062	0.817708333	0.947916667	0.824358974	0.751713564	0.19702381	0.241666667	0.397435897	0.365079365	0.347222222	0.401648352	0.380162738	0	0.318181818	0.2245671	0.574074074	0.566880488	0.284722222	NA	0.11547619	0.557692308	0.136994949	0.770833333	NA	0.822035972	NA	NA	0.367582918	0.183724037	0.285218254	NA	0.898947811	0.754771332	0.04625496	NA	0.744080688
2	25973469	25973736	Teosinte/Maize	0.893333333	0.751488095	0.833705357	0.927777778	0.905128205	0.737840136	0.756666667	0.868849206	0.87542517	0.837820513	0.737728938	0.805555556	0.847222222	0.747481685	1	0.833940243	0.832653061	0.779365079	0.915816327	0.766666667	0.75	0.722222222	0.683333333	0.824074074	0.666666667	0.954545455	0.838888889	0.851851852	NA	1	1	0.6875	0.783333333	0.833333333	0.875	0.827272727	0.827838828	0.040196078	0.724045003	0	0.684444444	0.900924833	0.004524887	0.629248366	0.005882353	0.817777778	0	0	0.816666667	0.690625	0
2	26281763	26282058	Teosinte/Maize	0.601269841	0.835565476	0.833333333	0.872727273	0.720734127	0.693589744	0.538888889	0.383333333	0.875	0.63978836	0.851388889	0.313095238	0.852486772	0.732037037	0.875	0.624358974	0.75	0.713561254	0.880952381	0.612407407	0	NA	NA	0.666666667	0	0	NA	0.285714286	NA	0	0	NA	0	0.071428571	0	0	NA	0.084126984	0.069074074	1	0.076190476	0.071428571	0.910500611	0.062777778	0.054949495	0.016666667	0.033333333	0	0.022222222	0.111111111	0
2	26426291	26427187	Teosinte/Maize	0.006723154	0.004506803	0.053926918	0.008743766	0.00238537	0.382755497	0.005944571	0.001221001	0.002239263	0.305183641	0.006800696	0.016513057	0.012875447	0.397249739	0.007987645	0.004443647	0.003264605	0.002083333	0.000490918	0.00808992	0.549382716	0.399271137	0.57760771	0.909477124	0.003401361	0.547610949	0.016129032	0.4046875	0.005840072	0	0.932054674	0.581018519	0.085897436	0.005649718	0	0.019607843	0.898434442	0.410928119	0.018132985	0.868582208	0.005882353	0.001654412	0.009323466	0.844910213	0.835868948	0	0.896888889	0.878864809	0.849366264	0.022727273	0.880386059
2	26427575	26428798	Teosinte/Maize	0.007361633	0.00137457	0.024119241	0.002933057	0.004844096	0.417540534	0.004040404	0.002380952	0.002244814	0.255568608	0.007065731	0.009798598	0.002040816	0.393378227	0.007430556	0.011337209	0.007683215	0.004427388	0.013669414	0.014480519	0.527477477	0.791287879	0.596666667	0.824509804	0	0.502355072	0.005681818	0.547851336	0.021505376	0	0.907986111	0.408799172	0	0.005376344	0	0.232142857	0.8640625	0.334431981	0.001569859	0.870542304	0	0.001157407	0	0.820784139	0.811244545	0.013888889	0.812968439	0.85014542	0.854709642	0	0.853039224
