Context	Comparsion	Chr_D	Start_D	end_D	meth(PopA-PopB)	Chr_F	Start_F	end_F	Feature	Overlap(bp)
CG	Teosinte/Maize	6	107639190	107639501	0.661376	6	107634739	107639738	Gene_up_5k	311
CG	Teosinte/Maize	6	108010907	108011112	0.654262	6	108008446	108012992	Intergenic	205
CG	Teosinte/Maize	6	112994594	112995215	0.695987	6	112962815	113055843	TE	621
CG	Teosinte/Maize	6	113254595	113254976	-0.486493	6	113249259	113256817	TE	381
CG	Teosinte/Maize	6	113551364	113551512	0.610697	6	113546881	113551880	Gene_up_5k	148
CG	Teosinte/Maize	6	114063538	114063906	0.794407	6	114062691	114067690	Gene_down_5k	368
CG	Teosinte/Maize	6	117731696	117731968	0.454696	6	117727410	117732409	Gene_up_5k	272
CG	Teosinte/Maize	6	118538302	118538452	-0.595257	6	118536050	118541049	Gene_up_5k	150
CG	Teosinte/Maize	6	118588743	118588992	-0.457421	6	118587709	118606094	Intergenic	249
CG	Teosinte/Maize	6	120195982	120196343	-0.608153	6	120195926	120196947	Exon	361
CG	Teosinte/Maize	6	120806472	120807454	0.67913	6	120806330	120815107	TE	982
CG	Teosinte/Maize	6	122500937	122501180	0.71153	6	122493190	122503967	TE	243
CG	Teosinte/Maize	6	123788650	123789121	0.638381	6	123786605	123791604	Gene_down_5k	471
CG	Teosinte/Maize	6	126614416	126615035	0.807054	6	126611442	126616441	Gene_up_5k	619
CG	Teosinte/Maize	6	127597743	127597983	0.515849	6	127597443	127602442	Gene_up_5k	240
CG	Teosinte/Maize	6	128805735	128806574	-0.606776	6	128804148	128806658	Exon	839
CG	Teosinte/Maize	6	130782513	130782666	0.47047	6	130781729	130786728	Gene_up_5k	153
CG	Teosinte/Maize	6	132205527	132205765	0.587846	6	132204702	132205811	Exon	238
CG	Teosinte/Maize	6	132797423	132797950	-0.430208	6	132793153	132798152	Gene_up_5k	527
CG	Teosinte/Maize	6	133196019	133196365	0.422255	6	133194982	133199981	Gene_down_5k	346
CG	Teosinte/Maize	6	138207645	138207729	0.635301	6	138203458	138208457	Gene_down_5k	84
CG	Teosinte/Maize	6	143128718	143128822	0.702484	6	143128611	143128998	Exon	104
CG	Teosinte/Maize	6	143834831	143834948	-0.848304	6	143834712	143834950	Exon	117
CG	Teosinte/Maize	6	149568544	149568708	0.809454	6	149566579	149571578	Gene_up_5k	164
CG	Teosinte/Maize	6	149961442	149961628	0.886047	6	149959434	150023784	TE	186
CG	Teosinte/Maize	6	151448408	151448610	0.614425	6	151444635	151449634	Gene_down_5k	202
CG	Teosinte/Maize	6	153152041	153152801	0.868372	6	153150537	153155536	Gene_down_5k	760
CG	Teosinte/Maize	6	156815422	156815793	0.578167	6	156810689	156833005	TE	371
CG	Teosinte/Maize	6	156934637	156935136	0.580595	6	156930652	156935651	Gene_up_5k	499
CG	Teosinte/Maize	6	158234767	158235077	0.471024	6	158225275	158242864	TE	310
CG	Teosinte/Maize	6	158383927	158384116	0.47544	6	158379416	158384952	Intergenic	189
CG	Teosinte/Maize	6	160394073	160394198	-0.451958	6	160392780	160397779	Gene_down_5k	125
CG	Teosinte/Maize	6	161551004	161551419	-0.439568	6	161547342	161552341	Gene_down_5k	415
CG	Teosinte/Maize	6	162290072	162290501	0.830432	6	162287253	162292252	Gene_up_5k	429
CG	Teosinte/Maize	6	163833436	163833543	0.511101	6	163826512	163840651	TE	107
CG	Teosinte/Maize	6	167325784	167326148	-0.446127	6	167323587	167328586	Gene_down_5k	364
CG	Teosinte/Maize	6	170662359	170662580	0.443525	6	170660580	170665579	Gene_up_5k	221
CG	Teosinte/Maize	6	171030262	171030564	0.604834	6	171028311	171033310	Gene_up_5k	302
CG	Teosinte/Maize	6	171034025	171034184	0.401081	6	171033311	171034198	Exon	159
CG	Teosinte/Maize	6	171572024	171572254	-0.562826	6	171570826	171572150	Exon	126
CG	Teosinte/Maize	6	172017162	172017313	0.680768	6	172012041	172017671	Intergenic	151
CG	Teosinte/Maize	6	172092344	172093114	-0.431114	6	172092066	172093165	Exon	770
CG	Teosinte/Maize	7	1461520	1461622	-0.462383	7	1460054	1465053	Gene_down_5k	102
CG	Teosinte/Maize	7	3074549	3074774	0.432715	7	3073149	3078148	Gene_down_5k	225
CG	Teosinte/Maize	7	5060290	5060526	0.41159	7	5053819	5064026	TE	236
CG	Teosinte/Maize	7	5366713	5367202	-0.480258	7	5365547	5386515	Exon	489
CG	Teosinte/Maize	7	8970930	8971246	-0.476827	7	8970967	8971229	Exon	262
CG	Teosinte/Maize	7	9875312	9875461	-0.474615	7	9875206	9876918	Exon	149
CG	Teosinte/Maize	7	12244242	12244501	0.521397	7	12241390	12246389	Gene_up_5k	259
CG	Teosinte/Maize	7	13733601	13733736	0.429512	7	13733115	13734846	Intron	135
CG	Teosinte/Maize	7	17217388	17217627	-0.618794	7	17217356	17217567	Exon	179
CG	Teosinte/Maize	7	18719894	18720857	0.623748	7	18719728	18721273	Exon	963
CG	Teosinte/Maize	7	21679742	21680179	0.448156	7	21676916	21682402	TE	437
CG	Teosinte/Maize	7	28786312	28786600	-0.608354	7	28783261	28789276	TE	288
CG	Teosinte/Maize	7	37786576	37787157	0.510183	7	37785640	37789606	Intron	581
CG	Teosinte/Maize	7	39159926	39160376	-0.499314	7	39145274	39160974	Exon	450
CG	Teosinte/Maize	7	39338523	39338727	0.697844	7	39338512	39338887	Exon	204
CG	Teosinte/Maize	7	39340715	39340894	0.585909	7	39338888	39343887	Gene_down_5k	179
CG	Teosinte/Maize	7	39734254	39734508	-0.511823	7	39733283	39735010	Exon	254
CG	Teosinte/Maize	7	44259790	44259928	0.69276	7	44255059	44259996	Intergenic	138
CG	Teosinte/Maize	7	45819096	45819750	-0.698519	7	45816670	45821314	Exon	654
CG	Teosinte/Maize	7	46761863	46762353	-0.569599	7	46758580	46770393	TE	490
CG	Teosinte/Maize	7	47176446	47177300	0.427252	7	47172498	47182310	TE	854
CG	Teosinte/Maize	7	47231795	47231960	0.684392	7	47224005	47237708	TE	165
CG	Teosinte/Maize	7	48735493	48735655	0.438707	7	48734079	48739078	Gene_up_5k	162
CG	Teosinte/Maize	7	49117973	49118133	-0.562608	7	49114150	49119149	Gene_up_5k	160
CG	Teosinte/Maize	7	49266434	49266613	-0.723693	7	49266209	49270362	Intergenic	179
CG	Teosinte/Maize	7	49540927	49541322	0.517439	7	49540979	49545978	Gene_up_5k	343
CG	Teosinte/Maize	7	49660931	49661604	-0.773796	7	49660567	49673178	TE	673
CG	Teosinte/Maize	7	49768024	49768435	0.655162	7	49767907	49777705	Intergenic	411
CG	Teosinte/Maize	7	50026786	50027060	0.790919	7	50017865	50030902	TE	274
CG	Teosinte/Maize	7	50140784	50141289	0.436135	7	50125723	50143234	TE	505
CG	Teosinte/Maize	7	50318908	50320143	0.606142	7	50315927	50329928	TE	1235
CG	Teosinte/Maize	7	50910130	50910643	-0.487566	7	50906634	50912645	Intergenic	513
CG	Teosinte/Maize	7	51105553	51106638	0.474278	7	51026190	51110331	TE	1085
CG	Teosinte/Maize	7	51137487	51138004	0.432385	7	51113346	51138906	TE	517
CG	Teosinte/Maize	7	54886719	54886966	0.455559	7	54863426	54933993	TE	247
CG	Teosinte/Maize	7	55355583	55355851	0.611183	7	55351105	55356104	Gene_down_5k	268
CG	Teosinte/Maize	7	56703518	56703675	0.88991	7	56703573	56708572	Gene_up_5k	102
CG	Teosinte/Maize	7	58458786	58459135	0.608271	7	58454639	58467709	Intergenic	349
CG	Teosinte/Maize	7	59493088	59493314	0.412623	7	59490934	59512999	TE	226
CG	Teosinte/Maize	7	62534966	62535214	0.563574	7	62514109	62580654	TE	248
CG	Teosinte/Maize	7	63016976	63018207	0.576527	7	63007337	63018554	Intergenic	1231
CG	Teosinte/Maize	7	63208178	63208301	0.58615	7	63207872	63212871	Gene_up_5k	123
CG	Teosinte/Maize	7	64303691	64304474	-0.551558	7	64303031	64309184	Intergenic	783
CG	Teosinte/Maize	7	65559605	65560060	0.490556	7	65559551	65564759	Intergenic	455
CG	Teosinte/Maize	7	67411637	67411892	0.51712	7	67379041	67459434	TE	255
CG	Teosinte/Maize	7	69494573	69494822	0.633676	7	69450765	69518965	TE	249
CG	Teosinte/Maize	7	70602099	70602615	-0.690449	7	70602002	70607001	Gene_up_5k	516
CG	Teosinte/Maize	7	70977182	70977859	0.734622	7	70976309	71025406	TE	677
CG	Teosinte/Maize	7	72473870	72474077	-0.829248	7	72466400	72474418	TE	207
CG	Teosinte/Maize	7	73117395	73117982	0.590309	7	73116622	73133750	TE	587
CG	Teosinte/Maize	7	73808396	73808696	0.910871	7	73796521	73809196	Intergenic	300
CG	Teosinte/Maize	7	73815122	73815281	-0.511548	7	73812545	73817544	Gene_up_5k	159
CG	Teosinte/Maize	7	73961204	73961490	0.821978	7	73939669	74038888	TE	286
CG	Teosinte/Maize	7	73977529	73977896	0.8269	7	73939669	74038888	TE	367
CG	Teosinte/Maize	7	75744007	75744413	0.510825	7	75724353	75745365	TE	406
CG	Teosinte/Maize	7	75979972	75980866	-0.495556	7	75980411	75983554	TE	455
CG	Teosinte/Maize	7	76621844	76622006	0.414804	7	76619136	76626761	TE	162
CG	Teosinte/Maize	7	78545222	78546112	0.886401	7	78537346	78548721	Intergenic	890
CG	Teosinte/Maize	7	79300532	79301726	0.503599	7	79298849	79302513	TE	1194
CG	Teosinte/Maize	7	79911437	79911679	-0.437204	7	79911404	79911614	Exon	177
CG	Teosinte/Maize	7	81246297	81246628	0.566848	7	81244073	81248639	Intergenic	331
CG	Teosinte/Maize	7	81364467	81364693	0.628848	7	81361335	81371427	Intergenic	226
CG	Teosinte/Maize	7	83123009	83123725	-0.560056	7	83096807	83125856	Intergenic	716
CG	Teosinte/Maize	7	83239745	83240186	-0.579227	7	83227401	83240355	Intergenic	441
CG	Teosinte/Maize	7	83557315	83557493	-0.420189	7	83557092	83562160	Intergenic	178
CG	Teosinte/Maize	7	84825397	84825920	-0.676197	7	84822006	84827005	Gene_up_5k	523
CG	Teosinte/Maize	7	86386386	86386797	0.473176	7	86380549	86393536	Intergenic	411
CG	Teosinte/Maize	7	86388378	86388443	0.446937	7	86380549	86393536	Intergenic	65
CG	Teosinte/Maize	7	86597721	86599266	0.419576	7	86597314	86604521	TE	1545
CG	Teosinte/Maize	7	87583717	87584029	0.814293	7	87579241	87589112	Intergenic	312
CG	Teosinte/Maize	7	87913467	87913837	-0.53737	7	87909319	87921317	TE	370
CG	Teosinte/Maize	7	88809743	88810368	0.462217	7	88790991	88814191	Intergenic	625
CG	Teosinte/Maize	7	88827501	88827635	0.838966	7	88826168	88829970	Intergenic	134
CG	Teosinte/Maize	7	88855695	88856011	0.914493	7	88855327	88871662	TE	316
CG	Teosinte/Maize	7	91839694	91839898	0.914078	7	91836808	91843190	Intergenic	204
CG	Teosinte/Maize	7	96334654	96334912	0.623918	7	96317449	96335546	TE	258
CG	Teosinte/Maize	7	96521091	96522006	-0.44405	7	96519846	96524845	Gene_up_5k	915
CG	Teosinte/Maize	7	98398653	98398815	0.423873	7	98397004	98415968	TE	162
CG	Teosinte/Maize	7	98804341	98804846	-0.485191	7	98800140	98807205	TE	505
CG	Teosinte/Maize	7	99025733	99026066	0.401515	7	99025908	99026032	Intron	124
CG	Teosinte/Maize	7	99031135	99031627	0.874801	7	98995155	99031643	Exon	492
CG	Teosinte/Maize	7	99211158	99212434	0.434348	7	99208813	99212135	Intergenic	977
CG	Teosinte/Maize	7	101684426	101684698	0.667013	7	101681348	101692472	TE	272
CG	Teosinte/Maize	7	103465842	103466071	-0.620031	7	103462817	103467816	Gene_up_5k	229
CG	Teosinte/Maize	7	106856634	106856944	0.47409	7	106854716	106856804	Intron	170
CG	Teosinte/Maize	7	107530728	107530850	0.796152	7	107530501	107530859	Exon	122
CG	Teosinte/Maize	7	107645492	107645784	0.818581	7	107641111	107654162	TE	292
CG	Teosinte/Maize	7	113839132	113839393	0.461496	7	113837948	113842045	Intergenic	261
CG	Teosinte/Maize	7	115060300	115060529	-0.522004	7	114987756	115065187	TE	229
CG	Teosinte/Maize	7	116280739	116281807	0.508051	7	116272212	116282925	TE	1068
CG	Teosinte/Maize	7	121654097	121654745	0.443551	7	121646356	121659804	TE	648
CG	Teosinte/Maize	7	123023227	123023314	-0.919155	7	123019422	123026645	Intergenic	87
CG	Teosinte/Maize	7	123062198	123062503	-0.850328	7	123029124	123096567	TE	305
CG	Teosinte/Maize	7	126953219	126953799	0.711617	7	126952363	126957362	Gene_up_5k	580
CG	Teosinte/Maize	7	127260206	127260661	0.751383	7	127258947	127263946	Gene_up_5k	455
CG	Teosinte/Maize	7	127317093	127318085	-0.480201	7	127315049	127322067	Exon	992
CG	Teosinte/Maize	7	129500639	129500851	-0.517082	7	129499980	129501479	Exon	212
CG	Teosinte/Maize	7	130050809	130051403	0.760414	7	130048390	130053389	Gene_up_5k	594
CG	Teosinte/Maize	7	130463478	130463858	-0.44405	7	130452812	130469770	TE	380
CG	Teosinte/Maize	7	130464175	130464342	-0.608186	7	130452812	130469770	TE	167
CG	Teosinte/Maize	7	131541881	131542097	0.480705	7	131541445	131546872	TE	216
CG	Teosinte/Maize	7	133451593	133451756	-0.434247	7	133449801	133467800	Intergenic	163
CG	Teosinte/Maize	7	143760160	143760342	0.427636	7	143755610	143760799	TE	182
CG	Teosinte/Maize	7	144088875	144089184	-0.41138	7	144084366	144089365	Gene_down_5k	309
CG	Teosinte/Maize	7	147098163	147098430	-0.478054	7	147096084	147101083	Gene_up_5k	267
CG	Teosinte/Maize	7	147358396	147358678	0.902703	7	147346346	147361021	Exon	282
CG	Teosinte/Maize	7	147359442	147360048	0.896275	7	147359707	147364706	Gene_down_5k	341
CG	Teosinte/Maize	7	147360582	147360761	0.697292	7	147359707	147364706	Gene_down_5k	179
CG	Teosinte/Maize	7	148694475	148694650	0.617804	7	148691056	148696055	Gene_up_5k	175
CG	Teosinte/Maize	7	154732339	154732596	0.781099	7	154731557	154736556	Gene_down_5k	257
CG	Teosinte/Maize	7	155446976	155448001	-0.668399	7	155444467	155456360	TE	1025
CG	Teosinte/Maize	7	155508725	155509148	-0.51255	7	155504603	155509602	Gene_up_5k	423
CG	Teosinte/Maize	7	155899732	155900006	-0.439645	7	155897979	155902978	Gene_up_5k	274
CG	Teosinte/Maize	7	158092923	158093089	0.459457	7	158092239	158103025	TE	166
CG	Teosinte/Maize	7	161670252	161670502	0.543747	7	161667035	161672034	Gene_up_5k	250
CG	Teosinte/Maize	7	161767585	161767769	-0.478381	7	161764376	161769375	Gene_down_5k	184
CG	Teosinte/Maize	7	166410401	166411350	0.587748	7	166407514	166414298	Intergenic	949
CG	Teosinte/Maize	7	166523350	166523568	0.813915	7	166518983	166525943	Intergenic	218
CG	Teosinte/Maize	7	176573959	176574050	0.614486	7	176570779	176575778	Gene_up_5k	91
CG	Teosinte/Maize	7	177355213	177355729	0.558151	7	177355413	177355875	Intron	316
CG	Teosinte/Maize	7	177356890	177357153	0.407693	7	177356913	177357579	Exon	240
CG	Teosinte/Maize	7	180294918	180295216	0.817425	7	180294663	180299662	Gene_down_5k	298
CG	Teosinte/Maize	7	181813708	181813884	0.842274	7	181810720	181819093	TE	176
CG	Teosinte/Maize	7	181987717	181987978	0.578556	7	181987742	181987991	Exon	236
CG	Teosinte/Maize	8	6512835	6513381	0.583799	8	6512708	6513402	Exon	546
CG	Teosinte/Maize	8	8001206	8001556	0.417949	8	7999646	8002241	Intergenic	350
CG	Teosinte/Maize	8	8473935	8474235	-0.525014	8	8454946	8475384	Exon	300
CG	Teosinte/Maize	8	13628293	13629221	0.485549	8	13588843	13677753	TE	928
CG	Teosinte/Maize	8	15278073	15280580	-0.462549	8	15276961	15281960	Gene_down_5k	2507
CG	Teosinte/Maize	8	15902687	15903954	0.603672	8	15902706	15903064	Exon	358
CG	Teosinte/Maize	8	16878181	16878522	0.77496	8	16878179	16878356	Exon	175
CG	Teosinte/Maize	8	23586133	23586344	0.641166	8	23584545	23588619	Intergenic	211
CG	Teosinte/Maize	8	29000397	29000910	0.655259	8	28998857	29003856	Gene_down_5k	513
CG	Teosinte/Maize	8	31656844	31657496	0.85469	8	31655604	31665940	TE	652
CG	Teosinte/Maize	8	32564391	32564768	0.737302	8	32563913	32568912	Gene_up_5k	377
CG	Teosinte/Maize	8	36817892	36818242	-0.401339	8	36817445	36818866	Exon	350
CG	Teosinte/Maize	8	37562215	37563244	0.43989	8	37559693	37564692	Gene_down_5k	1029
CG	Teosinte/Maize	8	37777034	37777208	-0.675295	8	37772527	37778218	Intergenic	174
CG	Teosinte/Maize	8	39632873	39633304	0.48675	8	39632766	39634586	Exon	431
CG	Teosinte/Maize	8	40627987	40628275	-0.741575	8	40625094	40630093	Gene_up_5k	288
CG	Teosinte/Maize	8	44267789	44267962	0.785533	8	44265817	44269000	Intron	173
CG	Teosinte/Maize	8	46798575	46798838	0.628142	8	46794392	46799391	Gene_down_5k	263
CG	Teosinte/Maize	8	47046374	47046516	0.439511	8	47046407	47046681	Intergenic	109
CG	Teosinte/Maize	8	47156099	47156401	-0.461145	8	47152015	47157014	Gene_up_5k	302
CG	Teosinte/Maize	8	47410971	47411908	-0.485023	8	47388186	47462411	TE	937
CG	Teosinte/Maize	8	47907433	47908726	-0.710891	8	47907023	47912007	Intron	1293
CG	Teosinte/Maize	8	47994866	47995445	0.44734	8	47990106	47998411	Intergenic	579
CG	Teosinte/Maize	8	48142761	48143300	-0.49783	8	48142733	48165789	Intergenic	539
CG	Teosinte/Maize	8	48670317	48670548	-0.449574	8	48667283	48686915	TE	231
CG	Teosinte/Maize	8	49764579	49764659	-0.418051	8	49761774	49769395	Intergenic	80
CG	Teosinte/Maize	8	50618139	50618719	-0.552334	8	50616053	50633750	TE	580
CG	Teosinte/Maize	8	51430918	51431414	-0.507433	8	51421654	51442516	TE	496
CG	Teosinte/Maize	8	57885096	57885243	0.629124	8	57884875	57889340	Exon	147
CG	Teosinte/Maize	8	60115652	60116054	0.842961	8	60108749	60126190	TE	402
CG	Teosinte/Maize	8	61603681	61604514	0.522238	8	61603023	61604192	Exon	511
CG	Teosinte/Maize	8	61798742	61799036	0.486663	8	61798049	61807842	Intergenic	294
CG	Teosinte/Maize	8	70204893	70204974	0.48368	8	70204639	70205801	Exon	81
CG	Teosinte/Maize	8	71195800	71196175	0.520292	8	71188355	71212086	TE	375
CG	Teosinte/Maize	8	71203529	71203811	0.62846	8	71188355	71212086	TE	282
CG	Teosinte/Maize	8	72862720	72862984	-0.718882	8	72860032	72865031	Gene_down_5k	264
CG	Teosinte/Maize	8	73350469	73350694	-0.467873	8	73349558	73351216	Exon	225
CG	Teosinte/Maize	8	73468304	73468839	-0.535987	8	73467308	73468804	Exon	500
CG	Teosinte/Maize	8	74205319	74205469	0.840907	8	74205128	74206555	Exon	150
CG	Teosinte/Maize	8	75153334	75153558	0.845332	8	75152433	75157432	Gene_up_5k	224
CG	Teosinte/Maize	8	75591864	75592171	0.449653	8	75585574	75596562	Intergenic	307
CG	Teosinte/Maize	8	79026791	79027010	-0.401295	8	79022428	79053328	TE	219
CG	Teosinte/Maize	8	79050128	79050334	0.520483	8	79022428	79053328	TE	206
CG	Teosinte/Maize	8	79836508	79836825	0.629241	8	79832610	79837609	Gene_up_5k	317
CG	Teosinte/Maize	8	80749905	80750195	0.726165	8	80745391	80750390	Gene_up_5k	290
CG	Teosinte/Maize	8	81398646	81399151	-0.830777	8	81395218	81401385	TE	505
CG	Teosinte/Maize	8	91899233	91899374	0.501997	8	91896386	91908760	TE	141
CG	Teosinte/Maize	8	91901671	91902117	-0.447347	8	91896386	91908760	TE	446
CG	Teosinte/Maize	8	94987997	94988405	0.473521	8	94988182	94988412	Exon	223
CG	Teosinte/Maize	8	97095823	97096411	0.805519	8	97083347	97158964	TE	588
CG	Teosinte/Maize	8	98058211	98058530	0.921229	8	98055473	98060472	Gene_down_5k	319
CG	Teosinte/Maize	8	98476563	98476667	-0.422535	8	98472524	98480715	Intergenic	104
CG	Teosinte/Maize	8	98626742	98627020	0.412759	8	98621684	98627938	TE	278
CG	Teosinte/Maize	8	98628362	98628575	0.87114	8	98627939	98628969	Intergenic	213
CG	Teosinte/Maize	8	98909068	98909486	0.449699	8	98907267	98921842	Intergenic	418
CG	Teosinte/Maize	8	98909825	98910004	0.410752	8	98907267	98921842	Intergenic	179
CG	Teosinte/Maize	8	98926917	98927611	0.677372	8	98921843	98928075	TE	694
CG	Teosinte/Maize	8	99276392	99276949	0.626188	8	99273127	99278126	Gene_up_5k	557
CG	Teosinte/Maize	8	99369624	99369921	0.479698	8	99367550	99372549	Gene_up_5k	297
CG	Teosinte/Maize	8	99681322	99681802	0.725267	8	99681625	99683444	Intron	177
CG	Teosinte/Maize	8	99808111	99808270	0.623483	8	99796855	99816006	TE	159
CG	Teosinte/Maize	8	100003231	100003382	0.877613	8	100001051	100003421	Exon	151
CG	Teosinte/Maize	8	100006962	100007237	0.493098	8	100003422	100008421	Gene_up_5k	275
CG	Teosinte/Maize	8	100398621	100399139	-0.426515	8	100397133	100401114	Intron	518
CG	Teosinte/Maize	8	101390404	101390662	0.611593	8	101388528	101393527	Gene_down_5k	258
CG	Teosinte/Maize	8	102409725	102409893	0.436911	8	102408407	102413406	Gene_down_5k	168
CG	Teosinte/Maize	8	102629678	102629884	-0.425757	8	102612661	102636243	TE	206
CG	Teosinte/Maize	8	105194264	105194693	-0.6921	8	105193010	105236684	TE	429
CG	Teosinte/Maize	8	105269764	105270220	0.403335	8	105266285	105271828	Intergenic	456
CG	Teosinte/Maize	8	107234321	107234526	0.404662	8	107234377	107234701	Exon	149
CG	Teosinte/Maize	8	107984333	107984423	0.491965	8	107979844	107984843	Gene_up_5k	90
CG	Teosinte/Maize	8	108027368	108027534	0.814974	8	107976627	108032114	TE	166
CG	Teosinte/Maize	8	108068030	108068520	0.761137	8	108039766	108072071	TE	490
CG	Teosinte/Maize	8	109545058	109545304	-0.475199	8	109537670	109548753	Intron	246
CG	Teosinte/Maize	8	112803035	112803253	0.673138	8	112799823	112804524	Intergenic	218
CG	Teosinte/Maize	8	113167229	113167466	0.482802	8	113164818	113169817	Gene_up_5k	237
CG	Teosinte/Maize	8	117496271	117496591	-0.424434	8	117496394	117496661	Exon	197
CG	Teosinte/Maize	8	120249954	120250325	0.42604	8	120224399	120278461	TE	371
CG	Teosinte/Maize	8	128894230	128894463	-0.480332	8	128892121	128897120	Gene_down_5k	233
CG	Teosinte/Maize	8	129348116	129348742	0.494081	8	129346635	129351634	Gene_down_5k	626
CG	Teosinte/Maize	8	130213179	130214353	0.457373	8	130203635	130217655	Intergenic	1174
CG	Teosinte/Maize	8	134840623	134840807	-0.426918	8	134839693	134840960	Intron	184
CG	Teosinte/Maize	8	135540695	135541128	-0.432068	8	135540640	135540986	Intron	291
CG	Teosinte/Maize	8	135969172	135969381	0.919758	8	135959812	136004215	Intergenic	209
CG	Teosinte/Maize	8	137530662	137530797	0.487541	8	137530714	137530856	Exon	83
CG	Teosinte/Maize	8	138813096	138813536	0.578921	8	138808684	138813683	Gene_down_5k	440
CG	Teosinte/Maize	8	143118314	143118474	0.823671	8	143110305	143122188	TE	160
CG	Teosinte/Maize	8	148354023	148354253	0.887019	8	148353914	148354592	Intergenic	230
CG	Teosinte/Maize	8	148838316	148838460	-0.524039	8	148833757	148838756	Gene_down_5k	144
CG	Teosinte/Maize	8	152692067	152692171	0.749471	8	152691181	152696180	Gene_up_5k	104
CG	Teosinte/Maize	8	153076461	153076605	0.480868	8	153074388	153079387	Gene_down_5k	144
CG	Teosinte/Maize	8	155339673	155339843	0.835957	8	155337607	155342606	Gene_down_5k	170
CG	Teosinte/Maize	8	155686764	155687389	0.511674	8	155680958	155693332	TE	625
CG	Teosinte/Maize	8	156210532	156210710	-0.408837	8	156208291	156217532	Intergenic	178
CG	Teosinte/Maize	8	156693476	156694138	0.593729	8	156693336	156694580	Exon	662
CG	Teosinte/Maize	8	158313132	158313435	0.510891	8	158310797	158315796	Gene_down_5k	303
CG	Teosinte/Maize	8	158906435	158906580	-0.563814	8	158905685	158906986	Exon	145
CG	Teosinte/Maize	8	159831171	159831334	-0.411891	8	159830548	159835547	Gene_up_5k	163
CG	Teosinte/Maize	8	161050691	161050884	0.716429	8	161034044	161053622	TE	193
CG	Teosinte/Maize	8	161664251	161664473	-0.774432	8	161661961	161666960	Gene_down_5k	222
CG	Teosinte/Maize	8	162231356	162231530	-0.857702	8	162229630	162234833	Intron	174
CG	Teosinte/Maize	8	168887103	168887415	-0.464555	8	168886668	168891557	TE	312
CG	Teosinte/Maize	8	172149143	172149269	0.40344	8	172143892	172150668	TE	126
CG	Teosinte/Maize	8	172434924	172435138	0.654998	8	172430434	172435433	Gene_up_5k	214
CG	Teosinte/Maize	8	176657567	176657736	-0.459309	8	176657308	176662307	Gene_up_5k	169
CG	Teosinte/Maize	8	179514754	179514917	0.606685	8	179511302	179516301	Gene_up_5k	163
CG	Teosinte/Maize	9	154314	154728	0.499101	9	135396	156287	TE	414
CG	Teosinte/Maize	9	454354	455156	0.533386	9	417744	460088	TE	802
CG	Teosinte/Maize	9	1462045	1462758	0.867266	9	1460494	1466542	TE	713
CG	Teosinte/Maize	9	1604402	1604831	-0.601123	9	1601159	1618909	TE	429
CG	Teosinte/Maize	9	1714322	1714560	0.455566	9	1714014	1714612	Exon	238
CG	Teosinte/Maize	9	1715130	1715350	0.778835	9	1709448	1721429	TE	220
CG	Teosinte/Maize	9	1779901	1780228	0.737692	9	1779482	1840100	TE	327
CG	Teosinte/Maize	9	1839453	1839600	0.438561	9	1839189	1839743	Exon	147
CG	Teosinte/Maize	9	1840234	1840577	0.812327	9	1840276	1840701	Exon	301
CG	Teosinte/Maize	9	4328080	4328171	0.815742	9	4326182	4331181	Gene_up_5k	91
CG	Teosinte/Maize	9	7163735	7164203	0.406457	9	7149118	7167106	TE	468
CG	Teosinte/Maize	9	7903400	7904053	0.419341	9	7902713	7964002	TE	653
CG	Teosinte/Maize	9	11191629	11192274	0.896992	9	11192050	11192433	Exon	224
CG	Teosinte/Maize	9	13119465	13119747	-0.547467	9	13118689	13119810	Exon	282
CG	Teosinte/Maize	9	14534878	14534972	0.666068	9	14532960	14537959	Gene_up_5k	94
CG	Teosinte/Maize	9	16491505	16491993	0.885016	9	16491567	16492075	Exon	426
CG	Teosinte/Maize	9	16846835	16847206	-0.45065	9	16842687	16847686	Gene_down_5k	371
CG	Teosinte/Maize	9	17292559	17292759	0.934866	9	17253056	17334106	TE	200
CG	Teosinte/Maize	9	17522446	17522771	0.660994	9	17519712	17524711	Gene_down_5k	325
CG	Teosinte/Maize	9	17763964	17764185	0.547998	9	17762933	17767932	Gene_down_5k	221
CG	Teosinte/Maize	9	17829492	17830050	0.891273	9	17827504	17832503	Gene_down_5k	558
CG	Teosinte/Maize	9	17847814	17848372	0.897637	9	17847114	17850277	Intergenic	558
CG	Teosinte/Maize	9	20088525	20088608	0.558549	9	20088537	20088583	Exon	46
CG	Teosinte/Maize	9	20171360	20171515	0.786203	9	20170773	20173265	Exon	155
CG	Teosinte/Maize	9	21223510	21224076	0.570182	9	21215823	21226457	Intergenic	566
CG	Teosinte/Maize	9	21285176	21285707	0.520891	9	21274828	21292796	TE	531
CG	Teosinte/Maize	9	21878232	21878932	-0.475279	9	21878285	21878490	Intron	205
CG	Teosinte/Maize	9	22154560	22154829	0.451621	9	22151501	22156500	Gene_down_5k	269
CG	Teosinte/Maize	9	24927647	24927922	-0.65358	9	24925065	24930064	Gene_up_5k	275
CG	Teosinte/Maize	9	36011438	36012356	-0.643694	9	36010264	36011962	Intron	524
CG	Teosinte/Maize	9	36015260	36015471	-0.677269	9	36013890	36018889	Gene_down_5k	211
