Chr_1	S1	E1	Chr_2	S2	E2	Contacts
2	27644396	27648064	2	29021971	29025354	1
2	27769277	27772103	2	27781341	27783505	1
2	27772841	27774914	2	27781341	27783505	1
2	27772841	27774914	2	27815683	27818964	1
2	27772841	27774914	2	27821013	27823214	2
2	27781341	27783505	2	27815683	27818964	1
2	27781341	27783505	2	28152087	28155082	1
2	27781341	27783505	2	28307154	28314049	1
2	27821013	27823214	2	27986674	27989563	1
2	27821013	27823214	2	28081113	28084368	1
2	27821013	27823214	2	28085663	28089736	1
2	27821013	27823214	2	28933470	28935567	1
2	27855758	27857908	2	29021971	29025354	1
2	27928334	27931156	2	27938106	27940758	1
2	27928334	27931156	2	27986674	27989563	2
2	27928334	27931156	2	27994945	27998595	1
2	27938106	27940758	2	27994945	27998595	1
2	27938106	27940758	2	28254384	28260904	1
2	27986674	27989563	2	28307154	28314049	1
2	27994945	27998595	2	28152087	28155082	1
2	28081113	28084368	2	28095588	28097882	2
2	28081113	28084368	2	28246144	28250844	1
2	28081113	28084368	2	29144269	29146079	1
2	28081113	28084368	2	29175580	29178365	1
2	28085663	28089736	2	28349607	28351922	1
2	28085663	28089736	2	29021971	29025354	1
2	28095588	28097882	2	28155729	28158542	1
2	28095588	28097882	2	28203967	28205920	1
2	28095588	28097882	2	28246144	28250844	1
2	28095588	28097882	2	29021971	29025354	1
2	28152087	28155082	2	28203967	28205920	1
2	28155729	28158542	2	28498433	28501339	1
2	28221923	28224359	2	28254384	28260904	1
2	28239125	28242051	2	28246144	28250844	1
2	28239125	28242051	2	28254384	28260904	3
2	28239125	28242051	2	28307154	28314049	3
2	28239125	28242051	2	28349607	28351922	1
2	28239125	28242051	2	28469966	28471800	1
2	28239125	28242051	2	29216913	29220289	1
2	28246144	28250844	2	28254384	28260904	5
2	28246144	28250844	2	28262604	28267660	1
2	28246144	28250844	2	28307154	28314049	2
2	28246144	28250844	2	28353143	28355546	1
2	28246144	28250844	2	28743340	28747529	1
2	28246144	28250844	2	28749846	28752738	1
2	28254384	28260904	2	28262604	28267660	1
2	28254384	28260904	2	28294963	28297371	1
2	28254384	28260904	2	28307154	28314049	8
2	28254384	28260904	2	28373555	28378013	1
2	28254384	28260904	2	28428389	28431283	2
2	28254384	28260904	2	28743340	28747529	1
2	28254384	28260904	2	28749846	28752738	2
2	28254384	28260904	2	29298227	29301194	1
2	28254384	28260904	2	29458208	29463420	1
2	28262604	28267660	2	28307154	28314049	5
2	28262604	28267660	2	28349607	28351922	1
2	28262604	28267660	2	28373555	28378013	1
2	28262604	28267660	2	28498433	28501339	1
2	28307154	28314049	2	28349607	28351922	2
2	28307154	28314049	2	28353143	28355546	2
2	28307154	28314049	2	28428389	28431283	3
2	28307154	28314049	2	28469966	28471800	1
2	28307154	28314049	2	28494432	28496310	1
2	28307154	28314049	2	29042263	29044848	1
2	28307154	28314049	2	29144269	29146079	1
2	28307154	28314049	2	29236751	29239818	1
2	28307154	28314049	2	29551273	29553799	1
2	28307154	28314049	2	29675404	29678615	1
2	28349607	28351922	2	28373555	28378013	1
2	28349607	28351922	2	29551273	29553799	1
2	28353143	28355546	2	28373555	28378013	2
2	28353143	28355546	2	28743340	28747529	1
2	28353143	28355546	2	29551273	29553799	1
2	28353143	28355546	2	30348362	30350572	1
2	28373555	28378013	2	28428389	28431283	1
2	28373555	28378013	2	28469966	28471800	1
2	28373555	28378013	2	28494432	28496310	1
2	28373555	28378013	2	28622609	28625497	1
2	28373555	28378013	2	29236751	29239818	1
2	28373555	28378013	2	29546610	29548267	1
2	28469966	28471800	2	28498433	28501339	1
2	28494432	28496310	2	28749846	28752738	1
2	28494432	28496310	2	28950781	28952843	1
2	28498433	28501339	2	28743340	28747529	2
2	28622609	28625497	2	28631729	28633518	1
2	28622609	28625497	2	28743340	28747529	1
2	28622609	28625497	2	29216913	29220289	1
2	28631729	28633518	2	28866429	28869021	1
2	28631729	28633518	2	28933470	28935567	1
2	28631729	28633518	2	28969902	28972258	1
2	28743340	28747529	2	28749846	28752738	1
2	28743340	28747529	2	28884693	28887634	1
2	28743340	28747529	2	29021971	29025354	1
2	28743340	28747529	2	29267745	29270112	1
2	28743340	28747529	2	29361394	29362817	1
2	28749846	28752738	2	28866429	28869021	1
2	28749846	28752738	2	28884693	28887634	1
2	28749846	28752738	2	28957031	28959446	1
2	28749846	28752738	2	28975761	28978271	1
2	28749846	28752738	2	29216913	29220289	2
2	28749846	28752738	2	29236751	29239818	1
2	28866429	28869021	2	29027779	29030970	1
2	28884693	28887634	2	28933470	28935567	1
2	28884693	28887634	2	28941160	28943081	1
2	28884693	28887634	2	29021971	29025354	1
2	28884693	28887634	2	29171162	29174210	2
2	28884693	28887634	2	29424931	29426854	1
2	28941160	28943081	2	28950781	28952843	1
2	28941160	28943081	2	29467271	29470813	1
2	28950781	28952843	2	28957031	28959446	4
2	28950781	28952843	2	28969902	28972258	2
2	28950781	28952843	2	29027779	29030970	1
2	28957031	28959446	2	28969902	28972258	4
2	28957031	28959446	2	29021971	29025354	1
2	28957031	28959446	2	29144269	29146079	1
2	28957031	28959446	2	29537496	29542170	1
2	28964993	28966868	2	28969902	28972258	1
2	28964993	28966868	2	29021971	29025354	1
2	28969902	28972258	2	28975761	28978271	1
2	28969902	28972258	2	29021971	29025354	1
2	28969902	28972258	2	29042263	29044848	1
2	28969902	28972258	2	29216913	29220289	1
2	28975761	28978271	2	29021971	29025354	2
2	28975761	28978271	2	29144269	29146079	1
2	28975761	28978271	2	29216913	29220289	2
2	28975761	28978271	2	29236751	29239818	1
2	28975761	28978271	2	29404697	29406732	1
2	29021971	29025354	2	29027779	29030970	9
2	29021971	29025354	2	29144269	29146079	1
2	29021971	29025354	2	29171162	29174210	2
2	29021971	29025354	2	29216913	29220289	3
2	29021971	29025354	2	29298227	29301194	1
2	29021971	29025354	2	29361394	29362817	1
2	29021971	29025354	2	29404697	29406732	1
2	29021971	29025354	2	29537496	29542170	1
2	29021971	29025354	2	29625830	29628372	1
2	29021971	29025354	2	29704899	29707311	1
2	29021971	29025354	2	29710057	29712531	1
2	29021971	29025354	2	30849102	30850711	1
2	29027779	29030970	2	29042263	29044848	5
2	29027779	29030970	2	29144269	29146079	2
2	29027779	29030970	2	29216913	29220289	1
2	29027779	29030970	2	29267745	29270112	1
2	29027779	29030970	2	29438851	29442392	1
2	29042263	29044848	2	29216913	29220289	1
2	29042263	29044848	2	29236751	29239818	2
2	29042263	29044848	2	30340729	30346422	1
2	29144269	29146079	2	29171162	29174210	1
2	29144269	29146079	2	29216913	29220289	1
2	29171162	29174210	2	29236751	29239818	1
2	29171162	29174210	2	29335178	29336919	1
2	29171162	29174210	2	29537496	29542170	1
2	29175580	29178365	2	29216913	29220289	1
2	29216913	29220289	2	29236751	29239818	5
2	29216913	29220289	2	29467271	29470813	1
2	29216913	29220289	2	29989185	29991373	1
2	29216913	29220289	2	31167188	31170439	1
2	29236751	29239818	2	29242785	29245251	3
2	29236751	29239818	2	29256196	29258512	1
2	29236751	29239818	2	29267745	29270112	1
2	29236751	29239818	2	29276385	29279552	2
2	29242785	29245251	2	29298227	29301194	1
2	29242785	29245251	2	29396437	29398858	1
2	29242785	29245251	2	29458208	29463420	1
2	29242785	29245251	2	30278157	30279561	1
2	29256196	29258512	2	29276385	29279552	1
2	29256196	29258512	2	30072298	30075853	1
2	29267745	29270112	2	29276385	29279552	1
2	29267745	29270112	2	29404697	29406732	1
2	29267745	29270112	2	29424931	29426854	1
2	29267745	29270112	2	29747045	29749843	1
2	29267745	29270112	2	30051447	30054409	1
2	29276385	29279552	2	29298227	29301194	4
2	29298227	29301194	2	29361394	29362817	1
2	29298227	29301194	2	29458208	29463420	1
2	29298227	29301194	2	30968236	30970215	1
2	29335178	29336919	2	29361394	29362817	1
2	29361394	29362817	2	29366592	29368749	1
2	29361394	29362817	2	29467271	29470813	1
2	29366592	29368749	2	29458208	29463420	1
2	29404697	29406732	2	29467271	29470813	1
2	29424931	29426854	2	29699020	29700768	1
2	29438851	29442392	2	29537496	29542170	1
2	29438851	29442392	2	29551273	29553799	1
2	29438851	29442392	2	30933894	30937197	1
2	29458208	29463420	2	29467271	29470813	3
2	29458208	29463420	2	29537496	29542170	2
2	29458208	29463420	2	29562062	29564256	1
2	29467271	29470813	2	29537496	29542170	1
2	29467271	29470813	2	29551273	29553799	1
2	29467271	29470813	2	29699020	29700768	1
2	29528151	29530638	2	29747045	29749843	1
2	29537496	29542170	2	29546610	29548267	1
2	29537496	29542170	2	29551273	29553799	2
2	29537496	29542170	2	29664707	29666672	1
2	29537496	29542170	2	29699020	29700768	1
2	29537496	29542170	2	29762620	29765389	1
2	29537496	29542170	2	30079570	30083373	1
2	29537496	29542170	2	30709717	30711846	1
2	29546610	29548267	2	29551273	29553799	2
2	29551273	29553799	2	29577875	29579691	1
2	29551273	29553799	2	29625830	29628372	1
2	29551273	29553799	2	29664707	29666672	1
2	29551273	29553799	2	30058837	30061233	1
2	29551273	29553799	2	30533044	30537681	1
2	29562062	29564256	2	29747045	29749843	1
2	29625830	29628372	2	30533044	30537681	1
2	29664707	29666672	2	29828815	29831741	1
2	29699020	29700768	2	30079570	30083373	1
2	29733019	29736242	2	29815711	29819136	1
2	29733019	29736242	2	30968236	30970215	1
2	29815711	29819136	2	30051447	30054409	1
2	29828815	29831741	2	30047474	30049805	1
2	29828815	29831741	2	30051447	30054409	1
2	29828815	29831741	2	30540475	30542719	1
2	29889790	29893652	2	29989185	29991373	1
2	29989185	29991373	2	30084997	30087565	1
2	29995869	29998471	2	30387085	30389921	1
2	30047474	30049805	2	30079570	30083373	1
2	30051447	30054409	2	30058837	30061233	2
2	30051447	30054409	2	30084997	30087565	2
2	30051447	30054409	2	30145243	30146645	1
2	30051447	30054409	2	30540475	30542719	1
2	30058837	30061233	2	30079570	30083373	1
2	30058837	30061233	2	30125438	30128677	1
2	30072298	30075853	2	30079570	30083373	1
2	30072298	30075853	2	30084997	30087565	2
2	30072298	30075853	2	30670287	30671969	1
2	30072298	30075853	2	31032128	31035650	1
2	30079570	30083373	2	30125438	30128677	1
2	30084997	30087565	2	30125438	30128677	2
2	30084997	30087565	2	30305166	30308188	1
2	30084997	30087565	2	30540475	30542719	1
2	30084997	30087565	2	30705646	30708232	1
2	30125438	30128677	2	30201506	30203782	1
2	30125438	30128677	2	30792623	30795757	1
2	30125438	30128677	2	31846946	31849295	1
2	30201506	30203782	2	30340729	30346422	1
2	30201506	30203782	2	30709717	30711846	1
2	30278157	30279561	2	30297055	30299188	1
2	30297055	30299188	2	30340729	30346422	1
2	30297055	30299188	2	30348362	30350572	1
2	30305166	30308188	2	30340729	30346422	2
2	30305166	30308188	2	30447313	30451723	1
2	30338084	30340051	2	30348362	30350572	2
2	30338084	30340051	2	30968236	30970215	1
2	30338084	30340051	2	32314059	32316952	1
2	30340729	30346422	2	30348362	30350572	7
2	30340729	30346422	2	30387085	30389921	2
2	30340729	30346422	2	30447313	30451723	2
2	30340729	30346422	2	30459224	30465141	1
2	30340729	30346422	2	30533044	30537681	2
2	30340729	30346422	2	30670287	30671969	1
2	30340729	30346422	2	30792623	30795757	1
2	30340729	30346422	2	31389373	31394483	1
2	30340729	30346422	2	32082283	32085482	1
2	30348362	30350572	2	30387085	30389921	1
2	30348362	30350572	2	30533044	30537681	1
2	30387085	30389921	2	30533044	30537681	3
2	30387085	30389921	2	30540475	30542719	1
2	30387085	30389921	2	31123914	31126934	1
2	30387085	30389921	2	31389373	31394483	1
2	30447313	30451723	2	30459224	30465141	2
2	30447313	30451723	2	30484349	30486223	1
2	30447313	30451723	2	30533044	30537681	6
2	30447313	30451723	2	30540475	30542719	1
2	30447313	30451723	2	30933894	30937197	1
2	30447313	30451723	2	31110000	31111697	1
2	30447313	30451723	2	31135844	31139171	1
2	30447313	30451723	2	31524435	31527553	1
2	30459224	30465141	2	30533044	30537681	6
2	30459224	30465141	2	30546303	30548708	1
2	30459224	30465141	2	30709717	30711846	1
2	30459224	30465141	2	30726336	30728555	1
2	30459224	30465141	2	30968236	30970215	1
2	30459224	30465141	2	31389373	31394483	1
2	30459224	30465141	2	31746658	31750306	1
2	30484349	30486223	2	30670287	30671969	1
2	30484349	30486223	2	30726336	30728555	1
2	30533044	30537681	2	30540475	30542719	1
2	30533044	30537681	2	31230103	31233054	1
2	30533044	30537681	2	31423939	31425547	1
2	30540475	30542719	2	30546303	30548708	1
2	30540475	30542719	2	31794351	31796943	1
2	30540475	30542719	2	32065542	32069384	1
2	30540475	30542719	2	32495634	32499463	1
2	30546303	30548708	2	30640075	30642894	1
2	30640075	30642894	2	30670287	30671969	1
2	30670287	30671969	2	30705646	30708232	1
2	30670287	30671969	2	31032128	31035650	1
2	30705646	30708232	2	30726336	30728555	1
2	30709717	30711846	2	30792623	30795757	1
2	30709717	30711846	2	32034667	32036957	1
2	30714273	30716960	2	30987138	30990523	1
2	30762842	30766085	2	31499720	31501874	1
2	30762842	30766085	2	31524435	31527553	1
2	30792623	30795757	2	30968236	30970215	1
2	30792623	30795757	2	31704895	31707369	1
2	30933894	30937197	2	30987138	30990523	1
2	30933894	30937197	2	31032128	31035650	1
2	30968236	30970215	2	30987138	30990523	3
2	30987138	30990523	2	31032128	31035650	2
2	30987138	30990523	2	31167188	31170439	1
2	31032128	31035650	2	31083272	31086435	2
2	31032128	31035650	2	31123914	31126934	1
2	31032128	31035650	2	31389373	31394483	1
2	31068913	31071114	2	31135844	31139171	1
2	31083272	31086435	2	31110000	31111697	1
2	31083272	31086435	2	31123914	31126934	1
2	31083272	31086435	2	32474594	32476529	1
2	31110000	31111697	2	32964355	32966833	1
2	31123914	31126934	2	31279696	31282201	2
2	31123914	31126934	2	31356299	31360433	1
2	31123914	31126934	2	31846946	31849295	1
2	31123914	31126934	2	32734411	32736833	1
2	31135844	31139171	2	31279696	31282201	1
2	31135844	31139171	2	31746658	31750306	1
2	31135844	31139171	2	31794351	31796943	1
2	31230103	31233054	2	31279696	31282201	1
2	31356299	31360433	2	31389373	31394483	1
2	31356299	31360433	2	33330938	33335172	1
2	31372193	31374917	2	31389373	31394483	2
2	31372193	31374917	2	31839219	31841767	1
2	31389373	31394483	2	31524435	31527553	2
2	31389373	31394483	2	32425714	32428664	1
2	31389373	31394483	2	32660955	32664017	1
2	31397771	31399149	2	31423939	31425547	1
2	31524435	31527553	2	31605550	31608335	3
2	31524435	31527553	2	31708418	31710491	1
2	31524435	31527553	2	31746658	31750306	1
2	31524435	31527553	2	32088086	32091545	1
2	31605550	31608335	2	31704895	31707369	1
2	31605550	31608335	2	31708418	31710491	3
2	31605550	31608335	2	31746658	31750306	1
2	31605550	31608335	2	31752174	31754861	1
2	31605550	31608335	2	31839219	31841767	1
2	31605550	31608335	2	31846946	31849295	1
2	31643316	31646523	2	31746658	31750306	1
2	31704895	31707369	2	31746658	31750306	1
2	31704895	31707369	2	31752174	31754861	1
2	31704895	31707369	2	31794351	31796943	1
2	31704895	31707369	2	32082283	32085482	1
2	31708418	31710491	2	31794351	31796943	2
2	31708418	31710491	2	32056602	32060569	1
2	31708418	31710491	2	32660955	32664017	1
2	31708418	31710491	2	33100343	33103381	1
2	31746658	31750306	2	31752174	31754861	1
2	31746658	31750306	2	31794351	31796943	2
2	31746658	31750306	2	32306907	32310220	1
2	31746658	31750306	2	32668900	32671302	1
2	31752174	31754861	2	32034667	32036957	1
2	31752174	31754861	2	32461295	32463502	1
2	31794351	31796943	2	31839219	31841767	2
2	31794351	31796943	2	32425714	32428664	1
2	31818051	31819921	2	31846946	31849295	1
2	31818051	31819921	2	32082283	32085482	1
2	31818051	31819921	2	32534032	32536815	1
2	31839219	31841767	2	31846946	31849295	1
2	31839219	31841767	2	32306907	32310220	1
2	31846946	31849295	2	31870934	31873856	1
2	31846946	31849295	2	32034667	32036957	1
2	31846946	31849295	2	32056602	32060569	1
2	31846946	31849295	2	32065542	32069384	1
2	31846946	31849295	2	32082283	32085482	1
2	31846946	31849295	2	32425714	32428664	1
2	31846946	31849295	2	32468295	32470568	1
2	31870934	31873856	2	32088086	32091545	1
2	32029474	32032200	2	32082283	32085482	1
2	32029474	32032200	2	32088086	32091545	1
2	32029474	32032200	2	32436338	32439041	1
2	32029474	32032200	2	32468295	32470568	1
2	32034667	32036957	2	32056602	32060569	2
2	32034667	32036957	2	32082283	32085482	2
2	32034667	32036957	2	32088086	32091545	3
2	32034667	32036957	2	32824668	32826578	1
2	32056602	32060569	2	32082283	32085482	7
2	32056602	32060569	2	32088086	32091545	2
2	32056602	32060569	2	32306907	32310220	2
2	32056602	32060569	2	32314059	32316952	1
2	32056602	32060569	2	32725062	32727722	1
2	32056602	32060569	2	32784112	32785466	1
2	32056602	32060569	2	33100343	33103381	1
2	32065542	32069384	2	32082283	32085482	5
2	32065542	32069384	2	32542392	32545271	1
2	32065542	32069384	2	32725062	32727722	1
2	32082283	32085482	2	32088086	32091545	6
2	32082283	32085482	2	32306907	32310220	1
2	32082283	32085482	2	32461295	32463502	1
2	32082283	32085482	2	32676329	32679331	1
2	32082283	32085482	2	33981278	33985572	1
2	32082283	32085482	2	34010309	34013934	1
2	32088086	32091545	2	32306907	32310220	4
2	32088086	32091545	2	32314059	32316952	1
2	32088086	32091545	2	32337972	32339694	1
2	32088086	32091545	2	32425714	32428664	1
2	32088086	32091545	2	32468295	32470568	1
2	32088086	32091545	2	32534032	32536815	1
2	32088086	32091545	2	32660955	32664017	1
2	32088086	32091545	2	32739432	32741213	1
2	32088086	32091545	2	33954589	33958400	1
2	32088086	32091545	2	33996992	33999937	1
2	32168307	32171016	2	32306907	32310220	2
2	32306907	32310220	2	32314059	32316952	2
2	32306907	32310220	2	32360616	32362757	2
2	32306907	32310220	2	32436338	32439041	1
2	32306907	32310220	2	32468295	32470568	1
2	32306907	32310220	2	32495634	32499463	1
2	32306907	32310220	2	32542392	32545271	1
2	32314059	32316952	2	32337972	32339694	1
2	32314059	32316952	2	32360616	32362757	1
2	32314059	32316952	2	32425714	32428664	3
2	32314059	32316952	2	32468295	32470568	4
2	32314059	32316952	2	32542392	32545271	1
2	32314059	32316952	2	33100343	33103381	1
2	32337972	32339694	2	32432064	32434708	1
2	32337972	32339694	2	32436338	32439041	1
2	32337972	32339694	2	32495634	32499463	1
2	32337972	32339694	2	32534032	32536815	1
2	32360616	32362757	2	32425714	32428664	1
2	32360616	32362757	2	32676329	32679331	1
2	32360616	32362757	2	33003772	33005896	1
2	32425714	32428664	2	32432064	32434708	3
2	32425714	32428664	2	32436338	32439041	1
2	32425714	32428664	2	32468295	32470568	2
2	32425714	32428664	2	32474594	32476529	2
2	32425714	32428664	2	32495634	32499463	1
2	32425714	32428664	2	32542392	32545271	2
2	32425714	32428664	2	32660955	32664017	1
2	32432064	32434708	2	32461295	32463502	1
2	32432064	32434708	2	32495634	32499463	1
2	32436338	32439041	2	32461295	32463502	1
2	32436338	32439041	2	32468295	32470568	1
2	32436338	32439041	2	32495634	32499463	1
2	32436338	32439041	2	33981278	33985572	1
2	32461295	32463502	2	32495634	32499463	1
2	32468295	32470568	2	32474594	32476529	3
2	32468295	32470568	2	32495634	32499463	1
2	32468295	32470568	2	32534032	32536815	1
2	32468295	32470568	2	32660955	32664017	2
2	32468295	32470568	2	32681804	32685935	1
2	32468295	32470568	2	32734411	32736833	1
2	32474594	32476529	2	32495634	32499463	6
2	32474594	32476529	2	32542392	32545271	1
2	32474594	32476529	2	32668900	32671302	1
2	32474594	32476529	2	33546676	33550180	1
2	32495634	32499463	2	32534032	32536815	2
2	32495634	32499463	2	32660955	32664017	1
2	32495634	32499463	2	32668900	32671302	1
2	32534032	32536815	2	32542392	32545271	2
2	32534032	32536815	2	32660955	32664017	1
2	32534032	32536815	2	32668900	32671302	1
2	32534032	32536815	2	32739432	32741213	1
2	32542392	32545271	2	32660955	32664017	1
2	32542392	32545271	2	33003772	33005896	1
2	32649956	32653457	2	33100343	33103381	1
2	32649956	32653457	2	33303302	33306100	2
2	32660955	32664017	2	32668900	32671302	1
2	32660955	32664017	2	32715936	32718303	2
2	32660955	32664017	2	32734411	32736833	2
2	32660955	32664017	2	33981278	33985572	1
2	32668900	32671302	2	32725062	32727722	2
2	32668900	32671302	2	32739432	32741213	1
2	32676329	32679331	2	32681804	32685935	1
2	32681804	32685935	2	32734411	32736833	1
2	32715936	32718303	2	32739432	32741213	1
2	32725062	32727722	2	32734411	32736833	1
2	32734411	32736833	2	34005418	34007789	1
2	32739432	32741213	2	32789615	32791864	1
2	32739432	32741213	2	34079624	34083443	1
2	32784112	32785466	2	33780536	33783227	1
2	32784112	32785466	2	33996992	33999937	1
2	32824668	32826578	2	33003772	33005896	1
2	32827200	32829606	2	34079624	34083443	1
2	32864005	32868845	2	33108713	33112687	1
2	32964355	32966833	2	33100343	33103381	1
2	32964355	32966833	2	33155676	33157479	1
2	33003772	33005896	2	34890476	34893044	1
2	33100343	33103381	2	33108713	33112687	3
2	33100343	33103381	2	33155676	33157479	2
2	33100343	33103381	2	33434209	33438341	1
2	33100343	33103381	2	34990514	34993313	1
2	33108713	33112687	2	33155676	33157479	2
2	33155676	33157479	2	33546676	33550180	1
2	33155676	33157479	2	34617448	34620104	1
2	33303302	33306100	2	33577233	33580811	1
2	33330938	33335172	2	33375150	33377555	1
2	33330938	33335172	2	33991691	33993221	1
2	33434209	33438341	2	33546676	33550180	2
2	33434209	33438341	2	33954589	33958400	1
2	33455384	33458782	2	33473889	33475776	1
2	33455384	33458782	2	33981278	33985572	1
2	33455384	33458782	2	34129315	34132409	1
2	33536544	33538613	2	33981278	33985572	1
2	33577233	33580811	2	33981278	33985572	1
2	33577233	33580811	2	33996992	33999937	1
2	33577233	33580811	2	35035578	35040236	1
2	33764003	33766629	2	33773508	33777946	2
2	33764003	33766629	2	35311809	35314713	1
2	33773508	33777946	2	33780536	33783227	2
2	33773508	33777946	2	33981278	33985572	1
2	33773508	33777946	2	33996992	33999937	1
2	33780536	33783227	2	34005418	34007789	1
2	33780536	33783227	2	34610525	34613132	1
2	33780536	33783227	2	34774664	34777076	1
2	33843412	33846328	2	34896506	34899026	1
2	33914789	33917139	2	34010309	34013934	1
2	33954589	33958400	2	33981278	33985572	2
2	33954589	33958400	2	34447827	34451025	1
2	33981278	33985572	2	33991691	33993221	3
2	33981278	33985572	2	33996992	33999937	4
2	33981278	33985572	2	34079624	34083443	1
2	33981278	33985572	2	34882251	34884474	1
2	33981278	33985572	2	34928579	34932138	1
2	33996992	33999937	2	34005418	34007789	1
2	33996992	33999937	2	34079624	34083443	2
2	33996992	33999937	2	34276112	34278466	1
2	34005418	34007789	2	34010309	34013934	4
2	34005418	34007789	2	34247095	34249374	1
2	34005418	34007789	2	34254657	34256712	1
2	34005418	34007789	2	34610525	34613132	1
2	34005418	34007789	2	34928579	34932138	1
2	34010309	34013934	2	34079624	34083443	1
2	34010309	34013934	2	34129315	34132409	1
2	34010309	34013934	2	34247095	34249374	1
2	34010309	34013934	2	34254657	34256712	1
2	34010309	34013934	2	34928579	34932138	1
2	34010309	34013934	2	35361788	35363453	1
2	34079624	34083443	2	34247095	34249374	1
2	34079624	34083443	2	34709514	34712946	1
2	34079624	34083443	2	35347660	35351068	1
2	34247095	34249374	2	34254657	34256712	2
2	34247095	34249374	2	34276112	34278466	1
2	34254657	34256712	2	34990514	34993313	1
2	34276112	34278466	2	34447827	34451025	1
2	34276112	34278466	2	34606947	34608843	1
2	34276112	34278466	2	34610525	34613132	2
2	34336860	34339746	2	34346908	34348893	1
2	34437870	34440369	2	34447827	34451025	2
2	34447827	34451025	2	34617448	34620104	1
2	34447827	34451025	2	34709514	34712946	1
2	34610525	34613132	2	34617448	34620104	2
2	34617448	34620104	2	35245054	35247962	1
2	34709514	34712946	2	34890476	34893044	3
2	34709514	34712946	2	34896506	34899026	1
2	34709514	34712946	2	35304800	35308193	2
2	34709514	34712946	2	35340371	35342701	1
2	34709514	34712946	2	35514009	35516475	1
2	34774664	34777076	2	35029906	35033594	1
2	34774664	34777076	2	36135974	36137949	1
2	34882251	34884474	2	34890476	34893044	2
2	34882251	34884474	2	34896506	34899026	1
2	34882251	34884474	2	34969032	34973177	1
2	34882251	34884474	2	35064781	35069269	1
2	34890476	34893044	2	34896506	34899026	9
2	34890476	34893044	2	35029906	35033594	1
2	34890476	34893044	2	35035578	35040236	1
2	34890476	34893044	2	35242802	35244463	1
2	34890476	34893044	2	35304800	35308193	1
2	34890476	34893044	2	35311809	35314713	2
2	34890476	34893044	2	36130914	36133739	1
2	34890476	34893044	2	36502870	36512197	1
2	34896506	34899026	2	34928579	34932138	1
2	34896506	34899026	2	34969032	34973177	2
2	34896506	34899026	2	34990514	34993313	2
2	34896506	34899026	2	35029906	35033594	2
2	34896506	34899026	2	35035578	35040236	1
2	34928579	34932138	2	34990514	34993313	1
2	34928579	34932138	2	35035578	35040236	1
2	34969032	34973177	2	34990514	34993313	1
2	34969032	34973177	2	34995391	34997515	1
2	34969032	34973177	2	35029906	35033594	2
2	34969032	34973177	2	35035578	35040236	2
2	34990514	34993313	2	35029906	35033594	3
2	34990514	34993313	2	35035578	35040236	1
2	34990514	34993313	2	35075640	35078840	1
2	34990514	34993313	2	35182436	35184794	1
2	34990514	34993313	2	35347660	35351068	1
2	34990514	34993313	2	35415120	35418093	1
2	34995391	34997515	2	35029906	35033594	1
2	34995391	34997515	2	35075640	35078840	1
2	34995391	34997515	2	35214285	35217520	1
2	35029906	35033594	2	35035578	35040236	2
2	35029906	35033594	2	35064781	35069269	2
2	35029906	35033594	2	35245054	35247962	1
2	35029906	35033594	2	35304800	35308193	1
2	35029906	35033594	2	35311809	35314713	2
2	35029906	35033594	2	35361788	35363453	1
2	35035578	35040236	2	35064781	35069269	2
2	35035578	35040236	2	35075640	35078840	2
2	35035578	35040236	2	35182436	35184794	1
2	35035578	35040236	2	35242802	35244463	4
2	35035578	35040236	2	35245054	35247962	2
2	35035578	35040236	2	35304800	35308193	1
2	35035578	35040236	2	35311809	35314713	1
2	35064781	35069269	2	35075640	35078840	1
2	35064781	35069269	2	35242802	35244463	1
2	35064781	35069269	2	35245054	35247962	1
2	35064781	35069269	2	36103694	36107326	1
2	35075640	35078840	2	35179238	35180553	1
2	35075640	35078840	2	35182436	35184794	1
2	35075640	35078840	2	35214285	35217520	1
2	35075640	35078840	2	35245054	35247962	2
2	35118702	35120587	2	36827401	36830614	1
2	35214285	35217520	2	36861661	36865255	1
2	35242802	35244463	2	35311809	35314713	1
2	35245054	35247962	2	35304800	35308193	3
2	35245054	35247962	2	35311809	35314713	1
2	35245054	35247962	2	35907225	35909737	1
2	35304800	35308193	2	35311809	35314713	5
2	35304800	35308193	2	35340371	35342701	1
2	35304800	35308193	2	35347660	35351068	1
2	35311809	35314713	2	35340371	35342701	1
2	35311809	35314713	2	35385051	35388898	2
2	35311809	35314713	2	35415120	35418093	1
2	35311809	35314713	2	35420619	35423816	1
2	35311809	35314713	2	37259753	37262209	1
2	35340371	35342701	2	35347660	35351068	2
2	35340371	35342701	2	35385051	35388898	1
2	35347660	35351068	2	35385051	35388898	2
2	35347660	35351068	2	35415120	35418093	1
2	35361788	35363453	2	35415120	35418093	1
2	35385051	35388898	2	35420619	35423816	2
2	35385051	35388898	2	36130914	36133739	1
2	35415120	35418093	2	35924757	35926962	1
2	35415120	35418093	2	36103694	36107326	1
2	35415120	35418093	2	36693554	36696130	1
2	35420619	35423816	2	36130914	36133739	1
2	35514009	35516475	2	36827401	36830614	1
2	35514009	35516475	2	37353988	37355610	1
2	35532132	35535925	2	35543287	35546492	1
2	35897098	35899653	2	36693554	36696130	1
2	35907225	35909737	2	36772763	36776375	1
2	35924757	35926962	2	36038168	36042573	1
2	35998494	36000527	2	36130914	36133739	1
2	36038168	36042573	2	37856374	37859660	1
