Context	Comparsion	Chr_D	Start_D	end_D	Chr_F	Start_F	end_F	Feature	Overlap(bp)	Gene_ID	Chr	up_5k	Start	End	down_5k	Strand
CG	Teosinte/Maize	5	131468936	131469151	5	131464616	131469615	Gene_down_5K	215	Zm00001d015921	5	131464616	131469616	131471554	131476554	-
CG	Teosinte/Maize	5	140075043	140075232	5	140072206	140077205	Gene_down_5K	189	Zm00001d016021	5	140062179	140067179	140072205	140077205	+
CG	Teosinte/Maize	5	140075043	140075232	5	140072206	140077205	Gene_down_5K	189	Zm00001d016022	5	140068262	140073262	140074557	140079557	-
CG	Teosinte/Maize	5	150350268	150350401	5	150347205	150352204	Gene_down_5K	133	Zm00001d016199	5	150347205	150352205	150353890	150358890	-
CG	Teosinte/Maize	5	150350268	150350401	5	150347205	150352204	Gene_down_5K	133	Zm00001d016200	5	150350001	150355001	150356922	150361922	-
CG	Teosinte/Maize	5	153027136	153027705	5	153027334	153032333	Gene_down_5K	371	Zm00001d001662	5	153021870	153026870	153027333	153032333	+
CG	Teosinte/Maize	5	155420692	155420992	5	155417718	155422717	Gene_down_5K	300	Zm00001d016277	5	155412891	155417891	155421796	155426796	+
CG	Teosinte/Maize	5	155420692	155420992	5	155417718	155422717	Gene_down_5K	300	Zm00001d016278	5	155417718	155422718	155424151	155429151	-
CG	Teosinte/Maize	5	166583109	166584604	5	166579680	166584679	Gene_down_5K	1495	Zm00001d016532	5	166578492	166583492	166584211	166589211	+
CG	Teosinte/Maize	5	166583109	166584604	5	166579680	166584679	Gene_down_5K	1495	Zm00001d016533	5	166579680	166584680	166589089	166594089	-
CG	Teosinte/Maize	5	175545502	175545768	5	175541931	175546930	Gene_down_5K	266	Zm00001d016771	5	175538104	175543104	175545969	175550969	+
CG	Teosinte/Maize	5	175545502	175545768	5	175541931	175546930	Gene_down_5K	266	Zm00001d016772	5	175541931	175546931	175549078	175554078	-
CG	Teosinte/Maize	5	192512698	192512870	5	192508724	192513723	Gene_down_5K	172	Zm00001d017316	5	192503313	192508313	192508723	192513723	+
CG	Teosinte/Maize	5	192512698	192512870	5	192508724	192513723	Gene_down_5K	172	Zm00001d017317	5	192505272	192510272	192511687	192516687	+
CG	Teosinte/Maize	5	193224800	193225442	5	193220699	193225698	Gene_down_5K	642	Zm00001d017334	5	193204946	193209946	193222922	193227922	-
CG	Teosinte/Maize	5	193224800	193225442	5	193220699	193225698	Gene_down_5K	642	Zm00001d017335	5	193220699	193225699	193229060	193234060	-
CG	Teosinte/Maize	5	203834302	203834541	5	203833442	203838441	Gene_down_5K	239	Zm00001d017675	5	203821875	203826875	203833441	203838441	+
CG	Teosinte/Maize	5	205089135	205089442	5	205085671	205090670	Gene_down_5K	307	Zm00001d017717	5	205077975	205082975	205085670	205090670	+
CG	Teosinte/Maize	5	205089135	205089442	5	205085671	205090670	Gene_down_5K	307	Zm00001d017718	5	205083109	205088109	205091684	205096684	+
CG	Teosinte/Maize	5	205526611	205526929	5	205522426	205527425	Gene_down_5K	318	Zm00001d017731	5	205522426	205527426	205528156	205533156	-
CG	Teosinte/Maize	5	205526611	205526929	5	205522426	205527425	Gene_down_5K	318	Zm00001d017732	5	205526148	205531148	205531960	205536960	-
CG	Teosinte/Maize	5	221584254	221584499	5	221583568	221588567	Gene_down_5K	245	Zm00001d018481	5	221564552	221569552	221583567	221588567	+
CG	Teosinte/Maize	6	1847879	1848723	6	1844044	1849043	Gene_down_5K	844	Zm00001d035015	6	1838376	1843376	1848804	1853804	+
CG	Teosinte/Maize	6	1847879	1848723	6	1844044	1849043	Gene_down_5K	844	Zm00001d035016	6	1844044	1849044	1850408	1855408	-
CG	Teosinte/Maize	6	1850503	1850746	6	1848805	1853804	Gene_down_5K	243	Zm00001d035015	6	1838376	1843376	1848804	1853804	+
CG	Teosinte/Maize	6	1850503	1850746	6	1848805	1853804	Gene_down_5K	243	Zm00001d035016	6	1844044	1849044	1850408	1855408	-
CG	Teosinte/Maize	6	18823907	18824239	6	18823960	18828959	Gene_down_5K	279	Zm00001d035269	6	18816910	18821910	18823959	18828959	+
CG	Teosinte/Maize	6	34748145	34748480	6	34743492	34748491	Gene_down_5K	335	Zm00001d035581	6	34743492	34748492	34749929	34754929	-
CG	Teosinte/Maize	6	47827407	47827647	6	47822782	47827781	Gene_down_5K	240	Zm00001d001345	6	47822782	47827782	47828185	47833185	-
CG	Teosinte/Maize	6	50123075	50123276	6	50121440	50126439	Gene_down_5K	201	Zm00001d035791	6	50121440	50126440	50127438	50132438	-
CG	Teosinte/Maize	6	52292067	52292569	6	52289830	52294829	Gene_down_5K	502	Zm00001d035817	6	52267151	52272151	52289829	52294829	+
CG	Teosinte/Maize	6	87792955	87793246	6	87791940	87796939	Gene_down_5K	291	Zm00001d036422	6	87787051	87792051	87796989	87801989	+
CG	Teosinte/Maize	6	87792955	87793246	6	87791940	87796939	Gene_down_5K	291	Zm00001d036423	6	87791940	87796940	87800583	87805583	-
CG	Teosinte/Maize	6	90961517	90961976	6	90957756	90962755	Gene_down_5K	459	Zm00001d036512	6	90945422	90950422	90957755	90962755	+
CG	Teosinte/Maize	6	90961517	90961976	6	90957756	90962755	Gene_down_5K	459	Zm00001d036513	6	90955081	90960081	90962234	90967234	+
CG	Teosinte/Maize	6	90961517	90961976	6	90957756	90962755	Gene_down_5K	459	Zm00001d036514	6	90959055	90964055	90964574	90969574	+
CG	Teosinte/Maize	6	90961517	90961976	6	90957756	90962755	Gene_down_5K	459	Zm00001d036515	6	90961326	90966326	90966763	90971763	-
CG	Teosinte/Maize	6	91006345	91006985	6	91003967	91008966	Gene_down_5K	640	Zm00001d036517	6	90998697	91003697	91003966	91008966	+
CG	Teosinte/Maize	6	91186033	91186531	6	91183116	91188115	Gene_down_5K	498	Zm00001d036524	6	91176053	91181053	91187266	91192266	+
CG	Teosinte/Maize	6	91186033	91186531	6	91183116	91188115	Gene_down_5K	498	Zm00001d036525	6	91183116	91188116	91194325	91199325	-
CG	Teosinte/Maize	6	106206107	106206667	6	106205505	106210504	Gene_down_5K	560	Zm00001d036911	6	106196899	106201899	106205504	106210504	+
CG	Teosinte/Maize	6	114063538	114063906	6	114062691	114067690	Gene_down_5K	368	Zm00001d037155	6	114056581	114061581	114063536	114068536	+
CG	Teosinte/Maize	6	114063538	114063906	6	114062691	114067690	Gene_down_5K	368	Zm00001d037156	6	114062691	114067691	114081566	114086566	-
CG	Teosinte/Maize	6	122500937	122501180	6	122500883	122505882	Gene_down_5K	243	Zm00001d037352	6	122500883	122505883	122518536	122523536	-
CG	Teosinte/Maize	6	123788650	123789121	6	123786605	123791604	Gene_down_5K	471	Zm00001d037381	6	123778958	123783958	123787517	123792517	+
CG	Teosinte/Maize	6	123788650	123789121	6	123786605	123791604	Gene_down_5K	471	Zm00001d037382	6	123786605	123791605	123793032	123798032	-
CG	Teosinte/Maize	6	133196019	133196365	6	133194982	133199981	Gene_down_5K	346	Zm00001d037658	6	133187852	133192852	133194981	133199981	+
CG	Teosinte/Maize	6	138207645	138207729	6	138203458	138208457	Gene_down_5K	84	Zm00001d037803	6	138203458	138208458	138215829	138220829	-
CG	Teosinte/Maize	6	151448408	151448610	6	151444635	151449634	Gene_down_5K	202	Zm00001d038202	6	151443102	151448102	151448572	151453572	-
CG	Teosinte/Maize	6	151448408	151448610	6	151444635	151449634	Gene_down_5K	202	Zm00001d038203	6	151444635	151449635	151450009	151455009	-
CG	Teosinte/Maize	6	153152041	153152801	6	153150537	153155536	Gene_down_5K	760	Zm00001d038278	6	153144182	153149182	153150536	153155536	+
CG	Teosinte/Maize	6	153152041	153152801	6	153150537	153155536	Gene_down_5K	760	Zm00001d038279	6	153145501	153150501	153151099	153156099	-
CG	Teosinte/Maize	6	160394073	160394198	6	160392780	160397779	Gene_down_5K	125	Zm00001d038577	6	160381564	160386564	160392779	160397779	+
CG	Teosinte/Maize	6	160394073	160394198	6	160392780	160397779	Gene_down_5K	125	Zm00001d038578	6	160386004	160391004	160393071	160398071	+
CG	Teosinte/Maize	6	160394073	160394198	6	160392780	160397779	Gene_down_5K	125	Zm00001d038579	6	160388660	160393660	160396437	160401437	-
CG	Teosinte/Maize	6	161551004	161551419	6	161547342	161552341	Gene_down_5K	415	Zm00001d038642	6	161544380	161549380	161551931	161556931	+
CG	Teosinte/Maize	6	161551004	161551419	6	161547342	161552341	Gene_down_5K	415	Zm00001d038643	6	161547342	161552342	161553494	161558494	-
CG	Teosinte/Maize	6	167325784	167326148	6	167323587	167328586	Gene_down_5K	364	Zm00001d038936	6	167312799	167317799	167323586	167328586	+
CG	Teosinte/Maize	6	167325784	167326148	6	167323587	167328586	Gene_down_5K	364	Zm00001d038937	6	167319066	167324066	167326614	167331614	+
CG	Teosinte/Maize	7	1461520	1461622	7	1460054	1465053	Gene_down_5K	102	Zm00001d018641	7	1457744	1462744	1464165	1469165	+
CG	Teosinte/Maize	7	1461520	1461622	7	1460054	1465053	Gene_down_5K	102	Zm00001d018642	7	1460054	1465054	1470400	1475400	-
CG	Teosinte/Maize	7	3074549	3074774	7	3073149	3078148	Gene_down_5K	225	Zm00001d018718	7	3068742	3073742	3077525	3082525	-
CG	Teosinte/Maize	7	3074549	3074774	7	3073149	3078148	Gene_down_5K	225	Zm00001d018719	7	3073149	3078149	3082707	3087707	-
CG	Teosinte/Maize	7	39340715	39340894	7	39338888	39343887	Gene_down_5K	179	Zm00001d019518	7	39332832	39337832	39338887	39343887	+
CG	Teosinte/Maize	7	46761863	46762353	7	46761923	46766922	Gene_down_5K	430	Zm00001d001140	7	46761923	46766923	46767773	46772773	-
CG	Teosinte/Maize	7	55355583	55355851	7	55351105	55356104	Gene_down_5K	268	Zm00001d019744	7	55345694	55350694	55351104	55356104	+
CG	Teosinte/Maize	7	144088875	144089184	7	144084366	144089365	Gene_down_5K	309	Zm00001d021145	7	144083215	144088215	144096509	144101509	+
CG	Teosinte/Maize	7	144088875	144089184	7	144084366	144089365	Gene_down_5K	309	Zm00001d021146	7	144084366	144089366	144089437	144094437	-
CG	Teosinte/Maize	7	147359442	147360048	7	147359707	147364706	Gene_down_5K	341	Zm00001d021269	7	147341346	147346346	147361021	147366021	-
CG	Teosinte/Maize	7	147359442	147360048	7	147359707	147364706	Gene_down_5K	341	Zm00001d021270	7	147359707	147364707	147365295	147370295	-
CG	Teosinte/Maize	7	147360582	147360761	7	147359707	147364706	Gene_down_5K	179	Zm00001d021269	7	147341346	147346346	147361021	147366021	-
CG	Teosinte/Maize	7	147360582	147360761	7	147359707	147364706	Gene_down_5K	179	Zm00001d021270	7	147359707	147364707	147365295	147370295	-
CG	Teosinte/Maize	7	154732339	154732596	7	154731557	154736556	Gene_down_5K	257	Zm00001d021514	7	154725754	154730754	154731556	154736556	+
CG	Teosinte/Maize	7	161767585	161767769	7	161764376	161769375	Gene_down_5K	184	Zm00001d021736	7	161764376	161769376	161772570	161777570	-
CG	Teosinte/Maize	7	180294918	180295216	7	180294663	180299662	Gene_down_5K	298	Zm00001d022577	7	180294663	180299663	180301605	180306605	-
CG	Teosinte/Maize	8	15278073	15280580	8	15276961	15281960	Gene_down_5K	2507	Zm00001d008631	8	15267221	15272221	15287303	15292303	+
CG	Teosinte/Maize	8	15278073	15280580	8	15276961	15281960	Gene_down_5K	2507	Zm00001d008632	8	15272252	15277252	15280685	15285685	+
CG	Teosinte/Maize	8	15278073	15280580	8	15276961	15281960	Gene_down_5K	2507	Zm00001d008633	8	15276961	15281961	15285618	15290618	-
CG	Teosinte/Maize	8	29000397	29000910	8	28998857	29003856	Gene_down_5K	513	Zm00001d008989	8	28998857	29003857	29006223	29011223	-
CG	Teosinte/Maize	8	37562215	37563244	8	37559693	37564692	Gene_down_5K	1029	Zm00001d009119	8	37553809	37558809	37559692	37564692	+
CG	Teosinte/Maize	8	37562215	37563244	8	37559693	37564692	Gene_down_5K	1029	Zm00001d009121	8	37562615	37567615	37568663	37573663	+
CG	Teosinte/Maize	8	46798575	46798838	8	46794392	46799391	Gene_down_5K	263	Zm00001d009245	8	46787689	46792689	46794391	46799391	+
CG	Teosinte/Maize	8	72862720	72862984	8	72860032	72865031	Gene_down_5K	264	Zm00001d008044	8	72854142	72859142	72860031	72865031	+
CG	Teosinte/Maize	8	72862720	72862984	8	72860032	72865031	Gene_down_5K	264	Zm00001d009605	8	72856164	72861164	72868595	72873595	+
CG	Teosinte/Maize	8	98058211	98058530	8	98055473	98060472	Gene_down_5K	319	Zm00001d010066	8	98048188	98053188	98055472	98060472	+
CG	Teosinte/Maize	8	101390404	101390662	8	101388528	101393527	Gene_down_5K	258	Zm00001d010146	8	101388528	101393528	101397699	101402699	-
CG	Teosinte/Maize	8	102409725	102409893	8	102408407	102413406	Gene_down_5K	168	Zm00001d010159	8	102408407	102413407	102417640	102422640	-
CG	Teosinte/Maize	8	128894230	128894463	8	128892121	128897120	Gene_down_5K	233	Zm00001d010824	8	128888375	128893375	128896851	128901851	+
CG	Teosinte/Maize	8	128894230	128894463	8	128892121	128897120	Gene_down_5K	233	Zm00001d010825	8	128892121	128897121	128901066	128906066	-
CG	Teosinte/Maize	8	129348116	129348742	8	129346635	129351634	Gene_down_5K	626	Zm00001d010835	8	129346635	129351635	129358502	129363502	-
CG	Teosinte/Maize	8	138813096	138813536	8	138808684	138813683	Gene_down_5K	440	Zm00001d011095	8	138808684	138813684	138815295	138820295	-
CG	Teosinte/Maize	8	138813096	138813536	8	138808684	138813683	Gene_down_5K	440	Zm00001d011096	8	138811382	138816382	138824360	138829360	+
CG	Teosinte/Maize	8	148838316	148838460	8	148833757	148838756	Gene_down_5K	144	Zm00001d011370	8	148828239	148833239	148839951	148844951	+
CG	Teosinte/Maize	8	148838316	148838460	8	148833757	148838756	Gene_down_5K	144	Zm00001d011371	8	148833018	148838018	148838090	148843090	+
CG	Teosinte/Maize	8	148838316	148838460	8	148833757	148838756	Gene_down_5K	144	ENSRNA049448817	8	148833018	148838018	148838090	148843090	+
CG	Teosinte/Maize	8	148838316	148838460	8	148833757	148838756	Gene_down_5K	144	Zm00001d011372	8	148833757	148838757	148838829	148843829	-
CG	Teosinte/Maize	8	148838316	148838460	8	148833757	148838756	Gene_down_5K	144	ENSRNA049448409	8	148833757	148838757	148838829	148843829	-
CG	Teosinte/Maize	8	153076461	153076605	8	153074388	153079387	Gene_down_5K	144	Zm00001d008120	8	153069069	153074069	153074387	153079387	+
CG	Teosinte/Maize	8	155339673	155339843	8	155337607	155342606	Gene_down_5K	170	Zm00001d011593	8	155316212	155321212	155335059	155340059	+
CG	Teosinte/Maize	8	155339673	155339843	8	155337607	155342606	Gene_down_5K	170	Zm00001d011594	8	155335260	155340260	155340763	155345763	-
CG	Teosinte/Maize	8	155339673	155339843	8	155337607	155342606	Gene_down_5K	170	Zm00001d011595	8	155337607	155342607	155378292	155383292	-
CG	Teosinte/Maize	8	155686764	155687389	8	155685358	155690357	Gene_down_5K	625	Zm00001d011605	8	155677044	155682044	155685357	155690357	+
CG	Teosinte/Maize	8	158313132	158313435	8	158310797	158315796	Gene_down_5K	303	Zm00001d011676	8	158304275	158309275	158313766	158318766	+
CG	Teosinte/Maize	8	158313132	158313435	8	158310797	158315796	Gene_down_5K	303	Zm00001d011677	8	158305725	158310725	158310796	158315796	+
CG	Teosinte/Maize	8	161664251	161664473	8	161661961	161666960	Gene_down_5K	222	Zm00001d011790	8	161645580	161650580	161666693	161671693	+
CG	Teosinte/Maize	8	161664251	161664473	8	161661961	161666960	Gene_down_5K	222	Zm00001d011791	8	161661961	161666961	161668296	161673296	-
CG	Teosinte/Maize	9	1462045	1462758	9	1460718	1465717	Gene_down_5K	713	Zm00001d044757	9	1437782	1442782	1460717	1465717	+
CG	Teosinte/Maize	9	16846835	16847206	9	16842687	16847686	Gene_down_5K	371	Zm00001d045244	9	16842687	16847687	16848797	16853797	-
CG	Teosinte/Maize	9	17522446	17522771	9	17519712	17524711	Gene_down_5K	325	Zm00001d045269	9	17505977	17510977	17523858	17528858	+
CG	Teosinte/Maize	9	17522446	17522771	9	17519712	17524711	Gene_down_5K	325	Zm00001d045270	9	17519712	17524712	17525650	17530650	-
CG	Teosinte/Maize	9	17763964	17764185	9	17762933	17767932	Gene_down_5K	221	Zm00001d045279	9	17755031	17760031	17762932	17767932	+
CG	Teosinte/Maize	9	17829492	17830050	9	17827504	17832503	Gene_down_5K	558	Zm00001d045280	9	17821549	17826549	17827503	17832503	+
CG	Teosinte/Maize	9	22154560	22154829	9	22151501	22156500	Gene_down_5K	269	Zm00001d045435	9	22143949	22148949	22152483	22157483	+
CG	Teosinte/Maize	9	22154560	22154829	9	22151501	22156500	Gene_down_5K	269	Zm00001d045436	9	22147778	22152778	22156840	22161840	+
CG	Teosinte/Maize	9	22154560	22154829	9	22151501	22156500	Gene_down_5K	269	Zm00001d027067	9	22151501	22156501	22156714	22161714	-
CG	Teosinte/Maize	9	36015260	36015471	9	36013890	36018889	Gene_down_5K	211	Zm00001d045735	9	36004335	36009335	36013889	36018889	+
CG	Teosinte/Maize	9	36017714	36018447	9	36013890	36018889	Gene_down_5K	733	Zm00001d045735	9	36004335	36009335	36013889	36018889	+
CG	Teosinte/Maize	9	58267357	58267594	9	58267412	58272411	Gene_down_5K	182	Zm00001d027100	9	58261612	58266612	58267411	58272411	+
CG	Teosinte/Maize	9	58962857	58963747	9	58962606	58967605	Gene_down_5K	890	Zm00001d046047	9	58912268	58917268	58962605	58967605	+
CG	Teosinte/Maize	9	73619937	73620242	9	73616310	73621309	Gene_down_5K	305	Zm00001d046231	9	73616310	73621310	73635421	73640421	-
CG	Teosinte/Maize	9	76889279	76889543	9	76884764	76889763	Gene_down_5K	264	Zm00001d046253	9	76884764	76889764	76890199	76895199	-
CG	Teosinte/Maize	9	76889279	76889543	9	76884764	76889763	Gene_down_5K	264	Zm00001d046254	9	76886003	76891003	76909916	76914916	+
CG	Teosinte/Maize	9	78334667	78334965	9	78334458	78339457	Gene_down_5K	298	Zm00001d046288	9	78328786	78333786	78334457	78339457	+
CG	Teosinte/Maize	9	79547484	79547622	9	79543451	79548450	Gene_down_5K	138	Zm00001d046305	9	79543451	79548451	79551855	79556855	-
CG	Teosinte/Maize	9	89465935	89466145	9	89461684	89466683	Gene_down_5K	210	Zm00001d046429	9	89461684	89466684	89466923	89471923	-
CG	Teosinte/Maize	9	125665066	125665585	9	125663636	125668635	Gene_down_5K	519	Zm00001d047290	9	125658367	125663367	125665840	125670840	+
CG	Teosinte/Maize	9	125665066	125665585	9	125663636	125668635	Gene_down_5K	519	Zm00001d027176	9	125663636	125668636	125673711	125678711	-
CG	Teosinte/Maize	9	129744759	129744943	9	129742225	129747224	Gene_down_5K	184	Zm00001d047430	9	129736233	129741233	129742224	129747224	+
CG	Teosinte/Maize	9	132661984	132662136	9	132657499	132662498	Gene_down_5K	152	Zm00001d047497	9	132657499	132662499	132671432	132676432	-
CG	Teosinte/Maize	9	143522644	143522781	9	143522028	143527027	Gene_down_5K	137	Zm00001d047854	9	143507868	143512868	143522027	143527027	+
CG	Teosinte/Maize	9	143522644	143522781	9	143522028	143527027	Gene_down_5K	137	Zm00001d047855	9	143522664	143527664	143530195	143535195	-
CG	Teosinte/Maize	9	153254072	153254343	9	153249410	153254409	Gene_down_5K	271	Zm00001d048252	9	153245495	153250495	153253737	153258737	+
CG	Teosinte/Maize	9	153254072	153254343	9	153249410	153254409	Gene_down_5K	271	Zm00001d027218	9	153249410	153254410	153254905	153259905	-
CG	Teosinte/Maize	9	153254072	153254343	9	153249410	153254409	Gene_down_5K	271	Zm00001d048253	9	153250360	153255360	153257954	153262954	-
CG	Teosinte/Maize	9	155234157	155234747	9	155231300	155236299	Gene_down_5K	590	Zm00001d048372	9	155225812	155230812	155234902	155239902	-
CG	Teosinte/Maize	9	155234157	155234747	9	155231300	155236299	Gene_down_5K	590	Zm00001d048373	9	155231300	155236300	155242285	155247285	-
CG	Teosinte/Maize	10	136544	137022	10	134731	139730	Gene_down_5K	478	Zm00001d023208	10	126322	131322	134730	139730	+
CG	Teosinte/Maize	10	3998832	3999150	10	3998103	4003102	Gene_down_5K	318	Zm00001d023353	10	3990907	3995907	3997196	4002196	+
CG	Teosinte/Maize	10	3998832	3999150	10	3998103	4003102	Gene_down_5K	318	Zm00001d023354	10	3998103	4003103	4005619	4010619	-
CG	Teosinte/Maize	10	4291858	4292030	10	4288119	4293118	Gene_down_5K	172	Zm00001d023378	10	4283877	4288877	4292640	4297640	+
CG	Teosinte/Maize	10	4291858	4292030	10	4288119	4293118	Gene_down_5K	172	Zm00001d023379	10	4288119	4293119	4298209	4303209	-
CG	Teosinte/Maize	10	8727287	8728127	10	8724371	8729370	Gene_down_5K	840	Zm00001d023523	10	8706082	8711082	8725025	8730025	-
CG	Teosinte/Maize	10	8727287	8728127	10	8724371	8729370	Gene_down_5K	840	Zm00001d023524	10	8720582	8725582	8728026	8733026	-
CG	Teosinte/Maize	10	8727287	8728127	10	8724371	8729370	Gene_down_5K	840	Zm00001d023525	10	8724371	8729371	8731164	8736164	-
CG	Teosinte/Maize	10	40896854	40897136	10	40896857	40901856	Gene_down_5K	279	Zm00001d023094	10	40891035	40896035	40896856	40901856	+
CG	Teosinte/Maize	10	47327955	47328300	10	47327586	47332585	Gene_down_5K	345	Zm00001d024120	10	47321176	47326176	47327585	47332585	+
CG	Teosinte/Maize	10	62020570	62020877	10	62018189	62023188	Gene_down_5K	307	Zm00001d024287	10	62013116	62018116	62018188	62023188	+
CG	Teosinte/Maize	10	62020570	62020877	10	62018189	62023188	Gene_down_5K	307	Zm00001d024288	10	62014442	62019442	62019514	62024514	-
CG	Teosinte/Maize	10	82875576	82875904	10	82873456	82878455	Gene_down_5K	328	Zm00001d024667	10	82864683	82869683	82873455	82878455	+
CG	Teosinte/Maize	10	96817152	96817821	10	96816679	96821678	Gene_down_5K	669	Zm00001d024957	10	96811146	96816146	96816678	96821678	+
CG	Teosinte/Maize	10	100057649	100058289	10	100054102	100059101	Gene_down_5K	640	Zm00001d025022	10	100046822	100051822	100054101	100059101	+
CG	Teosinte/Maize	10	100057649	100058289	10	100054102	100059101	Gene_down_5K	640	Zm00001d025023	10	100050458	100055458	100060317	100065317	-
CG	Teosinte/Maize	10	100276692	100277200	10	100273428	100278427	Gene_down_5K	508	Zm00001d025025	10	100273428	100278428	100281818	100286818	-
CG	Teosinte/Maize	10	100277255	100277493	10	100273428	100278427	Gene_down_5K	238	Zm00001d025025	10	100273428	100278428	100281818	100286818	-
CG	Teosinte/Maize	10	104815439	104815999	10	104811348	104816347	Gene_down_5K	560	Zm00001d025109	10	104810032	104815032	104815106	104820106	+
CG	Teosinte/Maize	10	104815439	104815999	10	104811348	104816347	Gene_down_5K	560	Zm00001d025110	10	104811348	104816348	104816420	104821420	-
CG	Teosinte/Maize	10	104815439	104815999	10	104811348	104816347	Gene_down_5K	560	Zm00001d025111	10	104812352	104817352	104841697	104846697	-
CG	Teosinte/Maize	10	106763604	106763727	10	106759011	106764010	Gene_down_5K	123	Zm00001d025152	10	106759011	106764011	106766200	106771200	-
CG	Teosinte/Maize	10	133780035	133780236	10	133779874	133784873	Gene_down_5K	201	Zm00001d025921	10	133767841	133772841	133780821	133785821	+
CG	Teosinte/Maize	10	133780035	133780236	10	133779874	133784873	Gene_down_5K	201	Zm00001d025922	10	133779874	133784874	133786592	133791592	-
CG	Teosinte/Maize	10	133980043	133980423	10	133978999	133983998	Gene_down_5K	380	Zm00001d025930	10	133972640	133977640	133978998	133983998	+
CG	Teosinte/Maize	10	145717461	145718000	10	145713912	145718911	Gene_down_5K	539	Zm00001d026429	10	145708940	145713940	145718508	145723508	+
CG	Teosinte/Maize	10	145717461	145718000	10	145713912	145718911	Gene_down_5K	539	Zm00001d026430	10	145713912	145718912	145718985	145723985	-
CG	Teosinte/Maize	10	145717461	145718000	10	145713912	145718911	Gene_down_5K	539	ENSRNA049451338	10	145713912	145718912	145718985	145723985	-
CG	Teosinte/Maize	10	145717461	145718000	10	145713912	145718911	Gene_down_5K	539	Zm00001d026431	10	145715480	145720480	145722209	145727209	-
CG	Teosinte/Maize	10	147477463	147477838	10	147474321	147479320	Gene_down_5K	375	Zm00001d026517	10	147464298	147469298	147474320	147479320	+
CG	Teosinte/Maize	10	147477463	147477838	10	147474321	147479320	Gene_down_5K	375	Zm00001d026518	10	147469669	147474669	147476975	147481975	+
CG	Teosinte/Maize	10	147477463	147477838	10	147474321	147479320	Gene_down_5K	375	Zm00001d026519	10	147472161	147477161	147478119	147483119	-
CG	Teosinte/Maize	10	147477463	147477838	10	147474321	147479320	Gene_down_5K	375	Zm00001d026520	10	147476259	147481259	147481886	147486886	+
CG	Teosinte/Maize	10	147477463	147477838	10	147474321	147479320	Gene_down_5K	375	Zm00001d026521	10	147476845	147481845	147487342	147492342	-
CG	Teosinte/Maize	10	149487396	149488790	10	149486791	149491790	Gene_down_5K	1394	Zm00001d026653	10	149454106	149459106	149486790	149491790	+
CG	Teosinte/Maize	10	150830236	150830470	10	150826479	150831478	Gene_down_5K	234	Zm00001d026711	10	150822437	150827437	150828750	150833750	+
CG	Teosinte/Maize	10	150830236	150830470	10	150826479	150831478	Gene_down_5K	234	Zm00001d026712	10	150826479	150831479	150833783	150838783	-
CG	Teosinte/Maize	1	210119	210619	1	205716	210715	Gene_up_5K	500	Zm00001d027240	1	194345	199345	205715	210715	-
CG	Teosinte/Maize	1	210119	210619	1	205716	210715	Gene_up_5K	500	Zm00001d027242	1	204979	209979	215403	220403	-
CG	Teosinte/Maize	1	1028577	1028804	1	1025351	1030350	Gene_up_5K	227	Zm00001d027265	1	1007255	1012255	1023640	1028640	+
CG	Teosinte/Maize	1	1028577	1028804	1	1025351	1030350	Gene_up_5K	227	Zm00001d027266	1	1022058	1027058	1030126	1035126	+
CG	Teosinte/Maize	1	1028577	1028804	1	1025351	1030350	Gene_up_5K	227	Zm00001d022650	1	1025351	1030351	1031090	1036090	+
CG	Teosinte/Maize	1	1028577	1028804	1	1025351	1030350	Gene_up_5K	227	Zm00001d027267	1	1026786	1031786	1036456	1041456	+
CG	Teosinte/Maize	1	1920869	1922000	1	1918645	1923644	Gene_up_5K	1131	Zm00001d022652	1	1913444	1918444	1918644	1923644	-
CG	Teosinte/Maize	1	1920869	1922000	1	1918645	1923644	Gene_up_5K	1131	Zm00001d027289	1	1916679	1921679	1936497	1941497	+
CG	Teosinte/Maize	1	3486420	3486817	1	3484406	3489405	Gene_up_5K	397	Zm00001d027351	1	3477848	3482848	3487232	3492232	+
CG	Teosinte/Maize	1	3486420	3486817	1	3484406	3489405	Gene_up_5K	397	Zm00001d027352	1	3484406	3489406	3491807	3496807	+
CG	Teosinte/Maize	1	5703052	5703244	1	5699273	5704272	Gene_up_5K	192	Zm00001d027457	1	5693898	5698898	5699272	5704272	-
CG	Teosinte/Maize	1	5703052	5703244	1	5699273	5704272	Gene_up_5K	192	Zm00001d027458	1	5696680	5701680	5704055	5709055	-
CG	Teosinte/Maize	1	5703052	5703244	1	5699273	5704272	Gene_up_5K	192	Zm00001d027459	1	5701025	5706025	5712786	5717786	-
CG	Teosinte/Maize	1	5713627	5713733	1	5712787	5717786	Gene_up_5K	106	Zm00001d027459	1	5701025	5706025	5712786	5717786	-
CG	Teosinte/Maize	1	20531385	20531849	1	20528271	20533270	Gene_up_5K	464	Zm00001d028020	1	20528271	20533271	20539413	20544413	+
CG	Teosinte/Maize	1	21185990	21186169	1	21182278	21187277	Gene_up_5K	179	Zm00001d028038	1	21182278	21187278	21200544	21205544	+
CG	Teosinte/Maize	1	22599097	22599212	1	22594568	22599567	Gene_up_5K	115	Zm00001d028088	1	22594568	22599568	22606524	22611524	+
