DMR_Chr	DMR_Start	DMR_End	DMR_Comparison	DMR_Context	Gene_Chr	Gene_Start	Gene_End	Gene_Chain	Gene_ID	Gene_type	DMR_Gene_Overlap_size	Feature_Chr	Feature_Start	Feature_End	Feature	DMR_Feature_Overlap_size
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5146482	5151481	Gene_up_5k	32
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5151482	5151799	Exon	317
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5151800	5151928	Intron	128
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5151800	5151928	Intron	128
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5151929	5152428	Exon	317
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5149600	5154599	Gene_down_5k	797
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5149600	5154599	Gene_down_5k	797
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5150184	5155183	Gene_up_5k	797
5	5151449	5152246	Teosinte/Landrace	CG	5	5151482	5154146	+	Zm00001d013125	gene	764	5	5150532	5155531	Gene_down_5k	797
5	7377242	7377494	Teosinte/Landrace	CG	5	7372367	7382139	-	Zm00001d013262	gene	252	5	7376257	7377289	Intron	47
5	7377242	7377494	Teosinte/Landrace	CG	5	7372367	7382139	-	Zm00001d013262	gene	252	5	7377290	7377516	Exon	204
5	11682917	11683114	Teosinte/Landrace	CG	5	11681565	11709145	+	Zm00001d013442	gene	197	NA	NA	NA	NA	NA
5	14616712	14617082	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	14608389	14621914	TE	370
5	19739967	19740166	Teosinte/Landrace	CG	5	19733215	19740908	-	Zm00001d013768	gene	199	5	19739948	19740878	Exon	199
5	21322981	21323356	Teosinte/Landrace	CG	5	21321965	21323464	-	Zm00001d013816	gene	375	5	21321965	21323464	Exon	375
5	21322981	21323356	Teosinte/Landrace	CG	5	21321965	21323464	-	Zm00001d013816	gene	375	5	21319434	21324433	Gene_up_5k	375
5	21322981	21323356	Teosinte/Landrace	CG	5	21321965	21323464	-	Zm00001d013816	gene	375	5	21319995	21324994	Gene_down_5k	375
5	39737066	39737820	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	39735683	39739952	Intergenic	754
5	62112780	62113266	Teosinte/Landrace	CG	5	62108780	62114128	-	Zm00001d014764	gene	486	NA	NA	NA	NA	NA
5	65708622	65708791	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	65698475	65712757	Intergenic	169
5	66849245	66849597	Teosinte/Landrace	CG	5	66843996	66850437	-	Zm00001d014880	gene	352	5	66847316	66850188	Intron	352
5	66849245	66849597	Teosinte/Landrace	CG	5	66843996	66850437	-	Zm00001d014880	gene	352	5	66844189	66939833	TE	352
5	68208174	68208338	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	68203271	68215116	TE	164
5	68208174	68208338	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	68186987	68244956	TE	164
5	68510092	68510236	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	68509973	68513844	Intergenic	144
5	73220282	73220524	Teosinte/Landrace	CG	5	73220250	73223078	-	Zm00001d015053	gene	242	5	73220250	73220598	Exon	242
5	73220282	73220524	Teosinte/Landrace	CG	5	73220250	73223078	-	Zm00001d015053	gene	242	5	73218695	73226222	TE	242
5	80235513	80235753	Teosinte/Landrace	CG	5	80234208	80239340	+	Zm00001d015233	gene	240	5	80234869	80235841	Exon	240
5	81111817	81112422	Teosinte/Landrace	CG	5	81111791	81113065	-	Zm00001d015247	gene	605	5	81111791	81113065	Exon	605
5	81111817	81112422	Teosinte/Landrace	CG	5	81111791	81113065	-	Zm00001d015247	gene	605	5	81108455	81113454	Gene_up_5k	605
5	99775651	99776092	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	99773550	99778549	Gene_up_5k	441
5	99775651	99776092	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	99766119	99791035	TE	441
5	99775651	99776092	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	99736164	99803686	TE	441
5	101561716	101562143	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	101556461	101573974	Intergenic	427
5	101592328	101592487	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	101588290	101599448	Intergenic	159
5	107851989	107852151	Teosinte/Landrace	CG	5	107849570	107852169	-	Zm00001d015690	gene	162	5	107848058	107853057	Gene_down_5k	162
5	107851989	107852151	Teosinte/Landrace	CG	5	107849570	107852169	-	Zm00001d015690	gene	162	5	107847472	107854552	TE	162
5	111323277	111323746	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	111320417	111340020	TE	469
5	114207351	114208161	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	114203527	114215113	Intergenic	810
5	114275638	114275850	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	114215114	114292974	TE	212
5	118698609	118698812	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	118695794	118706474	Intergenic	203
5	120487239	120487362	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	120484004	120497965	TE	123
5	120487239	120487362	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	120485596	120498597	TE	123
5	121433471	121433857	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	121428904	121441140	Intergenic	386
5	122216351	122216843	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	122211632	122220309	TE	492
5	123320861	123321383	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	123319753	123339057	TE	522
5	127466100	127466356	Teosinte/Landrace	CG	5	127466210	127466782	-	Zm00001d015872	gene	146	5	127461210	127466209	Gene_down_5k	109
5	127466100	127466356	Teosinte/Landrace	CG	5	127466210	127466782	-	Zm00001d015872	gene	146	5	127466210	127466462	Exon	146
5	127466100	127466356	Teosinte/Landrace	CG	5	127466210	127466782	-	Zm00001d015872	gene	146	5	127463462	127468461	Gene_up_5k	256
5	127466100	127466356	Teosinte/Landrace	CG	5	127466210	127466782	-	Zm00001d015872	gene	146	5	127465456	127470455	Gene_down_5k	256
5	127637963	127638144	Teosinte/Landrace	CG	5	127616516	127638066	-	Zm00001d015876	gene	103	5	127637754	127638066	Exon	103
5	127637963	127638144	Teosinte/Landrace	CG	5	127616516	127638066	-	Zm00001d015876	gene	103	5	127638067	127643066	Gene_up_5k	77
5	127909218	127909356	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	127904701	127919230	TE	138
5	140075043	140075174	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	140072206	140077205	Gene_down_5k	131
5	140075043	140075174	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	140074558	140079557	Gene_up_5k	131
5	151196882	151197143	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	151188076	151205416	Intergenic	261
5	152440772	152441208	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	152438938	152444267	Intergenic	436
5	152448059	152448247	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	152444268	152450013	TE	188
5	177881219	177881619	Teosinte/Landrace	CG	5	177880117	177886035	-	Zm00001d016838	gene	400	5	177881198	177881676	Exon	400
5	177881219	177881619	Teosinte/Landrace	CG	5	177880117	177886035	-	Zm00001d016838	gene	400	5	177879394	177884393	Gene_down_5k	400
5	189750889	189751317	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	189742507	189754638	TE	428
5	189792077	189792600	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	189791915	189797653	Intergenic	523
5	201554297	201554389	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	201549831	201567369	TE	92
5	205090150	205091093	Teosinte/Landrace	CG	5	205088109	205091684	+	Zm00001d017718	gene	943	5	205085671	205090670	Gene_down_5k	520
5	205090150	205091093	Teosinte/Landrace	CG	5	205088109	205091684	+	Zm00001d017718	gene	943	5	205090100	205091121	Exon	943
5	221802337	221802602	Teosinte/Landrace	CG	5	221800393	221803136	+	Zm00001d018495	gene	265	5	221802276	221802411	Exon	74
5	221802337	221802602	Teosinte/Landrace	CG	5	221800393	221803136	+	Zm00001d018495	gene	265	5	221802412	221802494	Intron	82
5	221802337	221802602	Teosinte/Landrace	CG	5	221800393	221803136	+	Zm00001d018495	gene	265	5	221802495	221803136	Exon	107
5	221802337	221802602	Teosinte/Landrace	CG	5	221800393	221803136	+	Zm00001d018495	gene	265	5	221798945	221803944	Gene_up_5k	265
5	221802337	221802602	Teosinte/Landrace	CG	5	221800393	221803136	+	Zm00001d018495	gene	265	5	221800107	221805106	Gene_down_5k	265
5	222686973	222687134	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	222683368	222688367	Gene_up_5k	161
5	222686973	222687134	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	222684298	222689297	Gene_down_5k	161
5	222686973	222687134	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	5	222676917	222696892	TE	161
6	3098546	3098959	Teosinte/Landrace	CG	6	3086730	3108794	-	Zm00001d035048	gene	413	6	3094877	3099876	Gene_up_5k	413
6	3098546	3098959	Teosinte/Landrace	CG	6	3086730	3108794	-	Zm00001d035048	gene	413	6	3091618	3101835	TE	413
6	5816991	5817195	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	5813754	5820543	Intergenic	204
6	14817623	14817795	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	14816287	14825022	TE	172
6	14817623	14817795	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	14813849	14863037	TE	172
6	18821770	18822030	Teosinte/Landrace	CG	6	18821910	18823959	+	Zm00001d035269	gene	120	6	18816910	18821909	Gene_up_5k	139
6	18821770	18822030	Teosinte/Landrace	CG	6	18821910	18823959	+	Zm00001d035269	gene	120	6	18821910	18822070	Exon	120
6	27615059	27615293	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	27614646	27618384	Intergenic	234
6	30060336	30060531	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	30007344	30087684	TE	195
6	50381470	50382096	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	50379171	50384170	Gene_down_5k	626
6	55586563	55586683	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	55563506	55586883	TE	120
6	55586563	55586683	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	55507833	55589485	TE	120
6	56516438	56516678	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	56516454	56526429	TE	224
6	56516438	56516678	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	56483916	56547951	TE	240
6	56524826	56525000	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	56517519	56525075	TE	174
6	56524826	56525000	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	56516454	56526429	TE	174
6	56524826	56525000	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	56483916	56547951	TE	174
6	72523716	72523937	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	72520646	72525357	Intergenic	221
6	85045330	85045550	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	85026244	85046100	TE	220
6	85894323	85894499	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	85893873	85900986	Intergenic	176
6	87792955	87793246	Teosinte/Landrace	CG	6	87792051	87796989	+	Zm00001d036422	gene	291	6	87792051	87795177	Exon	291
6	87792955	87793246	Teosinte/Landrace	CG	6	87792051	87796989	+	Zm00001d036422	gene	291	6	87791940	87796939	Gene_down_5k	291
6	90999895	91000137	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	90998697	91003696	Gene_up_5k	242
6	90999895	91000137	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	90999451	91006490	TE	242
6	90999895	91000137	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	90999783	91009022	TE	242
6	90999895	91000137	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	90983521	91061932	TE	242
6	91034482	91034576	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	91032923	91048106	TE	94
6	91034482	91034576	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	90983521	91061932	TE	94
6	91067521	91067813	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	91061933	91069675	Intergenic	292
6	93495790	93496066	Teosinte/Landrace	CG	6	93494411	93496100	+	Zm00001d036577	gene	276	6	93495667	93496100	Exon	276
6	93495790	93496066	Teosinte/Landrace	CG	6	93494411	93496100	+	Zm00001d036577	gene	276	6	93491037	93497436	TE	276
6	93495790	93496066	Teosinte/Landrace	CG	6	93494411	93496100	+	Zm00001d036577	gene	276	6	93485215	93500769	TE	276
6	95549365	95549763	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	95548392	95556637	TE	398
6	95549365	95549763	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	95491164	95560536	TE	398
6	95549365	95549763	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	95549713	95569153	TE	50
6	95549365	95549763	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	95491137	95571402	TE	398
6	95556580	95556786	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	95548392	95556637	TE	57
6	95556580	95556786	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	95491164	95560536	TE	206
6	95556580	95556786	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	95549713	95569153	TE	206
6	95556580	95556786	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	95491137	95571402	TE	206
6	110231814	110231883	Teosinte/Landrace	CG	6	110223819	110232746	-	Zm00001d037045	gene	69	NA	NA	NA	NA	NA
6	120196039	120196167	Teosinte/Landrace	CG	6	120190685	120196947	+	Zm00001d037305	gene	128	6	120195926	120196947	Exon	128
6	125644410	125644677	Teosinte/Landrace	CG	6	125639761	125644733	-	Zm00001d037448	gene	267	6	125644333	125644705	Exon	267
6	132205527	132205669	Teosinte/Landrace	CG	6	132204702	132210443	-	Zm00001d037625	gene	142	6	132204702	132205811	Exon	142
6	146683473	146683685	Teosinte/Landrace	CG	6	146680443	146684009	+	Zm00001d038063	gene	212	6	146678916	146683915	Gene_down_5k	212
6	146683473	146683685	Teosinte/Landrace	CG	6	146680443	146684009	+	Zm00001d038063	gene	212	6	146683411	146684009	Exon	212
6	153152220	153152473	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	153150537	153155536	Gene_down_5k	253
6	153152220	153152473	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	153151100	153156099	Gene_up_5k	253
6	161551390	161551495	Teosinte/Landrace	CG	6	161549380	161551931	+	Zm00001d038642	gene	105	6	161551251	161551731	Exon	105
6	161551390	161551495	Teosinte/Landrace	CG	6	161549380	161551931	+	Zm00001d038642	gene	105	6	161547342	161552341	Gene_down_5k	105
6	163833436	163834347	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	6	163826512	163840651	TE	911
6	169165442	169165693	Teosinte/Landrace	CG	6	169159820	169166340	+	Zm00001d039043	gene	251	6	169165368	169165456	Exon	14
6	169165442	169165693	Teosinte/Landrace	CG	6	169159820	169166340	+	Zm00001d039043	gene	251	6	169165457	169165544	Intron	87
6	169165442	169165693	Teosinte/Landrace	CG	6	169159820	169166340	+	Zm00001d039043	gene	251	6	169165545	169165804	Exon	148
6	169165442	169165693	Teosinte/Landrace	CG	6	169159820	169166340	+	Zm00001d039043	gene	251	6	169162038	169167037	Gene_up_5k	251
7	2601236	2601505	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	2598497	2610521	TE	269
7	5366835	5367066	Teosinte/Landrace	CG	7	5365547	5386515	+	Zm00001d018795	gene	231	NA	NA	NA	NA	NA
7	23600533	23600824	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	23599746	23604745	Gene_up_5k	291
7	47231456	47231721	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	47178666	47234281	TE	265
7	47231456	47231721	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	47224005	47237708	TE	265
7	49660943	49661495	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	49657754	49662753	Gene_up_5k	552
7	49660943	49661495	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	49660567	49673178	TE	552
7	49768268	49768435	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	49767907	49777705	Intergenic	167
7	50319197	50319387	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	50315927	50329928	TE	190
7	53754949	53755099	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	53753610	53758609	Gene_down_5k	150
7	54886749	54886966	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	54863426	54933993	TE	217
7	59492433	59492779	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	59490934	59512999	TE	346
7	59872733	59872950	Teosinte/Landrace	CG	7	59872723	59873442	-	Zm00001d019778	gene	217	7	59872723	59873442	Exon	217
7	61306224	61306502	Teosinte/Landrace	CG	7	61305846	61307196	+	Zm00001d001150	ncRNA_gene	278	7	61305846	61306242	Exon	18
7	61306224	61306502	Teosinte/Landrace	CG	7	61305846	61307196	+	Zm00001d001150	ncRNA_gene	278	7	61267355	61306979	TE	278
7	61306224	61306502	Teosinte/Landrace	CG	7	61305846	61307196	+	Zm00001d001150	ncRNA_gene	278	7	61306243	61307153	Intron	259
7	61306224	61306502	Teosinte/Landrace	CG	7	61305846	61307196	+	Zm00001d001150	ncRNA_gene	278	7	61306243	61307153	Intron	259
7	61306224	61306502	Teosinte/Landrace	CG	7	61305846	61307196	+	Zm00001d001150	ncRNA_gene	278	7	61305846	61307196	Exon	278
7	64110435	64110571	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	64106107	64118133	Intergenic	136
7	64304208	64304474	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	64303031	64309184	Intergenic	266
7	64772257	64772634	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	64762111	64778680	TE	377
7	65559513	65560060	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	65490533	65559550	TE	37
7	65559513	65560060	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	65559551	65564759	Intergenic	509
7	67411637	67411779	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	67401379	67458904	TE	142
7	67411637	67411779	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	67379041	67459434	TE	142
7	70601961	70602583	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	70600524	70602001	Intergenic	40
7	70601961	70602583	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	70602002	70607001	Gene_up_5k	581
7	70977267	70977740	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	70976309	71025406	TE	473
7	73117587	73117914	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	73116622	73133750	TE	327
7	73117587	73117914	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	73097476	73139371	TE	327
7	73117587	73117914	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	73088045	73144654	TE	327
7	73977750	73977896	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	73942417	74016997	TE	146
7	73977750	73977896	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	73939669	74038888	TE	146
7	75744226	75744413	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	75724353	75745365	TE	187
7	78545324	78545861	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	78537346	78548721	Intergenic	537
7	83123361	83123725	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	83096807	83125856	Intergenic	364
7	83361789	83361998	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	83346878	83369034	Intergenic	209
7	83557318	83557430	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	83557092	83562160	Intergenic	112
7	88809617	88810169	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	88790991	88814191	Intergenic	552
7	96122779	96123132	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	96121523	96126522	Gene_down_5k	353
7	96334735	96334831	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	96317449	96335546	TE	96
7	96334735	96334831	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	96325761	96342830	TE	96
7	96334735	96334831	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	96307197	96352509	TE	96
7	96334735	96334831	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	96302127	96361346	TE	96
7	96521283	96521853	Teosinte/Landrace	CG	7	96515023	96521470	+	Zm00001d020160	gene	187	7	96521037	96521470	Exon	187
7	96521283	96521853	Teosinte/Landrace	CG	7	96515023	96521470	+	Zm00001d020160	gene	187	7	96519846	96524845	Gene_up_5k	570
7	96521283	96521853	Teosinte/Landrace	CG	7	96515023	96521470	+	Zm00001d020160	gene	187	7	96520779	96525778	Gene_down_5k	570
7	96521283	96521853	Teosinte/Landrace	CG	7	96515023	96521470	+	Zm00001d020160	gene	187	7	96521471	96526470	Gene_down_5k	382
7	96521283	96521853	Teosinte/Landrace	CG	7	96515023	96521470	+	Zm00001d020160	gene	187	7	96516084	96536038	TE	570
7	105731265	105731405	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	105723290	105735570	Intergenic	140
7	107645492	107645775	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	107641111	107654162	TE	283
7	114982543	114982914	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	114979579	114984578	Gene_down_5k	371
7	114982543	114982914	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	114980826	114985825	Gene_up_5k	371
7	121654423	121654605	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	121648456	121659386	TE	182
7	121654423	121654605	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	121646356	121659804	TE	182
7	121654423	121654605	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	121632559	121678239	TE	182
7	127260382	127260661	Teosinte/Landrace	CG	7	127259950	127261663	+	Zm00001d001217	ncRNA_gene	279	7	127259950	127261663	Exon	279
7	127260382	127260661	Teosinte/Landrace	CG	7	127259950	127261663	+	Zm00001d001217	ncRNA_gene	279	7	127258947	127263946	Gene_up_5k	279
7	128931309	128931517	Teosinte/Landrace	CG	7	128926827	128931927	+	Zm00001d020696	gene	208	7	128930471	128931878	Exon	208
7	139919596	139919957	Teosinte/Landrace	CG	7	139890422	139921005	-	Zm00001d021000	gene	361	7	139916613	139920221	Exon	361
7	147359717	147360048	Teosinte/Landrace	CG	7	147346346	147361021	-	Zm00001d021269	gene	331	7	147359707	147364706	Gene_down_5k	331
7	155447440	155447797	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	155447229	155452228	Gene_up_5k	357
7	155447440	155447797	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	155444467	155456360	TE	357
7	158296602	158296778	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	158296155	158301154	Gene_up_5k	176
7	161670208	161670368	Teosinte/Landrace	CG	7	161667644	161670560	+	Zm00001d021734	gene	160	7	161669878	161670560	Exon	160
7	161670208	161670368	Teosinte/Landrace	CG	7	161667644	161670560	+	Zm00001d021734	gene	160	7	161667035	161672034	Gene_up_5k	160
7	171989383	171989728	Teosinte/Landrace	CG	7	171984109	171989937	+	Zm00001d022179	gene	345	7	171989272	171989937	Exon	345
7	171989383	171989728	Teosinte/Landrace	CG	7	171984109	171989937	+	Zm00001d022179	gene	345	7	171985566	171990565	Gene_up_5k	345
7	181813708	181813841	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	181812728	181817727	Gene_up_5k	133
7	181813708	181813841	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	7	181810720	181819093	TE	133
8	6513616	6514086	Teosinte/Landrace	CG	8	6512708	6516786	+	Zm00001d008367	gene	470	8	6513515	6514060	Exon	444
8	6513616	6514086	Teosinte/Landrace	CG	8	6512708	6516786	+	Zm00001d008367	gene	470	8	6514061	6515080	Intron	25
8	8001285	8001556	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	8	7999646	8002241	Intergenic	271
8	14278954	14279230	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	8	14272629	14279241	Intergenic	276
8	29000343	29000868	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	8	28998857	29003856	Gene_down_5k	525
8	31656844	31657452	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	8	31655604	31665940	TE	608
8	31665559	31665785	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	8	31655604	31665940	TE	226
8	47994866	47995279	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	8	47990106	47998411	Intergenic	413
8	48143033	48143141	Teosinte/Landrace	CG	NA	NA	NA	NA	NA	NA	NA	8	48142733	48165789	Intergenic	108
8	57885096	57885263	Teosinte/Landrace	CG	8	57884875	57889340	+	Zm00001d009349	gene	167	NA	NA	NA	NA	NA
8	61603681	61604030	Teosinte/Landrace	CG	8	61599657	61604192	+	Zm00001d009385	gene	349	8	61603023	61604192	Exon	349
8	70995966	70996090	Teosinte/Landrace	CG	8	70995770	70996104	-	Zm00001d008043	ncRNA_gene	124	8	70995770	70996104	Exon	124
8	70995966	70996090	Teosinte/Landrace	CG	8	70995770	70996104	-	Zm00001d008043	ncRNA_gene	124	8	70995371	71000601	TE	124
8	70995966	70996090	Teosinte/Landrace	CG	8	70995770	70996104	-	Zm00001d008043	ncRNA_gene	124	8	70994548	71012379	TE	124
8	70995966	70996090	Teosinte/Landrace	CG	8	70995770	70996104	-	Zm00001d008043	ncRNA_gene	124	8	70989414	71018129	TE	124
8	70995966	70996090	Teosinte/Landrace	CG	8	70995770	70996104	-	Zm00001d008043	ncRNA_gene	124	8	70973609	71063864	TE	124
