Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	POP A	POP B	Compare
CG	1	182828637	182828833	1.00E-13	-0.485887	10	4.40E-14	9.10E-20	0.20077	0.68666	Teosinte/Maize
CG	1	183244094	183244507	1.30E-59	-0.504262	34	4.80E-14	1.10E-65	0.088069	0.59233	Teosinte/Maize
CG	1	190556939	190557386	2.60E-29	-0.408516	14	4.00E-14	2.30E-35	0.48676	0.89528	Teosinte/Maize
CG	1	192995896	192996080	4.80E-10	-0.414493	9	4.60E-14	4.30E-16	0.26714	0.68164	Teosinte/Maize
CG	1	193316951	193317128	4.00E-07	-0.412495	9	4.30E-14	3.60E-13	0.15368	0.56617	Teosinte/Maize
CG	1	193699506	193699932	1.80E-30	-0.580765	15	3.70E-14	1.60E-36	0.17314	0.7539	Teosinte/Maize
CG	1	195673064	195673272	3.10E-16	-0.518759	8	4.60E-14	2.70E-22	0.19359	0.71235	Teosinte/Maize
CG	1	215322236	215322824	6.50E-15	-0.44946	16	4.10E-14	5.80E-21	0.15772	0.60718	Teosinte/Maize
CG	1	221570226	221570573	3.90E-17	-0.479091	11	4.40E-14	3.50E-23	0.33364	0.81273	Teosinte/Maize
CG	1	221624159	221624311	4.80E-16	-0.484794	13	4.50E-14	4.30E-22	0.076232	0.56103	Teosinte/Maize
CG	1	221759702	221760056	5.80E-10	-0.440695	9	4.40E-14	5.10E-16	0.48279	0.92348	Teosinte/Maize
CG	1	223058854	223059514	6.10E-41	-0.465149	27	4.80E-14	5.40E-47	0.32507	0.79022	Teosinte/Maize
CG	1	226882793	226883161	2.30E-28	-0.509476	14	3.60E-14	2.10E-34	0.2679	0.77738	Teosinte/Maize
CG	1	231207383	231207576	6.00E-03	-0.404994	8	8.60E-08	5.30E-09	0.061574	0.46657	Teosinte/Maize
CG	1	243593035	243593448	1.10E-35	-0.5696	17	3.80E-14	9.40E-42	0.26195	0.83155	Teosinte/Maize
CG	1	246988631	246989240	1.60E-30	-0.438551	23	3.70E-14	1.40E-36	0.20161	0.64016	Teosinte/Maize
CG	1	248987147	248987376	3.60E-10	-0.420103	12	4.50E-14	3.20E-16	0.099543	0.51965	Teosinte/Maize
CG	1	250956157	250956929	1.50E-22	-0.534626	14	4.90E-14	1.40E-28	0.27591	0.81054	Teosinte/Maize
CG	1	259334938	259335211	1.80E-17	-0.507716	10	3.90E-14	1.60E-23	0.2883	0.79602	Teosinte/Maize
CG	1	262570959	262571091	1.00E-10	-0.40727	9	4.60E-14	9.20E-17	0.33572	0.74299	Teosinte/Maize
CG	1	269309531	269309978	6.90E-82	-0.735312	21	3.60E-14	6.10E-88	0.033733	0.76905	Teosinte/Maize
CG	1	272130321	272131352	2.90E-52	-0.72264	17	5.80E-14	2.60E-58	0.15656	0.8792	Teosinte/Maize
CG	1	272677980	272678680	1.10E-16	-0.404063	14	4.20E-14	1.00E-22	0.24306	0.64713	Teosinte/Maize
CG	1	284753189	284753269	7.50E-07	-0.427582	8	4.30E-14	6.60E-13	0.12298	0.55056	Teosinte/Maize
CG	1	287657346	287657607	4.10E-27	-0.465469	19	4.30E-14	3.60E-33	0.13906	0.60453	Teosinte/Maize
CG	1	291515812	291515961	1.00E-16	-0.552226	11	4.80E-14	9.30E-23	0.056558	0.60878	Teosinte/Maize
CG	1	300443518	300444095	2.30E-14	-0.400966	17	4.00E-14	2.00E-20	0.18471	0.58568	Teosinte/Maize
CG	1	300926179	300926355	1.00E-10	-0.412002	8	4.10E-14	8.90E-17	0.31496	0.72696	Teosinte/Maize
CG	1	306081823	306082162	2.80E-10	-0.41231	11	4.50E-14	2.50E-16	0.16654	0.57885	Teosinte/Maize
CG	2	936506	936873	3.20E-43	-0.543755	20	4.90E-14	2.80E-49	0.19386	0.73761	Teosinte/Maize
CG	2	2043972	2044410	1.70E-17	-0.553658	10	4.80E-14	1.50E-23	0.15299	0.70665	Teosinte/Maize
CG	2	3570307	3570545	2.80E-06	-0.403099	8	4.90E-14	2.50E-12	0.2761	0.6792	Teosinte/Maize
CG	2	9304275	9304449	4.10E-09	-0.445312	8	4.60E-14	3.60E-15	0.059641	0.50495	Teosinte/Maize
CG	2	10768947	10769931	2.20E-20	-0.469268	16	3.80E-14	2.00E-26	0.1503	0.61957	Teosinte/Maize
CG	2	17745007	17745397	6.70E-17	-0.457753	14	4.70E-14	5.90E-23	0.057191	0.51494	Teosinte/Maize
CG	2	19423196	19424128	1.00E-21	-0.469978	17	4.20E-14	9.00E-28	0.084881	0.55486	Teosinte/Maize
CG	2	25252573	25252759	3.40E-06	-0.403255	10	5.50E-10	3.00E-12	0.09688	0.50013	Teosinte/Maize
CG	2	34231852	34232405	2.20E-87	-0.714461	24	5.50E-14	2.00E-93	0.17991	0.89437	Teosinte/Maize
CG	2	36775667	36775995	6.50E-09	-0.421959	8	4.20E-14	5.80E-15	0.4021	0.82406	Teosinte/Maize
CG	2	51341180	51341490	1.80E-06	-0.401723	9	4.90E-12	1.60E-12	0.18913	0.59085	Teosinte/Maize
CG	2	53327961	53328200	1.40E-13	-0.444811	10	4.30E-14	1.30E-19	0.35846	0.80327	Teosinte/Maize
CG	2	53963567	53963751	2.80E-21	-0.609165	11	5.00E-14	2.50E-27	0.10176	0.71093	Teosinte/Maize
CG	2	59796523	59796756	1.10E-24	-0.675068	9	4.50E-14	9.70E-31	0.020204	0.69527	Teosinte/Maize
CG	2	65460476	65460559	8.40E-05	-0.403989	10	1.10E-05	7.40E-11	0.085225	0.48921	Teosinte/Maize
CG	2	71777281	71777740	9.30E-51	-0.691994	15	3.40E-14	8.20E-57	0.17875	0.87074	Teosinte/Maize
CG	2	76138987	76139497	7.50E-26	-0.432228	19	4.70E-14	6.60E-32	0.45624	0.88847	Teosinte/Maize
CG	2	79868732	79869052	2.10E-34	-0.613034	10	4.20E-14	1.90E-40	0.27383	0.88686	Teosinte/Maize
CG	2	79993970	79994636	2.60E-44	-0.43975	31	5.00E-14	2.30E-50	0.39881	0.83856	Teosinte/Maize
CG	2	90514564	90514774	4.10E-08	-0.44308	8	4.50E-14	3.70E-14	0.33103	0.77411	Teosinte/Maize
CG	2	92788901	92789905	4.70E-144	-0.577318	64	3.20E-14	4.20E-150	0.25622	0.83353	Teosinte/Maize
CG	2	92908358	92908759	9.90E-25	-0.427811	22	4.00E-14	8.80E-31	0.41771	0.84552	Teosinte/Maize
CG	2	95495020	95496816	1.30E-50	-0.582052	27	4.70E-14	1.10E-56	0.039956	0.62201	Teosinte/Maize
CG	2	95722678	95722969	2.20E-16	-0.434763	12	4.30E-14	2.00E-22	0.45024	0.88501	Teosinte/Maize
CG	2	98044677	98044843	1.10E-21	-0.470104	8	3.80E-14	9.50E-28	0.048556	0.51866	Teosinte/Maize
CG	2	101250277	101250410	5.20E-12	-0.566487	8	4.70E-14	4.60E-18	0.25081	0.8173	Teosinte/Maize
CG	2	105800260	105800698	1.10E-08	-0.403709	10	6.00E-14	9.80E-15	0.1905	0.59421	Teosinte/Maize
CG	2	106081719	106082435	1.20E-19	-0.413194	22	4.10E-14	1.10E-25	0.09962	0.51281	Teosinte/Maize
CG	2	106737593	106737732	1.70E-19	-0.528388	12	4.30E-14	1.50E-25	0.18875	0.71714	Teosinte/Maize
CG	2	114899759	114900415	3.40E-39	-0.44085	26	4.70E-14	3.00E-45	0.37846	0.81931	Teosinte/Maize
CG	2	123897843	123898134	6.90E-60	-0.66846	20	4.70E-14	6.10E-66	0.14502	0.81348	Teosinte/Maize
CG	2	124724002	124724605	6.00E-16	-0.403672	14	4.90E-14	5.30E-22	0.48375	0.88742	Teosinte/Maize
CG	2	126102576	126103626	5.70E-30	-0.409126	28	3.80E-14	5.00E-36	0.39377	0.8029	Teosinte/Maize
CG	2	128183587	128183798	1.50E-17	-0.475837	12	5.10E-14	1.30E-23	0.21166	0.68749	Teosinte/Maize
CG	2	129008800	129009587	2.80E-48	-0.437761	31	4.10E-14	2.50E-54	0.27443	0.71219	Teosinte/Maize
CG	2	129078278	129078410	3.70E-21	-0.549479	11	4.20E-14	3.30E-27	0.28445	0.83393	Teosinte/Maize
CG	2	158135805	158135921	1.40E-06	-0.420429	9	1.00E-13	1.20E-12	0.12963	0.55006	Teosinte/Maize
CG	2	165940268	165940610	4.40E-16	-0.59244	8	4.50E-14	3.90E-22	0.094745	0.68718	Teosinte/Maize
CG	2	173710823	173711485	2.30E-19	-0.442083	19	4.50E-14	2.00E-25	0.14086	0.58294	Teosinte/Maize
CG	2	201769436	201770158	4.80E-11	-0.434232	12	4.20E-14	4.30E-17	0.16018	0.59441	Teosinte/Maize
CG	2	203401462	203401966	7.60E-22	-0.400538	17	4.70E-14	6.70E-28	0.31005	0.71058	Teosinte/Maize
CG	2	204165142	204165652	3.50E-29	-0.681752	12	4.50E-14	3.10E-35	0.027498	0.70925	Teosinte/Maize
CG	2	204491596	204491734	5.50E-25	-0.635268	10	4.40E-14	4.90E-31	0.18907	0.82433	Teosinte/Maize
CG	2	205258856	205259718	1.10E-16	-0.426108	15	4.30E-14	9.50E-23	0.24647	0.67257	Teosinte/Maize
CG	2	216044951	216045285	1.70E-13	-0.495215	8	4.40E-14	1.50E-19	0.40462	0.89983	Teosinte/Maize
CG	2	216116631	216117308	3.40E-70	-0.56698	35	3.70E-14	3.00E-76	0.12157	0.68855	Teosinte/Maize
CG	2	218756093	218756804	2.90E-12	-0.409776	11	4.30E-14	2.50E-18	0.50996	0.91974	Teosinte/Maize
CG	2	222400272	222400422	4.10E-13	-0.55908	8	4.40E-14	3.60E-19	0.11722	0.6763	Teosinte/Maize
CG	2	222722360	222722426	4.70E-15	-0.499422	8	4.10E-14	4.10E-21	0.24047	0.73989	Teosinte/Maize
CG	2	224487078	224487531	1.60E-34	-0.70537	10	3.80E-14	1.40E-40	0.12971	0.83508	Teosinte/Maize
CG	2	225519568	225520299	3.00E-08	-0.450844	10	2.00E-11	2.70E-14	0.052396	0.50324	Teosinte/Maize
CG	2	236781113	236781210	4.30E-13	-0.564908	8	4.10E-14	3.80E-19	0.33882	0.90373	Teosinte/Maize
CG	2	236783623	236783897	1.30E-28	-0.693173	10	4.20E-14	1.10E-34	0.11312	0.80629	Teosinte/Maize
CG	2	241123700	241124370	2.40E-20	-0.40805	19	5.00E-14	2.10E-26	0.20253	0.61058	Teosinte/Maize
CG	2	242914940	242915369	8.70E-36	-0.402215	24	4.60E-14	7.70E-42	0.39488	0.79709	Teosinte/Maize
CG	2	243876208	243876585	2.20E-50	-0.674849	13	4.10E-14	1.90E-56	0.12437	0.79922	Teosinte/Maize
CG	3	212111	212465	3.60E-12	-0.527685	8	4.30E-14	3.20E-18	0.24459	0.77227	Teosinte/Maize
CG	3	704087	704251	1.70E-35	-0.703608	14	5.10E-14	1.50E-41	0.044858	0.74847	Teosinte/Maize
CG	3	1956747	1957159	3.10E-21	-0.460293	14	4.10E-14	2.70E-27	0.39997	0.86026	Teosinte/Maize
CG	3	10946196	10946291	2.70E-05	-0.406845	8	2.10E-05	2.40E-11	0.0092507	0.4161	Teosinte/Maize
CG	3	18643271	18643716	2.80E-15	-0.463372	16	4.70E-14	2.50E-21	0.033394	0.49677	Teosinte/Maize
CG	3	26935651	26935891	4.20E-05	-0.424079	9	1.50E-07	3.70E-11	0.014488	0.43857	Teosinte/Maize
CG	3	53289541	53290210	1.00E-38	-0.472728	22	3.90E-14	9.10E-45	0.38608	0.8588	Teosinte/Maize
CG	3	53347943	53348572	3.60E-57	-0.687586	16	4.90E-14	3.20E-63	0.20108	0.88867	Teosinte/Maize
CG	3	58481523	58481805	1.40E-20	-0.444588	13	4.60E-14	1.20E-26	0.4227	0.86729	Teosinte/Maize
CG	3	69863275	69863422	5.70E-09	-0.537513	8	4.20E-14	5.00E-15	0.090821	0.62833	Teosinte/Maize
CG	3	75328581	75328862	2.90E-39	-0.494433	19	3.20E-14	2.50E-45	0.3427	0.83714	Teosinte/Maize
CG	3	75631580	75631991	5.90E-23	-0.579763	10	4.00E-14	5.30E-29	0.32099	0.90076	Teosinte/Maize
CG	3	75632335	75632723	5.80E-38	-0.615634	15	4.50E-14	5.20E-44	0.29543	0.91106	Teosinte/Maize
CG	3	76734700	76735363	1.10E-91	-0.529061	58	4.00E-14	9.50E-98	0.086935	0.616	Teosinte/Maize
CG	3	76916696	76916795	2.20E-10	-0.561148	8	1.30E-13	1.90E-16	0.0028928	0.56404	Teosinte/Maize
CG	3	77271829	77271933	1.30E-21	-0.550607	10	4.30E-14	1.20E-27	0.11461	0.66522	Teosinte/Maize
CG	3	80348992	80349288	1.30E-19	-0.416156	20	3.70E-14	1.10E-25	0.31403	0.73019	Teosinte/Maize
CG	3	82233499	82234355	7.30E-26	-0.626904	8	3.80E-14	6.50E-32	0.25099	0.87789	Teosinte/Maize
CG	3	83499044	83499186	6.10E-06	-0.447719	9	2.30E-06	5.40E-12	0.0065434	0.45426	Teosinte/Maize
CG	3	84870244	84871323	9.60E-66	-0.452784	36	3.70E-14	8.50E-72	0.41384	0.86662	Teosinte/Maize
CG	3	92490586	92491326	3.40E-40	-0.508681	23	4.10E-14	3.00E-46	0.38468	0.89336	Teosinte/Maize
CG	3	95452382	95452744	9.10E-29	-0.41191	17	4.90E-14	8.00E-35	0.45843	0.87034	Teosinte/Maize
CG	3	103862016	103862361	2.80E-14	-0.426067	13	4.30E-14	2.50E-20	0.20519	0.63126	Teosinte/Maize
CG	3	110760875	110761085	2.00E-11	-0.417382	8	4.30E-14	1.80E-17	0.45881	0.87619	Teosinte/Maize
CG	3	116500208	116500908	3.70E-61	-0.533491	31	4.30E-14	3.30E-67	0.24825	0.78174	Teosinte/Maize
CG	3	122404101	122404358	8.90E-15	-0.512683	9	4.20E-14	7.90E-21	0.26666	0.77934	Teosinte/Maize
CG	3	125738906	125740075	1.90E-84	-0.494649	38	3.00E-14	1.60E-90	0.41406	0.90871	Teosinte/Maize
CG	3	125837190	125837605	3.90E-38	-0.464304	18	4.40E-14	3.50E-44	0.44162	0.90592	Teosinte/Maize
CG	3	138824673	138825183	9.90E-15	-0.495452	11	4.60E-14	8.80E-21	0.24157	0.73703	Teosinte/Maize
CG	3	142233220	142233439	1.00E-14	-0.483633	9	4.20E-14	9.00E-21	0.33617	0.81981	Teosinte/Maize
CG	3	149531849	149532257	3.30E-20	-0.443197	16	4.40E-14	2.90E-26	0.22529	0.66849	Teosinte/Maize
CG	3	152448104	152448634	1.40E-18	-0.445212	18	4.70E-14	1.20E-24	0.080528	0.52574	Teosinte/Maize
CG	3	155995156	155996317	4.00E-34	-0.501344	17	4.80E-14	3.60E-40	0.30763	0.80897	Teosinte/Maize
CG	3	158448337	158448511	2.00E-36	-0.635093	17	3.60E-14	1.80E-42	0.0038742	0.63897	Teosinte/Maize
CG	3	159223933	159224463	4.70E-28	-0.443977	24	5.00E-14	4.20E-34	0.13076	0.57473	Teosinte/Maize
CG	3	160586866	160587375	4.40E-16	-0.423495	19	4.30E-14	3.90E-22	0.042695	0.46619	Teosinte/Maize
CG	3	183995354	183995527	1.10E-21	-0.550832	11	4.10E-14	9.60E-28	0.066445	0.61728	Teosinte/Maize
CG	3	188445361	188445736	5.00E-20	-0.450659	16	4.00E-14	4.50E-26	0.24115	0.69181	Teosinte/Maize
CG	3	189791448	189791654	1.40E-28	-0.669598	9	3.90E-14	1.30E-34	0.0046076	0.67421	Teosinte/Maize
CG	3	191370592	191370720	5.10E-24	-0.696024	9	4.10E-14	4.50E-30	0.084806	0.78083	Teosinte/Maize
CG	3	197034315	197034443	4.20E-23	-0.584272	13	4.70E-14	3.70E-29	0.065613	0.64989	Teosinte/Maize
CG	3	202392199	202392317	5.30E-18	-0.518586	8	3.60E-14	4.70E-24	0.058298	0.57688	Teosinte/Maize
CG	3	209228804	209229061	7.40E-47	-0.757717	14	4.30E-14	6.50E-53	0.14499	0.90271	Teosinte/Maize
CG	3	209229448	209232219	1.70E-211	-0.677065	68	-6.00E-15	1.50E-217	0.22845	0.90551	Teosinte/Maize
CG	3	213755066	213755381	3.20E-21	-0.471089	14	4.70E-14	2.80E-27	0.17306	0.64415	Teosinte/Maize
CG	3	214344654	214344803	1.70E-19	-0.55013	12	4.60E-14	1.50E-25	0.11888	0.66901	Teosinte/Maize
CG	3	216875639	216876028	2.20E-26	-0.431565	17	4.40E-14	1.90E-32	0.27071	0.70228	Teosinte/Maize
CG	3	221505827	221506013	8.90E-13	-0.450066	10	4.70E-14	7.90E-19	0.24712	0.69718	Teosinte/Maize
CG	3	228663889	228664037	8.10E-12	-0.442437	9	4.40E-14	7.20E-18	0.2546	0.69704	Teosinte/Maize
CG	4	3256054	3256290	7.60E-08	-0.407987	8	4.60E-14	6.80E-14	0.35929	0.76728	Teosinte/Maize
CG	4	8234554	8234921	5.70E-32	-0.482754	19	3.50E-14	5.10E-38	0.40515	0.8879	Teosinte/Maize
CG	4	9355011	9355343	9.80E-72	-0.812521	18	3.50E-14	8.70E-78	0.0059579	0.81848	Teosinte/Maize
CG	4	9975041	9975737	1.20E-92	-0.646965	31	3.60E-14	1.00E-98	0.096081	0.74305	Teosinte/Maize
CG	4	31912314	31912975	1.40E-23	-0.563158	13	4.80E-14	1.30E-29	0.10814	0.6713	Teosinte/Maize
CG	4	36832696	36832888	4.20E-14	-0.473591	10	4.50E-14	3.70E-20	0.31965	0.79324	Teosinte/Maize
CG	4	38570933	38571367	5.50E-44	-0.445948	32	4.30E-14	4.90E-50	0.19109	0.63704	Teosinte/Maize
CG	4	46988995	46989591	3.40E-13	-0.417164	15	4.20E-14	3.00E-19	0.163	0.58016	Teosinte/Maize
CG	4	48624890	48625341	6.60E-15	-0.581507	9	4.40E-14	5.80E-21	0.13363	0.71513	Teosinte/Maize
CG	4	53867466	53868412	4.80E-32	-0.434676	28	4.10E-14	4.20E-38	0.12991	0.56459	Teosinte/Maize
CG	4	54179378	54179910	1.70E-36	-0.47465	18	4.00E-14	1.50E-42	0.42928	0.90393	Teosinte/Maize
CG	4	54281271	54281848	4.20E-29	-0.427978	19	3.70E-14	3.70E-35	0.37849	0.80647	Teosinte/Maize
CG	4	57029933	57030869	1.30E-105	-0.575975	38	4.60E-14	1.10E-111	0.2841	0.86007	Teosinte/Maize
CG	4	61480265	61480697	7.20E-06	-0.420013	8	4.20E-14	6.40E-12	0.43115	0.85117	Teosinte/Maize
CG	4	61547098	61547202	1.20E-14	-0.537295	8	4.60E-14	1.10E-20	0.09279	0.63008	Teosinte/Maize
CG	4	61547664	61548128	4.70E-45	-0.515562	29	3.80E-14	4.10E-51	0.11388	0.62944	Teosinte/Maize
CG	4	65079757	65080014	1.70E-33	-0.523101	19	4.00E-14	1.50E-39	0.1534	0.6765	Teosinte/Maize
CG	4	66677172	66678400	4.30E-123	-0.545406	56	2.40E-14	3.80E-129	0.35751	0.90292	Teosinte/Maize
CG	4	68966410	68966554	2.80E-07	-0.496731	8	4.70E-10	2.50E-13	0.0084404	0.50517	Teosinte/Maize
CG	4	89042598	89043663	7.00E-101	-0.421234	60	6.20E-14	6.20E-107	0.38247	0.8037	Teosinte/Maize
CG	4	90608031	90608387	7.50E-17	-0.548978	11	4.20E-14	6.60E-23	0.063104	0.61208	Teosinte/Maize
CG	4	91937483	91937703	1.90E-20	-0.543569	9	5.00E-14	1.70E-26	0.31292	0.85649	Teosinte/Maize
CG	4	91984272	91984995	1.10E-27	-0.586223	14	5.00E-14	9.50E-34	0.29322	0.87944	Teosinte/Maize
CG	4	91988853	91989257	1.60E-62	-0.691564	20	5.80E-14	1.40E-68	0.2078	0.89936	Teosinte/Maize
CG	4	97250970	97251439	2.60E-37	-0.517596	17	4.10E-14	2.30E-43	0.29977	0.81737	Teosinte/Maize
CG	4	98668810	98669836	8.00E-113	-0.688107	37	3.70E-14	7.10E-119	0.18481	0.87292	Teosinte/Maize
CG	4	99944323	99944598	5.00E-35	-0.599951	16	4.90E-14	4.50E-41	0.12468	0.72463	Teosinte/Maize
CG	4	99946040	99946180	3.00E-27	-0.656665	12	4.90E-14	2.70E-33	0.12422	0.78088	Teosinte/Maize
CG	4	101019461	101019626	1.80E-41	-0.652616	17	4.00E-14	1.60E-47	0.0033732	0.65599	Teosinte/Maize
CG	4	101167653	101168118	3.20E-14	-0.400426	13	4.40E-14	2.80E-20	0.22337	0.62379	Teosinte/Maize
CG	4	102597623	102597811	1.90E-21	-0.578807	9	4.70E-14	1.70E-27	0.31725	0.89605	Teosinte/Maize
CG	4	102966290	102966488	1.50E-20	-0.499324	8	4.60E-14	1.30E-26	0.38552	0.88485	Teosinte/Maize
CG	4	103106883	103107873	9.60E-46	-0.679447	15	4.90E-14	8.60E-52	0.21115	0.8906	Teosinte/Maize
CG	4	103553726	103553925	3.00E-14	-0.520374	8	4.30E-14	2.70E-20	0.39518	0.91555	Teosinte/Maize
CG	4	106058879	106059611	5.00E-121	-0.816091	29	3.60E-14	4.40E-127	0.091095	0.90719	Teosinte/Maize
CG	4	107860884	107861986	2.50E-78	-0.687684	31	5.40E-14	2.20E-84	0.022136	0.70982	Teosinte/Maize
CG	4	108158698	108159691	4.60E-197	-0.706167	59	8.50E-14	4.00E-203	0.18251	0.88867	Teosinte/Maize
CG	4	112109524	112110587	1.30E-86	-0.427413	61	3.60E-14	1.20E-92	0.23474	0.66215	Teosinte/Maize
CG	4	112920447	112920711	1.10E-28	-0.50366	15	4.40E-14	9.30E-35	0.22383	0.72749	Teosinte/Maize
CG	4	114461904	114462008	1.80E-18	-0.533693	9	4.40E-14	1.60E-24	0.21724	0.75093	Teosinte/Maize
CG	4	115249927	115250253	1.10E-40	-0.595778	12	3.70E-14	1.00E-46	0.13201	0.72779	Teosinte/Maize
CG	4	115252777	115253682	2.20E-86	-0.696623	22	5.90E-14	2.00E-92	0.14749	0.84411	Teosinte/Maize
CG	4	118698798	118699247	2.20E-38	-0.514248	24	5.00E-14	2.00E-44	0.25507	0.76932	Teosinte/Maize
CG	4	127378908	127379663	2.90E-55	-0.477539	30	3.90E-14	2.60E-61	0.24899	0.72652	Teosinte/Maize
CG	4	132435763	132436252	5.10E-13	-0.445467	13	4.30E-14	4.60E-19	0.39892	0.84439	Teosinte/Maize
CG	4	134879297	134879489	4.30E-10	-0.445911	8	4.30E-14	3.80E-16	0.45397	0.89988	Teosinte/Maize
CG	4	138472396	138473491	1.00E-102	-0.536934	61	4.30E-14	9.20E-109	0.057668	0.5946	Teosinte/Maize
CG	4	149905738	149906299	5.30E-37	-0.532139	21	4.10E-14	4.70E-43	0.051104	0.58324	Teosinte/Maize
CG	4	154083060	154083171	7.30E-10	-0.428711	8	4.50E-14	6.50E-16	0.30851	0.73723	Teosinte/Maize
CG	4	156769849	156770158	1.10E-16	-0.596817	9	4.20E-14	9.60E-23	0.11621	0.71303	Teosinte/Maize
CG	4	160310979	160311119	9.80E-48	-0.672259	13	4.60E-14	8.70E-54	0.15279	0.82505	Teosinte/Maize
CG	4	161593843	161594006	3.60E-13	-0.503147	9	4.00E-14	3.20E-19	0.16383	0.66698	Teosinte/Maize
CG	4	172708719	172709066	1.50E-27	-0.477326	13	4.80E-14	1.30E-33	0.35085	0.82817	Teosinte/Maize
CG	4	174318298	174318706	3.40E-22	-0.400568	15	4.30E-14	3.00E-28	0.27317	0.67374	Teosinte/Maize
CG	4	174430726	174431162	9.50E-31	-0.415225	30	4.60E-14	8.40E-37	0.14831	0.56354	Teosinte/Maize
CG	4	175156507	175156846	1.80E-18	-0.478645	13	4.50E-14	1.60E-24	0.2118	0.69045	Teosinte/Maize
CG	4	176252460	176252699	1.50E-08	-0.422311	10	4.30E-14	1.40E-14	0.43417	0.85648	Teosinte/Maize
CG	4	177965771	177965876	2.90E-15	-0.452887	13	4.70E-14	2.60E-21	0.19059	0.64348	Teosinte/Maize
CG	4	188819753	188819953	2.30E-36	-0.608788	19	3.80E-14	2.00E-42	0.079065	0.68785	Teosinte/Maize
CG	4	201292212	201292439	3.50E-18	-0.487401	14	4.70E-14	3.10E-24	0.13901	0.62641	Teosinte/Maize
CG	4	202438790	202439247	3.50E-18	-0.459329	14	4.60E-14	3.10E-24	0.1274	0.58673	Teosinte/Maize
CG	4	207007246	207007437	6.30E-47	-0.641855	14	3.20E-14	5.60E-53	0.23188	0.87373	Teosinte/Maize
CG	4	207030390	207031225	5.50E-82	-0.576181	35	5.10E-14	4.90E-88	0.2301	0.80628	Teosinte/Maize
CG	4	207920540	207921131	6.60E-08	-0.417887	10	4.60E-14	5.90E-14	0.36034	0.77823	Teosinte/Maize
CG	4	209033479	209033689	5.50E-11	-0.436492	10	4.60E-14	4.90E-17	0.35036	0.78686	Teosinte/Maize
CG	4	211993523	211994636	6.30E-26	-0.479911	17	4.80E-14	5.60E-32	0.35222	0.83213	Teosinte/Maize
CG	4	222748859	222749004	1.20E-26	-0.605749	12	5.00E-14	1.10E-32	0.076721	0.68247	Teosinte/Maize
CG	4	222788755	222789406	7.20E-31	-0.511907	23	5.10E-14	6.40E-37	0.18059	0.6925	Teosinte/Maize
CG	4	225158526	225158671	7.50E-20	-0.407653	12	4.00E-14	6.70E-26	0.41302	0.82067	Teosinte/Maize
CG	4	227081027	227081568	1.60E-50	-0.419826	27	3.90E-14	1.40E-56	0.42841	0.84823	Teosinte/Maize
CG	4	228049901	228049971	1.20E-07	-0.50063	8	4.40E-14	1.10E-13	0.20492	0.70555	Teosinte/Maize
CG	4	230684785	230685385	1.80E-19	-0.433703	19	4.30E-14	1.60E-25	0.19522	0.62893	Teosinte/Maize
CG	4	242953895	242953996	7.70E-11	-0.414215	9	4.60E-14	6.90E-17	0.17812	0.59233	Teosinte/Maize
CG	4	243756277	243756657	4.40E-10	-0.481979	8	4.30E-14	3.90E-16	0.21371	0.69569	Teosinte/Maize
CG	4	244586780	244587051	3.20E-16	-0.407635	11	4.60E-14	2.80E-22	0.46764	0.87528	Teosinte/Maize
CG	4	246272454	246272643	2.50E-25	-0.498671	15	4.80E-14	2.20E-31	0.14438	0.64305	Teosinte/Maize
CG	5	689057	689240	3.00E-20	-0.560051	11	4.30E-14	2.60E-26	0.16668	0.72673	Teosinte/Maize
CG	5	2557342	2557524	1.80E-14	-0.437376	11	4.00E-14	1.60E-20	0.25471	6.92E-01	Teosinte/Maize
CG	5	3953289	3953366	1.40E-06	-0.405279	8	4.50E-14	1.20E-12	0.25696	0.66224	Teosinte/Maize
CG	5	4869927	4870067	4.10E-17	-0.617373	10	4.30E-14	3.60E-23	0.057433	0.67481	Teosinte/Maize
CG	5	5376065	5376161	3.50E-18	-0.432003	12	5.00E-14	3.10E-24	0.23273	0.66473	Teosinte/Maize
CG	5	11682830	11683139	9.30E-28	-0.485279	16	3.90E-14	8.20E-34	0.25412	0.7394	Teosinte/Maize
CG	5	11751812	11752073	1.40E-18	-0.52548	9	4.20E-14	1.30E-24	0.010746	0.53623	Teosinte/Maize
CG	5	16113921	16114694	5.20E-35	-0.410179	27	3.90E-14	4.60E-41	0.27839	0.68857	Teosinte/Maize
CG	5	19739790	19740166	2.90E-34	-0.510998	19	4.70E-14	2.60E-40	0.19667	0.70766	Teosinte/Maize
CG	5	24004697	24004974	6.20E-18	-0.515405	9	4.40E-14	5.50E-24	0.24206	0.75747	Teosinte/Maize
CG	5	28635926	28636155	4.30E-06	-0.414686	9	1.70E-13	3.80E-12	0.13025	0.54493	Teosinte/Maize
CG	5	28986415	28987002	8.50E-09	-0.414998	10	4.90E-14	7.60E-15	0.15413	0.56913	Teosinte/Maize
CG	5	29992878	29993393	1.20E-13	-0.501377	10	4.20E-14	1.00E-19	0.16668	0.66805	Teosinte/Maize
CG	5	36522563	36522996	1.10E-19	-0.443108	16	4.10E-14	9.90E-26	0.18922	0.63233	Teosinte/Maize
