Chr_D	Start_D	End_D	Context	Comparison	Gene_D	Gene_D	Gene_D	Gene	Bin	Overlap_bp	POPA-POPB
3	202392199	202392317	CG	Teosinte/Maize	3	202392021	202392520	Zm00001d043515	bin30	118	-0.504051
3	209228804	209229061	CG	Teosinte/Maize	3	209228698	209229344	Zm00001d043762	bin20	257	-0.755003
3	209229448	209230122	CG	Teosinte/Maize	3	209229345	209229991	Zm00001d043762	bin19	543	-0.730976
3	209230525	209232219	CG	Teosinte/Maize	3	209231287	209231934	Zm00001d043762	bin16	647	-0.637604
3	212852385	212852977	CG	Teosinte/Maize	3	212852188	212852687	Zm00001d043882	bin9	302	0.472187
3	212853751	212854029	CG	Teosinte/Maize	3	212853897	212854396	Zm00001d043882	bin21	132	0.468526
3	213755030	213755414	CG	Teosinte/Maize	3	213754768	213755267	Zm00001d043915	bin7	237	-0.410676
3	215519881	215520465	CG	Teosinte/Maize	3	215520059	215520223	Zm00001d043980	bin16	164	0.689632
3	216875639	216876028	CG	Teosinte/Maize	3	216875831	216876380	Zm00001d044019	bin12	197	-0.431904
3	220060924	220061666	CG	Teosinte/Maize	3	220060993	220061492	Zm00001d044133	bin2	499	0.400239
3	220062001	220062460	CG	Teosinte/Maize	3	220061751	220062250	Zm00001d044135	bin30	249	0.617132
3	220886544	220887147	CG	Teosinte/Maize	3	220886708	220887207	Zm00001d044167	bin25	439	0.539485
3	227583390	227583494	CG	Teosinte/Maize	3	227583399	227583898	Zm00001d044423	bin10	95	0.455415
3	228663889	228664037	CG	Teosinte/Maize	3	228663820	228664319	Zm00001d044457	bin21	148	-0.438519
4	1813557	1813732	CG	Teosinte/Maize	4	1813269	1813768	Zm00001d048633	bin7	175	0.459211
4	3499513	3500458	CG	Teosinte/Maize	4	3499742	3500241	Zm00001d048698	bin8	499	0.407147
4	4483746	4484139	CG	Teosinte/Maize	4	4483623	4484264	Zm00001d048734	bin20	393	0.512944
4	5911312	5911530	CG	Teosinte/Maize	4	5911220	5911719	Zm00001d048814	bin8	218	0.636354
4	6755474	6755575	CG	Teosinte/Maize	4	6755345	6755642	Zm00001d048867	bin14	101	0.759372
4	6827647	6827781	CG	Teosinte/Maize	4	6827620	6827995	Zm00001d048874	bin16	134	0.485588
4	7334582	7334809	CG	Teosinte/Maize	4	7334644	7335143	Zm00001d048898	bin9	165	0.595151
4	23993736	23993945	CG	Teosinte/Maize	4	23993367	23993866	Zm00001d049273	bin1	130	0.553026
4	35018538	35018760	CG	Teosinte/Maize	4	35018523	35019001	Zm00001d049558	bin20	222	0.449859
4	36832696	36832818	CG	Teosinte/Maize	4	36832433	36832969	Zm00001d049597	bin14	122	-0.481288
4	37572208	37572787	CG	Teosinte/Maize	4	37572351	37572850	Zm00001d049610	bin23	436	0.44686
4	38570933	38571367	CG	Teosinte/Maize	4	38571006	38571274	Zm00001d049642	bin12	268	-0.448375
4	39122576	39123177	CG	Teosinte/Maize	4	39122827	39123326	Zm00001d049664	bin10	350	0.482385
4	39428185	39428769	CG	Teosinte/Maize	4	39428242	39428741	Zm00001d049668	bin29	499	0.788726
4	40262571	40263137	CG	Teosinte/Maize	4	40262587	40262842	Zm00001d049687	bin20	255	0.856843
4	41054692	41055794	CG	Teosinte/Maize	4	41055218	41055823	Zm00001d049709	bin20	576	-0.441145
4	41764414	41765103	CG	Teosinte/Maize	4	41764316	41764815	Zm00001d049731	bin24	401	0.613738
4	43648504	43648894	CG	Teosinte/Maize	4	43648622	43649030	Zm00001d049763	bin11	272	-0.479325
4	46988995	46989591	CG	Teosinte/Maize	4	46988136	46989645	Zm00001d049832	bin11	596	-0.424211
4	50213407	50213705	CG	Teosinte/Maize	4	50213071	50213570	Zm00001d049882	bin10	163	0.644212
4	54281271	54281848	CG	Teosinte/Maize	4	54281415	54281914	Zm00001d049940	bin23	433	-0.422263
4	56679359	56679754	CG	Teosinte/Maize	4	56679504	56680003	Zm00001d049978	bin4	250	0.508839
4	61665646	61665972	CG	Teosinte/Maize	4	61665652	61665963	Zm00001d050038	bin11	311	0.560746
4	65079757	65080014	CG	Teosinte/Maize	4	65079393	65080493	Zm00001d050089	bin11	257	-0.51286
4	65387861	65388088	CG	Teosinte/Maize	4	65387617	65388116	Zm00001d050093	bin28	227	0.446257
4	66248626	66249197	CG	Teosinte/Maize	4	66248499	66249055	Zm00001d050109	bin18	429	0.524125
4	67725651	67726264	CG	Teosinte/Maize	4	67725923	67726422	Zm00001d050125	bin27	341	0.864025
4	89042598	89043663	CG	Teosinte/Maize	4	89042784	89043283	Zm00001d050449	bin28	499	-0.412263
4	90420384	90420798	CG	Teosinte/Maize	4	90420565	90421064	Zm00001d050463	bin10	233	0.411326
4	90608031	90608387	CG	Teosinte/Maize	4	90608056	90608555	Zm00001d050465	bin8	331	-0.571714
4	91984276	91984995	CG	Teosinte/Maize	4	91984835	91985334	Zm00001d050482	bin1	160	-0.580954
4	91988853	91989605	CG	Teosinte/Maize	4	91988835	91989334	Zm00001d050482	bin9	481	-0.703525
4	96155420	96155558	CG	Teosinte/Maize	4	96155305	96155804	Zm00001d050518	bin9	138	0.667718
4	101019461	101019626	CG	Teosinte/Maize	4	101019081	101019580	Zm00001d050563	bin10	119	-0.645454
4	101167779	101168118	CG	Teosinte/Maize	4	101167830	101168022	Zm00001d050565	bin11	192	-0.485848
4	102249929	102250497	CG	Teosinte/Maize	4	102249888	102250778	Zm00001d050580	bin12	568	-0.68696
4	102597623	102597811	CG	Teosinte/Maize	4	102597555	102597732	Zm00001d050585	bin14	109	-0.596382
4	103197429	103198327	CG	Teosinte/Maize	4	103197504	103198003	Zm00001d050595	bin10	499	0.646326
4	103433573	103434763	CG	Teosinte/Maize	4	103433745	103434244	Zm00001d050604	bin27	499	0.498353
4	103848982	103849491	CG	Teosinte/Maize	4	103849155	103849654	Zm00001d050608	bin22	336	0.84509
4	105589162	105589296	CG	Teosinte/Maize	4	105588882	105589381	Zm00001d050627	bin29	134	0.483449
4	107860884	107861095	CG	Teosinte/Maize	4	107860860	107861359	Zm00001d050636	bin8	211	-0.70866
4	107861438	107861986	CG	Teosinte/Maize	4	107861366	107861865	Zm00001d050635	bin21	427	-0.691494
4	117917655	117918763	CG	Teosinte/Maize	4	117918068	117918885	Zm00001d050714	bin20	695	0.544082
4	121060936	121061388	CG	Teosinte/Maize	4	121060974	121061473	Zm00001d050754	bin10	414	0.440472
4	126992037	126993024	CG	Teosinte/Maize	4	126992210	126992709	Zm00001d050853	bin5	499	0.451136
4	127378908	127379663	CG	Teosinte/Maize	4	127378950	127379086	Zm00001d050862	bin14	136	-0.466498
4	131660073	131660325	CG	Teosinte/Maize	4	131659708	131660207	Zm00001d050923	bin9	134	0.424795
4	138472396	138473491	CG	Teosinte/Maize	4	138472475	138472610	Zm00001d051044	bin19	135	-0.536816
4	146794895	146795054	CG	Teosinte/Maize	4	146794540	146794994	Zm00001d051163	bin19	99	0.57211
4	149905738	149906299	CG	Teosinte/Maize	4	149905999	149906479	Zm00001d051241	bin13	300	-0.522486
4	156769793	156770158	CG	Teosinte/Maize	4	156769793	156770005	Zm00001d051387	bin20	212	-0.598891
4	161345315	161347025	CG	Teosinte/Maize	4	161345708	161346142	Zm00001d051525	bin19	434	0.504445
4	161908528	161908633	CG	Teosinte/Maize	4	161908275	161908774	Zm00001d051540	bin28	105	0.473545
4	165579303	165579439	CG	Teosinte/Maize	4	165579243	165579742	Zm00001d051642	bin30	136	0.629782
4	165612228	165612346	CG	Teosinte/Maize	4	165612043	165612542	Zm00001d051644	bin7	118	0.424137
4	171672172	171672588	CG	Teosinte/Maize	4	171671975	171672474	Zm00001d051835	bin23	302	0.603313
4	172402607	172403074	CG	Teosinte/Maize	4	172402500	172402999	Zm00001d051852	bin23	392	0.42971
4	172708719	172709066	CG	Teosinte/Maize	4	172708664	172708949	Zm00001d051864	bin13	230	-0.484282
4	173751455	173752008	CG	Teosinte/Maize	4	173751512	173752011	Zm00001d051887	bin7	496	0.485512
4	173893461	173893908	CG	Teosinte/Maize	4	173893347	173893846	Zm00001d051896	bin25	385	0.689689
4	174313988	174314295	CG	Teosinte/Maize	4	174314134	174314633	Zm00001d051907	bin23	161	-0.401169
4	174318298	174318706	CG	Teosinte/Maize	4	174318245	174318744	Zm00001d051908	bin22	408	-0.415139
4	174430726	174431162	CG	Teosinte/Maize	4	174430748	174431120	Zm00001d051912	bin20	372	-0.417319
4	175156481	175156846	CG	Teosinte/Maize	4	175156500	175156821	Zm00001d051951	bin20	321	-0.472491
4	176252460	176252724	CG	Teosinte/Maize	4	176252228	176252727	Zm00001d052001	bin22	264	-0.442399
4	177032532	177032904	CG	Teosinte/Maize	4	177032495	177032994	Zm00001d052036	bin5	372	0.744896
4	177965771	177965876	CG	Teosinte/Maize	4	177965382	177965881	Zm00001d052057	bin7	105	-0.453321
4	179290757	179290961	CG	Teosinte/Maize	4	179290434	179290933	Zm00001d052091	bin10	176	0.412695
4	181204802	181205300	CG	Teosinte/Maize	4	181204852	181205351	Zm00001d052149	bin30	448	0.538636
4	183823622	183823773	CG	Teosinte/Maize	4	183823244	183823743	Zm00001d052227	bin9	121	0.687738
4	186396033	186396204	CG	Teosinte/Maize	4	186395712	186396211	Zm00001d052296	bin9	171	0.556011
4	188819753	188820006	CG	Teosinte/Maize	4	188819768	188820191	Zm00001d052384	bin11	238	-0.605032
4	198543476	198543664	CG	Teosinte/Maize	4	198543317	198543816	Zm00001d052716	bin27	188	0.521627
4	198544848	198544927	CG	Teosinte/Maize	4	198544817	198545316	Zm00001d052716	bin24	79	0.465162
4	201292212	201292353	CG	Teosinte/Maize	4	201291903	201292725	Zm00001d052797	bin19	141	-0.473676
4	207030390	207031225	CG	Teosinte/Maize	4	207030694	207030963	Zm00001d052978	bin19	269	-0.586106
4	211993523	211994271	CG	Teosinte/Maize	4	211993825	211994266	Zm00001d053067	bin18	441	-0.478089
4	218057101	218057848	CG	Teosinte/Maize	4	218057465	218057964	Zm00001d053174	bin29	383	0.490992
4	221209606	221210397	CG	Teosinte/Maize	4	221209690	221210479	Zm00001d053233	bin11	707	0.466652
4	222748859	222749004	CG	Teosinte/Maize	4	222748667	222749166	Zm00001d053256	bin24	145	-0.602001
4	225161563	225162853	CG	Teosinte/Maize	4	225161833	225162332	Zm00001d053304	bin27	499	0.486929
4	226419085	226419396	CG	Teosinte/Maize	4	226418786	226419285	Zm00001d053331	bin24	200	0.572464
4	227081027	227081568	CG	Teosinte/Maize	4	227081111	227081370	Zm00001d053348	bin19	259	-0.412116
4	230684785	230685385	CG	Teosinte/Maize	4	230684602	230685101	Zm00001d053411	bin29	316	-0.435454
4	232627102	232627513	CG	Teosinte/Maize	4	232627174	232627673	Zm00001d053514	bin8	339	0.412637
4	233900473	233900597	CG	Teosinte/Maize	4	233900456	233900955	Zm00001d053555	bin27	124	0.461224
4	237050452	237050871	CG	Teosinte/Maize	4	237050374	237050873	Zm00001d053623	bin24	419	0.407881
4	238941171	238941297	CG	Teosinte/Maize	4	238940997	238941333	Zm00001d053680	bin20	126	0.584693
4	242516407	242516744	CG	Teosinte/Maize	4	242516307	242517265	Zm00001d053861	bin15	337	-0.411197
4	242953895	242953975	CG	Teosinte/Maize	4	242953751	242954250	Zm00001d053882	bin8	80	-0.423781
4	243756277	243756657	CG	Teosinte/Maize	4	243756131	243756539	Zm00001d053930	bin14	262	-0.48591
4	244586780	244587051	CG	Teosinte/Maize	4	244586831	244587330	Zm00001d053983	bin4	220	-0.403118
4	246272454	246272643	CG	Teosinte/Maize	4	246272077	246272576	Zm00001d054089	bin30	122	-0.502099
5	689088	689240	CG	Teosinte/Maize	5	688842	689341	Zm00001d012810	bin24	152	-0.578035
5	790269	790443	CG	Teosinte/Maize	5	790185	790684	Zm00001d012816	bin9	174	0.589113
5	835465	836212	CG	Teosinte/Maize	5	835666	836266	Zm00001d012817	bin19	546	0.473711
5	1068347	1068572	CG	Teosinte/Maize	5	1068180	1068679	Zm00001d012844	bin30	225	0.41897
5	1957635	1958035	CG	Teosinte/Maize	5	1957639	1958138	Zm00001d012918	bin23	396	0.477794
5	2557342	2557524	CG	Teosinte/Maize	5	2557314	2557602	Zm00001d012970	bin19	182	-0.45319
5	2778192	2778689	CG	Teosinte/Maize	5	2778223	2778722	Zm00001d012983	bin7	466	0.771748
5	3953289	3953366	CG	Teosinte/Maize	5	3952685	3954109	Zm00001d013058	bin20	77	-0.414414
5	4705667	4705779	CG	Teosinte/Maize	5	4705320	4705819	Zm00001d013099	bin22	112	0.411293
5	4869927	4870067	CG	Teosinte/Maize	5	4869633	4870132	Zm00001d013112	bin8	140	-0.617196
5	5099697	5099861	CG	Teosinte/Maize	5	5099437	5099936	Zm00001d013120	bin7	164	0.573304
5	5151471	5152025	CG	Teosinte/Maize	5	5151532	5152031	Zm00001d013124	bin23	493	0.628535
5	5376038	5376161	CG	Teosinte/Maize	5	5375678	5376177	Zm00001d013143	bin1	123	-0.418703
5	7377179	7377494	CG	Teosinte/Maize	5	7377103	7378017	Zm00001d013262	bin15	315	-0.419359
5	11751811	11752121	CG	Teosinte/Maize	5	11751745	11752244	Zm00001d013444	bin3	310	-0.581862
5	14590602	14590870	CG	Teosinte/Maize	5	14590242	14590741	Zm00001d013575	bin8	139	0.460889
5	17941155	17941298	CG	Teosinte/Maize	5	17940964	17941463	Zm00001d013702	bin7	143	0.527043
5	19739790	19740166	CG	Teosinte/Maize	5	19739361	19740013	Zm00001d013768	bin11	223	-0.519579
5	22389170	22390359	CG	Teosinte/Maize	5	22389227	22389726	Zm00001d013844	bin24	499	0.549463
5	24004909	24004974	CG	Teosinte/Maize	5	24004616	24005085	Zm00001d013891	bin13	65	-0.53935
5	26494293	26494621	CG	Teosinte/Maize	5	26494073	26494572	Zm00001d013964	bin24	279	0.809454
5	27330360	27330514	CG	Teosinte/Maize	5	27330083	27330582	Zm00001d013984	bin6	154	0.492078
5	28635926	28636155	CG	Teosinte/Maize	5	28635977	28636476	Zm00001d014013	bin24	178	-0.430519
5	28986415	28987002	CG	Teosinte/Maize	5	28986658	28987157	Zm00001d014021	bin27	344	-0.426349
5	29985778	29986386	CG	Teosinte/Maize	5	29985978	29986477	Zm00001d014036	bin25	408	0.466085
5	29992878	29993368	CG	Teosinte/Maize	5	29992986	29993486	Zm00001d014036	bin11	382	-0.509029
5	30231374	30232063	CG	Teosinte/Maize	5	30231384	30231883	Zm00001d014038	bin9	499	-0.400027
5	36522677	36522996	CG	Teosinte/Maize	5	36522682	36522814	Zm00001d014203	bin15	132	-0.508806
5	39394729	39395158	CG	Teosinte/Maize	5	39394831	39395028	Zm00001d014284	bin16	197	0.448669
5	40645979	40646180	CG	Teosinte/Maize	5	40645973	40646472	Zm00001d014315	bin27	201	-0.482011
5	42793128	42793369	CG	Teosinte/Maize	5	42792919	42793418	Zm00001d014361	bin9	241	0.897896
5	46822006	46822499	CG	Teosinte/Maize	5	46821801	46822300	Zm00001d014436	bin24	294	0.836744
5	53639394	53639566	CG	Teosinte/Maize	5	53639033	53639532	Zm00001d014567	bin8	138	0.533366
5	53943358	53943653	CG	Teosinte/Maize	5	53943144	53943643	Zm00001d014571	bin7	285	0.652388
5	54058001	54058172	CG	Teosinte/Maize	5	54057601	54058100	Zm00001d014575	bin23	99	-0.580397
5	58592617	58593099	CG	Teosinte/Maize	5	58592912	58593411	Zm00001d014674	bin30	187	0.409713
5	61103022	61103247	CG	Teosinte/Maize	5	61102864	61103363	Zm00001d014735	bin23	225	0.741323
5	61554588	61554750	CG	Teosinte/Maize	5	61554177	61554676	Zm00001d014753	bin22	88	-0.499653
5	61642078	61642397	CG	Teosinte/Maize	5	61641848	61642347	Zm00001d014756	bin6	269	0.55652
5	62948945	62949219	CG	Teosinte/Maize	5	62949056	62949294	Zm00001d014783	bin13	163	-0.46397
5	63149682	63150399	CG	Teosinte/Maize	5	63149851	63150350	Zm00001d014788	bin21	499	-0.781193
5	65054279	65054443	CG	Teosinte/Maize	5	65054243	65054742	Zm00001d014840	bin3	164	-0.68277
5	65186726	65186897	CG	Teosinte/Maize	5	65186514	65187013	Zm00001d014844	bin21	171	-0.494065
5	65481172	65481452	CG	Teosinte/Maize	5	65480838	65481337	Zm00001d014849	bin7	165	0.600065
5	66849244	66849597	CG	Teosinte/Maize	5	66849312	66849811	Zm00001d014880	bin6	285	-0.497659
5	67004264	67004519	CG	Teosinte/Maize	5	67004098	67004597	Zm00001d014885	bin24	255	-0.461257
5	69319589	69319755	CG	Teosinte/Maize	5	69319090	69319735	Zm00001d014943	bin11	146	-0.451891
5	69979893	69980497	CG	Teosinte/Maize	5	69980127	69980626	Zm00001d014957	bin6	370	0.584294
5	71064460	71064721	CG	Teosinte/Maize	5	71064378	71064810	Zm00001d014983	bin18	261	-0.431577
5	72056897	72057030	CG	Teosinte/Maize	5	72056826	72058063	Zm00001d015010	bin11	133	0.418171
5	73450609	73451037	CG	Teosinte/Maize	5	73450657	73450938	Zm00001d015054	bin19	281	0.858759
5	76226644	76226896	CG	Teosinte/Maize	5	76226301	76227016	Zm00001d015115	bin12	252	-0.691072
5	78677044	78677309	CG	Teosinte/Maize	5	78676809	78677308	Zm00001d015183	bin21	264	0.612111
5	79871975	79872414	CG	Teosinte/Maize	5	79872095	79872205	Zm00001d015216	bin19	110	0.658943
5	83446838	83447688	CG	Teosinte/Maize	5	83446819	83447318	Zm00001d015302	bin5	480	-0.428439
5	85737615	85737976	CG	Teosinte/Maize	5	85737716	85738023	Zm00001d015348	bin15	260	-0.598798
5	89090975	89091187	CG	Teosinte/Maize	5	89091014	89091103	Zm00001d015412	bin19	89	-0.488692
5	96699788	96700174	CG	Teosinte/Maize	5	96699762	96700261	Zm00001d015545	bin23	386	0.819052
5	98834807	98835022	CG	Teosinte/Maize	5	98834891	98835390	Zm00001d015570	bin27	131	-0.437404
5	99775651	99776002	CG	Teosinte/Maize	5	99775550	99776049	Zm00001d015588	bin6	351	0.51621
5	107118518	107119037	CG	Teosinte/Maize	5	107118514	107119013	Zm00001d015683	bin23	495	-0.401575
5	107851683	107852237	CG	Teosinte/Maize	5	107851708	107852207	Zm00001d015690	bin10	499	0.533109
5	114167755	114168929	CG	Teosinte/Maize	5	114168212	114168711	Zm00001d015731	bin8	499	-0.709855
5	118255454	118255821	CG	Teosinte/Maize	5	118255475	118255974	Zm00001d015772	bin23	346	0.813787
5	121146897	121147321	CG	Teosinte/Maize	5	121146889	121147388	Zm00001d015798	bin22	424	-0.726034
5	127123158	127123296	CG	Teosinte/Maize	5	127123117	127123616	Zm00001d015865	bin22	138	0.576987
5	127466578	127466919	CG	Teosinte/Maize	5	127466456	127466955	Zm00001d015871	bin23	341	-0.409397
5	127637783	127638144	CG	Teosinte/Maize	5	127637960	127638459	Zm00001d015876	bin3	184	0.542142
5	128733514	128733682	CG	Teosinte/Maize	5	128733573	128733777	Zm00001d015884	bin20	109	-0.552773
5	129692216	129692497	CG	Teosinte/Maize	5	129692217	129692748	Zm00001d015893	bin12	280	-0.432197
5	131468936	131469151	CG	Teosinte/Maize	5	131468584	131469083	Zm00001d015921	bin23	147	-0.539463
5	140075043	140075232	CG	Teosinte/Maize	5	140074975	140075474	Zm00001d016022	bin9	189	0.729457
5	150350268	150350401	CG	Teosinte/Maize	5	150350204	150350703	Zm00001d016199	bin24	133	-0.452702
5	155420692	155420992	CG	Teosinte/Maize	5	155420539	155421038	Zm00001d016278	bin25	300	-0.417047
5	160391627	160392227	CG	Teosinte/Maize	5	160391661	160391788	Zm00001d016388	bin12	127	0.588765
5	161327522	161327760	CG	Teosinte/Maize	5	161327321	161327820	Zm00001d016410	bin2	238	-0.455558
5	165948951	165949594	CG	Teosinte/Maize	5	165949076	165949655	Zm00001d016520	bin19	518	-0.462603
5	166583109	166584604	CG	Teosinte/Maize	5	166583179	166583678	Zm00001d016533	bin23	499	0.586649
5	169534779	169535056	CG	Teosinte/Maize	5	169534785	169535216	Zm00001d016601	bin18	271	-0.467434
5	172501735	172501956	CG	Teosinte/Maize	5	172501773	172501915	Zm00001d016687	bin18	142	-0.431124
5	175545502	175545768	CG	Teosinte/Maize	5	175545430	175545929	Zm00001d016772	bin23	266	0.496329
5	180067463	180067869	CG	Teosinte/Maize	5	180067475	180067974	Zm00001d016921	bin25	394	-0.614912
5	185200600	185200821	CG	Teosinte/Maize	5	185200646	185200785	Zm00001d017092	bin18	139	-0.444924
5	186380593	186380795	CG	Teosinte/Maize	5	186380248	186380747	Zm00001d017128	bin7	154	0.485726
5	188086073	188086279	CG	Teosinte/Maize	5	188085888	188086370	Zm00001d017177	bin20	206	0.524194
5	191468744	191469224	CG	Teosinte/Maize	5	191468843	191469198	Zm00001d017275	bin17	355	0.472375
5	191474879	191475244	CG	Teosinte/Maize	5	191474836	191475335	Zm00001d017275	bin3	365	0.613452
5	191541092	191541306	CG	Teosinte/Maize	5	191541004	191541218	Zm00001d017279	bin20	126	0.43798
5	192512698	192512870	CG	Teosinte/Maize	5	192512688	192513187	Zm00001d017317	bin23	172	0.868912
5	193224800	193225442	CG	Teosinte/Maize	5	193224937	193225436	Zm00001d017335	bin22	499	0.801944
5	196451053	196451518	CG	Teosinte/Maize	5	196451166	196451576	Zm00001d017458	bin20	352	0.438437
5	198245127	198245923	CG	Teosinte/Maize	5	198245296	198245507	Zm00001d017513	bin16	211	-0.554036
5	201220831	201221001	CG	Teosinte/Maize	5	201220759	201221090	Zm00001d017597	bin13	170	-0.487024
5	203602683	203603063	CG	Teosinte/Maize	5	203602868	203603367	Zm00001d017670	bin5	195	0.840634
5	203834302	203834541	CG	Teosinte/Maize	5	203834363	203834862	Zm00001d017675	bin30	178	0.754533
5	204196225	204197200	CG	Teosinte/Maize	5	204196314	204196813	Zm00001d017685	bin5	499	0.764551
5	204706283	204706998	CG	Teosinte/Maize	5	204706573	204707072	Zm00001d017706	bin1	425	0.780476
5	205089135	205089442	CG	Teosinte/Maize	5	205089115	205089421	Zm00001d017718	bin14	286	-0.507806
5	205090056	205091249	CG	Teosinte/Maize	5	205089890	205090389	Zm00001d017717	bin30	333	-0.81009
5	205526611	205526929	CG	Teosinte/Maize	5	205526425	205526924	Zm00001d017731	bin22	313	0.416307
5	209721786	209722040	CG	Teosinte/Maize	5	209721571	209722070	Zm00001d017898	bin26	254	-0.452087
5	215035611	215035927	CG	Teosinte/Maize	5	215035384	215036780	Zm00001d018133	bin11	316	-0.446648
5	215963621	215963692	CG	Teosinte/Maize	5	215963510	215964009	Zm00001d018182	bin3	71	0.886536
5	217638058	217638268	CG	Teosinte/Maize	5	217637895	217638394	Zm00001d018265	bin8	210	0.694656
5	220386178	220386415	CG	Teosinte/Maize	5	220385854	220386563	Zm00001d018420	bin12	237	-0.409855
5	221584254	221584499	CG	Teosinte/Maize	5	221584173	221584672	Zm00001d018481	bin23	245	0.648043
5	221802333	221802602	CG	Teosinte/Maize	5	221802110	221802609	Zm00001d018496	bin6	269	-0.72599
5	222111564	222112028	CG	Teosinte/Maize	5	222111575	222112074	Zm00001d018509	bin8	453	0.769886
5	222686800	222687267	CG	Teosinte/Maize	5	222686867	222687366	Zm00001d018543	bin8	400	0.710691
5	223001901	223002311	CG	Teosinte/Maize	5	223002005	223002088	Zm00001d018557	bin19	83	-0.450547
5	223543737	223544125	CG	Teosinte/Maize	5	223543444	223543943	Zm00001d018572	bin8	206	0.868487
5	223651453	223652155	CG	Teosinte/Maize	5	223651565	223652064	Zm00001d018580	bin2	499	0.459974
6	1847879	1848723	CG	Teosinte/Maize	6	1848043	1848542	Zm00001d035016	bin22	499	0.601742
6	1850503	1850746	CG	Teosinte/Maize	6	1850304	1850803	Zm00001d035015	bin25	243	0.442544
6	3098586	3099544	CG	Teosinte/Maize	6	3098876	3099375	Zm00001d035049	bin9	499	-0.427639
6	5776753	5777031	CG	Teosinte/Maize	6	5776530	5777029	Zm00001d035113	bin5	276	-0.434405
6	17374251	17374619	CG	Teosinte/Maize	6	17374048	17374547	Zm00001d035253	bin8	296	0.401096
6	18823907	18824239	CG	Teosinte/Maize	6	18823960	18824459	Zm00001d035269	bin21	279	-0.644172
6	28272421	28272966	CG	Teosinte/Maize	6	28272321	28272886	Zm00001d035470	bin12	465	-0.515323
6	34748145	34748480	CG	Teosinte/Maize	6	34747991	34748490	Zm00001d035581	bin21	335	0.440099
6	41491094	41491595	CG	Teosinte/Maize	6	41491224	41491508	Zm00001d035696	bin11	284	-0.509748
6	50123075	50123276	CG	Teosinte/Maize	6	50122939	50123438	Zm00001d035791	bin27	201	0.841898
6	52292067	52292569	CG	Teosinte/Maize	6	52291965	52292464	Zm00001d035817	bin26	397	0.741168
6	54833397	54833597	CG	Teosinte/Maize	6	54833097	54833596	Zm00001d035842	bin9	199	-0.625065
6	58307985	58308480	CG	Teosinte/Maize	6	58308333	58308832	Zm00001d035881	bin21	147	-0.414441
6	61207673	61208769	CG	Teosinte/Maize	6	61208091	61208590	Zm00001d035934	bin9	499	0.481266
6	61832843	61833035	CG	Teosinte/Maize	6	61832098	61833718	Zm00001d035953	bin11	192	-0.474286
6	64323956	64324237	CG	Teosinte/Maize	6	64324042	64324541	Zm00001d035980	bin2	195	0.504411
6	84661799	84661914	CG	Teosinte/Maize	6	84661471	84661970	Zm00001d036331	bin7	115	0.422322
6	85389407	85389828	CG	Teosinte/Maize	6	85389188	85389687	Zm00001d036355	bin9	280	-0.619352
6	87792955	87793246	CG	Teosinte/Maize	6	87792758	87793257	Zm00001d036423	bin29	291	-0.663196
6	90961517	90961976	CG	Teosinte/Maize	6	90961559	90962058	Zm00001d036514	bin6	417	0.639599
6	90999927	91000564	CG	Teosinte/Maize	6	91000196	91000695	Zm00001d036517	bin4	368	0.5486
6	91006345	91006985	CG	Teosinte/Maize	6	91006467	91006966	Zm00001d036517	bin26	499	0.475258
6	91186033	91186531	CG	Teosinte/Maize	6	91186074	91186612	Zm00001d036524	bin20	457	0.443327
6	93495829	93496119	CG	Teosinte/Maize	6	93495931	93496099	Zm00001d036577	bin20	168	0.422925
6	96572057	96572343	CG	Teosinte/Maize	6	96571903	96572402	Zm00001d036655	bin27	286	0.7929
6	97050264	97050398	CG	Teosinte/Maize	6	97050000	97050392	Zm00001d036663	bin19	128	0.761669
6	100491317	100491622	CG	Teosinte/Maize	6	100491025	100491524	Zm00001d036777	bin9	207	0.473025
6	106069355	106069459	CG	Teosinte/Maize	6	106068940	106069439	Zm00001d036905	bin8	84	0.795686
6	106203950	106204557	CG	Teosinte/Maize	6	106203967	106204310	Zm00001d036911	bin17	343	0.527245
6	106206107	106206667	CG	Teosinte/Maize	6	106206347	106206846	Zm00001d036911	bin23	320	0.523445
6	107639190	107639501	CG	Teosinte/Maize	6	107638910	107639409	Zm00001d036966	bin2	219	0.661376
6	113254595	113254976	CG	Teosinte/Maize	6	113254626	113254839	Zm00001d037124	bin13	213	-0.486493
6	113551364	113551512	CG	Teosinte/Maize	6	113551380	113551879	Zm00001d037134	bin10	132	0.610697
6	114063538	114063906	CG	Teosinte/Maize	6	114063497	114063996	Zm00001d037156	bin30	368	0.794407
6	117731696	117731968	CG	Teosinte/Maize	6	117731410	117731909	Zm00001d037245	bin2	213	0.454696
6	118538302	118538452	CG	Teosinte/Maize	6	118538050	118538549	Zm00001d037263	bin6	150	-0.595257
6	120195982	120196343	CG	Teosinte/Maize	6	120196102	120196560	Zm00001d037305	bin20	241	-0.608153
6	123788650	123789121	CG	Teosinte/Maize	6	123788646	123789145	Zm00001d037381	bin24	471	0.638381
6	126614416	126615035	CG	Teosinte/Maize	6	126614507	126615006	Zm00001d037479	bin7	499	0.807054
6	127597743	127597983	CG	Teosinte/Maize	6	127597737	127598236	Zm00001d037504	bin7	240	0.515849
