Context	Chr	Start	End	Comparison	Hyper/Hypo	JRIAL2A	JRIAL2B	JRIAL2C	JRIAL2D	JRIAL2E	JRIAL2F	JRIAL2G	JRIAL2H	JRIAL2I	JRIAL2J	JRIAL2K	JRIAL2L	JRIAL2M	JRIAL2N	JRIAL2O	JRIAL2P	JRIAL2Q	JRIAL2R	JRIAL2S	JRIAL2T	AMES-8235	PI-620767	PI-620773	PI-620774	PI-620784	PI-620785	PI-620797	PI-620819	PI-620821	PI-620834	PI-620842	PI-620846	PI-620856	PI-620859	PI-620860	PI-628503	PI-628514	A632	B37	B73	B97	CML322	HP301	IL14	LH123HT	LH82	Mo17	Oh43	P39	PHZ51	Tx303
CG	3	60737265	60738183	Teosinte/Maize	Hypo	0	0.391253938	0.921685972	0.910714286	0.477099752	0.938640275	0.374688645	0.247774943	0.016666667	0.351495611	0.888765203	0.302678571	0.003773585	0.863858911	0.044615385	0.548639456	0.409676435	0.912037037	0.892374051	0.94537037	0.957207207	0	0.007142857	0	0.00255102	0.007575758	0	0	NA	0.826086957	0.057142857	0.870987654	0	0	0	0	0.02688172	0.006666667	0	0	0.004878049	0.001388889	0.032505914	0.002677376	0.007142857	0.004929577	0.001838235	0.010005718	0	0	0.003346902
CG	3	66742495	66743257	Teosinte/Maize	Hypo	0.881574933	0.914374003	0.316137566	0.890229885	0.912823129	0.955982143	0.9	0.335275689	0.940214866	0.911272061	0.918395629	0.954994193	0.880645161	0.877512303	0.867485119	0.464086099	0.922019458	0.886003861	0.912170593	0.912179487	0.989473684	0.703703704	0	0.65625	0.969047619	0.65	0.826923077	0	1	0.81969697	0.175925926	0.118421053	0.625362319	0.621904762	0.531587302	0.025	0.709803922	0.961050061	0.015151515	0.94869406	0	0.041322314	0.036556037	0.83431677	0.115350877	0.00877193	0.010176031	0.030769231	0.802962963	0.015668203	0.005050505
CG	3	68851748	68851933	Teosinte/Maize	Hypo	0.732439914	0.824929568	0.562993884	0.719991412	0.456440489	0.869963019	0.016666667	0.596785179	0.03125	0.812227831	0.988095238	0.805208333	0.6125	0.542894936	0.760691029	0.961637008	0.910137743	0.742665481	0.835119048	0.813605442	0	0.055555556	0.158340336	0.830994152	0.788795518	0.478553114	0.533452381	0.09	0.833333333	0.657407407	0.956468838	0.063636364	0.705882353	0.493650794	NA	0.112855831	0.909803922	0	0	0.007905138	0.169559829	NA	0.006535948	0.065952008	0.028533785	0.125531238	0.364925621	0.009347264	0.2471048	0.03125	0.212121212
CG	3	69862990	69863422	Teosinte/Maize	Hyper	0	0.65127866	0.41097561	0	0	0.013071895	0	0.009803922	0.023049645	0.511734694	0.003401361	0	0.001141553	0	0.018518519	0	0.286111111	0.010714286	0.008333333	0.005847953	0.914369551	0.465555556	0.004255319	0	0	0.704166667	0.848222222	0.9375	0.947530864	0.393859649	0	0.502480159	0.221582181	0.702380952	0	0.356599833	0	0.946673669	0.840767974	0.932032986	0.75524453	0.936965295	0.844565217	0.260162602	0	0.002232143	0.041684435	0.913523227	0.857632094	0.921857923	0
CG	3	71475141	71475922	Teosinte/Maize	Hypo	0.965572402	0.942695933	0.946608218	0.89558593	0.896647334	0.844855967	0.934656085	0.91738475	0.946187642	0.934355119	0.92945845	0.950651678	0.911760462	0.937796558	0.941277066	0.930325878	0.876635269	0.960833333	0.951497976	0.902121065	0.92962963	0.509856631	0.944537815	0.832240437	0.924757496	0.050098425	0.951453309	0.972222222	0.955223881	0.019230769	0.976666667	0.006185625	0.798022599	0.361627907	0.930189732	0.86712963	0.9359375	0.011076555	0.022388241	0.016317016	0.013986014	0.923972971	0.038482887	0.875152396	0.897520956	0.850664492	0.008363202	0.00255292	0.013166667	0.012987013	0.886353573
CG	3	71571292	71571618	Teosinte/Maize	Hypo	0.841632653	0.867554859	0.886231884	0.927777778	0.925806452	0.889668856	0.928499278	0.932238095	0.911751152	0.883261183	0.948206937	0.693209877	0.905194805	0.928427128	0.945737801	0.956168831	0.88079806	0.914357864	0.946594982	0.868888889	0.136363636	0.859333333	0.747395833	0.044642857	0	0.891666667	0.992424242	0.81372549	0.817204301	0.333333333	0.096472663	0.928265993	0.209876543	0.959770115	0.808641975	0.49122807	0.928666667	0.062419562	0.017406692	0.035714286	0.011670762	0.022343386	0.01966967	0.041516517	0.025879451	0.031081081	0.003968254	0.028787879	0.023809524	0.007575758	0.401357229
CG	3	71811887	71812030	Teosinte/Maize	Hypo	0.6125	0.539563541	0.671784512	0.815845429	0.598997494	0.904875826	0.87406015	0.109022556	0.78245614	0.67748538	0.149446958	0.167328042	0.697575378	0.974937343	0.678362573	0.312745098	0.373958333	0.666984127	0.55112782	0.533333333	0	0.064814815	0	0.231481481	0	0.09375	0.1875	0	0.088235294	0	0	0	0	0	0	0.1875	0.064814815	0.083333333	0.076470588	0.075757576	0.044444444	0	0.06452381	0.041176471	0.005347594	0.008928571	0.019230769	0.097222222	0	0	0
CG	3	73681178	73681591	Teosinte/Maize	Hypo	0.66087963	0.803442728	0.513414063	0.612253812	0.750386267	0.370814949	0.848683261	0.710804936	0.766912879	0.894594595	0.615998839	0.84174691	0.725746669	0.513981276	0.883964184	0.661078936	0.491031394	0.768873403	0.450834599	0.636612642	0	0.777536232	0.137654321	0.19047619	0.045454545	0.630434783	0	0.605729167	0.727954145	0.511363636	0.145833333	0.433333333	0.063492063	0.012820513	0.395061728	0.58	0.072058824	0.194338736	0.325617284	0.011904762	0.018648019	0.040650231	0.039696737	0.115436415	0.173232323	0.207603687	0.091450216	0.058672403	0.026984127	0.005208333	0.908546639
CG	3	74617510	74617809	Teosinte/Maize	Hypo	0.064716312	0.575761476	0.362179487	0.979166667	0.822777778	0.973504274	0.921171171	0.8	0.927777778	0.939316239	0.954901961	0.84	0.898333333	0.927419355	0.523504274	0.9328125	0.902529762	0.931818182	0.825268817	0.793402778	0.035714286	0.639102564	0.085897436	0	0.07654321	0.911805556	0.082864358	0.085648148	0.102150538	0.853535354	0.213095238	0.766203704	0.040697674	0.563852814	0.161290323	0.126602564	0.005555556	0.06031746	0.032492997	0.023552632	0.073684211	0.005512339	0.158653846	0.0125	0.067132867	0.225968013	0.014223871	0.011338186	0.043650794	0	0.054878364
CG	3	74688020	74688505	Teosinte/Maize	Hypo	0.890238095	0.934539474	0.912217018	0.945887446	0.97463112	0.98245614	0.962484737	0.942708333	0.928875171	0.907627119	0.920068027	0.958333333	0.923792271	0.956530612	0.923224728	0.946610169	0.813384813	0.938792517	0.959863946	1	0	0.43	0	0.015432099	0.007692308	0.983091787	0.905982906	0.068181818	0.011111111	0.929166667	0.766666667	0.398071127	0	0.38504884	0.042142857	0.926495726	0.555238095	0.019364075	0.884893722	0.127710233	0.00754717	0.013174603	0.836069652	0.032022145	0.010985533	0.002702703	0.921296296	0.894954821	0.924731183	0.886564626	0.911885758
CG	3	75328581	75328862	Teosinte/Maize	Hyper	0.299074074	0.279166667	0.478594771	0.006060606	0.354632035	0.233169935	0.346296296	0.210364146	0.45839599	0.416148364	0.004545455	0.522072072	0.331349206	0	0.684675325	0.469019274	0.969298246	0.174313187	0.429292929	0.988095238	0.955092593	0.96875	0.881944444	0.897126437	0.845679012	0.454166667	0.984482759	0.96969697	0.990566038	0.832608696	0.970588235	0.253703704	0.933333333	0.853174603	0.86	NA	0.132183908	0.933272283	0.904761905	0.939099677	0.948958333	0.921228236	0.87745098	0.870082816	0.933760684	0.921720117	0.007092199	0.914568189	0.969135802	0.880667481	0.869071429
CG	3	75357257	75358132	Teosinte/Maize	Hypo	0.91482684	0.268015873	0.44342514	0.834047619	0.392151425	0.001428571	0.353995939	0.399895833	0.841796875	0.873052363	0.938504464	0.320786341	0.931324405	0.03047619	0.4382259	0.910092593	0.948494398	0.221118721	0.905040198	0.592307692	0.011363636	0.756519274	0.006944444	0.008578431	0.017933131	0.91004902	0.931138406	0.008960573	0.004166667	0.957575758	0.321760343	0.437112403	0.00913242	0.204827781	0.004065041	0.028985507	0.001956947	0.021205357	0.002747253	0.006126482	0.003472222	0.000784929	0.005102041	0.050886525	0.00127551	0.009259259	0.008241758	0.003205128	0.878571429	0.001984127	0.004681777
CG	3	75631580	75631991	Teosinte/Maize	Hyper	0.324617174	0.299961096	0.304904051	0.001356852	0.1015625	0.894971264	0.083005795	0.594298246	0.002487562	0.485313387	0.001221001	0.387757937	0.294476654	0.344278607	0.360714286	0	0.003846154	0.345439871	0.254181929	0.5175	0.868055556	0.946052632	0.912015504	0.972222222	0.897674419	0.422247824	0	0.884554335	0.953488372	0.92214735	0.941935484	0.259473079	0.93877551	0.946969697	0.938492063	0.971631206	0.841883681	0.861709311	0.870471696	0.923478528	0.843354978	0.890361635	0.903741497	0.892150298	0.925995025	0.921102256	0.930952381	0.90196684	0.884879176	0.907159756	0.905446623
CG	3	75632335	75632723	Teosinte/Maize	Hyper	0.5875	0.635326689	0.402887538	0	0.237088	0.951851852	0.037908497	0.252252252	0.002898551	0.055892857	0.005464481	0.445744681	0.377799228	0.465678825	0.59389881	0.002604167	0	0.279499596	0.153162006	0.451388889	0.975	0.989583333	0.983962264	0.924358974	0.946517413	0.649462366	0.00862069	0.910204082	0.996153846	0.888888889	0.94047619	0.351851852	0.817375887	0.868253968	0.916666667	0.913888889	0.943262411	0.913194444	0.952736007	0.941764782	0.886666667	0.899743231	0.957189542	0.886666667	0.873504274	0.935486479	0.894805195	0.927078141	0.951923077	0.900282662	0.929413618
CG	3	75669019	75669578	Teosinte/Maize	Hypo	0.868130816	0.855711068	0.916929679	0.872525677	0.851507937	0.782400274	0.705454545	0.89382716	0.853299916	0.886164021	0.682738095	0.425701703	0.945784449	0.753492063	0.859551367	0.889757412	0.869118142	0.841653291	0.926500194	0.736970286	0	0.344444444	0.004347826	0.003546099	0.801351351	0.697530864	0.926616915	0.011737089	0.772108844	0.958958333	0.012820513	0	0	0.00625	0.336004646	0.003389831	0.005128205	0.007955182	0.010814815	0.01461039	0	0.357407407	0.010416667	0.00152439	0	0.007777778	0.015384615	0.008733489	0.001915709	0.008205128	0.003517316
CG	3	76711011	76711560	Teosinte/Maize	Hyper	0.009450172	0.024085006	0.013642214	0.135127431	0.010912698	0.014032073	0.013652482	0.01038961	0.019573643	0.494906629	0.004723085	0.001404494	0.016780045	0.007575758	0.006510417	0.007246377	0.017676768	0.034641549	0.061741499	0.003900709	0.013804945	0.021604938	0.008196721	0.005376344	0	0.667595819	0.006409002	0.002597403	0.007092199	0.389263252	0	0.152076257	0	0.013139731	0.009375	0.009498208	0.004618227	0.95952381	0.034486216	0.938922755	0.873809524	0.009245326	0.893869271	0.880116959	0.450303455	0.011437908	0.912582556	0.937892726	0.953416149	0.894794421	0.006687243
CG	3	76734700	76735363	Teosinte/Maize	Hyper	0.004768519	0.627192982	0.02745098	0.007142857	0.003710575	0	0.009166667	0.061093668	0.406024096	0.117693316	0.004081633	0.006111929	0	0.002083333	0.006578947	0.077114428	0.002427184	0.126736111	0.011904762	0.004444444	0.852941176	0.629107981	0.97002924	0.933176101	0.928205128	0.34029304	0.005975506	0.886574074	0.916666667	0.005042017	0.451741294	0.959166667	0.980452675	0.320576132	0.907236842	0.961538462	0.985964912	0.926484018	0.03037037	0.925930362	0.885875706	0.899100291	0.130797101	0.836865942	0.874242424	0.963572011	0.929577496	0.088150609	0.114254386	0.002415459	0.943414292
CG	3	76916696	76916795	Teosinte/Maize	Hyper	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017857143	0.011111111	NA	0	0.011904762	NA	NA	0.5	1	NA	0.642857143	NA	NA	1	0.916666667	NA	NA	NA	NA	0.761904762	0.952380952	0.880952381	0.952380952	0.923076923	0	0.961038961	0.830073696	0.852112471	0	0.855921856	0.875	0.932539683	0.801054018	0	0	0.004761905	0.94047619
CG	3	77271829	77271933	Teosinte/Maize	Hyper	0.159649123	0.13128655	0.039215686	0.105263158	0.131944444	0.058928571	0	0	0	0.368627451	0.043859649	0.166666667	0.272222222	0.007518797	0.035087719	0.05	0.034391534	0.044047619	0.073684211	0.009803922	NA	0.625	0.688596491	0.166666667	0.8125	0.592592593	0.4375	0.592592593	0.394736842	0.452380952	0.444444444	0.2	0.438596491	0.280701754	NA	0.333333333	NA	0.931077694	0.644319131	0.46	0.60462963	0.28125	0.874269006	0.511904762	0.630847953	0.588171186	0.62962963	0.683214286	0.631578947	0.780984848	0.592592593
CG	3	78211132	78211675	Teosinte/Maize	Hypo	0.913541667	0.361956522	0.925372024	0.935028249	0.961728395	0.902962963	0.881495859	0.916434379	0.935785253	0.945869776	0.889830508	0.958333333	0.286440678	0.921985816	0.019607843	0.966460905	0.910077519	0.936728395	0.94788961	0.947839506	0	0.32805383	0.003225036	0	0.010567633	0.227510221	0.796	0.003246753	0.007971014	0.678070175	1	0.001552795	0	0.309017224	0.003483835	0.003623188	0	0.005102041	0.873404255	0.004715593	0	0.001144165	0.790932118	0.001221001	0.008204494	0	0	0.874243649	0.893095238	0.899171842	0.007391703
CG	3	78627475	78627604	Teosinte/Maize	Hyper	0.846153846	0.151515152	0.409090909	0.471212121	0.5	0	0.481818182	0.401666667	0.962962963	0.273611111	0	0.333333333	0.984848485	0.25	0	0.45	0.773809524	0.886363636	0.676190476	0.609006211	0.961538462	NA	0.184761905	1	NA	0.395833333	1	0.966666667	NA	0.633333333	0.976190476	0.066666667	1	0.909090909	1	0.964285714	0.879545455	0.94047619	0.958730159	0.836862959	0.752142857	0.887166836	0.811111111	0.973529412	0.920238095	0.966769866	0.940695971	0.900286961	0.952380952	0.935210712	0.929338023
CG	3	78897962	78898997	Teosinte/Maize	Hypo	0.875654226	0.931892063	0.920299536	0.832039337	0.937229781	0.925871838	0.946220238	0.918560606	0.912105064	0.872054755	0.935059524	0.9390681	0.931788259	0.937138954	0.92066602	0.940762143	0.897700003	0.903966825	0.910046385	0.917740683	0.053333333	0.180214101	0.147212121	0.10631068	0.071497585	0.330882353	0.274390244	0.008474576	0.197463768	0.171703297	0.088992974	0.275373134	0.005964912	0.034375	0.191433022	0.160958904	0.251190476	0.555394936	0.008680556	0.258895758	0.013865546	0.142615259	0.01062963	0.066534854	0.315573994	0.355797788	0.004142857	0.011863234	0.004817708	0.014386401	0.212979649
CG	3	79160529	79161083	Teosinte/Maize	Hypo	0.879345238	0.923388648	0.832120811	0.852525253	0.940824372	0.93627451	0.860261106	0.913608777	0.911030844	0.939499389	0.957236842	0.911463845	0.880061943	0.87020757	0.82020202	0.884070021	0.913376317	0.846868297	0.811213152	0.80011997	0.027777778	0.802741703	0.948717949	0.275	0.414197531	0.027777778	0.888888889	0.970114943	0.092982456	0	0.272727273	0.107142857	0.035714286	0.051388889	0.019753086	0.48172043	0.898412698	0.891468254	0.017755668	0.912249294	0.761316366	0.889200963	0.06170361	0.01010101	0.028138528	0.208333333	0.876511361	0.120803002	0.064607465	0.189880952	0.195938138
CG	3	80033383	80033710	Teosinte/Maize	Hypo	0.855230289	0.992907801	0.381144393	0.832407407	0.869153912	0.815119048	0.966438356	0.90922619	0.93504902	0.900416667	0.95	0.438665325	0.867283951	0.916773276	0.852777778	0.913846154	0.608914729	0.921912833	0.961904762	0.932291667	0	0	0.018907563	0.003278689	0	0	0.008267196	0	0.008474576	0	0.03125	0.005102041	0	0.003472222	0.25	0.002380952	0.005718954	0.006535948	0.004830918	0.001904496	0	0.229356061	0	0.009589041	0.002232143	0.003787879	0	0.011883541	0.007738095	0	0.001098901
CG	3	80349013	80349288	Teosinte/Maize	Hyper	0.455762319	0.541666667	0.428382464	0.115215729	0.24525463	0.009090909	0.324509804	0.230839002	0.4	0.535309017	0.060579479	0.196609731	0.228577441	0.092792793	0.305513784	0.655238095	0.593948413	0.352642276	0.23872549	0.138927794	1	0.764772727	0.844761905	0.919871795	0.977272727	0.563333333	0.360755337	0.972222222	0.976190476	0.457092199	0.597560976	0.456837607	NA	0.826923077	0.982758621	0.977272727	0.97	0.445072751	0.496387686	0.952716781	0.974358974	0.946477312	0.567215444	0.548604269	0.611060236	0.64223545	0.881110121	0.432927749	0.496201814	0.812071919	0.871214764
CG	3	81213144	81213307	Teosinte/Maize	Hypo	0.371823275	0.792424242	0	0	0.712337662	0.263888889	0.502083333	0.907407407	0.772481962	0.201234568	0	0	0.395833333	0	0.227272727	0.825108225	0.38531746	0.722222222	0.542948718	0.515151515	NA	0.033333333	0.012987013	0.025	0.052631579	0.028571429	0.166666667	0	0	0	0	0.066666667	0.019230769	0.008403361	0.022916667	0	0	0.0546875	0	0	0	0	0	0	0	0	0	0	0.015384615	0.006944444	0.011111111
CG	3	81622807	81623297	Teosinte/Maize	Hypo	0.944270833	0.363270882	0.919387755	0.916997354	0.843197279	0.333308081	0.948666667	0.916666667	0.937547987	0.937037037	0.929949087	0.932240437	0.936710398	0.896947005	0.435956416	0.973737374	0.929921819	0.923385795	0.967653891	0.921536797	0.01	0.026515152	0.003571429	0	0.012681159	0.911111111	0.827030608	0.344594595	0.010351967	0.933333333	0.738518519	0.389217687	0.059718615	0.367954145	0.444270833	0	0.002380952	0.002695418	0.918055556	0.010377147	0	0.002568922	0.945995671	0.002564103	0.001984127	0.001666667	0.002192982	0.848611476	0.924842767	0.913452234	0.003409333
CG	3	82044847	82045468	Teosinte/Maize	Hypo	0.881944444	0.423943932	0.261904762	0.945454545	0.921957672	0.397204454	0.436970899	0.945283019	0.236825397	0	0.87202381	0	0.461117792	0.843560792	0.009241453	0.904299435	0.929304029	0.955745342	0.431902357	0.485175202	0.00327381	0.026415094	0.003418803	0.008506494	0.006486569	0.223717949	0.974191375	0.004683841	0	0.010204082	0.013102725	0.519379845	0	0.003571429	0	0.00969697	0	0.009273183	0.038194444	0.015277145	0.009166667	NA	0.049593496	0	0.008864028	0.037547893	0.002604167	0.004799122	0.795535714	0.002857143	0
CG	3	82233499	82234432	Teosinte/Maize	Hyper	0.476305067	0.484993734	0.423778672	0.073333333	0.107843137	0.05987395	0.181257015	0.077124183	0.490336134	0.168253968	0.05125	0.41547619	0.188757321	0.168531746	0.114478114	0.049350649	0.005882353	0.174993634	0.584360411	0.316468254	0.975	0.975	0.916666667	0.940740741	0.823095238	0.639047619	0.2	0.88125	0.854761905	0.8125	0.902777778	0.516666667	0.729166667	0.777777778	0.902777778	0.910714286	0.888888889	0.839678531	0.799829118	0.840690236	0.774380521	0.901952247	0.765833703	0.894611529	0.869461533	0.924380165	0.899879399	0.845685426	0.864285714	0.849797571	0.823157549
CG	3	83499044	83499186	Teosinte/Maize	Hyper	0	0	0	0	0	0	0	0	0.019607843	0.009803922	0	0	0	0	0.019230769	0	0	0	0.007352941	0	0.861111111	0.5	0.906462585	0.972222222	0.46969697	0	0	0.964285714	0.675	0.037037037	0.680555556	0.214814815	1	0.244444444	0.958333333	0.342592593	0.685714286	0.907407407	0	0.973400129	0.694444444	0.967691622	0	0.977272727	0.958333333	0.916806723	0	0	0	0	0
CG	3	84870251	84871323	Teosinte/Maize	Hyper	0.931156716	0.334700498	0.278658964	0.103871658	0.291649413	0.406428571	0.363973064	0.366914683	0.399245473	0.502275132	0.039354839	0.337541459	0.308252093	0.077766831	0.43653359	0.400905155	0.943922306	0.427515217	0.428741039	0.890792031	0.925120773	0.893287037	0.923363095	0.922580645	0.964330218	0.958796296	0.295634921	0.933496732	0.974092409	0.94422043	0.949649123	0.920870871	0.892156863	0.446924603	0.947868217	0.948566308	0.937909709	0.898515105	0.93095797	0.938398459	0.868398268	0.908413038	0.944678932	0.887494437	0.884931973	0.891865079	0.873916306	0.924282373	0.867719298	0.873978182	0.884502559
CG	3	85284609	85285617	Teosinte/Maize	Hypo	0.807192982	0.295863309	0.920218579	0.768545752	0.767916667	0.903439153	0.934567901	0.961507937	0.211968254	0.222733918	0.965465465	0.946666667	0.454620811	0.964848485	0.521482684	0.921777166	0.882047619	0.955912253	0.241973886	0.930682839	0.00297619	0.263864307	0.057062729	0.079298246	0.001488095	0.843915344	0.028044872	0	0.075789474	0.948275862	0.085526316	0.270655733	0	0.04978355	0.010703364	0.054269972	0.034786373	0.211754386	0.706300813	0.125344876	0.017605634	0.035511094	0.612808642	0.001028807	0.056324405	0.081111111	0.009502924	0.759954295	0.529431217	0.589034786	0.097187955
CG	3	87052424	87052647	Teosinte/Maize	Hypo	0.902585378	0.922486772	0.886006586	0.934615385	0.963690476	0.968253968	0.966666667	0.959876543	0.896212121	0.935878489	0.928226712	0.941077441	0.923250361	0.941446208	0.97826087	0.973684211	0.966964286	0.85942029	0.96875	0.838222222	1	0.937301587	0.838888889	1	0.798611111	0.965909091	NA	NA	0.957142857	0.913157895	0.985714286	0.951020408	NA	0.95625	0.864285714	1	1	0.004926108	0.003496503	0.01754386	0	0.322744361	0.944135802	0.93953202	0.003831418	0.010526316	0	0.976209463	0.842149758	0.934832451	0.472750916
CG	3	87055048	87056194	Teosinte/Maize	Hypo	0.920156855	0.936795635	0.926358475	0.918867244	0.941782407	0.952338426	0.455603175	0.904931973	0.940312957	0.884639352	0.958306071	0.655429024	0.927295072	0.925403727	0.948457143	0.94098916	0.91858944	0.928788738	0.936365327	0.912686567	0.0046875	0.658208955	0.035190322	0.026311542	0.00304878	0.694894772	0.928832279	0	0	0.913091309	0.493971631	0.634176268	0.006313131	0.908793147	0.007971014	0.004329004	0.005659806	0.003361642	0.876752906	0.005899518	0.007251908	0.009300809	0.920149912	0.019077804	0.000460829	0.001090513	0.040407674	0.904445218	0.912758621	0.866652681	0.00942346
CG	3	87718291	87718490	Teosinte/Maize	Hypo	0.895238095	0.955753968	0.909441708	0.92372449	0.970238095	0.91954023	0.93115942	0.958333333	0.940136054	0.952380952	0.922435897	0.85	0.928518519	0.982034632	0.612397373	0.962962963	0.894871795	0.95	0.900333333	0.923076923	0	0.875	0	1	0.166666667	0.896666667	0	0	NA	0.743589744	0.333333333	0.95	0	0.916666667	0	NA	0.569444444	0	0.931818182	0.010989011	0	0.014423077	0.912454212	0.011059908	0	0	0	0.949642982	0.833333333	0.85523088	0
CG	3	88434376	88434612	Teosinte/Maize	Hypo	0.619674185	0.8211812	0.848074412	0.898931624	0.703041695	0.950491308	0.618859649	0.569642857	0.923672818	0.666165414	0.638805476	0.705952381	0.610275689	0.964590965	0.68627451	0.633434548	0.622807018	0.713345865	0.658855472	0.573106061	NA	0.357142857	0	0.575	0	NA	0.592592593	0	0	NA	0.456140351	NA	0	NA	NA	0	0.486111111	0.01352657	0.651309524	NA	0.009090909	0.019736842	0.602097506	0.05695464	0.004385965	0.023188406	0	0.755882353	0.522222222	0.831016043	0.03125
CG	3	91860577	91860941	Teosinte/Maize	Hypo	0.862878788	0.931802721	0.944444444	0.931818182	0.375	0.173647186	0.943939394	0.984848485	0.97	0.924603175	0.765601504	0.205265568	0.937878788	0.184920635	0.962454212	0.932610544	0.960144928	0.946918768	0.94137931	0.93	0.081116585	NA	0.285673235	0	0	0.964285714	0.884589947	0.012903226	0.004608295	0.852469136	0.947368421	0.161633577	0	0.875	0.322988506	0	0.543537415	0	0.922413793	0.006989247	0.004608295	0.004258614	0.904761905	0	0	0.005803571	0	0.943875541	0.922916667	0.928343063	0.030765993
CG	3	91868558	91869003	Teosinte/Maize	Hypo	0.888888889	0.951754386	0.942767296	0.945745511	0.978070175	0.828333333	0.943333333	0.896960486	0.952777778	0.95959596	0.96622807	0.968253968	0.942261905	0.435802469	0.893410853	0.9625	0.967073171	0.931623932	0.944799054	0.965	0.0025	0.06504065	0.596153846	0	0.011309524	0.811666667	0.989795918	0	0.003676471	0.975	0.857142857	0.1225	0.019337121	0.882352941	0.283333333	0.007738095	0.152197802	0.002777778	0.895171958	0.004252766	0	0.010884979	0.850340136	0.021282799	0	0	0	0.913272271	0.924489796	0.886824212	0.003571429
CG	3	92022608	92023211	Teosinte/Maize	Hyper	0.05089717	0.17536075	0.96875	0.00434383	0.929487179	NA	0.331733021	0.348494583	0.959529723	0.41484726	0	0.343602865	0.946850827	0	0.316101695	0.943891723	0.960254472	0.422979798	0.433129284	0.541364003	0.935956101	0.237333333	0.268518519	0.978723404	0.599346405	0.622972973	0.862745098	0.861428571	0.830740741	0	0.280701754	0.576095238	0.950483092	0.593452381	0.928294574	0.966666667	0.927083333	0.907738095	0.897142857	0.881838403	0.81458486	0.883227929	0.897227811	0.891142857	0.816125541	0.939825657	0.9352657	0.908045288	0.03160014	0.882589984	0.893769415
CG	3	92478122	92478800	Teosinte/Maize	Hypo	0.905833333	0.88784219	0.924836601	0.911782662	0.955324074	0.845574388	0.899095759	0.926267281	0.894191919	0.833776167	0.933086527	0.241112067	0.909100081	0.937179487	0.947175141	0.910638298	0.843772894	0.914562075	0.952380952	0.873597521	0	0.473333333	0.66015625	0	0.333163265	0.947101449	0.962393999	0.003773585	0.055555556	0.697916667	0.659090909	0.609648736	0	0	0	0.013888889	0.002824859	0.011378849	0.007201646	0	0.010162602	0.002469136	0.394926391	0	0.03452381	0.003284072	0	0.010869565	0.83974359	0.020340028	0
CG	3	92490586	92491326	Teosinte/Maize	Hyper	0.312857143	0.956666667	0.029163304	0.91047619	0	0	0.429787234	0.411998133	0	0.543382353	0.951904762	0.92010582	0.556802721	0.002898551	0.94181736	0.023255814	0	0.58544616	0.504063492	0.006081081	0.918238994	0.887387387	0.927044025	0.94047619	0.835416667	0.242184265	0.898206555	0.017270288	0.893939394	0.973484848	0.958333333	0.849621212	0.989130435	0.894535519	0.925724638	0.904519774	0.925287356	0.920644967	0.946445825	0.946863312	0.874336344	0.941389574	0.845652958	0.87452381	0.858448541	0.85922835	0.940450799	0.865211183	0.86627907	0.901010521	0.889225965
CG	3	92536414	92536900	Teosinte/Maize	Hypo	0.774358974	0.935502646	0.910984848	0.959770115	0.62202381	0.049099099	0.921568627	0.892724868	0.919918699	0.957491289	0.902205611	0.923214286	0.948863636	0.013157895	0.956898657	0.917496392	0.885481998	0.920039683	0.804027043	0.31884058	0	0.864583333	0.328434066	0.004273504	0.624113475	0.833333333	0.8125	0.015151515	0.016666667	0.223280423	0.84484127	0.306818182	0.002262443	0.307692308	0	0.004115226	0.006666667	0.118201058	0.066693723	0.135063359	0.010416667	0.047800591	0.072222222	0.102380952	0.148357143	0.058267587	0.086419753	0.886478018	0.688172043	0.01510989	0.023131313
CG	3	93367827	93367954	Teosinte/Maize	Hypo	0.960952381	0.89957265	0.916666667	0.973684211	0.980392157	0.93018018	0.962962963	0.956521739	0.927716728	0.958333333	0.880769231	0.535521236	0.972715573	0.938888889	0.958558559	0.944603175	0.926086957	0.977777778	0.986935287	0.939583333	0	0.017142857	0.516248391	0	0	0.011904762	0	0	0	1	0.5	0	0	0.954285714	0	0	0	0	0.963063063	0.002457002	0	0	0.774517375	0	0	0	0	0.859251672	0.657207207	0.838071895	0.004504505
CG	3	93497255	93497497	Teosinte/Maize	Hypo	0.351671733	0.07518457	0.244984802	0.439473684	0.861111111	0.128693529	0.074324324	1	0.925824176	0.861428571	0.939583333	0	0.261702128	1	0.048809524	0.726086957	0.658630952	0.706105006	0.856235828	0.243161094	0	0.035714286	0	0	0.007092199	0	0	0	0.029411765	0.029411765	0.5	0	0	0	0.115853659	0.011363636	0.006410256	0.013429752	0.009245187	0.0234375	0	0.00212766	0.016507937	0.015957447	0.012056738	0.002659574	0.011627907	0.014876731	0.008510638	0	0.011865794
