Chr	Start	end	Freq	
Chr3	184000001	185000000	4	Chr
Chr3	185000001	186000000	2	Chr
Chr3	186000001	187000000	0	Chr
Chr3	187000001	188000000	0	Chr
Chr3	188000001	189000000	3	Chr
Chr3	189000001	190000000	3	Chr
Chr3	190000001	191000000	0	Chr
Chr3	191000001	192000000	2	Chr
Chr3	192000001	193000000	0	Chr
Chr3	193000001	194000000	2	Chr
Chr3	194000001	195000000	4	Chr
Chr3	195000001	196000000	4	Chr
Chr3	196000001	197000000	1	Chr
Chr3	197000001	198000000	2	Chr
Chr3	198000001	199000000	0	Chr
Chr3	199000001	200000000	1	Chr
Chr3	200000001	201000000	0	Chr
Chr3	201000001	202000000	0	Chr
Chr3	202000001	203000000	0	Chr
Chr3	203000001	204000000	0	Chr
Chr3	204000001	205000000	1	Chr
Chr3	205000001	206000000	0	Chr
Chr3	206000001	207000000	2	Chr
Chr3	207000001	208000000	1	Chr
Chr3	208000001	209000000	1	Chr
Chr3	209000001	210000000	0	Chr
Chr3	210000001	211000000	1	Chr
Chr3	211000001	212000000	1	Chr
Chr3	212000001	213000000	1	Chr
Chr3	213000001	214000000	0	Chr
Chr3	214000001	215000000	0	Chr
Chr3	215000001	216000000	1	Chr
Chr3	216000001	217000000	1	Chr
Chr3	217000001	218000000	2	Chr
Chr3	218000001	219000000	1	Chr
Chr3	219000001	220000000	0	Chr
Chr3	220000001	221000000	2	Chr
Chr3	221000001	222000000	0	Chr
Chr3	222000001	223000000	0	Chr
Chr3	223000001	224000000	4	Chr
Chr3	224000001	225000000	1	Chr
Chr3	225000001	226000000	1	Chr
Chr3	226000001	227000000	5	Chr
Chr3	227000001	228000000	4	Chr
Chr3	228000001	229000000	1	Chr
Chr3	229000001	230000000	0	Chr
Chr3	230000001	231000000	0	Chr
Chr3	231000001	232000000	2	Chr
Chr3	232000001	233000000	5	Chr
Chr3	233000001	234000000	0	Chr
Chr3	234000001	235000000	0	Chr
Chr4	1	1000000	0	Chr
Chr4	1000001	2000000	0	Chr
Chr4	2000001	3000000	0	Chr
Chr4	3000001	4000000	0	Chr
Chr4	4000001	5000000	3	Chr
Chr4	5000001	6000000	4	Chr
Chr4	6000001	7000000	1	Chr
Chr4	7000001	8000000	3	Chr
Chr4	8000001	9000000	2	Chr
Chr4	9000001	10000000	4	Chr
Chr4	10000001	11000000	0	Chr
Chr4	11000001	12000000	0	Chr
Chr4	12000001	13000000	0	Chr
Chr4	13000001	14000000	0	Chr
Chr4	14000001	15000000	0	Chr
Chr4	15000001	16000000	0	Chr
Chr4	16000001	17000000	0	Chr
Chr4	17000001	18000000	0	Chr
Chr4	18000001	19000000	0	Chr
Chr4	19000001	20000000	0	Chr
Chr4	20000001	21000000	0	Chr
Chr4	21000001	22000000	0	Chr
Chr4	22000001	23000000	0	Chr
Chr4	23000001	24000000	1	Chr
Chr4	24000001	25000000	0	Chr
Chr4	25000001	26000000	0	Chr
Chr4	26000001	27000000	0	Chr
Chr4	27000001	28000000	0	Chr
Chr4	28000001	29000000	0	Chr
Chr4	29000001	30000000	0	Chr
Chr4	30000001	31000000	0	Chr
Chr4	31000001	32000000	1	Chr
Chr4	32000001	33000000	1	Chr
Chr4	33000001	34000000	1	Chr
Chr4	34000001	35000000	1	Chr
Chr4	35000001	36000000	0	Chr
Chr4	36000001	37000000	0	Chr
Chr4	37000001	38000000	1	Chr
Chr4	38000001	39000000	0	Chr
Chr4	39000001	40000000	2	Chr
Chr4	40000001	41000000	4	Chr
Chr4	41000001	42000000	2	Chr
Chr4	42000001	43000000	4	Chr
Chr4	43000001	44000000	0	Chr
Chr4	44000001	45000000	0	Chr
Chr4	45000001	46000000	2	Chr
Chr4	46000001	47000000	0	Chr
Chr4	47000001	48000000	1	Chr
Chr4	48000001	49000000	1	Chr
Chr4	49000001	50000000	1	Chr
Chr4	50000001	51000000	8	Chr
Chr4	51000001	52000000	0	Chr
Chr4	52000001	53000000	1	Chr
Chr4	53000001	54000000	3	Chr
Chr4	54000001	55000000	1	Chr
Chr4	55000001	56000000	1	Chr
Chr4	56000001	57000000	2	Chr
Chr4	57000001	58000000	1	Chr
Chr4	58000001	59000000	0	Chr
Chr4	59000001	60000000	0	Chr
Chr4	60000001	61000000	3	Chr
Chr4	61000001	62000000	4	Chr
Chr4	62000001	63000000	1	Chr
Chr4	63000001	64000000	0	Chr
Chr4	64000001	65000000	1	Chr
Chr4	65000001	66000000	1	Chr
Chr4	66000001	67000000	2	Chr
Chr4	67000001	68000000	1	Chr
Chr4	68000001	69000000	3	Chr
Chr4	69000001	70000000	2	Chr
Chr4	70000001	71000000	1	Chr
Chr4	71000001	72000000	0	Chr
Chr4	72000001	73000000	1	Chr
Chr4	73000001	74000000	0	Chr
Chr4	74000001	75000000	1	Chr
Chr4	75000001	76000000	3	Chr
Chr4	76000001	77000000	0	Chr
Chr4	77000001	78000000	0	Chr
Chr4	78000001	79000000	1	Chr
Chr4	79000001	80000000	0	Chr
Chr4	80000001	81000000	0	Chr
Chr4	81000001	82000000	1	Chr
Chr4	82000001	83000000	2	Chr
Chr4	83000001	84000000	4	Chr
Chr4	84000001	85000000	0	Chr
Chr4	85000001	86000000	1	Chr
Chr4	86000001	87000000	0	Chr
Chr4	87000001	88000000	1	Chr
Chr4	88000001	89000000	6	Chr
Chr4	89000001	90000000	2	Chr
Chr4	90000001	91000000	2	Chr
Chr4	91000001	92000000	8	Chr
Chr4	92000001	93000000	4	Chr
Chr4	93000001	94000000	4	Chr
Chr4	94000001	95000000	5	Chr
Chr4	95000001	96000000	0	Chr
Chr4	96000001	97000000	1	Chr
Chr4	97000001	98000000	4	Chr
Chr4	98000001	99000000	2	Chr
Chr4	99000001	100000000	2	Chr
Chr4	100000001	101000000	4	Chr
Chr4	101000001	102000000	3	Chr
Chr4	102000001	103000000	3	Chr
Chr4	103000001	104000000	4	Chr
Chr4	104000001	105000000	0	Chr
Chr4	105000001	106000000	2	Chr
Chr4	106000001	107000000	4	Chr
Chr4	107000001	108000000	1	Chr
Chr4	108000001	109000000	2	Chr
Chr4	109000001	110000000	0	Chr
Chr4	110000001	111000000	0	Chr
Chr4	111000001	112000000	5	Chr
Chr4	112000001	113000000	5	Chr
Chr4	113000001	114000000	2	Chr
Chr4	114000001	115000000	2	Chr
Chr4	115000001	116000000	3	Chr
Chr4	116000001	117000000	0	Chr
Chr4	117000001	118000000	3	Chr
Chr4	118000001	119000000	4	Chr
Chr4	119000001	120000000	7	Chr
Chr4	120000001	121000000	2	Chr
Chr4	121000001	122000000	3	Chr
Chr4	122000001	123000000	0	Chr
Chr4	123000001	124000000	1	Chr
Chr4	124000001	125000000	2	Chr
Chr4	125000001	126000000	2	Chr
Chr4	126000001	127000000	1	Chr
Chr4	127000001	128000000	0	Chr
Chr4	128000001	129000000	0	Chr
Chr4	129000001	130000000	0	Chr
Chr4	130000001	131000000	0	Chr
Chr4	131000001	132000000	1	Chr
Chr4	132000001	133000000	1	Chr
Chr4	133000001	134000000	0	Chr
Chr4	134000001	135000000	2	Chr
Chr4	135000001	136000000	0	Chr
Chr4	136000001	137000000	0	Chr
Chr4	137000001	138000000	1	Chr
Chr4	138000001	139000000	0	Chr
Chr4	139000001	140000000	1	Chr
Chr4	140000001	141000000	1	Chr
Chr4	141000001	142000000	2	Chr
Chr4	142000001	143000000	0	Chr
Chr4	143000001	144000000	1	Chr
Chr4	144000001	145000000	0	Chr
Chr4	145000001	146000000	0	Chr
Chr4	146000001	147000000	1	Chr
Chr4	147000001	148000000	1	Chr
Chr4	148000001	149000000	3	Chr
Chr4	149000001	150000000	1	Chr
Chr4	150000001	151000000	0	Chr
Chr4	151000001	152000000	0	Chr
Chr4	152000001	153000000	1	Chr
Chr4	153000001	154000000	0	Chr
Chr4	154000001	155000000	0	Chr
Chr4	155000001	156000000	0	Chr
Chr4	156000001	157000000	3	Chr
Chr4	157000001	158000000	0	Chr
Chr4	158000001	159000000	3	Chr
Chr4	159000001	160000000	0	Chr
Chr4	160000001	161000000	3	Chr
Chr4	161000001	162000000	3	Chr
Chr4	162000001	163000000	1	Chr
Chr4	163000001	164000000	1	Chr
Chr4	164000001	165000000	0	Chr
Chr4	165000001	166000000	1	Chr
Chr4	166000001	167000000	1	Chr
Chr4	167000001	168000000	1	Chr
Chr4	168000001	169000000	0	Chr
Chr4	169000001	170000000	1	Chr
Chr4	170000001	171000000	4	Chr
Chr4	171000001	172000000	2	Chr
Chr4	172000001	173000000	1	Chr
Chr4	173000001	174000000	2	Chr
Chr4	174000001	175000000	1	Chr
Chr4	175000001	176000000	0	Chr
Chr4	176000001	177000000	2	Chr
Chr4	177000001	178000000	3	Chr
Chr4	178000001	179000000	3	Chr
Chr4	179000001	180000000	2	Chr
Chr4	180000001	181000000	0	Chr
Chr4	181000001	182000000	2	Chr
Chr4	182000001	183000000	2	Chr
Chr4	183000001	184000000	1	Chr
Chr4	184000001	185000000	1	Chr
Chr4	185000001	186000000	1	Chr
Chr4	186000001	187000000	0	Chr
Chr4	187000001	188000000	1	Chr
Chr4	188000001	189000000	1	Chr
Chr4	189000001	190000000	1	Chr
Chr4	190000001	191000000	0	Chr
Chr4	191000001	192000000	1	Chr
Chr4	192000001	193000000	0	Chr
Chr4	193000001	194000000	1	Chr
Chr4	194000001	195000000	0	Chr
Chr4	195000001	196000000	0	Chr
Chr4	196000001	197000000	2	Chr
Chr4	197000001	198000000	2	Chr
Chr4	198000001	199000000	0	Chr
Chr4	199000001	200000000	0	Chr
Chr4	200000001	201000000	1	Chr
Chr4	201000001	202000000	0	Chr
Chr4	202000001	203000000	1	Chr
Chr4	203000001	204000000	0	Chr
Chr4	204000001	205000000	0	Chr
Chr4	205000001	206000000	0	Chr
Chr4	206000001	207000000	0	Chr
Chr4	207000001	208000000	2	Chr
Chr4	208000001	209000000	6	Chr
Chr4	209000001	210000000	3	Chr
Chr4	210000001	211000000	0	Chr
Chr4	211000001	212000000	1	Chr
Chr4	212000001	213000000	3	Chr
Chr4	213000001	214000000	2	Chr
Chr4	214000001	215000000	3	Chr
Chr4	215000001	216000000	1	Chr
Chr4	216000001	217000000	0	Chr
Chr4	217000001	218000000	4	Chr
Chr4	218000001	219000000	3	Chr
Chr4	219000001	220000000	0	Chr
Chr4	220000001	221000000	1	Chr
Chr4	221000001	222000000	3	Chr
Chr4	222000001	223000000	3	Chr
Chr4	223000001	224000000	3	Chr
Chr4	224000001	225000000	2	Chr
Chr4	225000001	226000000	2	Chr
Chr4	226000001	227000000	2	Chr
Chr4	227000001	228000000	0	Chr
Chr4	228000001	229000000	0	Chr
Chr4	229000001	230000000	1	Chr
Chr4	230000001	231000000	2	Chr
Chr4	231000001	232000000	1	Chr
Chr4	232000001	233000000	3	Chr
Chr4	233000001	234000000	1	Chr
Chr4	234000001	235000000	0	Chr
Chr4	235000001	236000000	0	Chr
Chr4	236000001	237000000	0	Chr
Chr4	237000001	238000000	1	Chr
Chr4	238000001	239000000	5	Chr
Chr4	239000001	240000000	0	Chr
Chr4	240000001	241000000	2	Chr
Chr4	241000001	242000000	1	Chr
Chr4	242000001	243000000	0	Chr
Chr4	243000001	244000000	2	Chr
Chr4	244000001	245000000	0	Chr
Chr4	245000001	246000000	1	Chr
Chr5	1	1000000	2	Chr
Chr5	1000001	2000000	1	Chr
Chr5	2000001	3000000	1	Chr
Chr5	3000001	4000000	0	Chr
Chr5	4000001	5000000	1	Chr
Chr5	5000001	6000000	2	Chr
Chr5	6000001	7000000	3	Chr
Chr5	7000001	8000000	1	Chr
Chr5	8000001	9000000	1	Chr
Chr5	9000001	10000000	0	Chr
Chr5	10000001	11000000	1	Chr
Chr5	11000001	12000000	1	Chr
Chr5	12000001	13000000	0	Chr
Chr5	13000001	14000000	1	Chr
Chr5	14000001	15000000	1	Chr
Chr5	15000001	16000000	0	Chr
Chr5	16000001	17000000	2	Chr
Chr5	17000001	18000000	2	Chr
Chr5	18000001	19000000	0	Chr
Chr5	19000001	20000000	1	Chr
Chr5	20000001	21000000	0	Chr
Chr5	21000001	22000000	0	Chr
Chr5	22000001	23000000	1	Chr
Chr5	23000001	24000000	0	Chr
Chr5	24000001	25000000	0	Chr
Chr5	25000001	26000000	0	Chr
Chr5	26000001	27000000	1	Chr
Chr5	27000001	28000000	1	Chr
Chr5	28000001	29000000	1	Chr
Chr5	29000001	30000000	2	Chr
Chr5	30000001	31000000	2	Chr
Chr5	31000001	32000000	1	Chr
Chr5	32000001	33000000	0	Chr
Chr5	33000001	34000000	2	Chr
Chr5	34000001	35000000	1	Chr
Chr5	35000001	36000000	0	Chr
Chr5	36000001	37000000	0	Chr
Chr5	37000001	38000000	4	Chr
Chr5	38000001	39000000	0	Chr
Chr5	39000001	40000000	2	Chr
Chr5	40000001	41000000	3	Chr
Chr5	41000001	42000000	3	Chr
Chr5	42000001	43000000	3	Chr
Chr5	43000001	44000000	0	Chr
Chr5	44000001	45000000	0	Chr
Chr5	45000001	46000000	1	Chr
Chr5	46000001	47000000	3	Chr
Chr5	47000001	48000000	2	Chr
Chr5	48000001	49000000	0	Chr
Chr5	49000001	50000000	0	Chr
Chr5	50000001	51000000	1	Chr
Chr5	51000001	52000000	1	Chr
Chr5	52000001	53000000	1	Chr
Chr5	53000001	54000000	3	Chr
Chr5	54000001	55000000	1	Chr
Chr5	55000001	56000000	0	Chr
Chr5	56000001	57000000	0	Chr
Chr5	57000001	58000000	0	Chr
Chr5	58000001	59000000	0	Chr
Chr5	59000001	60000000	0	Chr
Chr5	60000001	61000000	0	Chr
Chr5	61000001	62000000	0	Chr
Chr5	62000001	63000000	0	Chr
Chr5	63000001	64000000	2	Chr
Chr5	64000001	65000000	1	Chr
Chr5	65000001	66000000	6	Chr
Chr5	66000001	67000000	0	Chr
Chr5	67000001	68000000	0	Chr
Chr5	68000001	69000000	3	Chr
Chr5	69000001	70000000	0	Chr
Chr5	70000001	71000000	1	Chr
Chr5	71000001	72000000	2	Chr
Chr5	72000001	73000000	1	Chr
Chr5	73000001	74000000	1	Chr
Chr5	74000001	75000000	0	Chr
Chr5	75000001	76000000	1	Chr
Chr5	76000001	77000000	2	Chr
Chr5	77000001	78000000	2	Chr
Chr5	78000001	79000000	0	Chr
Chr5	79000001	80000000	2	Chr
Chr5	80000001	81000000	2	Chr
Chr5	81000001	82000000	1	Chr
Chr5	82000001	83000000	0	Chr
Chr5	83000001	84000000	0	Chr
Chr5	84000001	85000000	1	Chr
Chr5	85000001	86000000	2	Chr
Chr5	86000001	87000000	0	Chr
Chr5	87000001	88000000	0	Chr
Chr5	88000001	89000000	0	Chr
Chr5	89000001	90000000	1	Chr
Chr5	90000001	91000000	0	Chr
Chr5	91000001	92000000	1	Chr
Chr5	92000001	93000000	0	Chr
Chr5	93000001	94000000	1	Chr
Chr5	94000001	95000000	0	Chr
Chr5	95000001	96000000	0	Chr
Chr5	96000001	97000000	3	Chr
Chr5	97000001	98000000	3	Chr
Chr5	98000001	99000000	0	Chr
Chr5	99000001	100000000	4	Chr
Chr5	100000001	101000000	0	Chr
Chr5	101000001	102000000	1	Chr
Chr5	102000001	103000000	1	Chr
Chr5	103000001	104000000	1	Chr
Chr5	104000001	105000000	6	Chr
Chr5	105000001	106000000	0	Chr
Chr5	106000001	107000000	0	Chr
Chr5	107000001	108000000	2	Chr
Chr5	108000001	109000000	7	Chr
Chr5	109000001	110000000	3	Chr
Chr5	110000001	111000000	1	Chr
Chr5	111000001	112000000	0	Chr
Chr5	112000001	113000000	1	Chr
Chr5	113000001	114000000	0	Chr
Chr5	114000001	115000000	2	Chr
Chr5	115000001	116000000	3	Chr
Chr5	116000001	117000000	0	Chr
Chr5	117000001	118000000	0	Chr
Chr5	118000001	119000000	4	Chr
Chr5	119000001	120000000	1	Chr
Chr5	120000001	121000000	2	Chr
Chr5	121000001	122000000	1	Chr
Chr5	122000001	123000000	5	Chr
Chr5	123000001	124000000	3	Chr
Chr5	124000001	125000000	1	Chr
Chr5	125000001	126000000	1	Chr
Chr5	126000001	127000000	1	Chr
Chr5	127000001	128000000	5	Chr
Chr5	128000001	129000000	0	Chr
Chr5	129000001	130000000	6	Chr
Chr5	130000001	131000000	1	Chr
Chr5	131000001	132000000	1	Chr
Chr5	132000001	133000000	1	Chr
Chr5	133000001	134000000	0	Chr
Chr5	134000001	135000000	1	Chr
Chr5	135000001	136000000	0	Chr
Chr5	136000001	137000000	3	Chr
Chr5	137000001	138000000	1	Chr
Chr5	138000001	139000000	1	Chr
Chr5	139000001	140000000	0	Chr
Chr5	140000001	141000000	1	Chr
Chr5	141000001	142000000	1	Chr
Chr5	142000001	143000000	1	Chr
Chr5	143000001	144000000	0	Chr
Chr5	144000001	145000000	0	Chr
Chr5	145000001	146000000	1	Chr
Chr5	146000001	147000000	0	Chr
Chr5	147000001	148000000	1	Chr
Chr5	148000001	149000000	0	Chr
Chr5	149000001	150000000	1	Chr
Chr5	150000001	151000000	2	Chr
Chr5	151000001	152000000	2	Chr
Chr5	152000001	153000000	6	Chr
Chr5	153000001	154000000	1	Chr
Chr5	154000001	155000000	1	Chr
Chr5	155000001	156000000	0	Chr
Chr5	156000001	157000000	2	Chr
Chr5	157000001	158000000	1	Chr
Chr5	158000001	159000000	0	Chr
Chr5	159000001	160000000	0	Chr
Chr5	160000001	161000000	2	Chr
Chr5	161000001	162000000	0	Chr
Chr5	162000001	163000000	4	Chr
Chr5	163000001	164000000	0	Chr
Chr5	164000001	165000000	1	Chr
Chr5	165000001	166000000	2	Chr
Chr5	166000001	167000000	1	Chr
Chr5	167000001	168000000	1	Chr
Chr5	168000001	169000000	0	Chr
Chr5	169000001	170000000	2	Chr
Chr5	170000001	171000000	0	Chr
Chr5	171000001	172000000	0	Chr
Chr5	172000001	173000000	0	Chr
Chr5	173000001	174000000	0	Chr
Chr5	174000001	175000000	0	Chr
Chr5	175000001	176000000	1	Chr
Chr5	176000001	177000000	0	Chr
Chr5	177000001	178000000	0	Chr
Chr5	178000001	179000000	0	Chr
Chr5	179000001	180000000	0	Chr
Chr5	180000001	181000000	1	Chr
Chr5	181000001	182000000	0	Chr
Chr5	182000001	183000000	0	Chr
Chr5	183000001	184000000	0	Chr
Chr5	184000001	185000000	0	Chr
Chr5	185000001	186000000	0	Chr
Chr5	186000001	187000000	1	Chr
Chr5	187000001	188000000	0	Chr
Chr5	188000001	189000000	0	Chr
Chr5	189000001	190000000	1	Chr
Chr5	190000001	191000000	0	Chr
Chr5	191000001	192000000	2	Chr
Chr5	192000001	193000000	4	Chr
Chr5	193000001	194000000	4	Chr
Chr5	194000001	195000000	0	Chr
Chr5	195000001	196000000	0	Chr
Chr5	196000001	197000000	0	Chr
Chr5	197000001	198000000	0	Chr
Chr5	198000001	199000000	2	Chr
Chr5	199000001	200000000	0	Chr
Chr5	200000001	201000000	0	Chr
Chr5	201000001	202000000	1	Chr
Chr5	202000001	203000000	1	Chr
Chr5	203000001	204000000	3	Chr
Chr5	204000001	205000000	3	Chr
Chr5	205000001	206000000	2	Chr
Chr5	206000001	207000000	0	Chr
Chr5	207000001	208000000	3	Chr
Chr5	208000001	209000000	1	Chr
Chr5	209000001	210000000	0	Chr
Chr5	210000001	211000000	0	Chr
Chr5	211000001	212000000	0	Chr
Chr5	212000001	213000000	1	Chr
Chr5	213000001	214000000	0	Chr
Chr5	214000001	215000000	0	Chr
Chr5	215000001	216000000	2	Chr
Chr5	216000001	217000000	0	Chr
Chr5	217000001	218000000	4	Chr
Chr5	218000001	219000000	0	Chr
Chr5	219000001	220000000	2	Chr
Chr5	220000001	221000000	0	Chr
Chr5	221000001	222000000	0	Chr
Chr5	222000001	223000000	3	Chr
Chr6	1	1000000	4	Chr
Chr6	1000001	2000000	2	Chr
Chr6	2000001	3000000	2	Chr
Chr6	3000001	4000000	1	Chr
Chr6	4000001	5000000	2	Chr
Chr6	5000001	6000000	1	Chr
Chr6	6000001	7000000	0	Chr
Chr6	7000001	8000000	1	Chr
Chr6	8000001	9000000	0	Chr
Chr6	9000001	10000000	0	Chr
Chr6	10000001	11000000	0	Chr
Chr6	11000001	12000000	0	Chr
Chr6	12000001	13000000	0	Chr
Chr6	13000001	14000000	1	Chr
Chr6	14000001	15000000	0	Chr
Chr6	15000001	16000000	1	Chr
Chr6	16000001	17000000	2	Chr
Chr6	17000001	18000000	4	Chr
Chr6	18000001	19000000	4	Chr
Chr6	19000001	20000000	0	Chr
Chr6	20000001	21000000	0	Chr
Chr6	21000001	22000000	0	Chr
Chr6	22000001	23000000	0	Chr
Chr6	23000001	24000000	0	Chr
Chr6	24000001	25000000	0	Chr
Chr6	25000001	26000000	0	Chr
Chr6	26000001	27000000	0	Chr
Chr6	27000001	28000000	1	Chr
Chr6	28000001	29000000	0	Chr
Chr6	29000001	30000000	0	Chr
Chr6	30000001	31000000	1	Chr
Chr6	31000001	32000000	0	Chr
Chr6	32000001	33000000	0	Chr
Chr6	33000001	34000000	0	Chr
Chr6	34000001	35000000	3	Chr
Chr6	35000001	36000000	0	Chr
Chr6	36000001	37000000	0	Chr
Chr6	37000001	38000000	2	Chr
Chr6	38000001	39000000	0	Chr
Chr6	39000001	40000000	1	Chr
Chr6	40000001	41000000	2	Chr
Chr6	41000001	42000000	0	Chr
Chr6	42000001	43000000	3	Chr
Chr6	43000001	44000000	3	Chr
Chr6	44000001	45000000	0	Chr
Chr6	45000001	46000000	1	Chr
Chr6	46000001	47000000	1	Chr
Chr6	47000001	48000000	2	Chr
Chr6	48000001	49000000	1	Chr
Chr6	49000001	50000000	0	Chr
Chr6	50000001	51000000	7	Chr
Chr6	51000001	52000000	1	Chr
Chr6	52000001	53000000	1	Chr
Chr6	53000001	54000000	0	Chr
Chr6	54000001	55000000	3	Chr
Chr6	55000001	56000000	5	Chr
Chr6	56000001	57000000	2	Chr
Chr6	57000001	58000000	0	Chr
Chr6	58000001	59000000	1	Chr
Chr6	59000001	60000000	0	Chr
Chr6	60000001	61000000	0	Chr
Chr6	61000001	62000000	6	Chr
Chr6	62000001	63000000	1	Chr
Chr6	63000001	64000000	0	Chr
Chr6	64000001	65000000	3	Chr
Chr6	65000001	66000000	0	Chr
Chr6	66000001	67000000	3	Chr
Chr6	67000001	68000000	0	Chr
Chr6	68000001	69000000	0	Chr
Chr6	69000001	70000000	0	Chr
Chr6	70000001	71000000	1	Chr
Chr6	71000001	72000000	0	Chr
Chr6	72000001	73000000	0	Chr
Chr6	73000001	74000000	1	Chr
Chr6	74000001	75000000	0	Chr
Chr6	75000001	76000000	3	Chr
Chr6	76000001	77000000	0	Chr
Chr6	77000001	78000000	0	Chr
Chr6	78000001	79000000	0	Chr
Chr6	79000001	80000000	0	Chr
Chr6	80000001	81000000	0	Chr
Chr6	81000001	82000000	0	Chr
Chr6	82000001	83000000	0	Chr
Chr6	83000001	84000000	1	Chr
Chr6	84000001	85000000	1	Chr
Chr6	85000001	86000000	3	Chr
Chr6	86000001	87000000	2	Chr
Chr6	87000001	88000000	0	Chr
Chr6	88000001	89000000	0	Chr
Chr6	89000001	90000000	1	Chr
Chr6	90000001	91000000	2	Chr
Chr6	91000001	92000000	8	Chr
Chr6	92000001	93000000	1	Chr
Chr6	93000001	94000000	0	Chr
Chr6	94000001	95000000	0	Chr
Chr6	95000001	96000000	2	Chr
Chr6	96000001	97000000	1	Chr
Chr6	97000001	98000000	2	Chr
Chr6	98000001	99000000	0	Chr
Chr6	99000001	100000000	0	Chr
Chr6	100000001	101000000	0	Chr
Chr6	101000001	102000000	2	Chr
Chr6	102000001	103000000	1	Chr
Chr6	103000001	104000000	0	Chr
Chr6	104000001	105000000	0	Chr
Chr6	105000001	106000000	1	Chr
Chr6	106000001	107000000	4	Chr
Chr6	107000001	108000000	2	Chr
Chr6	108000001	109000000	2	Chr
Chr6	109000001	110000000	0	Chr
Chr6	110000001	111000000	0	Chr
Chr6	111000001	112000000	0	Chr
Chr6	112000001	113000000	0	Chr
Chr6	113000001	114000000	2	Chr
Chr6	114000001	115000000	0	Chr
Chr6	115000001	116000000	1	Chr
Chr6	116000001	117000000	0	Chr
Chr6	117000001	118000000	1	Chr
Chr6	118000001	119000000	1	Chr
Chr6	119000001	120000000	0	Chr
Chr6	120000001	121000000	2	Chr
Chr6	121000001	122000000	0	Chr
Chr6	122000001	123000000	4	Chr
Chr6	123000001	124000000	3	Chr
Chr6	124000001	125000000	2	Chr
Chr6	125000001	126000000	0	Chr
Chr6	126000001	127000000	1	Chr
Chr6	127000001	128000000	1	Chr
Chr6	128000001	129000000	1	Chr
Chr6	129000001	130000000	0	Chr
Chr6	130000001	131000000	3	Chr
Chr6	131000001	132000000	0	Chr
Chr6	132000001	133000000	0	Chr
Chr6	133000001	134000000	1	Chr
Chr6	134000001	135000000	3	Chr
Chr6	135000001	136000000	0	Chr
Chr6	136000001	137000000	0	Chr
Chr6	137000001	138000000	2	Chr
Chr6	138000001	139000000	3	Chr
Chr6	139000001	140000000	0	Chr
Chr6	140000001	141000000	1	Chr
Chr6	141000001	142000000	0	Chr
Chr6	142000001	143000000	0	Chr
Chr6	143000001	144000000	2	Chr
Chr6	144000001	145000000	0	Chr
Chr6	145000001	146000000	0	Chr
Chr6	146000001	147000000	0	Chr
Chr6	147000001	148000000	2	Chr
Chr6	148000001	149000000	0	Chr
Chr6	149000001	150000000	0	Chr
Chr6	150000001	151000000	0	Chr
Chr6	151000001	152000000	1	Chr
Chr6	152000001	153000000	2	Chr
Chr6	153000001	154000000	2	Chr
Chr6	154000001	155000000	0	Chr
Chr6	155000001	156000000	0	Chr
Chr6	156000001	157000000	1	Chr
Chr6	157000001	158000000	1	Chr
Chr6	158000001	159000000	0	Chr
Chr6	159000001	160000000	0	Chr
Chr6	160000001	161000000	1	Chr
Chr6	161000001	162000000	0	Chr
Chr6	162000001	163000000	1	Chr
Chr6	163000001	164000000	0	Chr
Chr6	164000001	165000000	0	Chr
Chr6	165000001	166000000	0	Chr
Chr6	166000001	167000000	1	Chr
Chr6	167000001	168000000	0	Chr
Chr6	168000001	169000000	0	Chr
Chr6	169000001	170000000	0	Chr
Chr6	170000001	171000000	0	Chr
Chr6	171000001	172000000	4	Chr
Chr6	172000001	173000000	0	Chr
Chr6	173000001	174000000	3	Chr
Chr7	1	1000000	0	Chr
Chr7	1000001	2000000	1	Chr
Chr7	2000001	3000000	1	Chr
Chr7	3000001	4000000	0	Chr
Chr7	4000001	5000000	0	Chr
Chr7	5000001	6000000	0	Chr
Chr7	6000001	7000000	0	Chr
Chr7	7000001	8000000	2	Chr
Chr7	8000001	9000000	0	Chr
Chr7	9000001	10000000	1	Chr
Chr7	10000001	11000000	0	Chr
Chr7	11000001	12000000	0	Chr
Chr7	12000001	13000000	3	Chr
Chr7	13000001	14000000	2	Chr
Chr7	14000001	15000000	0	Chr
Chr7	15000001	16000000	0	Chr
Chr7	16000001	17000000	0	Chr
Chr7	17000001	18000000	0	Chr
Chr7	18000001	19000000	1	Chr
Chr7	19000001	20000000	1	Chr
Chr7	20000001	21000000	0	Chr
Chr7	21000001	22000000	2	Chr
Chr7	22000001	23000000	0	Chr
Chr7	23000001	24000000	1	Chr
Chr7	24000001	25000000	0	Chr
Chr7	25000001	26000000	0	Chr
Chr7	26000001	27000000	0	Chr
Chr7	27000001	28000000	0	Chr
Chr7	28000001	29000000	0	Chr
Chr7	29000001	30000000	0	Chr
Chr7	30000001	31000000	1	Chr
Chr7	31000001	32000000	1	Chr
Chr7	32000001	33000000	0	Chr
Chr7	33000001	34000000	0	Chr
Chr7	34000001	35000000	0	Chr
Chr7	35000001	36000000	0	Chr
Chr7	36000001	37000000	0	Chr
Chr7	37000001	38000000	1	Chr
Chr7	38000001	39000000	0	Chr
Chr7	39000001	40000000	3	Chr
Chr7	40000001	41000000	1	Chr
Chr7	41000001	42000000	1	Chr
